sample,time,window,precision,modulation,band,power,payload,crc,tx2rxdone
3209,27:27.5,0.04,4.00E-07,6,44,17,5,TRUE,0.019099791
3210,27:29.9,0.2,2.00E-07,6,34,18,67,TRUE,0.07038247
3211,28:16.9,10,5.00E-07,1,36,22,207,FALSE,4.065507203
3212,28:32.3,4,8.00E-07,2,7,19,220,TRUE,1.991481198
3213,28:34.9,0.4,4.00E-07,6,27,10,116,FALSE,0.111298511
3214,28:50.5,4,8.00E-07,2,49,18,114,FALSE,1.090450618
3215,28:51.8,0.02,2.00E-07,9,1,22,212,TRUE,0.009228092
3216,29:00.6,1,2.00E-07,4,24,3,139,TRUE,0.405665081
3217,29:09.0,1,2.00E-07,5,44,16,233,TRUE,0.366732273
3218,29:11.3,0.2,2.00E-07,3,43,8,7,FALSE,0.115040315
3219,29:12.6,0.01,1.00E-07,8,30,16,25,FALSE,0.002549225
3220,29:59.9,10,5.00E-07,1,0,11,209,TRUE,4.147404707
3221,31:08.4,20,1.00E-06,0,48,10,227,TRUE,8.132656407
3222,31:23.8,4,8.00E-07,2,26,12,183,FALSE,1.663845933
3223,31:32.9,1,2.00E-07,4,29,16,144,TRUE,0.415949083
3224,32:19.2,10,5.00E-07,0,9,8,126,TRUE,4.855849743
3225,32:20.5,0.02,2.00E-07,8,46,16,114,FALSE,0.008242482
3226,32:23.0,0.4,4.00E-07,6,2,20,214,TRUE,0.195817396
3227,32:32.0,1,2.00E-07,5,20,-2,200,FALSE,0.315533463
3228,32:40.7,1,2.00E-07,4,21,18,69,TRUE,0.221425244
3229,32:56.2,4,8.00E-07,3,4,1,236,TRUE,1.179872236
3230,33:05.2,1,2.00E-07,5,0,4,236,FALSE,0.366772073
3231,33:06.5,0.04,4.00E-07,8,11,4,202,TRUE,0.01400454
3232,33:17.5,2,4.00E-07,2,2,20,83,FALSE,0.844652169
3233,34:04.9,10,5.00E-07,0,42,20,121,TRUE,4.692010235
3234,34:36.6,1,2.00E-07,5,24,16,246,TRUE,
3235,34:46.1,1,2.00E-07,4,27,10,151,FALSE,0.426223685
3236,34:47.4,0.04,4.00E-07,8,5,0,182,TRUE,0.012724927
3237,34:56.3,1,2.00E-07,4,48,-2,102,FALSE,0.303309861
3238,34:58.7,0.2,2.00E-07,6,13,1,102,TRUE,0.101058701
3239,34:59.9,0.02,2.00E-07,9,37,22,137,FALSE,0.006147461
3240,35:02.3,0.1,1.00E-07,6,18,19,42,FALSE,0.047341547
3241,35:04.9,0.4,4.00E-07,6,23,1,209,TRUE,0.193180993
3242,35:15.8,2,4.00E-07,2,24,17,68,TRUE,0.762612953
3243,35:18.1,0.2,2.00E-07,6,4,17,65,TRUE,0.07030067
3244,35:33.3,4,8.00E-07,0,17,-2,45,FALSE,2.070665214
3245,35:48.5,4,8.00E-07,2,39,9,193,FALSE,1.745766749
3246,35:50.9,0.2,2.00E-07,6,33,12,106,FALSE,0.103578704
3247,35:52.1,0.04,4.00E-07,6,16,8,7,TRUE,0.019180192
3248,35:54.7,0.4,4.00E-07,5,47,0,75,FALSE,0.131256131
3249,37:03.5,20,1.00E-06,0,38,15,166,TRUE,6.166556308
3250,37:14.5,2,4.00E-07,3,12,13,135,FALSE,0.708853342
3251,37:30.2,4,8.00E-07,1,45,13,91,TRUE,2.017465203
3252,37:45.7,4,8.00E-07,2,45,22,121,FALSE,1.172249034
3253,37:54.4,1,2.00E-07,5,18,5,194,FALSE,0.305333661
3254,37:56.7,0.4,4.00E-07,5,36,-1,82,TRUE,0.146554147
3255,39:06.1,20,1.00E-06,0,44,6,230,FALSE,8.132697407
3256,40:14.3,20,1.00E-06,0,50,15,144,TRUE,5.511120276
3257,40:23.1,1,2.00E-07,3,36,10,58,FALSE,0.360676472
3258,40:25.6,0.4,4.00E-07,5,5,22,67,TRUE,0.121058921
3259,40:41.3,4,8.00E-07,2,30,22,146,FALSE,1.377048275
3260,40:50.0,1,2.00E-07,4,3,2,122,TRUE,0.364664473
3261,40:52.9,0.4,4.00E-07,6,11,7,140,FALSE,0.131782132
3262,41:04.0,2,4.00E-07,2,25,7,91,FALSE,0.926491785
3263,41:12.6,1,2.00E-07,2,43,3,37,FALSE,0.475975495
3264,41:21.2,1,2.00E-07,3,37,16,44,FALSE,0.278917456
3265,41:23.6,0.1,1.00E-07,5,26,13,7,TRUE,0.033996034
3266,41:26.1,0.4,4.00E-07,4,16,4,43,FALSE,0.14975015
3267,41:27.4,0.01,1.00E-07,9,6,14,81,FALSE,0.003909639
3268,41:29.6,0.1,1.00E-07,4,28,20,5,TRUE,0.057590358
3269,41:38.4,1,2.00E-07,4,16,15,168,TRUE,0.477386495
3270,41:53.8,4,8.00E-07,1,44,-3,63,FALSE,1.444091489
3271,41:56.4,0.4,4.00E-07,6,51,-1,200,TRUE,0.185497385
3272,42:05.3,1,2.00E-07,5,0,11,185,TRUE,0.295096659
3273,42:06.6,0.04,4.00E-07,8,5,9,155,FALSE,0.010867709
3274,42:15.8,1,2.00E-07,3,16,1,32,FALSE,0.237841648
3275,42:26.8,2,4.00E-07,2,32,5,73,FALSE,0.762738153
3276,43:13.6,10,5.00E-07,1,15,5,135,FALSE,2.754801138
3277,44:04.3,20,1.00E-06,0,12,11,251,FALSE,
3278,44:13.2,1,2.00E-07,3,43,19,65,TRUE,0.40163808
3279,44:24.0,2,4.00E-07,1,33,4,44,FALSE,1.116373823
3280,45:11.0,10,5.00E-07,1,9,1,236,FALSE,4.638841232
3281,45:13.6,0.4,4.00E-07,4,47,-3,63,FALSE,0.200946201
3282,45:21.8,1,2.00E-07,1,13,16,11,TRUE,0.542958309
3283,45:22.9,0.01,1.00E-07,8,24,-2,42,TRUE,0.003763338
3284,46:06.3,10,5.00E-07,2,44,5,241,TRUE,
3285,47:02.2,10,5.00E-07,1,21,-2,222,TRUE,4.39314222
3286,47:04.8,0.4,4.00E-07,5,5,19,62,TRUE,0.115874516
3287,47:52.3,10,5.00E-07,1,30,10,206,FALSE,4.065470203
3288,49:01.3,20,1.00E-06,0,46,4,212,FALSE,7.641060382
3289,49:09.9,1,2.00E-07,4,34,17,73,TRUE,0.231666446
3290,49:12.5,0.4,4.00E-07,5,2,5,124,TRUE,0.207993808
3291,49:13.7,0.02,2.00E-07,9,26,7,123,FALSE,0.005587856
3292,49:14.9,0.04,4.00E-07,7,26,10,19,FALSE,0.016082161
3293,49:30.0,4,8.00E-07,2,4,3,177,TRUE,1.622929925
3294,49:31.4,0.02,2.00E-07,9,25,9,183,TRUE,0.008068081
3295,49:33.9,0.4,4.00E-07,5,30,5,70,FALSE,0.126077326
3296,49:36.3,0.1,1.00E-07,7,11,4,53,TRUE,0.034038034
3297,49:44.9,1,2.00E-07,6,26,14,239,FALSE,0.216258043
3298,49:46.1,0.01,1.00E-07,9,44,17,82,TRUE,0.00402884
3299,49:57.1,2,4.00E-07,3,7,15,188,TRUE,0.954654191
3300,49:59.5,0.2,2.00E-07,7,2,2,177,FALSE,0.096741497
3301,50:01.9,0.4,4.00E-07,4,4,5,57,TRUE,0.190706591
3302,50:17.4,4,8.00E-07,2,41,8,206,TRUE,1.868642774
3303,50:18.6,0.01,1.00E-07,9,29,19,111,TRUE,0.005187652
3304,50:27.5,1,2.00E-07,4,18,1,124,TRUE,0.364746873
3305,51:14.3,10,5.00E-07,1,26,22,144,TRUE,3.00045665
3306,51:22.9,1,2.00E-07,5,35,9,203,FALSE,0.320634664
3307,51:31.8,1,2.00E-07,2,31,1,27,FALSE,0.394056479
3308,51:42.7,2,4.00E-07,2,15,14,69,FALSE,0.721814544
3309,52:28.9,10,5.00E-07,1,34,20,174,FALSE,3.492013175
3310,52:31.4,0.4,4.00E-07,3,40,8,17,TRUE,0.176418576
3311,52:39.9,1,2.00E-07,2,7,-1,17,TRUE,0.312219662
3312,53:27.1,10,5.00E-07,1,7,8,230,TRUE,4.556942228
3313,53:29.7,0.4,4.00E-07,7,42,-1,198,FALSE,0.108200908
3314,53:38.5,1,2.00E-07,0,8,17,0,FALSE,0.759921752
3315,53:41.1,0.4,4.00E-07,6,22,0,116,TRUE,0.113821314
3316,53:42.4,0.02,2.00E-07,9,18,6,116,TRUE,0.005390054
3317,53:43.6,0.04,4.00E-07,8,20,22,173,FALSE,0.01201892
3318,54:52.0,20,1.00E-06,0,34,22,238,FALSE,8.460299423
3319,55:07.6,4,8.00E-07,2,16,11,187,TRUE,1.704849141
3320,55:51.0,10,5.00E-07,1,51,0,246,FALSE,
3321,56:02.6,0.4,4.00E-07,7,10,16,190,FALSE,0.103159703
3322,56:05.1,0.2,2.00E-07,7,7,14,129,FALSE,0.072404272
3323,56:07.4,0.2,2.00E-07,3,10,10,2,TRUE,0.114920315
3324,56:54.8,10,5.00E-07,0,26,6,59,TRUE,2.725859136
3325,57:06.0,2,4.00E-07,2,15,21,78,FALSE,0.803692561
3326,57:07.1,0.01,1.00E-07,9,29,14,43,FALSE,0.002387724
3327,57:38.1,0.4,4.00E-07,7,49,10,253,TRUE,
3328,57:39.4,0.004,4.00E-07,9,12,2,34,FALSE,0.002028603
3329,57:42.0,0.4,4.00E-07,4,1,14,56,TRUE,0.190668591
3330,58:29.1,10,5.00E-07,1,24,7,182,TRUE,3.655889683
3331,58:30.5,0.01,1.00E-07,8,46,-2,45,FALSE,0.003826838
3332,58:31.8,0.02,2.00E-07,9,20,11,226,FALSE,0.009708497
3333,58:34.4,0.4,4.00E-07,5,15,18,64,FALSE,0.115876116
3334,59:21.6,10,5.00E-07,1,41,20,165,TRUE,3.40999167
3335,00:30.5,20,1.00E-06,0,38,3,205,FALSE,7.313507366
3336,00:39.3,1,2.00E-07,3,21,5,56,TRUE,0.360676472
3337,00:41.9,0.4,4.00E-07,7,10,15,185,TRUE,0.101857702
3338,01:34.5,10,5.00E-07,1,41,18,189,FALSE,3.737828187
3339,01:37.0,0.4,4.00E-07,5,41,3,82,TRUE,0.146555347
3340,02:46.1,20,1.00E-06,0,50,4,176,FALSE,6.494151325
3341,02:47.3,0.02,2.00E-07,8,43,3,110,TRUE,0.008116081
3342,02:56.5,1,2.00E-07,3,10,15,50,TRUE,0.319836664
3343,03:05.4,1,2.00E-07,4,3,13,90,TRUE,0.282745057
3344,03:14.4,1,2.00E-07,4,25,1,81,TRUE,0.25214525
3345,03:15.7,0.02,2.00E-07,9,37,6,205,FALSE,0.008868689
3346,04:25.6,20,1.00E-06,0,13,-2,172,TRUE,6.330432317
3347,04:26.8,0.01,1.00E-07,9,34,14,83,TRUE,0.004067441
3348,04:35.8,1,2.00E-07,5,27,15,228,FALSE,0.356495671
3349,04:37.0,0.02,2.00E-07,9,20,0,129,FALSE,0.005827658
3350,04:38.2,0.02,2.00E-07,8,20,14,79,FALSE,0.00600386
3351,04:47.2,1,2.00E-07,1,24,14,2,FALSE,0.379087876
3352,05:18.9,1,2.00E-07,5,51,9,254,TRUE,
3353,05:21.0,0.04,4.00E-07,8,41,22,212,FALSE,0.014517345
3354,05:23.6,0.4,4.00E-07,7,16,14,218,TRUE,0.118518519
3355,05:26.0,0.2,2.00E-07,3,34,0,5,TRUE,0.115038915
3356,06:35.7,20,1.00E-06,0,23,-2,192,FALSE,6.985705349
3357,07:44.5,20,1.00E-06,0,10,0,212,FALSE,7.641058382
3358,07:45.8,0.02,2.00E-07,8,14,8,134,FALSE,0.009523895
3359,07:54.6,1,2.00E-07,5,39,-3,147,TRUE,0.238794448
3360,08:09.9,4,8.00E-07,2,23,3,164,FALSE,1.5000507
3361,08:11.1,0.02,2.00E-07,8,30,12,83,FALSE,0.006259463
3362,08:13.4,0.1,1.00E-07,6,14,10,24,TRUE,0.034501735
3363,08:48.9,4,8.00E-07,3,38,5,253,TRUE,
3364,08:53.6,0.002,2.00E-07,9,5,14,9,TRUE,0.001107111
3365,10:03.1,20,1.00E-06,0,30,8,204,TRUE,7.477181374
3366,10:05.6,0.2,2.00E-07,7,0,10,172,TRUE,0.095437495
3367,10:14.3,1,2.00E-07,4,4,4,150,FALSE,0.426184085
3368,10:29.5,4,8.00E-07,2,33,0,176,FALSE,1.622805125
3369,10:31.9,0.2,2.00E-07,5,2,19,30,TRUE,0.06977547
3370,10:47.5,4,8.00E-07,3,30,0,238,FALSE,1.179869836
3371,11:02.8,4,8.00E-07,0,10,9,24,FALSE,1.415271483
3372,11:11.5,1,2.00E-07,2,0,17,40,TRUE,0.516935703
3373,11:58.8,10,5.00E-07,1,42,20,219,FALSE,4.311204716
3374,12:07.8,1,2.00E-07,4,41,7,136,TRUE,0.395468079
3375,12:23.0,4,8.00E-07,2,49,8,215,FALSE,1.95044439
3376,12:24.0,0.002,2.00E-07,9,33,8,2,FALSE,0.000747875
3377,12:26.6,0.4,4.00E-07,7,48,13,218,TRUE,0.118518919
3378,13:02.2,4,8.00E-07,3,44,-1,245,TRUE,
3379,13:53.2,10,5.00E-07,0,27,2,128,FALSE,4.855841243
3380,13:54.6,0.02,2.00E-07,9,6,15,238,FALSE,0.010187502
3381,14:03.4,1,2.00E-07,3,20,10,75,FALSE,0.422260484
3382,14:51.0,10,5.00E-07,1,50,15,237,TRUE,4.720701236
3383,14:53.6,0.4,4.00E-07,6,15,13,156,TRUE,0.147137747
3384,15:02.3,1,2.00E-07,5,22,21,164,FALSE,0.264294253
3385,15:03.6,0.04,4.00E-07,8,7,6,177,TRUE,0.012405724
3386,15:04.9,0.02,2.00E-07,9,11,3,209,FALSE,0.00902829
3387,15:06.2,0.04,4.00E-07,8,45,19,196,FALSE,0.013492135
3388,15:54.3,10,5.00E-07,1,50,6,189,TRUE,3.819649191
3389,16:04.7,2,4.00E-07,1,17,12,24,FALSE,0.788617358
3390,16:13.6,1,2.00E-07,4,9,8,159,FALSE,0.446705089
3391,16:22.2,1,2.00E-07,6,35,2,233,FALSE,0.211139842
3392,16:31.2,1,2.00E-07,5,38,17,166,TRUE,0.269433254
3393,17:17.4,10,5.00E-07,1,24,10,120,TRUE,2.59080113
3394,18:04.7,10,5.00E-07,1,10,8,161,FALSE,3.246272662
3395,18:07.2,0.4,4.00E-07,7,12,1,188,FALSE,0.103080903
3396,18:08.5,0.04,4.00E-07,8,40,4,232,TRUE,0.015923759
3397,18:55.0,10,5.00E-07,1,17,10,239,TRUE,4.720781736
3398,18:57.6,0.4,4.00E-07,5,42,16,110,FALSE,0.182456182
3399,19:08.5,2,4.00E-07,3,8,15,172,TRUE,0.872812975
3400,19:09.8,0.02,2.00E-07,9,10,5,195,FALSE,0.008468485
3401,19:57.3,10,5.00E-07,1,9,4,131,FALSE,2.754638638
3402,20:08.5,2,4.00E-07,2,8,20,103,FALSE,1.008491802
3403,20:19.3,2,4.00E-07,0,48,9,10,TRUE,1.087514218
3404,20:50.9,1,2.00E-07,6,4,2,246,TRUE,
3405,20:54.0,0.1,1.00E-07,5,11,-3,16,TRUE,0.049298249
3406,20:56.6,0.4,4.00E-07,5,19,10,64,TRUE,0.120935721
3407,20:57.6,0.001,1.00E-07,9,44,-1,0,FALSE,0.000708471
3408,21:06.6,1,2.00E-07,4,28,7,163,FALSE,0.456947691
3409,21:53.3,10,5.00E-07,2,46,14,239,FALSE,2.114439606
3410,22:39.0,10,5.00E-07,1,26,19,176,FALSE,3.573835179
3411,22:41.6,0.4,4.00E-07,6,51,12,118,TRUE,0.113898114
3412,22:52.3,2,4.00E-07,2,3,18,83,FALSE,0.844655369
3413,23:03.3,2,4.00E-07,3,2,-3,124,FALSE,0.64751453
3414,23:12.1,1,2.00E-07,1,21,14,11,FALSE,0.542882509
3415,23:14.5,0.2,2.00E-07,7,24,-3,134,TRUE,0.076220276
3416,23:15.7,0.02,2.00E-07,8,26,-1,105,TRUE,0.007795678
3417,23:30.9,4,8.00E-07,2,35,17,212,TRUE,1.909641982
3418,23:33.5,0.4,4.00E-07,4,46,3,53,TRUE,0.18046778
3419,23:41.8,1,2.00E-07,5,27,11,141,FALSE,0.228513646
3420,23:50.7,1,2.00E-07,5,22,20,232,TRUE,0.366694473
3421,23:53.2,0.4,4.00E-07,4,9,17,47,FALSE,0.15998736
3422,24:01.9,1,2.00E-07,2,34,17,45,TRUE,0.557896912
3423,24:48.5,10,5.00E-07,1,31,10,215,FALSE,4.229305711
3424,25:19.5,0.04,4.00E-07,8,5,5,249,FALSE,
3425,25:21.7,0.2,2.00E-07,6,13,15,77,TRUE,0.080539681
3426,25:24.2,0.4,4.00E-07,6,48,13,130,TRUE,0.124138524
3427,25:32.7,1,2.00E-07,5,50,11,179,TRUE,0.284894657
3428,25:35.4,0.4,4.00E-07,7,38,22,221,FALSE,0.11973772
3429,25:37.7,0.2,2.00E-07,6,50,16,96,TRUE,0.095937896
3430,25:46.7,1,2.00E-07,5,42,19,145,TRUE,0.238713848
3431,25:48.0,0.02,2.00E-07,9,38,1,129,FALSE,0.005828258
3432,25:50.3,0.2,2.00E-07,6,11,1,106,FALSE,0.103581504
3433,25:52.5,0.2,2.00E-07,6,17,-2,79,TRUE,0.080619881
3434,26:03.8,2,4.00E-07,4,4,22,218,TRUE,0.610423722
3435,26:12.8,1,2.00E-07,5,3,8,185,FALSE,0.295012859
3436,26:15.2,0.2,2.00E-07,5,1,9,58,FALSE,0.105677506
3437,27:11.5,20,1.00E-06,0,31,7,247,TRUE,
3438,28:02.6,2,4.00E-07,4,25,19,251,TRUE,
3439,28:05.5,0.04,4.00E-07,8,38,-3,225,TRUE,0.015475355
3440,28:06.8,0.02,2.00E-07,9,33,16,213,FALSE,0.009187092
3441,28:22.2,4,8.00E-07,2,26,-2,112,TRUE,1.090451418
3442,28:24.6,0.1,1.00E-07,6,3,18,40,TRUE,0.047338547
3443,28:26.0,0.04,4.00E-07,9,40,16,240,TRUE,0.010348103
3444,28:36.8,2,4.00E-07,3,48,9,120,TRUE,0.647434129
3445,28:45.5,1,2.00E-07,5,50,16,200,FALSE,0.315532463
3446,28:47.9,0.4,4.00E-07,3,9,0,23,FALSE,0.196878597
3447,28:50.3,0.2,2.00E-07,7,13,0,101,FALSE,0.058300258
3448,28:53.0,0.4,4.00E-07,6,20,20,195,FALSE,0.177897378
3449,30:01.6,20,1.00E-06,0,1,-1,188,FALSE,6.821907341
3450,30:04.1,0.4,4.00E-07,3,32,15,16,FALSE,0.156004156
3451,30:06.5,0.2,2.00E-07,7,33,2,137,FALSE,0.076262076
3452,30:15.5,1,2.00E-07,4,48,20,145,TRUE,0.415983283
3453,30:18.1,0.4,4.00E-07,7,51,4,187,FALSE,0.101858102
3454,31:05.8,10,5.00E-07,1,7,-1,221,FALSE,4.39302472
3455,31:08.2,0.2,2.00E-07,5,1,12,44,TRUE,0.09025789
3456,32:17.5,20,1.00E-06,0,10,6,195,FALSE,6.985825349
3457,32:33.0,4,8.00E-07,2,47,14,131,TRUE,1.254249051
3458,32:43.9,2,4.00E-07,3,37,2,120,TRUE,0.647434929
3459,32:44.9,0.002,2.00E-07,8,24,9,2,FALSE,0.001075708
3460,33:15.9,0.04,4.00E-07,8,42,-2,246,FALSE,
3461,33:18.2,0.1,1.00E-07,4,28,10,4,FALSE,0.057469257
3462,33:21.0,0.4,4.00E-07,7,12,2,220,FALSE,0.118518119
3463,33:32.6,4,8.00E-07,3,36,1,249,TRUE,
3464,33:34.1,0.02,2.00E-07,9,21,14,205,TRUE,0.008949089
3465,33:35.2,0.02,2.00E-07,9,33,5,138,FALSE,0.006187862
3466,33:50.6,4,8.00E-07,3,29,6,233,FALSE,1.139069828
3467,33:59.7,1,2.00E-07,6,0,5,234,TRUE,0.213697043
3468,34:08.4,1,2.00E-07,4,51,2,169,TRUE,0.477422895
3469,34:09.7,0.01,1.00E-07,9,0,15,39,TRUE,0.002307723
3470,34:12.2,0.4,4.00E-07,4,34,7,61,FALSE,0.200865801
3471,34:27.3,4,8.00E-07,0,25,12,30,FALSE,1.579149116
3472,34:28.6,0.01,1.00E-07,9,34,9,59,TRUE,0.003107331
3473,34:31.3,0.4,4.00E-07,6,0,18,110,FALSE,0.106182506
3474,35:18.6,10,5.00E-07,0,8,8,79,FALSE,
3475,35:19.7,0.004,4.00E-07,8,13,20,18,FALSE,0.00209901
3476,36:03.1,10,5.00E-07,1,2,6,247,FALSE,
3477,36:58.3,10,5.00E-07,1,25,14,114,FALSE,2.427002621
3478,37:00.5,0.1,1.00E-07,7,21,17,58,FALSE,0.036518537
3479,37:12.3,2,4.00E-07,3,39,8,170,FALSE,0.85235577
3480,37:27.8,4,8.00E-07,3,25,3,239,FALSE,1.179909036
3481,37:29.0,0.02,2.00E-07,8,34,5,96,TRUE,0.007219072
3482,37:30.2,0.01,1.00E-07,8,26,7,19,TRUE,0.002291523
3483,38:17.2,10,5.00E-07,0,12,14,68,FALSE,2.889780144
3484,38:18.4,0.02,2.00E-07,8,49,21,111,FALSE,0.008051881
3485,38:26.8,1,2.00E-07,2,26,6,31,TRUE,0.435057087
3486,38:28.1,0.04,4.00E-07,8,38,19,222,FALSE,0.015156152
3487,38:29.4,0.02,2.00E-07,9,1,-3,177,FALSE,0.007748677
3488,38:38.3,1,2.00E-07,5,36,-3,175,FALSE,0.279674656
3489,38:40.8,0.4,4.00E-07,5,24,-3,112,TRUE,0.187596588
3490,38:42.1,0.02,2.00E-07,9,26,16,118,TRUE,0.005467455
3491,38:53.2,2,4.00E-07,3,14,11,195,TRUE,0.975230195
3492,38:54.3,0.01,1.00E-07,9,6,16,54,FALSE,0.002828928
3493,38:55.6,0.04,4.00E-07,8,25,11,170,TRUE,0.01195572
3494,39:10.7,4,8.00E-07,3,17,22,207,TRUE,1.036615407
3495,39:22.0,2,4.00E-07,4,43,12,240,TRUE,0.661701732
3496,39:31.1,1,2.00E-07,5,37,15,238,TRUE,0.371912074
3497,39:33.5,0.4,4.00E-07,6,35,16,179,TRUE,0.167577768
3498,39:42.3,1,2.00E-07,4,21,7,108,TRUE,0.323786665
3499,39:44.7,0.2,2.00E-07,4,0,15,10,TRUE,0.077948278
3500,39:46.8,0.1,1.00E-07,7,42,22,71,TRUE,0.044202044
3501,39:48.1,0.02,2.00E-07,8,36,17,117,FALSE,0.008435684
3502,39:50.4,0.2,2.00E-07,6,13,3,66,TRUE,0.07034047
3503,39:53.1,0.4,4.00E-07,6,47,17,194,TRUE,0.18037738
3504,39:55.5,0.2,2.00E-07,6,7,21,57,FALSE,0.06014046
3505,40:43.4,10,5.00E-07,1,22,-1,215,TRUE,4.311124216
3506,40:46.0,0.4,4.00E-07,2,9,21,6,FALSE,0.23018303
3507,40:48.6,0.4,4.00E-07,5,25,9,83,TRUE,0.146596547
3508,41:58.2,20,1.00E-06,0,34,2,224,TRUE,8.132536407
3509,42:47.0,10,5.00E-07,1,12,14,116,FALSE,2.427082621
3510,43:37.4,20,1.00E-06,0,3,21,254,FALSE,
3511,43:46.3,1,2.00E-07,5,51,22,227,FALSE,0.356451871
3512,43:47.6,0.02,2.00E-07,9,5,1,155,TRUE,0.006947869
3513,43:49.8,0.1,1.00E-07,6,18,20,34,FALSE,0.042142942
3514,43:51.0,0.01,1.00E-07,9,29,22,51,FALSE,0.002708627
3515,43:53.5,0.4,4.00E-07,6,17,0,173,FALSE,0.15994056
3516,44:04.7,2,4.00E-07,3,26,14,130,FALSE,0.688358138
3517,44:05.9,0.01,1.00E-07,9,48,13,55,TRUE,0.002949529
3518,44:16.9,2,4.00E-07,3,20,0,190,TRUE,0.954732191
3519,44:19.5,0.4,4.00E-07,5,29,13,65,FALSE,0.115914116
3520,44:22.2,0.4,4.00E-07,7,4,15,231,FALSE,0.124857725
3521,44:33.8,2,4.00E-07,3,4,-2,150,FALSE,0.770354154
3522,44:44.8,2,4.00E-07,4,19,3,236,FALSE,0.65138573
3523,44:46.2,0.04,4.00E-07,8,44,6,201,FALSE,0.013810938
3524,44:48.5,0.1,1.00E-07,7,34,7,64,TRUE,0.04038134
3525,45:35.6,10,5.00E-07,1,24,7,100,FALSE,2.181226609
3526,45:51.0,4,8.00E-07,2,16,8,118,TRUE,1.172209034
3527,46:01.8,2,4.00E-07,4,44,11,228,FALSE,0.630902926
3528,46:04.1,0.1,1.00E-07,7,33,10,47,TRUE,0.031441931
3529,46:06.7,0.4,4.00E-07,6,30,13,143,TRUE,0.136859337
3530,46:08.0,0.04,4.00E-07,8,41,10,231,TRUE,0.015859359
3531,46:18.9,2,4.00E-07,3,31,5,134,TRUE,0.708896142
3532,47:06.5,10,5.00E-07,1,44,12,137,FALSE,2.836617142
3533,47:15.2,1,2.00E-07,2,5,10,40,FALSE,0.516855703
3534,47:17.8,0.4,4.00E-07,6,0,8,183,FALSE,0.167658168
3535,47:19.0,0.02,2.00E-07,9,51,16,131,FALSE,0.005907659
3536,48:28.1,20,1.00E-06,0,43,5,211,TRUE,7.641099382
3537,48:29.5,0.04,4.00E-07,8,19,1,225,FALSE,0.015348153
3538,48:40.2,2,4.00E-07,3,41,-3,130,FALSE,0.688353338
3539,48:51.2,2,4.00E-07,2,41,17,79,TRUE,0.844571769
3540,48:53.6,0.2,2.00E-07,7,25,2,142,TRUE,0.08007988
3541,49:08.8,4,8.00E-07,2,3,19,191,TRUE,1.745766749
3542,49:18.1,1,2.00E-07,1,1,3,8,FALSE,0.461019292
3543,49:20.6,0.2,2.00E-07,5,15,16,23,TRUE,0.05953446
3544,50:29.4,20,1.00E-06,0,12,-3,210,TRUE,7.641066382
3545,51:38.1,20,1.00E-06,0,12,9,225,TRUE,8.132576407
3546,51:40.4,0.1,1.00E-07,6,10,-2,18,TRUE,0.029379429
3547,52:26.9,10,5.00E-07,1,0,-3,142,FALSE,2.918555646
3548,52:27.9,0.004,4.00E-07,9,28,11,35,FALSE,0.002069407
3549,53:15.6,10,5.00E-07,1,2,2,240,TRUE,4.720818236
3550,54:02.9,10,5.00E-07,1,2,1,231,TRUE,4.556983728
3551,54:04.2,0.02,2.00E-07,8,32,19,95,FALSE,0.00702787
3552,54:39.8,4,8.00E-07,3,3,9,241,FALSE,
3553,54:54.3,2,4.00E-07,3,5,5,202,TRUE,1.016111003
3554,54:55.5,0.02,2.00E-07,8,47,1,140,FALSE,0.009907099
3555,54:57.9,0.2,2.00E-07,7,1,8,111,FALSE,0.063418263
3556,54:58.9,0.004,4.00E-07,8,30,10,6,FALSE,0.001332933
3557,55:00.1,0.04,4.00E-07,6,28,6,12,FALSE,0.021742617
3558,55:01.2,0.01,1.00E-07,9,14,2,57,FALSE,
3559,55:03.6,0.4,4.00E-07,5,20,-2,95,TRUE,0.162014962
3560,55:19.0,4,8.00E-07,0,36,-2,21,FALSE,1.415151483
3561,55:21.6,0.4,4.00E-07,6,46,6,152,FALSE,0.142021742
3562,55:24.1,0.4,4.00E-07,4,36,5,31,FALSE,0.119028919
3563,55:26.4,0.2,2.00E-07,7,41,21,95,TRUE,0.055782256
3564,55:41.9,4,8.00E-07,2,33,1,112,FALSE,1.090373818
3565,55:51.1,1,2.00E-07,5,6,1,155,TRUE,0.254057851
3566,55:53.3,0.1,1.00E-07,6,5,18,38,TRUE,0.047258347
3567,55:55.5,0.1,1.00E-07,6,43,4,22,FALSE,0.031899532
3568,56:42.9,10,5.00E-07,0,48,21,54,FALSE,2.39830262
3569,56:45.3,0.2,2.00E-07,7,3,9,140,TRUE,0.078818079
3570,56:46.5,0.02,2.00E-07,9,48,11,204,FALSE,0.008828688
3571,57:33.7,10,5.00E-07,0,5,19,98,TRUE,3.872895194
3572,57:36.1,0.4,4.00E-07,3,45,11,18,TRUE,0.176460176
3573,57:45.1,1,2.00E-07,4,39,22,116,FALSE,0.344186069
3574,57:46.4,0.04,4.00E-07,8,22,6,161,TRUE,0.011378914
3575,57:49.0,0.4,4.00E-07,7,16,18,209,FALSE,0.113358513
3576,58:04.4,4,8.00E-07,2,21,17,204,FALSE,1.827722766
3577,58:15.3,2,4.00E-07,3,8,5,155,FALSE,0.790857758
