sample,time,window,precision,modulation,band,power,payload,tx2rf
2529,2018-05-31 09:49:56.188150,0.0004,4.0000400004000045e-09,7,45,9,25,0.00012578925789257894
2530,2018-05-31 09:49:57.110724,0.0004,4.0000400004000045e-09,9,36,10,18,0.00012592125921259215
2531,2018-05-31 09:49:58.062089,0.0004,4.0000400004000045e-09,5,27,15,20,0.00012575725757257573
2532,2018-05-31 09:49:59.016992,0.0004,4.0000400004000045e-09,6,23,20,35,0.00012574525745257453
2533,2018-05-31 09:50:00.002470,0.0004,4.0000400004000045e-09,0,46,6,33,0.00012583325833258335
2534,2018-05-31 09:50:00.926566,0.0004,4.0000400004000045e-09,2,42,-2,48,0.00012566525665256653
2535,2018-05-31 09:50:01.876332,0.0004,4.0000400004000045e-09,9,23,16,32,0.00012595325953259533
2536,2018-05-31 09:50:02.835717,0.0004,4.0000400004000045e-09,3,23,5,50,0.00012579725797257974
2537,2018-05-31 09:50:03.923053,0.0004,4.0000400004000045e-09,7,35,9,60,0.00012703727037270373
2538,2018-05-31 09:50:04.927815,0.0004,4.0000400004000045e-09,4,11,17,64,0.00012584525845258453
2539,2018-05-31 09:50:05.881333,0.0004,4.0000400004000045e-09,1,43,8,32,0.00012572525725257255
2540,2018-05-31 09:50:06.840501,0.0004,4.0000400004000045e-09,0,49,16,37,0.00012747327473274734
2541,2018-05-31 09:50:07.764245,0.0004,4.0000400004000045e-09,5,7,14,32,0.00012622526225262255
2542,2018-05-31 09:50:08.684755,0.0004,4.0000400004000045e-09,9,6,0,33,0.00012669326693266934
2543,2018-05-31 09:50:09.611090,0.0004,4.0000400004000045e-09,3,37,15,43,0.00012580125801258014
2544,2018-05-31 09:50:10.638663,0.0004,4.0000400004000045e-09,4,14,9,25,0.00012581725817258175
2545,2018-05-31 09:50:11.553535,0.0004,4.0000400004000045e-09,7,24,-2,34,0.00012582125821258215
2546,2018-05-31 09:50:12.482794,0.0004,4.0000400004000045e-09,6,23,10,18,0.00012594125941259413
2547,2018-05-31 09:50:13.472918,0.0004,4.0000400004000045e-09,9,42,17,25,0.00012596525965259653
2548,2018-05-31 09:50:14.493558,0.0004,4.0000400004000045e-09,7,32,3,51,0.00012647326473264734
2549,2018-05-31 09:50:15.436572,0.0004,4.0000400004000045e-09,8,12,11,54,0.00012593725937259375
2550,2018-05-31 09:50:16.370841,0.0004,4.0000400004000045e-09,1,1,7,45,0.00012577725777257774
2551,2018-05-31 09:50:17.316154,0.0004,4.0000400004000045e-09,9,50,10,12,0.00012589325893258934
2552,2018-05-31 09:50:18.219469,0.0004,4.0000400004000045e-09,8,49,15,21,0.00012599325993259934
2553,2018-05-31 09:50:19.123052,0.0004,4.0000400004000045e-09,4,24,10,6,0.00012578925789257894
2554,2018-05-31 09:50:20.094699,0.0004,4.0000400004000045e-09,4,32,4,47,0.00012569725697256974
2555,2018-05-31 09:50:21.065558,0.0004,4.0000400004000045e-09,0,32,7,29,0.00012720527205272055
2556,2018-05-31 09:50:22.073360,0.0004,4.0000400004000045e-09,8,17,11,21,0.00012694126941269413
2557,2018-05-31 09:50:23.090861,0.0004,4.0000400004000045e-09,8,31,4,18,0.00012677726777267774
2558,2018-05-31 09:50:23.990032,0.0004,4.0000400004000045e-09,8,35,11,3,0.00012581325813258135
2559,2018-05-31 09:50:24.925488,0.0004,4.0000400004000045e-09,9,43,7,2,0.00012594925949259493
2560,2018-05-31 09:50:26.033151,0.0004,4.0000400004000045e-09,3,1,8,20,0.00012578525785257854
2561,2018-05-31 09:50:26.960167,0.0004,4.0000400004000045e-09,5,51,1,54,0.00012570925709257095
2562,2018-05-31 09:50:27.872776,0.0004,4.0000400004000045e-09,9,19,-3,22,0.00012588125881258814
2563,2018-05-31 09:50:28.820890,0.0004,4.0000400004000045e-09,7,32,11,20,0.00012579325793257934
2564,2018-05-31 09:50:29.833773,0.0004,4.0000400004000045e-09,1,35,16,62,0.00012640126401264014
2565,2018-05-31 09:50:30.768161,0.0004,4.0000400004000045e-09,1,1,13,53,0.00012568125681256814
2566,2018-05-31 09:50:31.711754,0.0004,4.0000400004000045e-09,5,11,12,58,0.00012580125801258014
2567,2018-05-31 09:50:32.672050,0.0004,4.0000400004000045e-09,0,16,19,61,0.00012723727237272373
2568,2018-05-31 09:50:33.621376,0.0004,4.0000400004000045e-09,2,7,22,22,0.00012780127801278015
2569,2018-05-31 09:50:34.580348,0.0004,4.0000400004000045e-09,0,19,1,36,0.00012652126521265215
2570,2018-05-31 09:50:35.530594,0.0004,4.0000400004000045e-09,6,3,11,24,0.00012691326913269135
2571,2018-05-31 09:50:36.479468,0.0004,4.0000400004000045e-09,0,2,14,26,0.00012700127001270015
2572,2018-05-31 09:50:37.402148,0.0004,4.0000400004000045e-09,1,43,4,47,0.00012570525705257054
2573,2018-05-31 09:50:38.331715,0.0004,4.0000400004000045e-09,1,6,7,1,0.00012578125781257814
2574,2018-05-31 09:50:39.255447,0.0004,4.0000400004000045e-09,7,6,5,49,0.00012811328113281135
2575,2018-05-31 09:50:40.183758,0.0004,4.0000400004000045e-09,8,7,18,53,0.00012738527385273854
2576,2018-05-31 09:50:41.188051,0.0004,4.0000400004000045e-09,5,14,18,38,0.00012629726297262974
2577,2018-05-31 09:50:42.238287,0.0004,4.0000400004000045e-09,4,27,1,50,0.00012588525885258854
2578,2018-05-31 09:50:43.192537,0.0004,4.0000400004000045e-09,9,22,9,35,0.00012584925849258493
2579,2018-05-31 09:50:44.157903,0.0004,4.0000400004000045e-09,1,27,2,54,0.00012577725777257774
2580,2018-05-31 09:50:45.203391,0.0004,4.0000400004000045e-09,2,42,22,33,0.00012616126161261613
2581,2018-05-31 09:50:46.136371,0.0004,4.0000400004000045e-09,1,3,-2,57,0.00012584125841258413
2582,2018-05-31 09:50:47.134967,0.0004,4.0000400004000045e-09,8,42,16,17,0.00012588125881258814
2583,2018-05-31 09:50:48.178169,0.0004,4.0000400004000045e-09,8,19,13,54,0.00012802128021280215
2584,2018-05-31 09:50:49.136665,0.0004,4.0000400004000045e-09,2,9,5,37,0.00012676926769267694
2585,2018-05-31 09:50:50.102057,0.0004,4.0000400004000045e-09,7,45,1,9,0.00012700127001270015
2586,2018-05-31 09:50:51.129716,0.0004,4.0000400004000045e-09,1,28,17,32,0.00012628926289262894
2587,2018-05-31 09:50:52.142322,0.0004,4.0000400004000045e-09,0,32,7,19,0.00012571325713257135
2588,2018-05-31 09:50:53.069345,0.0004,4.0000400004000045e-09,5,46,16,49,0.00012674926749267493
2589,2018-05-31 09:50:54.134618,0.0004,4.0000400004000045e-09,1,43,19,63,0.00012575725757257573
2590,2018-05-31 09:50:55.092313,0.0004,4.0000400004000045e-09,9,29,8,34,0.00012712127121271215
2591,2018-05-31 09:50:56.014759,0.0004,4.0000400004000045e-09,3,24,3,59,0.00012576525765257653
2592,2018-05-31 09:50:57.042627,0.0004,4.0000400004000045e-09,3,40,11,36,0.00012617726177261774
2593,2018-05-31 09:50:58.013104,0.0004,4.0000400004000045e-09,6,50,9,8,0.00012586125861258613
2594,2018-05-31 09:50:58.949337,0.0004,4.0000400004000045e-09,1,10,15,8,0.00012578125781257814
2595,2018-05-31 09:50:59.926179,0.0004,4.0000400004000045e-09,9,26,4,64,0.00012589325893258934
2596,2018-05-31 09:51:01.031898,0.0004,4.0000400004000045e-09,4,43,16,19,0.00012572525725257255
2597,2018-05-31 09:51:01.993049,0.0004,4.0000400004000045e-09,3,13,21,48,0.00012638526385263854
2598,2018-05-31 09:51:32.693452,0.0004,4.0000400004000045e-09,8,11,15,15,
2599,2018-05-31 09:51:33.614048,0.0004,4.0000400004000045e-09,6,6,16,9,0.00012700927009270095
2600,2018-05-31 09:51:34.625133,0.0004,4.0000400004000045e-09,2,38,15,60,0.00012788927889278894
2601,2018-05-31 09:51:35.606551,0.0004,4.0000400004000045e-09,1,45,11,10,0.00012565725657256573
2602,2018-05-31 09:51:36.569201,0.0004,4.0000400004000045e-09,6,9,20,39,0.00012592925929259295
2603,2018-05-31 09:51:37.482602,0.0004,4.0000400004000045e-09,8,45,5,26,0.00012586125861258613
2604,2018-05-31 09:51:38.507882,0.0004,4.0000400004000045e-09,7,38,5,26,0.00012768927689276894
2605,2018-05-31 09:51:39.459468,0.0004,4.0000400004000045e-09,8,17,1,30,0.00012593725937259375
2606,2018-05-31 09:51:40.480129,0.0004,4.0000400004000045e-09,1,41,4,10,0.00012578125781257814
2607,2018-05-31 09:51:41.393234,0.0004,4.0000400004000045e-09,6,24,4,17,0.00012570925709257095
2608,2018-05-31 09:51:42.386560,0.0004,4.0000400004000045e-09,7,4,19,34,0.00012638126381263814
2609,2018-05-31 09:51:43.366881,0.0004,4.0000400004000045e-09,1,5,10,54,0.00012646126461264613
2610,2018-05-31 09:51:44.284353,0.0004,4.0000400004000045e-09,4,33,-3,46,0.00012606126061260613
2611,2018-05-31 09:51:45.222205,0.0004,4.0000400004000045e-09,9,25,3,4,0.00012594125941259413
2612,2018-05-31 09:51:46.211341,0.0004,4.0000400004000045e-09,9,33,-2,30,0.00012694926949269493
2613,2018-05-31 09:51:47.131501,0.0004,4.0000400004000045e-09,9,38,12,11,0.00012583325833258335
2614,2018-05-31 09:51:48.061588,0.0004,4.0000400004000045e-09,9,38,18,59,0.00012611326113261135
2615,2018-05-31 09:51:49.046205,0.0004,4.0000400004000045e-09,9,35,4,61,0.00012584125841258413
2616,2018-05-31 09:51:49.970858,0.0004,4.0000400004000045e-09,1,10,1,51,0.00012623326233262335
2617,2018-05-31 09:51:50.880961,0.0004,4.0000400004000045e-09,2,14,7,1,0.00012576525765257653
2618,2018-05-31 09:51:51.846671,0.0004,4.0000400004000045e-09,8,8,11,40,0.00012784127841278413
2619,2018-05-31 09:51:52.809955,0.0004,4.0000400004000045e-09,8,22,16,37,0.00012706127061270613
2620,2018-05-31 09:51:53.889745,0.0004,4.0000400004000045e-09,7,8,1,59,0.00012718127181271814
2621,2018-05-31 09:51:54.814967,0.0004,4.0000400004000045e-09,1,15,12,34,0.00012595725957259573
2622,2018-05-31 09:51:55.772593,0.0004,4.0000400004000045e-09,7,24,11,6,0.00012572925729257295
2623,2018-05-31 09:51:56.758420,0.0004,4.0000400004000045e-09,1,39,16,60,0.00012656526565265653
2624,2018-05-31 09:51:57.703258,0.0004,4.0000400004000045e-09,8,21,19,14,0.00012662526625266255
2625,2018-05-31 09:51:58.617927,0.0004,4.0000400004000045e-09,6,20,4,41,0.00012677726777267774
2626,2018-05-31 09:51:59.710604,0.0004,4.0000400004000045e-09,1,35,17,1,0.00012579325793257934
2627,2018-05-31 09:52:00.677152,0.0004,4.0000400004000045e-09,1,38,19,50,0.00012577325773257734
2628,2018-05-31 09:52:01.609804,0.0004,4.0000400004000045e-09,0,12,18,9,0.00012573325733257335
2629,2018-05-31 09:52:02.612856,0.0004,4.0000400004000045e-09,7,7,16,63,0.00012664926649266493
2630,2018-05-31 09:52:03.642363,0.0004,4.0000400004000045e-09,9,50,19,45,0.00012591725917259175
2631,2018-05-31 09:52:04.560894,0.0004,4.0000400004000045e-09,6,2,7,32,0.00012633726337263375
2632,2018-05-31 09:52:05.488449,0.0004,4.0000400004000045e-09,6,1,9,31,0.00012644526445264453
2633,2018-05-31 09:52:06.451085,0.0004,4.0000400004000045e-09,5,19,20,5,0.00012684926849268493
2634,2018-05-31 09:52:07.424891,0.0004,4.0000400004000045e-09,6,2,6,32,0.00012577725777257774
2635,2018-05-31 09:52:08.337000,0.0004,4.0000400004000045e-09,4,25,0,25,0.00012580925809258095
2636,2018-05-31 09:52:09.251541,0.0004,4.0000400004000045e-09,7,28,-2,8,0.00012618126181261814
2637,2018-05-31 09:52:10.232986,0.0004,4.0000400004000045e-09,5,6,18,27,0.00012889328893288935
2638,2018-05-31 09:52:11.165357,0.0004,4.0000400004000045e-09,1,45,7,31,0.00012581325813258135
2639,2018-05-31 09:52:12.065846,0.0004,4.0000400004000045e-09,8,41,2,3,0.00012698526985269854
2640,2018-05-31 09:52:13.042864,0.0004,4.0000400004000045e-09,7,18,19,54,0.00012622926229262295
2641,2018-05-31 09:52:13.972052,0.0004,4.0000400004000045e-09,9,30,3,20,0.00012596525965259653
2642,2018-05-31 09:52:14.960093,0.0004,4.0000400004000045e-09,5,4,6,4,0.00012590925909259095
2643,2018-05-31 09:52:15.885991,0.0004,4.0000400004000045e-09,7,44,3,34,0.00012573725737257375
2644,2018-05-31 09:52:16.805431,0.0004,4.0000400004000045e-09,4,48,4,43,0.00012626926269262694
2645,2018-05-31 09:52:17.741980,0.0004,4.0000400004000045e-09,0,11,3,60,0.00012578925789257894
2646,2018-05-31 09:52:18.738685,0.0004,4.0000400004000045e-09,9,14,2,25,0.00012588125881258814
2647,2018-05-31 09:52:19.690696,0.0004,4.0000400004000045e-09,5,9,8,25,0.00012681326813268135
2648,2018-05-31 09:52:20.704382,0.0004,4.0000400004000045e-09,4,40,4,37,0.00012597725977259774
2649,2018-05-31 09:52:21.665232,0.0004,4.0000400004000045e-09,7,45,18,40,0.00012628926289262894
2650,2018-05-31 09:52:22.647681,0.0004,4.0000400004000045e-09,3,11,-2,58,0.00012573325733257335
2651,2018-05-31 09:52:23.651064,0.0004,4.0000400004000045e-09,6,51,12,47,0.00012574925749257493
2652,2018-05-31 09:52:24.577254,0.0004,4.0000400004000045e-09,8,0,4,25,0.00012577325773257734
2653,2018-05-31 09:52:25.535565,0.0004,4.0000400004000045e-09,9,50,22,8,0.00012586125861258613
2654,2018-05-31 09:52:26.541500,0.0004,4.0000400004000045e-09,0,7,22,55,0.00012657326573265734
2655,2018-05-31 09:52:27.444312,0.0004,4.0000400004000045e-09,8,4,3,4,0.00012601326013260135
2656,2018-05-31 09:52:28.421131,0.0004,4.0000400004000045e-09,5,7,19,51,0.00012687326873268734
2657,2018-05-31 09:52:29.366035,0.0004,4.0000400004000045e-09,5,21,-3,15,0.00012582925829258295
2658,2018-05-31 09:52:30.300035,0.0004,4.0000400004000045e-09,8,21,14,8,0.00012665726657266573
2659,2018-05-31 09:52:31.281050,0.0004,4.0000400004000045e-09,9,10,19,4,0.00012685726857268573
2660,2018-05-31 09:52:32.219546,0.0004,4.0000400004000045e-09,5,15,-1,63,0.00012578525785257854
2661,2018-05-31 09:52:33.131166,0.0004,4.0000400004000045e-09,2,45,0,41,0.00012712527125271255
2662,2018-05-31 09:52:34.171002,0.0004,4.0000400004000045e-09,4,17,3,61,0.00012573725737257375
2663,2018-05-31 09:52:35.142513,0.0004,4.0000400004000045e-09,0,30,19,7,0.00012764927649276493
2664,2018-05-31 09:52:36.171068,0.0004,4.0000400004000045e-09,3,51,22,25,0.00012565725657256573
2665,2018-05-31 09:52:37.097330,0.0004,4.0000400004000045e-09,8,46,20,47,0.00012584125841258413
2666,2018-05-31 09:52:38.073525,0.0004,4.0000400004000045e-09,5,11,-3,60,0.00012594525945259453
2667,2018-05-31 09:52:38.988386,0.0004,4.0000400004000045e-09,7,26,18,15,0.00012591325913259135
2668,2018-05-31 09:52:39.908392,0.0004,4.0000400004000045e-09,0,31,15,29,0.00012572125721257215
2669,2018-05-31 09:52:40.905510,0.0004,4.0000400004000045e-09,9,21,19,41,0.00012622526225262255
2670,2018-05-31 09:52:41.834775,0.0004,4.0000400004000045e-09,4,24,6,54,0.00012578925789257894
2671,2018-05-31 09:52:42.782707,0.0004,4.0000400004000045e-09,2,28,10,3,0.00012620926209262095
2672,2018-05-31 09:52:43.694972,0.0004,4.0000400004000045e-09,4,45,9,25,0.00012574525745257453
2673,2018-05-31 09:52:44.651096,0.0004,4.0000400004000045e-09,1,12,-3,28,0.00012569325693256934
2674,2018-05-31 09:52:45.689306,0.0004,4.0000400004000045e-09,0,46,9,55,0.00012656126561265613
2675,2018-05-31 09:52:46.640038,0.0004,4.0000400004000045e-09,7,15,-1,23,0.00012640926409264095
2676,2018-05-31 09:52:47.600712,0.0004,4.0000400004000045e-09,3,37,17,36,0.00012582125821258215
2677,2018-05-31 09:52:48.542763,0.0004,4.0000400004000045e-09,1,48,4,55,0.00012608126081260814
2678,2018-05-31 09:52:49.472973,0.0004,4.0000400004000045e-09,6,9,17,56,0.00012648526485264854
2679,2018-05-31 09:52:50.457115,0.0004,4.0000400004000045e-09,8,49,7,63,0.00012730127301273015
2680,2018-05-31 09:52:51.361457,0.0004,4.0000400004000045e-09,9,32,8,9,0.00012591725917259175
2681,2018-05-31 09:52:52.281540,0.0004,4.0000400004000045e-09,3,12,6,40,0.00012570925709257095
2682,2018-05-31 09:52:53.222564,0.0004,4.0000400004000045e-09,8,26,5,21,0.00012588925889258894
2683,2018-05-31 09:52:54.218048,0.0004,4.0000400004000045e-09,0,16,-3,40,0.00012573725737257375
2684,2018-05-31 09:52:55.130249,0.0004,4.0000400004000045e-09,0,21,19,25,0.00012572125721257215
2685,2018-05-31 09:52:56.043258,0.0004,4.0000400004000045e-09,3,30,22,11,0.00012770527705277055
2686,2018-05-31 09:52:56.956140,0.0004,4.0000400004000045e-09,6,46,12,26,0.00012577725777257774
2687,2018-05-31 09:52:57.857805,0.0004,4.0000400004000045e-09,8,26,14,3,0.00012584125841258413
2688,2018-05-31 09:52:58.814357,0.0004,4.0000400004000045e-09,2,46,7,28,0.00012576925769257693
2689,2018-05-31 09:52:59.767701,0.0004,4.0000400004000045e-09,0,41,17,54,0.00012570525705257054
2690,2018-05-31 09:53:00.759837,0.0004,4.0000400004000045e-09,4,42,8,26,0.00012568525685256854
2691,2018-05-31 09:53:01.690409,0.0004,4.0000400004000045e-09,7,38,4,50,0.00012582925829258295
2692,2018-05-31 09:53:02.653440,0.0004,4.0000400004000045e-09,6,3,8,21,0.00012576525765257653
2693,2018-05-31 09:53:03.563090,0.0004,4.0000400004000045e-09,1,28,8,1,0.00012580525805258054
2694,2018-05-31 09:53:04.527739,0.0004,4.0000400004000045e-09,5,5,-3,40,0.00012591325913259135
2695,2018-05-31 09:53:05.491778,0.0004,4.0000400004000045e-09,1,4,5,6,0.00012617726177261774
2696,2018-05-31 09:53:06.470289,0.0004,4.0000400004000045e-09,5,23,18,31,0.00012577325773257734
2697,2018-05-31 09:53:07.429400,0.0004,4.0000400004000045e-09,8,10,5,31,0.00012637326373263734
2698,2018-05-31 09:53:08.395313,0.0004,4.0000400004000045e-09,1,25,8,39,0.00012578925789257894
2699,2018-05-31 09:53:09.304465,0.0004,4.0000400004000045e-09,8,22,-2,4,0.00012616926169261694
2700,2018-05-31 09:53:10.266223,0.0004,4.0000400004000045e-09,8,18,-3,56,0.00012710927109271095
2701,2018-05-31 09:53:11.197258,0.0004,4.0000400004000045e-09,5,18,-2,36,0.00012582525825258255
2702,2018-05-31 09:53:12.129898,0.0004,4.0000400004000045e-09,1,40,0,52,0.00012577325773257734
2703,2018-05-31 09:53:13.056334,0.0004,4.0000400004000045e-09,5,17,19,18,0.00012737727377273774
2704,2018-05-31 09:53:14.021576,0.0004,4.0000400004000045e-09,6,8,2,19,0.00012595325953259533
2705,2018-05-31 09:53:14.977229,0.0004,4.0000400004000045e-09,5,29,17,22,0.00012700127001270015
2706,2018-05-31 09:53:15.953098,0.0004,4.0000400004000045e-09,7,30,11,40,0.00012576925769257693
2707,2018-05-31 09:53:16.878857,0.0004,4.0000400004000045e-09,9,42,13,25,0.00012590125901259014
2708,2018-05-31 09:53:17.803903,0.0004,4.0000400004000045e-09,2,36,-3,41,0.00012579725797257974
2709,2018-05-31 09:53:18.729516,0.0004,4.0000400004000045e-09,4,8,10,51,0.00012808528085280854
2710,2018-05-31 09:53:19.649953,0.0004,4.0000400004000045e-09,3,3,14,38,0.00012573325733257335
2711,2018-05-31 09:53:20.668431,0.0004,4.0000400004000045e-09,5,3,3,59,0.00012643726437264375
2712,2018-05-31 09:53:21.639380,0.0004,4.0000400004000045e-09,3,36,12,56,0.00012572125721257215
2713,2018-05-31 09:53:22.671668,0.0004,4.0000400004000045e-09,5,31,0,18,0.00012815728157281574
2714,2018-05-31 09:53:23.675584,0.0004,4.0000400004000045e-09,4,50,14,56,0.00012581725817258175
2715,2018-05-31 09:53:24.603093,0.0004,4.0000400004000045e-09,7,22,12,56,0.00012578125781257814
2716,2018-05-31 09:53:25.528624,0.0004,4.0000400004000045e-09,8,34,1,47,0.00012595725957259573
2717,2018-05-31 09:53:26.440199,0.0004,4.0000400004000045e-09,1,22,18,27,0.00012571725717257175
2718,2018-05-31 09:53:27.408789,0.0004,4.0000400004000045e-09,5,50,13,63,0.00012580525805258054
2719,2018-05-31 09:53:28.339440,0.0004,4.0000400004000045e-09,4,29,-3,37,0.00012585725857258573
2720,2018-05-31 09:53:29.251855,0.0004,4.0000400004000045e-09,9,27,8,14,0.00012584925849258493
2721,2018-05-31 09:53:30.277052,0.0004,4.0000400004000045e-09,2,45,21,14,0.00012676926769267694
2722,2018-05-31 09:53:31.191708,0.0004,4.0000400004000045e-09,8,29,0,18,0.00012684126841268413
2723,2018-05-31 09:53:32.180771,0.0004,4.0000400004000045e-09,3,8,3,17,0.00012740527405274055
2724,2018-05-31 09:53:33.141062,0.0004,4.0000400004000045e-09,3,43,15,34,0.00012588125881258814
2725,2018-05-31 09:53:34.110669,0.0004,4.0000400004000045e-09,8,9,-1,5,0.00012654926549265493
2726,2018-05-31 09:53:35.050601,0.0004,4.0000400004000045e-09,2,51,3,6,0.00012584125841258413
2727,2018-05-31 09:53:36.001282,0.0004,4.0000400004000045e-09,9,25,7,24,0.00012594925949259493
2728,2018-05-31 09:53:36.914278,0.0004,4.0000400004000045e-09,6,16,20,6,0.00012579325793257934
2729,2018-05-31 09:53:37.830151,0.0004,4.0000400004000045e-09,7,22,14,29,0.00012642526425264255
2730,2018-05-31 09:53:38.793036,0.0004,4.0000400004000045e-09,7,8,22,44,0.00012607326073260734
2731,2018-05-31 09:53:39.762198,0.0004,4.0000400004000045e-09,2,25,3,61,0.00012578525785257854
2732,2018-05-31 09:53:40.676300,0.0004,4.0000400004000045e-09,8,45,5,20,0.00012686126861268613
2733,2018-05-31 09:53:41.772783,0.0004,4.0000400004000045e-09,7,27,6,60,0.00012693726937269373
2734,2018-05-31 09:53:42.746727,0.0004,4.0000400004000045e-09,5,41,5,45,0.00012708527085270854
2735,2018-05-31 09:53:43.717187,0.0004,4.0000400004000045e-09,9,29,-3,50,0.00012782127821278215
2736,2018-05-31 09:53:44.704934,0.0004,4.0000400004000045e-09,0,45,9,13,0.00012575325753257533
2737,2018-05-31 09:53:45.676092,0.0004,4.0000400004000045e-09,5,42,12,60,0.00012572925729257295
2738,2018-05-31 09:53:46.632796,0.0004,4.0000400004000045e-09,6,11,13,62,0.00012586925869258693
2739,2018-05-31 09:53:47.577018,0.0004,4.0000400004000045e-09,3,7,7,9,0.00012575725757257573
2740,2018-05-31 09:53:48.560747,0.0004,4.0000400004000045e-09,7,33,14,64,0.00012567325673256734
2741,2018-05-31 09:53:49.496737,0.0004,4.0000400004000045e-09,3,50,8,4,0.00012641326413264135
2742,2018-05-31 09:53:50.437675,0.0004,4.0000400004000045e-09,8,48,-1,2,0.00012582125821258215
2743,2018-05-31 09:53:51.488922,0.0004,4.0000400004000045e-09,4,34,21,56,0.00012573325733257335
2744,2018-05-31 09:53:52.434164,0.0004,4.0000400004000045e-09,3,26,4,14,0.00012657726577265774
2745,2018-05-31 09:53:53.341573,0.0004,4.0000400004000045e-09,3,19,16,31,0.00012591325913259135
2746,2018-05-31 09:53:54.331105,0.0004,4.0000400004000045e-09,2,43,19,36,0.00012584125841258413
2747,2018-05-31 09:53:55.417475,0.0004,4.0000400004000045e-09,8,39,3,49,0.00012591325913259135
2748,2018-05-31 09:53:56.373669,0.0004,4.0000400004000045e-09,3,13,3,38,0.00012570525705257054
2749,2018-05-31 09:53:57.284902,0.0004,4.0000400004000045e-09,7,6,19,21,0.00012584525845258453
2750,2018-05-31 09:53:58.246627,0.0004,4.0000400004000045e-09,5,48,20,33,0.00012659326593265934
2751,2018-05-31 09:53:59.247065,0.0004,4.0000400004000045e-09,2,15,-2,21,0.00012573325733257335
2752,2018-05-31 09:54:00.176194,0.0004,4.0000400004000045e-09,6,48,11,28,0.00012607326073260734
2753,2018-05-31 09:54:01.178471,0.0004,4.0000400004000045e-09,9,9,-3,26,0.00012635726357263573
2754,2018-05-31 09:54:02.155968,0.0004,4.0000400004000045e-09,6,11,17,63,0.00012573725737257375
2755,2018-05-31 09:54:03.187980,0.0004,4.0000400004000045e-09,9,18,0,64,0.00012598525985259854
2756,2018-05-31 09:54:04.123283,0.0004,4.0000400004000045e-09,4,19,21,50,0.00012622526225262255
2757,2018-05-31 09:54:05.110673,0.0004,4.0000400004000045e-09,4,31,-2,61,0.00012576125761257613
2758,2018-05-31 09:54:06.071525,0.0004,4.0000400004000045e-09,3,28,0,17,0.00012711327113271135
2759,2018-05-31 09:54:07.054904,0.0004,4.0000400004000045e-09,0,30,17,6,0.00012602926029260295
2760,2018-05-31 09:54:08.046420,0.0004,4.0000400004000045e-09,7,35,7,31,0.00012567325673256734
2761,2018-05-31 09:54:09.048161,0.0004,4.0000400004000045e-09,7,24,1,62,0.00012580525805258054
2762,2018-05-31 09:54:10.055957,0.0004,4.0000400004000045e-09,9,49,1,54,0.00012586925869258693
2763,2018-05-31 09:54:11.034546,0.0004,4.0000400004000045e-09,5,47,3,5,0.00012577325773257734
2764,2018-05-31 09:54:11.934568,0.0004,4.0000400004000045e-09,1,9,15,12,0.00012575325753257533
2765,2018-05-31 09:54:12.828567,0.0004,4.0000400004000045e-09,7,31,11,3,0.00012575325753257533
2766,2018-05-31 09:54:13.778701,0.0004,4.0000400004000045e-09,3,5,3,32,0.00012569325693256934
2767,2018-05-31 09:54:14.748590,0.0004,4.0000400004000045e-09,2,8,14,44,0.00012582125821258215
2768,2018-05-31 09:54:15.709821,0.0004,4.0000400004000045e-09,1,28,12,27,0.00012578925789257894
2769,2018-05-31 09:54:16.642384,0.0004,4.0000400004000045e-09,3,20,15,58,0.00012745327453274533
2770,2018-05-31 09:54:17.593581,0.0004,4.0000400004000045e-09,6,31,18,28,0.00012654126541265413
2771,2018-05-31 09:54:18.572735,0.0004,4.0000400004000045e-09,6,5,5,59,0.00012680526805268055
2772,2018-05-31 09:54:19.485291,0.0004,4.0000400004000045e-09,4,43,19,8,0.00012631726317263175
2773,2018-05-31 09:54:20.444947,0.0004,4.0000400004000045e-09,3,35,19,37,0.00012585325853258533
2774,2018-05-31 09:54:21.405591,0.0004,4.0000400004000045e-09,4,24,15,19,0.00012579325793257934
2775,2018-05-31 09:54:22.313115,0.0004,4.0000400004000045e-09,1,37,4,11,0.00012740127401274015
2776,2018-05-31 09:54:23.245314,0.0004,4.0000400004000045e-09,7,41,2,54,0.00012584125841258413
2777,2018-05-31 09:54:24.277227,0.0004,4.0000400004000045e-09,2,43,3,10,0.00012608126081260814
2778,2018-05-31 09:54:25.240770,0.0004,4.0000400004000045e-09,8,20,10,31,0.00012778127781277814
2779,2018-05-31 09:54:26.148985,0.0004,4.0000400004000045e-09,0,2,1,1,0.00012579325793257934
2780,2018-05-31 09:54:27.116798,0.0004,4.0000400004000045e-09,4,45,7,26,0.00012574925749257493
2781,2018-05-31 09:54:28.061896,0.0004,4.0000400004000045e-09,8,42,5,56,0.00012604126041260413
2782,2018-05-31 09:54:28.992448,0.0004,4.0000400004000045e-09,5,5,-2,43,0.00012768127681276814
2783,2018-05-31 09:54:29.942788,0.0004,4.0000400004000045e-09,8,0,10,23,0.00012582125821258215
2784,2018-05-31 09:54:30.906719,0.0004,4.0000400004000045e-09,8,2,2,55,0.00012700127001270015
2785,2018-05-31 09:54:31.894829,0.0004,4.0000400004000045e-09,0,17,11,1,0.00012733727337273373
2786,2018-05-31 09:54:32.888740,0.0004,4.0000400004000045e-09,1,34,7,25,0.00012594125941259413
