sample,time,window,precision,modulation,band,power,payload,tx2rxdone
6083,2018-06-02 02:13:26.008107,4.0,4.000004000004e-06,1,43,9,52,1.362093362093362
6084,2018-06-02 02:13:27.369004,0.4,4.000040000400005e-06,6,4,3,126,0.12408124081240814
6085,2018-06-02 02:13:28.637546,0.2,2.0000200002000023e-06,6,45,18,70,0.07548075480754808
6086,2018-06-02 02:13:29.951222,0.4,4.000040000400005e-06,6,27,-3,107,0.10867708677086772
6087,2018-06-02 02:13:31.323900,0.4,4.000040000400005e-06,6,4,-1,117,0.11640116401164013
6088,2018-06-02 02:13:32.301230,0.01,1.0001000100010001e-06,9,36,2,66,0.0034283428342834284
6089,2018-06-02 02:13:33.537133,0.4,4.000040000400005e-06,3,5,19,26,
6090,2018-06-02 02:13:34.495315,0.01,1.0001000100010001e-06,9,11,6,35,0.002188218821882188
6091,2018-06-02 02:13:35.587042,0.1,1.0000100001000012e-06,7,39,15,68,0.04300043000430005
6092,2018-06-02 02:13:38.495973,1.0,1.000001000001e-06,1,30,-2,5,
6093,2018-06-02 02:13:45.738527,4.0,4.000004000004e-06,2,35,12,120,1.213149213149213
6094,2018-06-02 02:13:48.657135,1.0,1.000001000001e-06,4,20,-1,100,0.31348631348631345
6095,2018-06-02 02:13:51.559046,1.0,1.000001000001e-06,3,12,12,32,0.25831725831725827
6096,2018-06-02 02:13:52.505051,0.004,4.004004004004004e-06,8,5,14,3,
6097,2018-06-02 02:13:59.696653,4.0,4.000004000004e-06,1,42,-2,57,1.444033444033444
6098,2018-06-02 02:14:00.666079,0.04,4.0004000400040005e-06,7,25,11,14,0.01606160616061606
6099,2018-06-02 02:14:01.642400,0.02,2.0002000200020003e-06,9,6,17,115,0.005388538853885389
6100,2018-06-02 02:14:02.947925,0.2,2.0000200002000023e-06,4,29,10,20,
6101,2018-06-02 02:14:23.415423,10.0,2.00000040000008e-06,0,26,4,117,4.691944938388988
6102,2018-06-02 02:14:30.611214,4.0,4.000004000004e-06,2,30,-1,101,1.0493530493530492
6103,2018-06-02 02:14:31.863048,0.4,4.000040000400005e-06,5,7,-2,99,0.1722377223772238
6104,2018-06-02 02:14:36.176613,2.0,2.000002000002e-06,3,39,21,102,0.5656165656165656
6105,2018-06-02 02:14:37.124638,0.004,4.004004004004004e-06,9,22,12,10,
6106,2018-06-02 02:14:44.310456,4.0,4.000004000004e-06,2,17,21,99,1.0085170085170083
6107,2018-06-02 02:14:45.293359,0.02,2.0002000200020003e-06,8,5,7,69,0.0055545554555455545
6108,2018-06-02 02:14:46.654223,0.4,4.000040000400005e-06,5,21,15,89,0.1568975689756898
6109,2018-06-02 02:14:47.859601,0.2,2.0000200002000023e-06,7,7,22,102,0.06088060880608807
6110,2018-06-02 02:14:48.799601,0.004,4.004004004004004e-06,9,4,12,9,
6111,2018-06-02 02:14:49.995782,0.2,2.0000200002000023e-06,6,29,18,67,0.07292272922729229
6112,2018-06-02 02:14:51.222053,0.4,4.000040000400005e-06,5,13,3,58,0.11581715817158174
6113,2018-06-02 02:15:11.895333,10.0,2.00000040000008e-06,0,7,14,60,2.726000545200109
6114,2018-06-02 02:15:13.130327,0.1,1.0000100001000012e-06,5,13,22,2,0.03389933899338994
6115,2018-06-02 02:15:14.090565,0.02,2.0002000200020003e-06,8,17,2,100,0.007540754075407541
6116,2018-06-02 02:15:15.269332,0.2,2.0000200002000023e-06,5,27,2,32,0.07493874938749388
6117,2018-06-02 02:15:16.531575,0.4,4.000040000400005e-06,6,22,9,128,0.12660126601266014
6118,2018-06-02 02:15:17.562031,0.1,1.0000100001000012e-06,7,6,20,30,0.02377923779237793
6119,2018-06-02 02:15:18.542785,0.1,1.0000100001000012e-06,6,25,10,24,0.03703837038370384
6120,2018-06-02 02:15:19.569755,0.1,1.0000100001000012e-06,6,7,16,29,0.04212042120421205
6121,2018-06-02 02:15:20.548126,0.1,1.0000100001000012e-06,5,29,14,10,0.04417544175441755
6122,2018-06-02 02:15:23.523554,1.0,1.000001000001e-06,4,9,19,92,0.293007293007293
6123,2018-06-02 02:15:24.500767,0.01,1.0001000100010001e-06,9,13,13,59,0.0031483148314831485
6124,2018-06-02 02:15:25.727989,0.2,2.0000200002000023e-06,6,6,2,86,0.0907649076490765
6125,2018-06-02 02:15:26.851703,0.2,2.0000200002000023e-06,7,47,17,102,0.06088060880608807
6126,2018-06-02 02:15:27.978309,0.2,2.0000200002000023e-06,7,38,13,116,0.06852068520685207
6127,2018-06-02 02:15:35.104589,4.0,4.000004000004e-06,1,51,22,73,1.7716297716297715
6128,2018-06-02 02:15:36.094364,0.01,1.0001000100010001e-06,9,24,21,82,0.0040684068406840685
6129,2018-06-02 02:15:37.292348,0.4,4.000040000400005e-06,4,51,10,33,0.13944939449394497
6130,2018-06-02 02:15:44.645327,4.0,4.000004000004e-06,2,13,-3,124,1.2133132133132132
6131,2018-06-02 02:15:45.820433,0.1,1.0000100001000012e-06,7,50,4,59,0.03910139101391014
6132,2018-06-02 02:15:47.064530,0.4,4.000040000400005e-06,6,2,19,96,0.09848098480984811
6133,2018-06-02 02:15:48.010850,0.004,4.004004004004004e-06,9,1,12,13,
6134,2018-06-02 02:16:08.465413,10.0,2.00000040000008e-06,0,6,-1,58,2.7259165451833094
6135,2018-06-02 02:16:11.352447,1.0,1.000001000001e-06,3,34,11,27,0.2378182378182378
6136,2018-06-02 02:16:31.848747,10.0,2.00000040000008e-06,0,21,16,80,3.3813586762717356
6137,2018-06-02 02:16:38.915880,4.0,4.000004000004e-06,0,18,-3,12,1.2513332513332511
6138,2018-06-02 02:16:46.182633,4.0,4.000004000004e-06,2,34,2,98,1.0084770084770083
6139,2018-06-02 02:16:50.582753,2.0,2.000002000002e-06,2,45,2,94,0.9675549675549675
6140,2018-06-02 02:16:54.810564,2.0,2.000002000002e-06,2,38,2,53,0.6398346398346397
6141,2018-06-02 02:17:15.497745,10.0,2.00000040000008e-06,0,35,14,100,4.036716807343362
6142,2018-06-02 02:17:19.878617,2.0,2.000002000002e-06,0,16,12,10,
6143,2018-06-02 02:17:24.163459,2.0,2.000002000002e-06,3,4,11,101,0.5655765655765655
6144,2018-06-02 02:17:25.139689,0.01,1.0001000100010001e-06,9,29,0,60,0.0031913191319131915
6145,2018-06-02 02:17:32.403967,4.0,4.000004000004e-06,1,1,17,79,1.8536138536138533
6146,2018-06-02 02:17:33.414009,0.01,1.0001000100010001e-06,8,16,14,38,0.0035723572357235726
6147,2018-06-02 02:17:38.001733,2.0,2.000002000002e-06,2,8,12,87,0.9265169265169264
6148,2018-06-02 02:17:45.151864,4.0,4.000004000004e-06,0,10,9,23,1.5790495790495789
6149,2018-06-02 02:17:46.094576,0.004,4.004004004004004e-06,8,24,18,9,
6150,2018-06-02 02:17:48.939785,1.0,1.000001000001e-06,1,5,18,8,
6151,2018-06-02 02:17:50.052030,0.2,2.0000200002000023e-06,4,46,-3,3,0.06768667686676867
6152,2018-06-02 02:17:50.999530,0.01,1.0001000100010001e-06,8,30,13,28,0.002931293129312931
6153,2018-06-02 02:17:51.917865,0.04,4.0004000400040005e-06,7,0,14,9,0.013501350135013503
6154,2018-06-02 02:17:56.208685,2.0,2.000002000002e-06,0,27,15,2,0.9236569236569235
6155,2018-06-02 02:17:57.456016,0.4,4.000040000400005e-06,2,44,8,2,
6156,2018-06-02 02:17:58.590567,0.2,2.0000200002000023e-06,7,18,17,108,0.06348063480634808
6157,2018-06-02 02:17:59.937726,0.4,4.000040000400005e-06,4,35,12,24,0.11892918929189293
6158,2018-06-02 02:18:04.315881,2.0,2.000002000002e-06,2,2,9,63,0.7217567217567217
6159,2018-06-02 02:18:24.822077,10.0,2.00000040000008e-06,0,31,18,64,2.889798577959716
6160,2018-06-02 02:18:45.346062,10.0,2.00000040000008e-06,0,32,22,109,4.364350872870175
6161,2018-06-02 02:18:49.728190,2.0,2.000002000002e-06,3,50,10,116,0.627078627078627
6162,2018-06-02 02:18:51.025010,0.4,4.000040000400005e-06,4,22,7,37,0.14968949689496897
6163,2018-06-02 02:18:52.147521,0.2,2.0000200002000023e-06,5,30,22,20,0.059518595185951866
6164,2018-06-02 02:18:55.163206,1.0,1.000001000001e-06,3,40,13,53,0.3403623403623403
6165,2018-06-02 02:18:56.386844,0.2,2.0000200002000023e-06,6,45,14,52,0.060118601186011866
6166,2018-06-02 02:18:57.327523,0.002,2.002002002002002e-06,9,43,6,6,
6167,2018-06-02 02:19:01.853546,2.0,2.000002000002e-06,3,30,4,125,0.668038668038668
6168,2018-06-02 02:19:03.091624,0.2,2.0000200002000023e-06,4,6,17,20,
6169,2018-06-02 02:19:04.157143,0.1,1.0000100001000012e-06,6,3,20,15,0.029359293592935935
6170,2018-06-02 02:19:08.698814,2.0,2.000002000002e-06,2,1,9,49,0.5989145989145989
6171,2018-06-02 02:19:09.966540,0.4,4.000040000400005e-06,4,20,16,49,0.180409804098041
6172,2018-06-02 02:19:11.144434,0.2,2.0000200002000023e-06,6,23,5,60,0.06776067760677608
6173,2018-06-02 02:19:12.318424,0.2,2.0000200002000023e-06,6,42,3,80,0.0856388563885639
6174,2018-06-02 02:19:19.528945,4.0,4.000004000004e-06,1,40,4,51,1.362057362057362
6175,2018-06-02 02:19:20.518752,0.01,1.0001000100010001e-06,9,24,3,92,0.004467446744674468
6176,2018-06-02 02:19:21.555053,0.1,1.0000100001000012e-06,6,45,16,20,0.03444334443344434
6177,2018-06-02 02:19:28.727132,4.0,4.000004000004e-06,1,34,4,85,1.9355899355899353
6178,2018-06-02 02:19:33.016337,2.0,2.000002000002e-06,3,24,9,118,0.6474546474546474
6179,2018-06-02 02:19:34.013981,0.02,2.0002000200020003e-06,8,24,18,100,0.007538753875387539
6180,2018-06-02 02:19:41.196470,4.0,4.000004000004e-06,1,3,22,75,1.7717137717137716
6181,2018-06-02 02:19:42.549428,0.2,2.0000200002000023e-06,7,48,4,101,0.060840608406084074
6182,2018-06-02 02:19:49.697573,4.0,4.000004000004e-06,0,18,-2,18,1.415213415213415
6183,2018-06-02 02:19:50.668393,0.01,1.0001000100010001e-06,8,21,12,45,0.004020402040204021
6184,2018-06-02 02:19:53.769257,1.0,1.000001000001e-06,3,47,13,82,0.4836164836164836
6185,2018-06-02 02:19:58.045499,2.0,2.000002000002e-06,2,11,0,75,0.8445128445128445
6186,2018-06-02 02:19:59.011861,0.01,1.0001000100010001e-06,8,48,5,37,0.0035083508350835083
6187,2018-06-02 02:20:06.159053,4.0,4.000004000004e-06,2,19,7,117,1.172273172273172
6188,2018-06-02 02:20:10.570745,2.0,2.000002000002e-06,2,23,2,45,0.5987585987585987
6189,2018-06-02 02:20:13.554789,1.0,1.000001000001e-06,3,35,17,73,0.4426564426564426
6190,2018-06-02 02:20:14.758575,0.2,2.0000200002000023e-06,4,41,17,19,
6191,2018-06-02 02:20:15.889244,0.2,2.0000200002000023e-06,6,22,11,50,0.06004260042600427
6192,2018-06-02 02:20:16.840133,0.02,2.0002000200020003e-06,8,21,7,102,0.007668766876687669
6193,2018-06-02 02:20:17.788130,0.02,2.0002000200020003e-06,8,32,10,107,0.007990799079907992
6194,2018-06-02 02:20:38.407754,10.0,2.00000040000008e-06,1,18,7,97,2.181288436257687
6195,2018-06-02 02:20:39.673941,0.4,4.000040000400005e-06,4,48,-1,51,0.19056990569905702
6196,2018-06-02 02:20:40.622440,0.02,2.0002000200020003e-06,7,21,-3,4,
6197,2018-06-02 02:20:41.561115,0.02,2.0002000200020003e-06,8,18,4,92,0.007030703070307031
6198,2018-06-02 02:20:42.831803,0.4,4.000040000400005e-06,5,26,6,59,0.11585715857158574
6199,2018-06-02 02:20:44.215139,0.2,2.0000200002000023e-06,7,26,13,99,0.059578595785957866
6200,2018-06-02 02:21:04.956930,10.0,2.00000040000008e-06,0,40,15,49,2.3982844796568963
6201,2018-06-02 02:21:09.154817,2.0,2.000002000002e-06,2,49,-1,45,0.5987545987545987
6202,2018-06-02 02:21:10.248327,0.1,1.0000100001000012e-06,6,6,20,37,0.04732047320473205
6203,2018-06-02 02:21:14.622406,2.0,2.000002000002e-06,3,22,2,115,0.627036627036627
6204,2018-06-02 02:21:15.596429,0.01,1.0001000100010001e-06,8,42,-3,48,0.004212421242124212
6205,2018-06-02 02:21:22.822948,4.0,4.000004000004e-06,1,47,-1,64,1.6077896077896077
6206,2018-06-02 02:21:23.989091,0.1,1.0000100001000012e-06,6,15,7,34,0.04475944759447595
6207,2018-06-02 02:21:26.925127,1.0,1.000001000001e-06,3,35,-1,55,0.3607373607373607
6208,2018-06-02 02:21:27.896650,0.01,1.0001000100010001e-06,9,21,14,53,0.0029072907290729074
6209,2018-06-02 02:21:48.668128,10.0,2.00000040000008e-06,1,7,17,118,2.590822518164504
6210,2018-06-02 02:21:49.638625,0.01,1.0001000100010001e-06,9,21,-3,38,0.002308230823082308
6211,2018-06-02 02:22:10.143893,10.0,2.00000040000008e-06,0,1,13,115,4.528230905646182
6212,2018-06-02 02:22:11.531824,0.4,4.000040000400005e-06,6,46,-3,128,0.12660126601266014
6213,2018-06-02 02:22:12.754605,0.4,4.000040000400005e-06,4,46,21,48,0.18036580365803662
6214,2018-06-02 02:22:13.839864,0.1,1.0000100001000012e-06,7,8,3,52,0.03528235282352824
6215,2018-06-02 02:22:14.796100,0.02,2.0002000200020003e-06,9,42,15,109,0.005148514851485149
6216,2018-06-02 02:22:15.747916,0.02,2.0002000200020003e-06,9,27,9,116,0.005432543254325433
6217,2018-06-02 02:22:36.314627,10.0,2.00000040000008e-06,1,26,21,126,2.672880534576107
6218,2018-06-02 02:22:37.611215,0.2,2.0000200002000023e-06,6,39,-2,55,0.06268262682626827
6219,2018-06-02 02:22:40.544939,1.0,1.000001000001e-06,3,38,18,79,0.46319946319946315
6220,2018-06-02 02:22:47.710559,4.0,4.000004000004e-06,1,51,5,79,1.8536058536058535
6221,2018-06-02 02:22:48.708990,0.02,2.0002000200020003e-06,8,40,0,98,0.007412741274127413
6222,2018-06-02 02:22:49.817882,0.1,1.0000100001000012e-06,6,30,8,28,0.039639396393963945
6223,2018-06-02 02:22:50.858320,0.1,1.0000100001000012e-06,7,19,5,66,0.04292242922429225
6224,2018-06-02 02:22:51.804181,0.004,4.004004004004004e-06,9,41,-1,20,0.0015895895895895896
6225,2018-06-02 02:22:53.151076,0.4,4.000040000400005e-06,6,11,-1,105,0.10616106161061613
6226,2018-06-02 02:22:54.488707,0.2,2.0000200002000023e-06,7,46,14,85,0.05194051940519406
6227,2018-06-02 02:22:55.439218,0.02,2.0002000200020003e-06,8,35,-1,82,0.006386638663866387
6228,2018-06-02 02:23:16.061142,10.0,2.00000040000008e-06,1,17,22,94,2.099426419885284
6229,2018-06-02 02:23:20.387017,2.0,2.000002000002e-06,3,17,-3,92,0.5246165246165245
6230,2018-06-02 02:23:24.694759,2.0,2.000002000002e-06,3,27,16,110,0.6065386065386065
6231,2018-06-02 02:23:27.651242,1.0,1.000001000001e-06,4,36,3,77,0.2520882520882521
6232,2018-06-02 02:23:32.013336,2.0,2.000002000002e-06,3,50,21,123,0.6679526679526678
6233,2018-06-02 02:23:33.471418,0.4,4.000040000400005e-06,5,6,16,106,0.1824778247782478
6234,2018-06-02 02:23:40.735425,4.0,4.000004000004e-06,1,50,14,70,1.6897736897736897
6235,2018-06-02 02:23:41.710723,0.01,1.0001000100010001e-06,9,2,-2,66,0.0034273427342734275
6236,2018-06-02 02:23:46.009406,2.0,2.000002000002e-06,2,36,15,41,0.5578365578365578
6237,2018-06-02 02:23:48.978312,1.0,1.000001000001e-06,4,29,7,89,0.28280428280428277
6238,2018-06-02 02:24:09.835251,10.0,2.00000040000008e-06,0,23,21,117,4.691946938389388
6239,2018-06-02 02:24:30.454474,10.0,2.00000040000008e-06,1,19,14,108,2.345202469040494
6240,2018-06-02 02:24:31.434510,0.01,1.0001000100010001e-06,8,37,3,52,0.004468446844684468
6241,2018-06-02 02:24:32.512509,0.2,2.0000200002000023e-06,4,31,16,9,0.07800878008780089
6242,2018-06-02 02:24:33.756983,0.4,4.000040000400005e-06,3,19,2,21,0.19698196981969823
6243,2018-06-02 02:24:34.806476,0.1,1.0000100001000012e-06,7,50,11,62,0.04040040400404005
6244,2018-06-02 02:24:35.913016,0.2,2.0000200002000023e-06,6,36,10,68,0.07540475404754049
6245,2018-06-02 02:24:36.868674,0.01,1.0001000100010001e-06,9,36,6,37,0.002268226822682268
6246,2018-06-02 02:24:57.135964,10.0,2.00000040000008e-06,0,6,11,95,3.872874774574955
6247,2018-06-02 02:25:00.109771,1.0,1.000001000001e-06,3,1,8,68,0.4221594221594221
6248,2018-06-02 02:25:04.408484,2.0,2.000002000002e-06,2,42,-3,56,0.6807166807166807
6249,2018-06-02 02:25:07.312763,1.0,1.000001000001e-06,4,51,4,70,0.23164823164823162
6250,2018-06-02 02:25:27.521696,10.0,2.00000040000008e-06,1,0,2,107,2.345160469032094
6251,2018-06-02 02:25:47.954072,10.0,2.00000040000008e-06,1,24,0,90,2.017528403505681
6252,2018-06-02 02:25:49.106591,0.1,1.0000100001000012e-06,6,43,10,27,0.03960239602396025
6253,2018-06-02 02:25:50.029885,0.04,4.0004000400040005e-06,7,0,10,8,0.012285228522852286
6254,2018-06-02 02:25:52.907693,1.0,1.000001000001e-06,3,20,12,77,0.4631164631164631
6255,2018-06-02 02:25:57.172090,2.0,2.000002000002e-06,2,42,17,68,0.7627147627147627
6256,2018-06-02 02:25:58.289075,0.1,1.0000100001000012e-06,7,0,15,32,0.025039250392503928
6257,2018-06-02 02:25:59.597051,0.4,4.000040000400005e-06,5,41,8,67,0.12613726137261375
6258,2018-06-02 02:26:00.622938,0.1,1.0000100001000012e-06,6,48,3,15,0.029363293632936334
6259,2018-06-02 02:26:02.010887,0.2,2.0000200002000023e-06,7,40,22,111,0.06595865958659587
6260,2018-06-02 02:26:03.087703,0.2,2.0000200002000023e-06,4,42,10,15,0.09840698406984072
6261,2018-06-02 02:26:07.508614,2.0,2.000002000002e-06,2,14,16,77,0.8445928445928446
6262,2018-06-02 02:26:08.769009,0.4,4.000040000400005e-06,4,2,14,45,0.1701737017370174
6263,2018-06-02 02:26:29.731670,10.0,2.00000040000008e-06,0,28,4,92,3.872750774550155
6264,2018-06-02 02:26:30.972736,0.2,2.0000200002000023e-06,4,6,0,3,0.06768667686676867
6265,2018-06-02 02:26:33.979399,1.0,1.000001000001e-06,4,7,5,59,0.21104621104621102
6266,2018-06-02 02:26:35.083549,0.1,1.0000100001000012e-06,6,14,-1,17,0.031879318793187936
6267,2018-06-02 02:26:55.823942,10.0,2.00000040000008e-06,0,28,22,66,3.0535166107033223
6268,2018-06-02 02:26:57.174935,0.4,4.000040000400005e-06,5,19,16,63,0.12099720997209974
6269,2018-06-02 02:27:01.673107,2.0,2.000002000002e-06,3,5,10,107,0.5861145861145861
6270,2018-06-02 02:27:04.675404,1.0,1.000001000001e-06,5,18,20,128,0.2182162182162182
6271,2018-06-02 02:27:05.622547,0.004,4.004004004004004e-06,9,39,18,10,0.001189189189189189
6272,2018-06-02 02:27:06.532471,0.002,2.002002002002002e-06,8,42,13,0,
6273,2018-06-02 02:27:10.977894,2.0,2.000002000002e-06,3,9,21,120,0.6475386475386474
6274,2018-06-02 02:27:18.145528,4.0,4.000004000004e-06,1,28,-1,70,1.6897736897736897
6275,2018-06-02 02:27:22.414515,2.0,2.000002000002e-06,2,6,7,88,0.9265529265529264
6276,2018-06-02 02:27:43.051707,10.0,2.00000040000008e-06,0,2,7,63,2.889760577952116
6277,2018-06-02 02:28:03.620814,10.0,2.00000040000008e-06,0,46,19,66,3.053520610704122
6278,2018-06-02 02:28:04.881785,0.2,2.0000200002000023e-06,6,23,10,45,0.05496054960549606
6279,2018-06-02 02:28:12.245051,4.0,4.000004000004e-06,1,26,12,64,1.6077896077896077
6280,2018-06-02 02:28:16.536760,2.0,2.000002000002e-06,1,16,0,24,0.8705388705388705
6281,2018-06-02 02:28:20.741094,2.0,2.000002000002e-06,2,7,10,56,0.6807166807166807
6282,2018-06-02 02:28:27.958400,4.0,4.000004000004e-06,0,31,-3,18,1.415213415213415
6283,2018-06-02 02:28:29.216816,0.1,1.0000100001000012e-06,7,36,7,67,0.04296042960429605
6284,2018-06-02 02:28:30.139688,0.04,4.0004000400040005e-06,7,48,17,17,0.017365736573657368
6285,2018-06-02 02:28:31.428826,0.4,4.000040000400005e-06,4,44,2,53,0.19064990649906502
6286,2018-06-02 02:28:32.747238,0.4,4.000040000400005e-06,5,30,-3,70,0.13123331233312335
6287,2018-06-02 02:28:33.703577,0.01,1.0001000100010001e-06,8,48,8,21,0.002484248424842484
6288,2018-06-02 02:28:34.727908,0.02,2.0002000200020003e-06,9,30,20,104,0.004948494849484949
6289,2018-06-02 02:28:35.642933,0.01,1.0001000100010001e-06,8,6,1,16,0.0021642164216421644
6290,2018-06-02 02:28:36.731966,0.1,1.0000100001000012e-06,7,14,-1,55,0.03657836578365784
6291,2018-06-02 02:28:37.985315,0.4,4.000040000400005e-06,3,22,12,17,0.1765177651776518
6292,2018-06-02 02:28:39.088352,0.2,2.0000200002000023e-06,5,37,1,40,0.0852148521485215
6293,2018-06-02 02:28:40.291653,0.2,2.0000200002000023e-06,7,25,22,103,0.06091860918609187
6294,2018-06-02 02:28:43.103875,1.0,1.000001000001e-06,2,32,16,36,
6295,2018-06-02 02:28:47.270377,2.0,2.000002000002e-06,2,50,17,46,0.5987965987965987
6296,2018-06-02 02:29:08.160736,10.0,2.00000040000008e-06,0,22,-1,55,2.5621605124321025
6297,2018-06-02 02:29:09.414308,0.4,4.000040000400005e-06,3,33,1,5,0.13544135441354416
6298,2018-06-02 02:29:12.264995,1.0,1.000001000001e-06,3,51,17,74,0.44269644269644265
6299,2018-06-02 02:29:13.245295,0.02,2.0002000200020003e-06,8,9,17,66,0.005364536453645365
6300,2018-06-02 02:29:33.948747,10.0,2.00000040000008e-06,1,47,-2,114,2.5089225017845007
6301,2018-06-02 02:29:54.352211,10.0,2.00000040000008e-06,1,29,2,104,2.345044469008894
6302,2018-06-02 02:29:58.605598,2.0,2.000002000002e-06,2,27,5,92,0.9674709674709674
6303,2018-06-02 02:29:59.978764,0.1,1.0000100001000012e-06,7,50,0,56,0.037802378023780246
6304,2018-06-02 02:30:20.117729,10.0,2.00000040000008e-06,1,46,18,111,2.427064485412897
6305,2018-06-02 02:30:24.413760,2.0,2.000002000002e-06,3,4,19,119,0.6474946474946475
6306,2018-06-02 02:30:27.399440,1.0,1.000001000001e-06,5,44,5,125,0.2131162131162131
6307,2018-06-02 02:30:34.575398,4.0,4.000004000004e-06,0,3,8,24,1.579089579089579
6308,2018-06-02 02:30:55.213239,10.0,2.00000040000008e-06,1,3,2,102,2.2632244526448906
6309,2018-06-02 02:31:15.887487,10.0,2.00000040000008e-06,0,10,16,96,4.036554807310962
6310,2018-06-02 02:31:36.328647,10.0,2.00000040000008e-06,0,48,1,100,4.036710807342161
6311,2018-06-02 02:31:39.216811,1.0,1.000001000001e-06,5,43,19,126,0.21315521315521313
6312,2018-06-02 02:31:40.601821,0.2,2.0000200002000023e-06,6,43,19,72,0.07800078000780009
6313,2018-06-02 02:31:41.714755,0.2,2.0000200002000023e-06,7,49,19,94,0.05701857018570187
6314,2018-06-02 02:31:42.662507,0.004,4.004004004004004e-06,8,46,3,10,0.0017817817817817817
6315,2018-06-02 02:32:03.532315,10.0,2.00000040000008e-06,0,17,19,117,4.691950938390188
6316,2018-06-02 02:32:04.776067,0.2,2.0000200002000023e-06,4,27,0,17,0.09849298492984931
6317,2018-06-02 02:32:05.881637,0.1,1.0000100001000012e-06,5,35,5,14,0.049316493164931655
6318,2018-06-02 02:32:07.099112,0.4,4.000040000400005e-06,4,44,14,32,0.13940939409394096
6319,2018-06-02 02:32:08.105010,0.02,2.0002000200020003e-06,9,17,6,122,0.005670567056705671
6320,2018-06-02 02:32:09.027810,0.02,2.0002000200020003e-06,8,26,20,59,0.0049164916491649165
6321,2018-06-02 02:32:10.154475,0.2,2.0000200002000023e-06,6,29,4,76,0.0805988059880599
6322,2018-06-02 02:32:11.119025,0.02,2.0002000200020003e-06,8,45,10,120,0.00881888188818882
6323,2018-06-02 02:32:12.246174,0.2,2.0000200002000023e-06,6,3,17,86,0.0907589075890759
6324,2018-06-02 02:32:15.206269,1.0,1.000001000001e-06,4,7,20,100,0.31348631348631345
6325,2018-06-02 02:32:16.189652,0.01,1.0001000100010001e-06,9,18,12,68,0.0035083508350835083
6326,2018-06-02 02:32:17.513112,0.2,2.0000200002000023e-06,7,19,3,78,0.048120481204812056
6327,2018-06-02 02:32:18.446403,0.002,2.002002002002002e-06,9,2,10,6,
6328,2018-06-02 02:32:25.679473,4.0,4.000004000004e-06,1,41,7,42,1.198213198213198
6329,2018-06-02 02:32:29.972325,2.0,2.000002000002e-06,2,23,2,77,0.8445928445928446
6330,2018-06-02 02:32:31.279993,0.4,4.000040000400005e-06,2,40,13,3,
6331,2018-06-02 02:33:05.722177,20.0,4.00000080000016e-06,0,44,8,126,5.019585003917001
6332,2018-06-02 02:33:10.017765,2.0,2.000002000002e-06,1,19,12,21,0.7886807886807886
6333,2018-06-02 02:33:11.310436,0.2,2.0000200002000023e-06,6,49,-1,87,0.09080290802908031
6334,2018-06-02 02:33:15.864598,2.0,2.000002000002e-06,2,20,7,80,0.8854728854728854
6335,2018-06-02 02:33:17.105961,0.4,4.000040000400005e-06,4,2,10,29,0.12920929209292095
6336,2018-06-02 02:33:18.217906,0.2,2.0000200002000023e-06,6,27,18,64,0.07036270362703628
6337,2018-06-02 02:33:25.445051,4.0,4.000004000004e-06,2,50,-2,104,1.0494730494730493
6338,2018-06-02 02:33:29.760120,2.0,2.000002000002e-06,2,36,4,47,0.5988345988345988
6339,2018-06-02 02:33:30.758894,0.02,2.0002000200020003e-06,8,35,7,102,0.007668766876687669
6340,2018-06-02 02:33:32.067935,0.2,2.0000200002000023e-06,6,13,7,52,0.06012060120601207
6341,2018-06-02 02:33:33.004588,0.02,2.0002000200020003e-06,8,17,10,68,0.005494549454945495
6342,2018-06-02 02:33:34.178414,0.1,1.0000100001000012e-06,6,32,4,37,0.047319473194731954
6343,2018-06-02 02:33:35.309289,0.2,2.0000200002000023e-06,5,27,12,26,0.06473664736647368
6344,2018-06-02 02:33:38.129923,1.0,1.000001000001e-06,2,7,15,22,0.394040394040394
6345,2018-06-02 02:33:39.081899,0.004,4.004004004004004e-06,9,40,15,25,0.0017897897897897897
6346,2018-06-02 02:33:46.165939,4.0,4.000004000004e-06,0,18,6,34,1.9067699067699067
6347,2018-06-02 02:33:47.275774,0.1,1.0000100001000012e-06,4,14,10,0,
6348,2018-06-02 02:34:07.897451,10.0,2.00000040000008e-06,0,2,14,63,2.889762577952516
6349,2018-06-02 02:34:09.313990,0.4,4.000040000400005e-06,6,13,18,121,0.11900119001190014
6350,2018-06-02 02:34:10.300467,0.01,1.0001000100010001e-06,9,15,13,80,0.0039883988398839885
6351,2018-06-02 02:34:11.653178,0.4,4.000040000400005e-06,6,44,19,116,0.11635716357163574
6352,2018-06-02 02:34:12.661241,0.01,1.0001000100010001e-06,9,34,18,46,0.0026282628262826284
6353,2018-06-02 02:34:17.074373,2.0,2.000002000002e-06,3,42,21,96,0.545074545074545
6354,2018-06-02 02:34:18.360310,0.1,1.0000100001000012e-06,7,22,3,52,0.03527935279352794
6355,2018-06-02 02:34:22.845746,2.0,2.000002000002e-06,3,44,0,121,0.6678766678766678
6356,2018-06-02 02:34:27.139015,2.0,2.000002000002e-06,3,25,3,119,0.6474966474966475
6357,2018-06-02 02:34:28.371188,0.2,2.0000200002000023e-06,7,4,18,96,0.05827858278582787
6358,2018-06-02 02:34:49.015595,10.0,2.00000040000008e-06,1,15,15,87,2.0174064034812806
