sample,time,window,precision,modulation,band,tx,measured
853,2018-06-07 10:39:56.821216,0.001,1.000010000100001e-08,8,14,True,0.0005376953769537696
854,2018-06-07 10:39:57.755906,0.001,1.000010000100001e-08,9,1,False,0.0004787647876478765
855,2018-06-07 10:39:58.691435,0.001,1.000010000100001e-08,1,46,False,0.00024955249552495527
856,2018-06-07 10:39:59.662980,0.001,1.000010000100001e-08,0,28,True,0.00034096340963409635
857,2018-06-07 10:40:00.592240,0.001,1.000010000100001e-08,8,45,False,0.0004682246822468225
858,2018-06-07 10:40:01.548292,0.001,1.000010000100001e-08,7,50,False,0.0002508025080250803
859,2018-06-07 10:40:02.550441,0.001,1.000010000100001e-08,5,34,False,0.0002723227232272323
860,2018-06-07 10:40:03.521528,0.001,1.000010000100001e-08,5,40,False,0.0002751827518275183
861,2018-06-07 10:40:04.481303,0.001,1.000010000100001e-08,8,29,True,0.0005425754257542576
862,2018-06-07 10:40:05.485639,0.001,1.000010000100001e-08,8,10,False,0.0004474944749447495
863,2018-06-07 10:40:06.460586,0.001,1.000010000100001e-08,9,39,False,0.0004461444614446145
864,2018-06-07 10:40:07.374513,0.001,1.000010000100001e-08,8,48,False,0.0004451444514445145
865,2018-06-07 10:40:08.367915,0.001,1.000010000100001e-08,6,29,True,0.00031709317093170933
866,2018-06-07 10:40:09.276701,0.001,1.000010000100001e-08,1,33,True,0.0003464934649346494
867,2018-06-07 10:40:10.271102,0.001,1.000010000100001e-08,6,33,True,0.0003400834008340084
868,2018-06-07 10:40:11.231689,0.001,1.000010000100001e-08,7,25,True,0.0003437234372343724
869,2018-06-07 10:40:12.187439,0.001,1.000010000100001e-08,4,6,False,0.0002981429814298143
870,2018-06-07 10:40:13.107959,0.001,1.000010000100001e-08,2,45,True,0.00034301343013430136
871,2018-06-07 10:40:14.035063,0.001,1.000010000100001e-08,5,11,False,0.00027198271982719827
872,2018-06-07 10:40:14.957646,0.001,1.000010000100001e-08,3,9,True,0.0003428534285342854
873,2018-06-07 10:40:15.879150,0.001,1.000010000100001e-08,4,5,True,0.0003640436404364044
874,2018-06-07 10:40:16.802468,0.001,1.000010000100001e-08,9,16,False,0.0004683446834468345
875,2018-06-07 10:40:17.732233,0.001,1.000010000100001e-08,5,6,False,0.0002738027380273803
876,2018-06-07 10:40:18.694590,0.001,1.000010000100001e-08,2,18,False,0.0002734827348273483
877,2018-06-07 10:40:19.623713,0.001,1.000010000100001e-08,2,10,False,0.0002726527265272653
878,2018-06-07 10:40:20.621102,0.001,1.000010000100001e-08,6,9,False,0.0002724927249272493
879,2018-06-07 10:40:21.585307,0.001,1.000010000100001e-08,1,33,True,0.0003476534765347654
880,2018-06-07 10:40:22.541376,0.001,1.000010000100001e-08,6,45,False,0.0002719227192271923
881,2018-06-07 10:40:23.620051,0.001,1.000010000100001e-08,2,50,False,0.0002726527265272653
882,2018-06-07 10:40:24.550594,0.001,1.000010000100001e-08,6,24,False,0.00027218272182721827
883,2018-06-07 10:40:25.521626,0.001,1.000010000100001e-08,1,35,False,0.0002744327443274433
884,2018-06-07 10:40:26.445940,0.001,1.000010000100001e-08,2,16,False,0.0002723427234272343
885,2018-06-07 10:40:27.394193,0.001,1.000010000100001e-08,7,16,True,0.00034513345133451335
886,2018-06-07 10:40:28.350995,0.001,1.000010000100001e-08,0,0,True,0.0003645936459364594
887,2018-06-07 10:40:29.345719,0.001,1.000010000100001e-08,3,19,False,0.0002749527495274953
888,2018-06-07 10:40:30.278214,0.001,1.000010000100001e-08,5,27,False,0.0002745427454274543
889,2018-06-07 10:40:31.212106,0.001,1.000010000100001e-08,0,49,True,0.0002729427294272943
890,2018-06-07 10:40:32.129252,0.001,1.000010000100001e-08,8,2,True,0.0005650356503565036
891,2018-06-07 10:40:33.099598,0.001,1.000010000100001e-08,8,43,False,0.0004474944749447495
892,2018-06-07 10:40:34.060923,0.001,1.000010000100001e-08,1,35,False,0.00024951249512495126
893,2018-06-07 10:40:35.057208,0.001,1.000010000100001e-08,6,31,False,0.0002744427444274443
894,2018-06-07 10:40:36.187713,0.001,1.000010000100001e-08,6,7,False,0.0003005630056300563
895,2018-06-07 10:40:37.153220,0.001,1.000010000100001e-08,3,32,True,0.00027259272592725927
896,2018-06-07 10:40:38.152815,0.001,1.000010000100001e-08,7,27,True,0.0003474334743347434
897,2018-06-07 10:40:39.110819,0.001,1.000010000100001e-08,7,38,True,0.00033981339813398136
898,2018-06-07 10:40:40.065782,0.001,1.000010000100001e-08,2,37,False,0.0002749227492274923
899,2018-06-07 10:40:41.015967,0.001,1.000010000100001e-08,3,28,True,0.0003428734287342874
900,2018-06-07 10:40:41.934779,0.001,1.000010000100001e-08,9,18,True,0.0005330453304533046
901,2018-06-07 10:40:42.931474,0.001,1.000010000100001e-08,5,14,True,0.00031690316903169034
902,2018-06-07 10:40:43.977027,0.001,1.000010000100001e-08,2,13,False,0.0002750227502275023
903,2018-06-07 10:40:44.935725,0.001,1.000010000100001e-08,7,16,False,0.0002715727157271573
904,2018-06-07 10:40:45.891590,0.001,1.000010000100001e-08,0,10,True,0.0003430634306343064
905,2018-06-07 10:40:46.862899,0.001,1.000010000100001e-08,5,51,True,0.0003432934329343294
906,2018-06-07 10:40:47.790113,0.001,1.000010000100001e-08,4,35,True,0.00034334343343433434
907,2018-06-07 10:40:48.781733,0.001,1.000010000100001e-08,7,42,False,0.0002726527265272653
908,2018-06-07 10:40:49.734817,0.001,1.000010000100001e-08,2,17,True,0.0003474934749347494
909,2018-06-07 10:40:50.723739,0.001,1.000010000100001e-08,2,46,False,0.0002726627266272663
910,2018-06-07 10:40:51.647502,0.001,1.000010000100001e-08,0,16,True,0.0003423234232342324
911,2018-06-07 10:40:52.725214,0.001,1.000010000100001e-08,5,30,False,0.00027377273772737727
912,2018-06-07 10:40:53.672677,0.001,1.000010000100001e-08,0,41,True,0.00034715347153471536
913,2018-06-07 10:40:54.664111,0.001,1.000010000100001e-08,7,14,False,0.0002726127261272613
914,2018-06-07 10:40:55.699438,0.001,1.000010000100001e-08,7,29,True,0.0003462634626346264
915,2018-06-07 10:40:56.694845,0.001,1.000010000100001e-08,3,17,True,0.00034015340153401534
916,2018-06-07 10:40:57.682752,0.001,1.000010000100001e-08,6,32,False,0.00027219272192721927
917,2018-06-07 10:40:58.675832,0.001,1.000010000100001e-08,9,50,False,0.0004739947399473995
918,2018-06-07 10:40:59.626717,0.001,1.000010000100001e-08,3,44,False,0.0002496324963249633
919,2018-06-07 10:41:00.532025,0.001,1.000010000100001e-08,0,10,False,0.00027516275162751627
920,2018-06-07 10:41:01.479670,0.001,1.000010000100001e-08,1,45,False,0.0002722827228272283
921,2018-06-07 10:41:02.403094,0.001,1.000010000100001e-08,7,3,False,0.0002957429574295743
922,2018-06-07 10:41:03.330236,0.001,1.000010000100001e-08,6,48,True,0.00034660346603466037
923,2018-06-07 10:41:04.341182,0.001,1.000010000100001e-08,3,32,False,0.0002723327233272333
924,2018-06-07 10:41:05.286402,0.001,1.000010000100001e-08,8,11,True,0.0005330253302533026
925,2018-06-07 10:41:06.220416,0.001,1.000010000100001e-08,7,48,True,0.00031633316333163334
926,2018-06-07 10:41:07.154493,0.001,1.000010000100001e-08,3,26,True,0.00034040340403404036
927,2018-06-07 10:41:08.130281,0.001,1.000010000100001e-08,3,8,True,0.00034026340263402637
928,2018-06-07 10:41:09.034406,0.001,1.000010000100001e-08,0,46,False,0.0002752627526275263
929,2018-06-07 10:41:09.988032,0.001,1.000010000100001e-08,4,51,True,0.0003400934009340094
930,2018-06-07 10:41:10.994798,0.001,1.000010000100001e-08,2,32,False,0.0002749327493274933
931,2018-06-07 10:41:11.910331,0.001,1.000010000100001e-08,2,18,False,0.0002726427264272643
932,2018-06-07 10:41:12.830774,0.001,1.000010000100001e-08,8,32,False,0.0004698646986469865
933,2018-06-07 10:41:13.756057,0.001,1.000010000100001e-08,8,13,True,0.0005114751147511476
934,2018-06-07 10:41:14.734932,0.001,1.000010000100001e-08,6,50,False,0.00024856248562485627
935,2018-06-07 10:41:15.709189,0.001,1.000010000100001e-08,4,35,False,0.0002728827288272883
936,2018-06-07 10:41:16.640609,0.001,1.000010000100001e-08,7,50,False,0.0002720327203272033
937,2018-06-07 10:41:17.619584,0.001,1.000010000100001e-08,4,40,True,0.00034040340403404036
938,2018-06-07 10:41:18.610872,0.001,1.000010000100001e-08,3,44,True,0.0003405034050340504
939,2018-06-07 10:41:19.644459,0.001,1.000010000100001e-08,3,16,False,0.0002744327443274433
940,2018-06-07 10:41:20.595760,0.001,1.000010000100001e-08,8,8,True,0.0005429054290542906
941,2018-06-07 10:41:21.519753,0.001,1.000010000100001e-08,6,4,True,0.0003488534885348854
942,2018-06-07 10:41:22.514141,0.001,1.000010000100001e-08,4,27,True,0.00034036340363403634
943,2018-06-07 10:41:23.446011,0.001,1.000010000100001e-08,8,50,False,0.0004707847078470785
944,2018-06-07 10:41:24.405455,0.001,1.000010000100001e-08,7,35,False,0.00025113251132511327
945,2018-06-07 10:41:25.407304,0.001,1.000010000100001e-08,1,41,True,0.00034038340383403835
946,2018-06-07 10:41:26.332171,0.001,1.000010000100001e-08,4,22,False,0.0002728727287272873
947,2018-06-07 10:41:27.264547,0.001,1.000010000100001e-08,4,34,True,0.00034014340143401434
948,2018-06-07 10:41:28.190785,0.001,1.000010000100001e-08,7,26,True,0.00034652346523465235
949,2018-06-07 10:41:29.151806,0.001,1.000010000100001e-08,1,46,True,0.0002723327233272333
950,2018-06-07 10:41:30.156714,0.001,1.000010000100001e-08,6,3,False,0.0002955129551295513
951,2018-06-07 10:41:31.147134,0.001,1.000010000100001e-08,7,27,False,0.0002746827468274683
952,2018-06-07 10:41:32.151095,0.001,1.000010000100001e-08,5,6,False,0.0002961829618296183
953,2018-06-07 10:41:33.138239,0.001,1.000010000100001e-08,9,41,False,0.0004681446814468145
954,2018-06-07 10:41:34.174463,0.001,1.000010000100001e-08,9,23,False,0.0004450944509445095
955,2018-06-07 10:41:35.131632,0.001,1.000010000100001e-08,2,35,False,0.00024965249652496524
956,2018-06-07 10:41:36.127880,0.001,1.000010000100001e-08,5,15,False,0.0002737527375273753
957,2018-06-07 10:41:37.077342,0.001,1.000010000100001e-08,6,1,True,0.0003702237022370224
958,2018-06-07 10:41:38.150116,0.001,1.000010000100001e-08,7,0,True,0.0003632336323363234
959,2018-06-07 10:41:39.104736,0.001,1.000010000100001e-08,4,49,False,0.0002741027410274103
960,2018-06-07 10:41:40.072056,0.001,1.000010000100001e-08,0,6,False,0.0002970929709297093
961,2018-06-07 10:41:40.985489,0.001,1.000010000100001e-08,5,6,False,0.00029586295862958634
962,2018-06-07 10:41:41.994179,0.001,1.000010000100001e-08,4,31,True,0.00034740347403474037
963,2018-06-07 10:41:43.071308,0.001,1.000010000100001e-08,6,31,False,0.0002733127331273313
964,2018-06-07 10:41:44.002357,0.001,1.000010000100001e-08,3,3,False,0.0002965329653296533
965,2018-06-07 10:41:44.970800,0.001,1.000010000100001e-08,9,25,False,0.0004689746897468975
966,2018-06-07 10:41:45.928782,0.001,1.000010000100001e-08,3,46,True,0.0003168631686316863
967,2018-06-07 10:41:46.957174,0.001,1.000010000100001e-08,8,6,False,0.0004961449614496145
968,2018-06-07 10:41:47.946898,0.001,1.000010000100001e-08,8,44,False,0.0004522345223452235
969,2018-06-07 10:41:48.933990,0.001,1.000010000100001e-08,7,14,False,0.0002507925079250793
970,2018-06-07 10:41:49.898542,0.001,1.000010000100001e-08,5,1,False,0.0002977429774297743
971,2018-06-07 10:41:50.868238,0.001,1.000010000100001e-08,2,22,False,0.0002726627266272663
972,2018-06-07 10:41:51.797783,0.001,1.000010000100001e-08,9,40,True,0.0005400754007540076
973,2018-06-07 10:41:52.792208,0.001,1.000010000100001e-08,2,24,False,0.00024928249282492825
974,2018-06-07 10:41:53.750174,0.001,1.000010000100001e-08,1,10,False,0.00027258272582725827
975,2018-06-07 10:41:54.675943,0.001,1.000010000100001e-08,6,47,True,0.00033982339823398236
976,2018-06-07 10:41:55.613314,0.001,1.000010000100001e-08,1,51,False,0.00027259272592725927
977,2018-06-07 10:41:56.545946,0.001,1.000010000100001e-08,9,20,False,0.0004779047790477905
978,2018-06-07 10:41:57.548046,0.001,1.000010000100001e-08,5,39,True,0.00031679316793167936
979,2018-06-07 10:41:58.472792,0.001,1.000010000100001e-08,1,39,True,0.0003403234032340324
980,2018-06-07 10:41:59.445204,0.001,1.000010000100001e-08,1,41,True,0.0003403034030340304
981,2018-06-07 10:42:00.359600,0.001,1.000010000100001e-08,4,19,True,0.0003400934009340094
982,2018-06-07 10:42:01.281173,0.001,1.000010000100001e-08,9,4,False,0.0004939549395493955
983,2018-06-07 10:42:02.350401,0.001,1.000010000100001e-08,8,47,True,0.0005096250962509626
984,2018-06-07 10:42:03.301657,0.001,1.000010000100001e-08,5,14,False,0.0002516225162251623
985,2018-06-07 10:42:04.257184,0.001,1.000010000100001e-08,3,39,False,0.0002746927469274693
986,2018-06-07 10:42:05.225473,0.001,1.000010000100001e-08,4,15,True,0.00034263342633426337
987,2018-06-07 10:42:06.158074,0.001,1.000010000100001e-08,3,27,True,0.00033996339963399634
988,2018-06-07 10:42:07.160257,0.001,1.000010000100001e-08,6,28,False,0.0002724227242272423
989,2018-06-07 10:42:08.120254,0.001,1.000010000100001e-08,9,8,True,0.0005326553265532656
990,2018-06-07 10:42:09.073792,0.001,1.000010000100001e-08,4,6,False,0.00027418274182741827
991,2018-06-07 10:42:09.982457,0.001,1.000010000100001e-08,2,48,True,0.00034616346163461636
992,2018-06-07 10:42:10.906820,0.001,1.000010000100001e-08,1,4,True,0.0002962129621296213
993,2018-06-07 10:42:11.865837,0.001,1.000010000100001e-08,5,40,False,0.0002723127231272313
994,2018-06-07 10:42:12.788455,0.001,1.000010000100001e-08,1,32,True,0.0003442834428344284
995,2018-06-07 10:42:13.724014,0.001,1.000010000100001e-08,1,21,False,0.0002723327233272333
996,2018-06-07 10:42:14.690065,0.001,1.000010000100001e-08,1,42,False,0.0002786727867278673
997,2018-06-07 10:42:15.645165,0.001,1.000010000100001e-08,0,25,False,0.00027319273192731927
998,2018-06-07 10:42:16.573659,0.001,1.000010000100001e-08,2,30,False,0.0002723527235272353
999,2018-06-07 10:42:17.565381,0.001,1.000010000100001e-08,0,47,True,0.00034741347413474137
1000,2018-06-07 10:42:18.480760,0.001,1.000010000100001e-08,9,12,False,0.0004781347813478135
1001,2018-06-07 10:42:19.401701,0.001,1.000010000100001e-08,9,27,True,0.0005160751607516075
1002,2018-06-07 10:42:20.353959,0.001,1.000010000100001e-08,6,15,True,0.00032629326293262935
1003,2018-06-07 10:42:21.322354,0.001,1.000010000100001e-08,9,18,False,0.0004749747497474975
1004,2018-06-07 10:42:22.369126,0.001,1.000010000100001e-08,8,13,True,0.0005192751927519275
1005,2018-06-07 10:42:23.319605,0.001,1.000010000100001e-08,3,17,True,0.00031714317143171435
1006,2018-06-07 10:42:24.359037,0.001,1.000010000100001e-08,7,32,False,0.0002718427184271843
1007,2018-06-07 10:42:25.366922,0.001,1.000010000100001e-08,1,39,True,0.00034037340373403735
1008,2018-06-07 10:42:26.336988,0.001,1.000010000100001e-08,7,7,True,0.0003636136361363614
1009,2018-06-07 10:42:27.297389,0.001,1.000010000100001e-08,8,3,False,0.0005071950719507196
1010,2018-06-07 10:42:28.246528,0.001,1.000010000100001e-08,8,0,True,0.0005393453934539346
1011,2018-06-07 10:42:29.235528,0.001,1.000010000100001e-08,0,43,False,0.0002495924959249593
1012,2018-06-07 10:42:30.258104,0.001,1.000010000100001e-08,0,51,True,0.0002731627316273163
1013,2018-06-07 10:42:31.226757,0.001,1.000010000100001e-08,9,44,True,0.0004781547815478155
1014,2018-06-07 10:42:32.226305,0.001,1.000010000100001e-08,3,45,True,0.0003255932559325593
1015,2018-06-07 10:42:33.238471,0.001,1.000010000100001e-08,8,33,True,0.0005425154251542516
1016,2018-06-07 10:42:34.201949,0.001,1.000010000100001e-08,3,51,True,0.00032193321933219335
1017,2018-06-07 10:42:35.258115,0.001,1.000010000100001e-08,0,19,False,0.0002743627436274363
1018,2018-06-07 10:42:36.184707,0.001,1.000010000100001e-08,5,26,True,0.0003424834248342484
1019,2018-06-07 10:42:37.190291,0.001,1.000010000100001e-08,4,8,False,0.0002728927289272893
1020,2018-06-07 10:42:38.186992,0.001,1.000010000100001e-08,5,27,True,0.0003398733987339874
1021,2018-06-07 10:42:39.145118,0.001,1.000010000100001e-08,3,13,False,0.0002748227482274823
1022,2018-06-07 10:42:40.146069,0.001,1.000010000100001e-08,6,3,False,0.0002961129611296113
1023,2018-06-07 10:42:41.146842,0.001,1.000010000100001e-08,0,6,False,0.00029866298662986634
1024,2018-06-07 10:42:42.101433,0.001,1.000010000100001e-08,6,2,False,0.00029762297622976233
1025,2018-06-07 10:42:43.052206,0.001,1.000010000100001e-08,1,11,False,0.0002726027260272603
1026,2018-06-07 10:42:44.048262,0.001,1.000010000100001e-08,4,7,True,0.0003665736657366574
1027,2018-06-07 10:42:45.050822,0.001,1.000010000100001e-08,7,7,True,0.0003702337023370234
1028,2018-06-07 10:42:46.001042,0.001,1.000010000100001e-08,7,47,False,0.00027238272382723827
1029,2018-06-07 10:42:46.988957,0.001,1.000010000100001e-08,2,40,False,0.0002737927379273793
1030,2018-06-07 10:42:47.910577,0.001,1.000010000100001e-08,6,34,True,0.00034015340153401534
1031,2018-06-07 10:42:48.832674,0.001,1.000010000100001e-08,7,8,False,0.0002733127331273313
1032,2018-06-07 10:42:49.773963,0.001,1.000010000100001e-08,7,44,False,0.0002811628116281163
1033,2018-06-07 10:42:50.765246,0.001,1.000010000100001e-08,8,46,False,0.0004680946809468095
1034,2018-06-07 10:42:51.686180,0.001,1.000010000100001e-08,4,42,True,0.00032358323583235837
1035,2018-06-07 10:42:52.617686,0.001,1.000010000100001e-08,9,48,False,0.0004700547005470055
1036,2018-06-07 10:42:53.570496,0.001,1.000010000100001e-08,1,39,False,0.00025184251842518424
1037,2018-06-07 10:42:54.529966,0.001,1.000010000100001e-08,3,7,True,0.0003662336623366234
1038,2018-06-07 10:42:55.464750,0.001,1.000010000100001e-08,9,46,False,0.00047845478454784554
1039,2018-06-07 10:42:56.543514,0.001,1.000010000100001e-08,7,23,False,0.0002490324903249033
1040,2018-06-07 10:42:57.475257,0.001,1.000010000100001e-08,9,40,False,0.0004683546835468355
1041,2018-06-07 10:42:58.403205,0.001,1.000010000100001e-08,6,0,False,0.0002724927249272493
1042,2018-06-07 10:42:59.481525,0.001,1.000010000100001e-08,0,43,False,0.0002733127331273313
1043,2018-06-07 10:43:00.387132,0.001,1.000010000100001e-08,9,30,False,0.00047526475264752653
1044,2018-06-07 10:43:01.307582,0.001,1.000010000100001e-08,5,39,False,0.0002492024920249203
1045,2018-06-07 10:43:02.225504,0.001,1.000010000100001e-08,4,51,True,0.00034677346773467736
1046,2018-06-07 10:43:03.157548,0.001,1.000010000100001e-08,6,46,True,0.00034656346563465636
1047,2018-06-07 10:43:04.076837,0.001,1.000010000100001e-08,4,0,True,0.0003640436404364044
1048,2018-06-07 10:43:05.025104,0.001,1.000010000100001e-08,2,23,False,0.0002726627266272663
1049,2018-06-07 10:43:06.012648,0.001,1.000010000100001e-08,0,31,False,0.0002732127321273213
1050,2018-06-07 10:43:06.972263,0.001,1.000010000100001e-08,6,1,True,0.0003665236652366524
1051,2018-06-07 10:43:07.881255,0.001,1.000010000100001e-08,0,21,False,0.0002753927539275393
1052,2018-06-07 10:43:08.798674,0.001,1.000010000100001e-08,3,16,False,0.0002728627286272863
1053,2018-06-07 10:43:09.751711,0.001,1.000010000100001e-08,0,5,False,0.0002971129711297113
1054,2018-06-07 10:43:10.775294,0.001,1.000010000100001e-08,9,2,True,0.0005586155861558616
1055,2018-06-07 10:43:11.691633,0.001,1.000010000100001e-08,1,15,True,0.00031728317283172833
1056,2018-06-07 10:43:12.659780,0.001,1.000010000100001e-08,7,0,True,0.00036347363473634737
1057,2018-06-07 10:43:13.696817,0.001,1.000010000100001e-08,1,31,False,0.0002734327343273433
1058,2018-06-07 10:43:14.621947,0.001,1.000010000100001e-08,4,37,True,0.00034340343403434036
1059,2018-06-07 10:43:15.590890,0.001,1.000010000100001e-08,9,30,True,0.0005427854278542785
1060,2018-06-07 10:43:16.618591,0.001,1.000010000100001e-08,7,8,False,0.0002490324903249033
1061,2018-06-07 10:43:17.576825,0.001,1.000010000100001e-08,2,47,False,0.0002741227412274123
1062,2018-06-07 10:43:18.574902,0.001,1.000010000100001e-08,9,38,False,0.0004775547755477555
1063,2018-06-07 10:43:19.496139,0.001,1.000010000100001e-08,5,34,True,0.00031678316783167836
1064,2018-06-07 10:43:20.462935,0.001,1.000010000100001e-08,1,1,True,0.0003726937269372694
1065,2018-06-07 10:43:21.428623,0.001,1.000010000100001e-08,8,36,False,0.00046849468494684953
1066,2018-06-07 10:43:22.353588,0.001,1.000010000100001e-08,7,30,False,0.00024934249342493427
1067,2018-06-07 10:43:23.321208,0.001,1.000010000100001e-08,8,24,False,0.00047725477254772553
1068,2018-06-07 10:43:24.279457,0.001,1.000010000100001e-08,2,15,True,0.0003168231682316823
1069,2018-06-07 10:43:25.239685,0.001,1.000010000100001e-08,5,44,True,0.0002786227862278623
1070,2018-06-07 10:43:26.274131,0.001,1.000010000100001e-08,5,26,False,0.0002731427314273143
1071,2018-06-07 10:43:27.277348,0.001,1.000010000100001e-08,1,13,False,0.00027279272792727927
1072,2018-06-07 10:43:28.227887,0.001,1.000010000100001e-08,2,2,False,0.0002962029620296203
1073,2018-06-07 10:43:29.219753,0.001,1.000010000100001e-08,4,44,False,0.0002741927419274193
1074,2018-06-07 10:43:30.261822,0.001,1.000010000100001e-08,3,15,True,0.0003400734007340074
1075,2018-06-07 10:43:31.344789,0.001,1.000010000100001e-08,8,23,False,0.0004778947789477895
1076,2018-06-07 10:43:32.324889,0.001,1.000010000100001e-08,3,28,True,0.00031687316873168733
1077,2018-06-07 10:43:33.271205,0.001,1.000010000100001e-08,8,16,False,0.00046849468494684953
1078,2018-06-07 10:43:34.205619,0.001,1.000010000100001e-08,9,17,True,0.0005158951589515896
1079,2018-06-07 10:43:35.214694,0.001,1.000010000100001e-08,0,0,True,0.0003404734047340474
1080,2018-06-07 10:43:36.181776,0.001,1.000010000100001e-08,3,4,True,0.0003639136391363914
1081,2018-06-07 10:43:37.185475,0.001,1.000010000100001e-08,5,1,False,0.0002955129551295513
1082,2018-06-07 10:43:38.142680,0.001,1.000010000100001e-08,2,51,False,0.0002723327233272333
1083,2018-06-07 10:43:39.186349,0.001,1.000010000100001e-08,7,12,True,0.00033957339573395735
1084,2018-06-07 10:43:40.125892,0.001,1.000010000100001e-08,7,33,True,0.0003399133991339914
1085,2018-06-07 10:43:41.108071,0.001,1.000010000100001e-08,2,28,False,0.0002735227352273523
1086,2018-06-07 10:43:42.092096,0.001,1.000010000100001e-08,5,29,True,0.00034201342013420136
1087,2018-06-07 10:43:43.312901,0.001,1.000010000100001e-08,7,14,False,0.0002737627376273763
1088,2018-06-07 10:43:44.236862,0.001,1.000010000100001e-08,3,23,False,0.0002723327233272333
1089,2018-06-07 10:43:45.170097,0.001,1.000010000100001e-08,7,43,True,0.00034495344953449535
1090,2018-06-07 10:43:46.090349,0.001,1.000010000100001e-08,1,1,False,0.0002961329613296133
1091,2018-06-07 10:43:47.057175,0.001,1.000010000100001e-08,1,26,False,0.0002728427284272843
1092,2018-06-07 10:43:47.973976,0.001,1.000010000100001e-08,5,51,False,0.0002725627256272563
1093,2018-06-07 10:43:48.894133,0.001,1.000010000100001e-08,0,16,False,0.0002729127291272913
1094,2018-06-07 10:43:49.864597,0.001,1.000010000100001e-08,6,21,True,0.0003406934069340694
1095,2018-06-07 10:43:50.838578,0.001,1.000010000100001e-08,7,24,True,0.0002741327413274133
1096,2018-06-07 10:43:51.765263,0.001,1.000010000100001e-08,8,17,False,0.0004750347503475035
1097,2018-06-07 10:43:52.724323,0.001,1.000010000100001e-08,2,15,False,0.00024976249762497627
1098,2018-06-07 10:43:53.677716,0.001,1.000010000100001e-08,4,29,False,0.0002724027240272403
1099,2018-06-07 10:43:54.720015,0.001,1.000010000100001e-08,0,51,False,0.0002755827558275583
1100,2018-06-07 10:43:55.680309,0.001,1.000010000100001e-08,9,17,False,0.0004747247472474725
