sample,time,window,precision,modulation,band,power,payload,measured
500,42:22.7,0.1,2.00E-08,4,48,14,238,0.047283989
501,42:30.5,0.1,2.00E-08,4,40,22,188,0.047281049
502,42:32.0,0.002,2.00E-08,8,20,14,239,0.000906989
503,42:33.5,0.002,2.00E-08,9,11,-10,235,0.000624666
504,42:34.9,0.002,2.00E-08,8,30,-11,159,0.000906229
6145,09:47.6,0.2,4.00E-08,3,27,-7,140,0.094495579
8793,59:42.7,0.04,4.00E-08,5,16,-10,21,0.023735704
4577,08:05.5,0.4,8.00E-08,2,18,-6,104,0.189182918
4745,31:12.3,0.4,8.00E-08,2,49,-6,1,0.189182918
1071,10:26.2,0.04,4.00E-08,5,3,-7,53,0.023735744
510,43:31.3,1,5.00E-08,1,8,16,210,0.379069969
4866,48:46.8,0.4,8.00E-08,2,21,11,73,0.189182918
512,44:07.5,1,5.00E-08,0,17,-7,41,0.759870538
5567,38:30.2,0.04,4.00E-08,6,48,5,39,0.014048494
514,44:38.3,1,5.00E-08,1,31,-13,24,0.379071369
6111,04:22.2,0.04,4.00E-08,6,39,12,217,0.014048494
516,45:09.0,1,5.00E-08,1,45,11,42,0.379070019
5319,04:48.0,0.4,8.00E-08,2,28,15,49,0.189182918
518,45:19.5,0.02,2.00E-08,7,25,2,252,0.007169247
5753,07:13.4,0.4,8.00E-08,2,34,19,199,0.189182918
7891,45:39.9,0.04,4.00E-08,6,38,13,141,0.014048494
521,45:57.9,1,5.00E-08,0,29,4,96,0.759866838
522,46:26.5,1,5.00E-08,1,34,-3,20,0.379074819
523,46:29.2,0.02,2.00E-08,7,5,8,200,0.007168507
524,46:30.6,0.002,2.00E-08,8,24,1,29,0.000907089
5781,12:11.5,0.4,8.00E-08,2,41,-10,25,0.189182918
2848,42:18.8,0.04,4.00E-08,5,26,7,144,0.023735744
6546,15:32.4,0.2,4.00E-08,3,17,16,169,0.094495579
528,47:17.7,1,5.00E-08,1,32,-11,18,0.379072669
7994,01:44.1,0.04,4.00E-08,6,48,7,169,0.014048494
530,47:21.8,0.002,2.00E-08,8,14,-14,154,0.000905749
5899,32:18.5,0.4,8.00E-08,2,29,6,109,0.189182918
532,47:32.1,0.02,2.00E-08,7,29,11,48,0.007168627
6400,51:36.4,0.4,8.00E-08,2,30,16,27,0.189182918
3226,40:56.8,0.04,4.00E-08,5,30,3,225,0.023735744
535,47:50.7,0.1,2.00E-08,4,9,13,78,0.047279689
536,48:19.8,1,5.00E-08,0,42,-17,187,0.759867588
4076,49:42.5,0.04,4.00E-08,5,27,8,127,0.023735744
5246,52:43.4,0.04,4.00E-08,5,46,21,141,0.023735744
539,48:26.3,0.002,2.00E-08,8,35,3,24,0.000905589
5976,43:30.0,0.04,4.00E-08,5,41,-12,20,0.023735744
541,48:30.2,0.002,2.00E-08,8,43,12,94,0.000906349
542,48:31.5,0.002,2.00E-08,8,16,-7,81,0.000905149
543,49:00.9,1,5.00E-08,0,26,-1,170,0.759868438
544,49:30.0,1,5.00E-08,1,17,-11,136,0.379070019
6563,18:24.0,0.4,8.00E-08,2,37,9,99,0.189182918
6820,00:46.6,0.2,4.00E-08,3,19,-13,233,0.094495579
547,49:48.1,0.002,2.00E-08,9,9,-10,191,0.000625766
548,49:49.4,0.002,2.00E-08,8,15,-17,46,0.000905309
6525,12:30.3,0.04,4.00E-08,5,4,8,225,0.023735744
550,49:54.5,0.02,2.00E-08,7,20,-15,122,0.007169947
1191,28:02.7,0.04,4.00E-08,6,45,-6,132,0.014048534
552,50:05.0,0.1,2.00E-08,4,2,3,11,0.047280409
553,50:33.9,1,5.00E-08,0,44,17,190,0.759867688
554,51:03.0,1,5.00E-08,1,24,16,240,0.379069919
6608,24:03.9,0.4,8.00E-08,2,18,-4,235,0.189182918
2973,02:20.6,0.04,4.00E-08,5,28,20,217,0.023735784
557,51:16.3,0.02,2.00E-08,7,31,-7,1,0.007169927
558,51:44.8,1,5.00E-08,1,13,14,160,0.379074369
559,51:52.8,0.1,2.00E-08,4,23,-3,56,0.047283749
560,52:22.1,1,5.00E-08,0,13,0,130,0.759868288
561,52:23.7,0.002,2.00E-08,9,21,-2,142,0.000626126
562,52:25.0,0.002,2.00E-08,8,12,17,1,0.000907469
563,52:27.4,0.02,2.00E-08,7,9,-2,135,0.007171907
564,52:55.5,1,5.00E-08,1,33,15,17,0.379072869
565,53:25.2,1,5.00E-08,1,47,-3,240,0.379071519
566,53:26.7,0.002,2.00E-08,9,12,13,99,0.000626646
567,53:29.4,0.02,2.00E-08,7,15,-12,218,0.007169287
1423,03:03.0,0.04,4.00E-08,6,20,5,23,0.014048534
5688,57:23.8,0.04,4.00E-08,6,3,-5,239,0.014048534
570,54:04.0,1,5.00E-08,1,17,16,98,0.379069469
571,54:05.5,0.002,2.00E-08,9,45,7,78,0.000624986
3325,54:31.1,0.04,4.00E-08,5,30,14,23,0.023735784
7791,27:06.6,0.4,8.00E-08,2,11,7,31,0.189182918
574,54:44.9,1,5.00E-08,0,12,-7,87,0.759870488
575,54:52.5,0.1,2.00E-08,4,2,13,85,0.047280749
576,55:21.5,1,5.00E-08,1,10,-9,119,0.379069469
577,55:50.3,1,5.00E-08,1,49,13,41,0.379071719
8994,34:01.9,0.4,8.00E-08,2,32,5,157,0.189182918
579,56:26.8,1,5.00E-08,1,3,-11,80,0.379071169
3817,08:42.2,0.04,4.00E-08,5,7,15,218,0.023735784
581,56:37.1,0.1,2.00E-08,4,28,16,193,0.047284349
582,57:06.4,1,5.00E-08,1,23,-5,142,0.379073819
4325,26:26.6,0.04,4.00E-08,5,4,10,125,0.023735784
4334,28:17.5,0.04,4.00E-08,5,33,-13,216,0.023735784
585,57:19.8,0.1,2.00E-08,4,34,4,168,0.047281929
632,04:27.5,0.4,8.00E-08,2,22,6,116,0.189182998
6823,01:20.9,0.04,4.00E-08,6,48,-10,178,0.014048534
588,57:39.0,0.1,2.00E-08,4,50,-16,9,0.047285629
1196,28:31.9,0.4,8.00E-08,2,35,17,61,0.189182998
8725,52:15.5,0.2,4.00E-08,3,4,-17,80,0.094495579
591,58:24.0,1,5.00E-08,0,36,-7,58,0.759867588
592,58:25.6,0.002,2.00E-08,9,4,14,207,0.000623066
593,58:54.5,1,5.00E-08,0,32,-13,133,0.759867138
594,58:57.2,0.02,2.00E-08,7,28,4,120,0.007171647
1344,52:23.8,0.4,8.00E-08,2,17,21,210,0.189182998
596,59:06.5,0.002,2.00E-08,8,46,7,28,0.000905929
597,59:08.9,0.02,2.00E-08,7,36,-7,82,0.007168307
598,59:11.5,0.02,2.00E-08,7,20,-11,7,0.007171147
8865,11:29.4,0.2,4.00E-08,3,16,13,81,0.094495579
600,59:20.9,0.002,2.00E-08,8,39,2,40,
2551,56:35.4,0.4,8.00E-08,2,46,-3,214,0.189182998
9462,43:49.2,0.2,4.00E-08,3,27,12,219,0.094495579
9140,56:57.7,0.04,4.00E-08,6,17,-14,69,0.014048534
604,59:47.6,0.1,2.00E-08,4,44,5,216,0.047282729
605,00:16.1,1,5.00E-08,1,3,-5,44,0.379069869
606,00:17.7,0.002,2.00E-08,8,49,5,146,0.000908569
812,29:31.3,0.2,4.00E-08,3,9,1,185,0.094495619
4364,31:24.9,0.04,4.00E-08,5,32,0,246,0.023735784
609,00:57.3,1,5.00E-08,0,15,20,35,0.759866788
3221,40:28.1,0.4,8.00E-08,2,46,-10,98,0.189182998
611,01:06.8,0.002,2.00E-08,8,14,21,35,0.000905549
612,01:09.2,0.02,2.00E-08,7,39,11,51,0.007168767
613,01:37.8,1,5.00E-08,0,43,17,185,0.759866688
1936,21:12.7,0.2,4.00E-08,3,23,-13,183,0.094495619
6019,50:03.0,0.04,4.00E-08,5,39,12,30,0.023735784
616,01:49.9,0.002,2.00E-08,9,27,20,169,0.000624306
617,01:51.2,0.002,2.00E-08,8,35,-9,14,0.000906409
618,02:20.3,1,5.00E-08,1,6,-5,63,0.379071669
619,02:28.3,0.1,2.00E-08,4,30,19,40,0.047282269
2050,40:13.8,0.2,4.00E-08,3,35,-11,222,0.094495619
2572,59:23.9,0.2,4.00E-08,3,26,-3,76,0.094495619
8608,34:10.7,0.04,4.00E-08,5,15,9,155,0.023735784
623,02:49.3,0.02,2.00E-08,7,38,0,114,0.007168867
624,03:18.4,1,5.00E-08,0,49,-6,147,0.759869338
2942,57:54.7,0.2,4.00E-08,3,26,0,77,0.094495619
8939,24:32.6,0.04,4.00E-08,5,41,-15,61,0.023735784
1194,28:21.1,0.04,4.00E-08,6,8,-10,207,0.014048574
3876,19:27.1,0.4,8.00E-08,2,8,8,120,0.189182998
3402,04:40.8,0.2,4.00E-08,3,15,16,35,0.094495619
630,04:16.6,1,5.00E-08,0,50,12,172,0.759869888
631,04:19.2,0.02,2.00E-08,7,5,-5,224,0.007167407
3954,29:48.6,0.4,8.00E-08,2,22,10,241,0.189182998
4008,36:32.4,0.4,8.00E-08,2,30,1,31,0.189182998
4105,54:14.2,0.4,8.00E-08,2,37,12,166,0.189182998
635,04:51.7,0.1,2.00E-08,4,49,-6,243,0.047280489
4221,11:30.3,0.4,8.00E-08,2,1,-12,67,0.189182998
4486,51:55.0,0.2,4.00E-08,3,2,21,99,0.094495619
2781,33:01.7,0.04,4.00E-08,6,47,1,34,0.014048574
639,05:39.6,1,5.00E-08,0,4,18,146,0.759871138
640,05:42.3,0.02,2.00E-08,7,41,9,225,0.007168307
641,05:43.8,0.002,2.00E-08,8,30,-10,80,0.000906329
642,05:45.1,0.002,2.00E-08,8,3,-1,162,0.000906089
643,05:46.5,0.002,2.00E-08,9,39,-6,64,0.000624626
4273,19:27.8,0.4,8.00E-08,2,46,21,193,0.189182998
645,05:57.1,0.02,2.00E-08,7,23,8,225,0.007170347
646,05:58.6,0.002,2.00E-08,9,35,10,180,0.000624646
647,06:06.9,0.1,2.00E-08,4,40,-12,162,0.047280469
1098,14:43.5,0.04,4.00E-08,5,17,-4,87,0.023735824
649,06:10.8,0.002,2.00E-08,8,11,-4,98,0.000908049
4822,42:07.8,0.04,4.00E-08,5,39,-16,210,0.023735824
3057,14:13.5,0.04,4.00E-08,6,4,-5,252,0.014048574
652,06:17.6,0.002,2.00E-08,8,41,1,252,0.000905589
5728,04:02.0,0.2,4.00E-08,3,14,-6,36,0.094495619
654,06:33.7,0.1,2.00E-08,4,37,5,191,0.047279829
655,06:41.5,0.1,2.00E-08,4,35,0,148,0.047280829
656,06:49.3,0.1,2.00E-08,4,6,-12,246,0.047281889
6566,18:37.0,0.2,4.00E-08,3,46,11,122,0.094495619
658,06:59.2,0.002,2.00E-08,8,20,-1,19,0.000906549
5225,49:30.7,0.4,8.00E-08,2,40,-13,210,0.189182998
660,07:35.9,1,5.00E-08,0,30,-7,18,0.759869988
661,07:37.5,0.002,2.00E-08,8,38,-8,166,0.000905569
662,08:05.5,1,5.00E-08,0,10,-5,7,0.759868488
663,08:07.0,0.002,2.00E-08,8,10,11,158,0.000907109
664,08:15.1,0.1,2.00E-08,4,16,-7,34,0.047280069
5393,14:24.7,0.4,8.00E-08,2,15,21,178,0.189182998
5414,17:38.1,0.4,8.00E-08,2,43,-7,161,0.189182998
5116,33:12.0,0.04,4.00E-08,6,17,-8,188,0.014048574
668,09:02.2,1,5.00E-08,1,29,12,144,0.379071419
7039,30:47.9,0.04,4.00E-08,5,34,7,140,0.023735824
670,09:06.3,0.002,2.00E-08,8,23,16,103,0.000905989
671,09:35.0,1,5.00E-08,0,0,-12,155,0.759867388
1024,03:54.5,0.04,4.00E-08,5,17,12,93,0.023735864
673,09:39.2,0.002,2.00E-08,9,43,-1,174,
674,09:41.8,0.02,2.00E-08,7,17,18,29,0.007169727
675,09:44.3,0.02,2.00E-08,7,9,-2,17,0.007170947
676,09:52.1,0.1,2.00E-08,4,33,7,129,0.047282189
677,09:54.6,0.02,2.00E-08,7,19,6,9,0.007170087
6767,51:06.3,0.2,4.00E-08,3,26,-8,9,0.094495619
6096,02:14.3,0.4,8.00E-08,2,8,11,243,0.189182998
680,10:40.3,1,5.00E-08,1,5,2,16,0.379071569
681,10:41.8,0.002,2.00E-08,9,22,12,22,0.000627026
682,11:10.7,1,5.00E-08,0,42,-1,240,0.759867088
2436,41:50.4,0.04,4.00E-08,5,24,-14,113,0.023735864
684,11:41.9,1,5.00E-08,0,21,10,208,0.759868438
685,12:10.1,1,5.00E-08,0,51,3,95,0.759867988
5201,46:03.4,0.04,4.00E-08,6,44,2,122,0.014048574
3296,51:47.6,0.04,4.00E-08,5,11,3,53,0.023735864
688,12:17.8,0.02,2.00E-08,7,3,16,229,0.007168367
689,12:25.5,0.1,2.00E-08,4,23,-3,17,0.047284889
3953,29:40.2,0.04,4.00E-08,5,47,6,81,0.023735864
4001,36:03.8,0.04,4.00E-08,5,10,-12,71,0.023735864
7029,29:25.5,0.04,4.00E-08,6,8,-1,246,0.014048574
6339,43:29.3,0.4,8.00E-08,2,0,-10,154,0.189182998
5693,57:33.9,0.04,4.00E-08,5,6,-13,39,0.023735864
7059,33:12.4,0.4,8.00E-08,2,21,4,20,0.189182998
5712,00:50.2,0.04,4.00E-08,5,46,9,218,0.023735864
697,12:56.1,0.002,2.00E-08,8,32,-2,154,0.000905589
698,13:25.0,1,5.00E-08,0,44,5,149,0.759868538
699,13:26.4,0.002,2.00E-08,8,38,11,2,0.000905849
7988,59:58.6,0.04,4.00E-08,6,14,-17,61,0.014048574
701,13:30.4,0.002,2.00E-08,9,14,-11,126,0.000624126
702,13:59.6,1,5.00E-08,0,25,-12,123,0.759869688
7832,36:13.6,0.4,8.00E-08,2,40,6,44,0.189182998
8532,21:46.3,0.04,4.00E-08,6,6,17,219,0.014048574
6860,08:31.4,0.2,4.00E-08,3,30,1,45,0.094495619
8394,57:55.6,0.4,8.00E-08,2,43,13,236,0.189182998
8748,55:00.3,0.4,8.00E-08,2,35,16,44,0.189182998
708,14:37.2,0.002,2.00E-08,9,18,-10,194,0.000624226
709,14:39.7,0.02,2.00E-08,7,12,22,215,0.007169227
710,15:08.3,1,5.00E-08,1,44,-13,3,0.379070019
8583,30:27.2,0.04,4.00E-08,6,9,-14,68,0.014048574
712,15:40.4,1,5.00E-08,0,25,17,177,0.759867738
713,15:43.0,0.02,2.00E-08,7,5,-12,116,0.007168127
8611,34:17.4,0.04,4.00E-08,6,16,-7,159,0.014048574
715,16:14.3,1,5.00E-08,1,29,-17,24,0.379073519
716,16:22.4,0.1,2.00E-08,4,11,6,54,0.047281129
717,16:30.2,0.1,2.00E-08,4,31,-8,190,0.047282849
718,16:59.1,1,5.00E-08,0,34,21,208,0.759870088
9635,07:31.5,0.4,8.00E-08,2,32,-9,91,0.189182998
5850,24:30.4,0.04,4.00E-08,5,36,-8,225,0.023735864
721,17:11.1,0.002,2.00E-08,8,1,-13,52,0.000907129
6730,45:34.7,0.04,4.00E-08,5,44,-17,152,0.023735864
723,17:15.1,0.002,2.00E-08,9,2,12,67,0.000625146
724,17:43.3,1,5.00E-08,0,8,-7,24,0.759869988
725,17:45.0,0.002,2.00E-08,9,18,-12,179,0.000623806
726,18:14.1,1,5.00E-08,0,48,13,79,0.759871538
572,54:08.1,0.04,4.00E-08,5,3,12,220,0.023735904
269,57:32.0,0.04,4.00E-08,6,44,19,10,0.014048614
692,12:33.4,0.04,4.00E-08,6,40,8,131,0.014048614
730,18:50.3,1,5.00E-08,1,18,2,224,0.379071169
888,42:42.4,0.04,4.00E-08,6,47,2,129,0.014048614
732,18:54.3,0.002,2.00E-08,8,16,3,74,0.000905109
733,19:01.9,0.1,2.00E-08,4,2,13,114,0.047284729
9374,32:26.7,0.2,4.00E-08,3,5,13,19,0.094495619
735,19:38.3,1,5.00E-08,1,33,0,107,0.379075169
9507,51:09.1,0.2,4.00E-08,3,47,-6,133,0.094495619
1140,21:41.1,0.04,4.00E-08,6,17,13,61,0.014048614
738,20:17.5,1,5.00E-08,0,49,-17,192,0.759868088
739,20:46.3,1,5.00E-08,1,11,19,207,0.379070969
740,20:54.1,0.1,2.00E-08,4,45,5,74,0.047280269
741,20:56.6,0.02,2.00E-08,7,26,8,159,0.007168467
1167,24:54.0,0.04,4.00E-08,6,26,8,201,0.014048614
743,21:01.6,0.02,2.00E-08,7,1,21,127,0.007169987
2267,14:37.2,0.04,4.00E-08,6,4,5,87,0.014048614
745,21:05.5,0.002,2.00E-08,9,28,14,232,0.000623926
746,21:08.0,0.02,2.00E-08,7,1,-8,143,0.007174267
750,21:17.0,0.04,4.00E-08,5,5,-13,188,0.023735904
2833,40:49.9,0.04,4.00E-08,6,19,-16,247,0.014048614
749,21:14.5,0.002,2.00E-08,9,9,-1,60,0.000624466
1789,58:19.7,0.04,4.00E-08,5,19,16,149,0.023735904
751,21:19.6,0.02,2.00E-08,7,17,11,220,0.007168567
752,21:21.9,0.02,2.00E-08,7,41,-1,126,0.007169127
753,21:23.2,0.002,2.00E-08,8,7,1,98,0.000906369
620,02:36.4,0.2,4.00E-08,3,31,-10,11,0.094495659
755,21:33.7,0.02,2.00E-08,7,32,4,138,0.007169627
3439,10:15.1,0.04,4.00E-08,6,26,22,131,0.014048614
757,21:37.9,0.002,2.00E-08,9,23,-8,101,0.000626526
758,21:39.2,0.002,2.00E-08,8,34,17,28,0.000907249
759,22:08.2,1,5.00E-08,0,44,-12,150,0.759868388
3928,27:21.6,0.04,4.00E-08,6,22,10,101,0.014048614
761,22:12.3,0.002,2.00E-08,8,16,0,98,0.000906389
762,22:15.1,0.02,2.00E-08,7,4,15,252,0.007170127
763,22:22.7,0.1,2.00E-08,4,19,-13,84,0.047281229
764,22:24.1,0.002,2.00E-08,8,46,8,92,0.000904689
765,22:26.7,0.02,2.00E-08,7,4,9,217,0.007170047
4082,50:53.2,0.04,4.00E-08,6,36,2,135,0.014048614
3068,14:52.5,0.04,4.00E-08,5,27,-14,204,0.023735904
768,22:39.9,0.1,2.00E-08,4,50,-6,134,0.047286709
769,22:41.6,0.002,2.00E-08,8,48,-11,217,0.000908529
770,23:11.4,1,5.00E-08,0,27,3,154,0.759866588
9677,11:02.0,0.4,8.00E-08,2,2,21,16,0.189182998
772,23:48.4,1,5.00E-08,1,47,13,33,0.379074319
773,23:50.1,0.002,2.00E-08,9,7,0,254,0.000625566
774,23:51.4,0.002,2.00E-08,8,34,-7,46,0.000906089
943,51:23.0,0.2,4.00E-08,3,15,-14,139,0.094495659
776,24:01.0,0.002,2.00E-08,8,40,-17,110,0.000905569
1118,17:43.6,0.2,4.00E-08,3,18,13,253,0.094495659
9862,40:39.4,0.4,8.00E-08,2,38,-3,171,0.189182998
779,24:45.9,1,5.00E-08,1,32,-5,5,0.379071219
780,25:14.6,1,5.00E-08,1,27,7,194,0.379074019
781,25:17.2,0.02,2.00E-08,7,45,16,118,0.007170967
782,25:24.9,0.1,2.00E-08,4,31,13,203,0.047283009
783,25:52.9,1,5.00E-08,0,11,-10,37,0.759871238
3947,28:49.4,0.04,4.00E-08,5,28,-3,147,0.023735904
785,25:57.0,0.002,2.00E-08,8,11,17,138,0.000906869
5045,22:30.2,0.04,4.00E-08,5,43,-1,106,0.023735904
6487,05:25.2,0.04,4.00E-08,5,46,-17,73,0.023735904
788,26:04.6,0.02,2.00E-08,7,47,3,250,0.007168507
7247,59:14.3,0.04,4.00E-08,5,30,17,191,0.023735904
8277,40:34.3,0.04,4.00E-08,5,43,20,240,0.023735904
335,11:15.4,0.4,8.00E-08,2,29,-16,39,0.189183078
792,26:18.8,0.002,2.00E-08,9,13,16,56,0.000625466
1339,51:49.9,0.2,4.00E-08,3,39,-12,52,0.094495659
4931,01:12.8,0.04,4.00E-08,6,11,2,137,0.014048614
695,12:51.8,0.4,8.00E-08,2,38,7,205,0.189183078
796,26:38.9,0.002,2.00E-08,9,29,8,135,0.000623606
797,26:40.3,0.002,2.00E-08,9,41,2,43,0.000625086
8814,02:36.9,0.04,4.00E-08,5,43,-11,206,0.023735904
799,27:11.4,1,5.00E-08,0,43,6,30,0.759870238
800,27:40.3,1,5.00E-08,1,6,11,94,0.379071819
801,28:08.5,1,5.00E-08,1,51,-8,245,0.379072269
802,28:37.0,1,5.00E-08,1,15,-10,237,0.379069219
803,28:38.6,0.002,2.00E-08,8,10,21,247,0.000906769
804,28:46.3,0.1,2.00E-08,4,25,1,94,0.047283769
805,28:47.7,0.002,2.00E-08,9,8,6,10,0.000624386
806,28:55.5,0.1,2.00E-08,4,16,-12,20,0.047280309
1623,31:44.1,0.2,4.00E-08,3,45,3,41,0.094495659
1141,21:49.4,0.4,8.00E-08,2,15,21,36,0.189183078
9148,58:19.3,0.04,4.00E-08,5,47,13,189,0.023735904
5212,47:54.6,0.2,4.00E-08,3,6,-9,153,0.094495659
811,29:23.6,0.002,2.00E-08,9,32,0,88,0.000623706
5311,04:12.5,0.2,4.00E-08,3,38,21,251,0.094495659
813,29:32.9,0.002,2.00E-08,8,33,4,252,0.000907209
5904,33:07.2,0.04,4.00E-08,6,25,7,191,0.014048614
815,29:37.0,0.002,2.00E-08,8,43,4,141,0.000904829
6507,09:48.5,0.04,4.00E-08,6,14,-16,233,0.014048614
817,29:41.0,0.002,2.00E-08,8,12,4,188,0.000906709
9923,51:42.3,0.04,4.00E-08,5,15,-17,176,0.023735904
428,33:09.7,0.04,4.00E-08,5,47,16,26,0.023735944
820,30:14.4,1,5.00E-08,1,37,-7,131,0.379072869
821,30:22.1,0.1,2.00E-08,4,42,-11,118,0.047280609
822,30:51.0,1,5.00E-08,0,4,8,175,0.759867238
823,31:19.9,1,5.00E-08,0,45,0,51,0.759867038
7193,52:25.0,0.2,4.00E-08,3,45,-16,87,0.094495659
825,31:29.4,0.002,2.00E-08,9,35,8,168,0.000624266
7804,29:53.6,0.2,4.00E-08,3,28,-4,121,0.094495659
827,31:40.0,0.02,2.00E-08,7,17,-15,55,0.007171667
828,32:09.4,1,5.00E-08,1,45,-13,251,0.379070419
829,32:10.9,0.002,2.00E-08,9,19,16,209,0.000624826
830,32:40.1,1,5.00E-08,1,9,-3,186,0.379071219
7103,39:13.8,0.04,4.00E-08,6,0,-11,108,0.014048614
1943,22:11.4,0.04,4.00E-08,5,16,-7,183,0.023735944
833,32:46.8,0.002,2.00E-08,9,9,2,213,0.000625266
834,32:48.2,0.002,2.00E-08,8,13,-5,109,0.000905349
835,32:56.1,0.1,2.00E-08,4,31,-8,87,0.047281289
2491,47:55.6,0.04,4.00E-08,5,5,-9,77,0.023735944
8905,18:41.9,0.2,4.00E-08,3,20,-12,4,0.094495659
838,33:14.2,0.1,2.00E-08,4,1,12,128,0.047279369
839,33:42.2,1,5.00E-08,0,42,22,190,0.759867638
840,33:43.8,0.002,2.00E-08,8,8,9,211,0.000905209
841,33:51.1,0.1,2.00E-08,4,44,15,87,0.047280669
842,34:19.7,1,5.00E-08,0,47,15,208,0.759866988
843,34:48.1,1,5.00E-08,0,23,-11,246,0.759868988
844,35:16.0,1,5.00E-08,1,32,3,219,0.379070469
8737,53:30.0,0.04,4.00E-08,6,44,-8,1,0.014048614
846,35:46.7,1,5.00E-08,1,46,3,253,0.379072419
847,35:54.9,0.1,2.00E-08,4,41,-10,107,0.047281029
3115,21:36.1,0.04,4.00E-08,5,40,-4,20,0.023735944
9021,37:04.1,0.04,4.00E-08,6,18,1,1,0.014048614
850,36:01.6,0.002,2.00E-08,8,41,11,170,0.000905069
851,36:02.9,0.002,2.00E-08,9,23,7,15,0.000625886
1536,17:15.2,0.04,4.00E-08,6,38,22,102,0.014048654
853,36:07.1,0.002,2.00E-08,9,32,-13,239,0.000625486
4073,49:09.3,0.04,4.00E-08,5,48,-9,159,0.023735944
9554,56:17.4,0.2,4.00E-08,3,26,13,240,0.094495659
856,36:45.7,1,5.00E-08,0,14,15,165,0.759871588
857,36:47.3,0.002,2.00E-08,8,17,11,126,0.000905069
858,36:48.6,0.002,2.00E-08,9,38,9,48,0.000624046
859,36:51.2,0.02,2.00E-08,7,0,20,145,0.007172527
860,37:20.1,1,5.00E-08,0,2,19,177,0.759870538
861,37:22.7,0.02,2.00E-08,7,47,-6,66,0.007170887
3107,19:53.0,0.2,4.00E-08,3,16,-2,45,0.094495699
863,37:38.3,0.1,2.00E-08,4,21,-8,110,0.047281729
864,37:39.8,0.002,2.00E-08,8,11,-8,66,0.000907129
865,38:08.5,1,5.00E-08,0,41,-15,35,0.759866788
866,38:10.0,0.002,2.00E-08,8,38,-8,71,0.000905009
1163,24:13.1,0.4,8.00E-08,2,27,-3,243,0.189183078
868,38:26.1,0.1,2.00E-08,4,48,8,239,0.047284209
869,38:54.6,1,5.00E-08,0,3,9,2,0.759866638
870,38:56.1,0.002,2.00E-08,9,42,0,1,0.000624586
871,39:24.2,1,5.00E-08,1,20,13,81,0.379070969
3727,54:09.3,0.04,4.00E-08,6,7,9,242,0.014048654
873,39:55.0,1,5.00E-08,1,27,22,183,0.379070969
1855,07:35.3,0.4,8.00E-08,2,15,9,6,0.189183078
875,40:31.3,1,5.00E-08,0,1,14,129,0.759871538
4639,17:48.8,0.2,4.00E-08,3,29,6,251,0.094495699
1949,23:12.9,0.4,8.00E-08,2,8,18,133,0.189183078
878,41:16.5,1,5.00E-08,0,38,1,142,0.759869338
879,41:19.1,0.02,2.00E-08,7,45,-6,104,0.007171787
880,41:47.2,1,5.00E-08,0,37,21,235,0.759869838
881,41:48.8,0.002,2.00E-08,8,16,-3,218,0.000905969
4686,24:47.9,0.2,4.00E-08,3,15,2,203,0.094495699
883,41:58.3,0.002,2.00E-08,9,15,3,101,0.000624726
884,41:59.6,0.002,2.00E-08,9,30,10,18,0.000624106
5282,58:57.1,0.2,4.00E-08,3,41,-6,86,0.094495699
4131,59:46.5,0.04,4.00E-08,6,50,-14,73,0.014048654
887,42:39.9,1,5.00E-08,1,8,18,200,0.379070019
4225,12:12.0,0.04,4.00E-08,6,36,21,219,0.014048654
4993,12:15.0,0.04,4.00E-08,5,47,15,161,0.023735944
5506,30:19.8,0.04,4.00E-08,5,36,-15,179,0.023735944
891,42:55.6,0.1,2.00E-08,4,28,-17,118,0.047284309
892,42:57.1,0.002,2.00E-08,9,49,16,176,0.000624106
893,43:25.7,1,5.00E-08,0,30,8,61,0.759867188
5551,36:03.4,0.04,4.00E-08,5,45,21,1,0.023735944
2283,17:35.9,0.4,8.00E-08,2,4,7,170,0.189183078
896,44:04.7,1,5.00E-08,1,16,-6,160,0.379073019
2402,36:25.7,0.4,8.00E-08,2,43,-5,25,0.189183078
4873,49:52.3,0.04,4.00E-08,6,36,-4,199,0.014048654
899,44:44.4,1,5.00E-08,0,38,-3,246,0.759866938
3026,09:13.3,0.4,8.00E-08,2,10,19,186,0.189183078
901,44:53.7,0.002,2.00E-08,8,24,-6,27,0.000907789
5983,43:56.3,0.04,4.00E-08,5,36,20,1,0.023735944
903,45:24.0,1,5.00E-08,0,0,-7,83,0.759873038
904,45:52.8,1,5.00E-08,0,46,7,125,0.759870138
905,46:00.7,0.1,2.00E-08,4,2,-17,120,0.047285469
906,46:02.1,0.002,2.00E-08,9,49,7,41,0.000625906
4942,03:07.0,0.04,4.00E-08,6,8,8,72,0.014048654
5998,46:12.4,0.2,4.00E-08,3,16,5,185,0.094495699
6716,43:18.9,0.04,4.00E-08,6,44,8,134,0.014048654
3171,31:42.0,0.4,8.00E-08,2,51,-12,186,0.189183078
3441,10:30.7,0.4,8.00E-08,2,4,1,14,0.189183078
912,46:33.3,0.02,2.00E-08,7,6,-4,11,0.007172387
913,47:01.9,1,5.00E-08,0,41,-13,176,0.759870588
6761,50:15.2,0.2,4.00E-08,3,3,-9,211,0.094495699
6869,09:18.9,0.04,4.00E-08,5,29,-4,145,0.023735944
916,47:20.6,0.1,2.00E-08,4,4,2,150,0.047284829
7168,49:48.5,0.2,4.00E-08,3,40,6,202,0.094495699
