sample,time,window,precision,modulation,band,power,payload,measured
5789,13:06.6,0.1,2.00E-08,4,11,-5,244,0.047283489
5790,13:08.1,0.002,2.00E-08,9,32,3,34,0.000624406
9861,40:31.5,0.04,4.00E-08,6,3,22,32,0.014050414
5792,13:12.2,0.002,2.00E-08,9,30,-16,174,0.000624186
5793,13:13.6,0.002,2.00E-08,9,26,-15,52,0.000624406
5794,13:42.2,1,5.00E-08,1,27,9,35,0.379072919
5795,13:43.8,0.002,2.00E-08,9,43,2,166,0.000624246
5796,13:45.2,0.002,2.00E-08,8,12,-9,53,0.000908029
5797,13:53.2,0.1,2.00E-08,4,9,21,82,0.047281469
5798,13:54.7,0.002,2.00E-08,8,23,20,112,0.000909189
5799,14:02.4,0.1,2.00E-08,4,42,-12,23,0.047282749
5800,14:30.5,1,5.00E-08,1,42,-8,133,0.379071919
8068,13:00.4,0.4,8.00E-08,2,3,17,158,0.189184918
1456,08:12.4,0.2,4.00E-08,3,44,7,121,0.094497659
5803,14:48.5,0.002,2.00E-08,8,49,-15,238,0.000905309
5804,15:16.9,1,5.00E-08,1,40,9,81,0.379069119
5805,15:25.0,0.1,2.00E-08,4,40,-13,30,0.047283349
5806,15:52.7,1,5.00E-08,0,33,22,1,0.759869188
5807,15:54.4,0.002,2.00E-08,8,6,-4,177,0.000906669
5808,16:22.7,1,5.00E-08,1,17,4,127,0.379070119
5809,16:51.4,1,5.00E-08,0,20,-17,36,0.759871388
5810,16:54.1,0.02,2.00E-08,7,19,-9,182,0.007172127
5811,16:55.5,0.002,2.00E-08,8,23,16,67,0.000905449
5812,17:23.9,1,5.00E-08,0,26,19,58,0.759866188
8350,50:33.2,0.4,8.00E-08,2,33,6,123,0.189184918
5814,17:33.7,0.002,2.00E-08,8,4,2,85,0.000905889
5815,18:02.1,1,5.00E-08,1,34,6,123,0.379071519
5816,18:03.8,0.002,2.00E-08,9,42,8,247,0.000626146
5817,18:32.6,1,5.00E-08,1,37,-2,229,0.379069719
5818,18:35.3,0.02,2.00E-08,7,30,-4,161,0.007170827
8492,15:12.5,0.4,8.00E-08,2,11,2,130,0.189184918
1476,10:07.4,0.04,4.00E-08,5,36,20,211,0.023737944
2725,24:30.5,0.04,4.00E-08,5,29,10,153,0.023737944
5822,18:49.9,0.002,2.00E-08,8,14,-12,235,0.000904689
5823,19:18.4,1,5.00E-08,1,34,6,92,0.379072069
5824,19:20.0,0.002,2.00E-08,8,10,-8,221,0.000906889
5825,19:21.4,0.002,2.00E-08,9,3,-8,31,0.000623606
5826,19:49.7,1,5.00E-08,1,4,7,1,0.379069319
8497,16:26.7,0.4,8.00E-08,2,32,14,238,0.189184918
3366,58:41.9,0.04,4.00E-08,5,45,16,52,0.023737944
5829,20:01.7,0.002,2.00E-08,8,29,-10,23,0.000904829
8591,31:51.9,0.4,8.00E-08,2,10,-3,116,0.189184918
4650,19:21.5,0.04,4.00E-08,5,19,13,116,0.023737944
5832,20:41.0,1,5.00E-08,1,31,-2,88,0.379072569
8615,34:56.8,0.4,8.00E-08,2,2,-10,96,0.189184918
5834,21:16.8,1,5.00E-08,1,39,-1,38,0.379071569
2964,01:22.8,0.2,4.00E-08,3,32,13,74,0.094497659
5836,21:53.9,1,5.00E-08,0,45,9,241,0.759866588
4418,40:51.7,0.2,4.00E-08,3,34,20,91,0.094497659
2255,13:02.3,0.04,4.00E-08,6,32,-8,97,0.014050454
5839,22:32.5,1,5.00E-08,0,15,22,152,0.759866638
5840,22:34.1,0.002,2.00E-08,9,43,8,80,0.000625406
5841,22:41.4,0.1,2.00E-08,4,40,7,50,0.047283829
5842,23:09.4,1,5.00E-08,1,3,-4,68,0.379071519
5843,23:12.0,0.02,2.00E-08,7,6,-4,177,0.007168087
5844,23:13.5,0.002,2.00E-08,9,0,22,10,0.000624726
1139,21:38.5,0.2,4.00E-08,3,50,6,67,0.094497699
5846,23:49.0,1,5.00E-08,0,51,18,100,0.759869788
5847,23:56.7,0.1,2.00E-08,4,28,-8,141,0.047280049
5848,24:24.7,1,5.00E-08,0,11,19,1,0.759871138
5967,42:53.1,0.04,4.00E-08,5,12,-4,201,0.023737944
8080,14:54.4,0.04,4.00E-08,5,45,-8,192,0.023737944
3614,36:40.4,0.04,4.00E-08,6,2,15,187,0.014050454
5852,24:34.5,0.002,2.00E-08,9,23,3,41,0.000626266
531,47:29.7,0.4,8.00E-08,2,12,-5,48,0.189184998
5854,24:44.0,0.002,2.00E-08,8,29,15,61,0.000905109
5855,24:51.9,0.1,2.00E-08,4,40,8,136,0.047281669
4521,56:55.2,0.04,4.00E-08,6,0,-9,168,0.014050454
5857,25:22.9,1,5.00E-08,0,6,7,154,0.759868938
5858,25:24.5,0.002,2.00E-08,9,50,-5,98,0.000625126
5859,25:26.9,0.02,2.00E-08,7,1,22,25,0.007172087
5860,25:56.9,1,5.00E-08,1,41,-2,97,0.379073119
5861,26:26.8,1,5.00E-08,1,36,20,1,0.379073969
5862,26:55.5,1,5.00E-08,0,26,3,205,0.759867088
5448,21:46.0,0.04,4.00E-08,6,26,1,70,0.014050454
5864,27:26.8,1,5.00E-08,1,4,1,64,0.379073269
5865,27:28.4,0.002,2.00E-08,9,0,14,149,0.000625966
5866,27:29.8,0.002,2.00E-08,8,30,22,114,0.000905129
5867,27:58.2,1,5.00E-08,1,0,0,160,0.379070619
8487,14:17.2,0.04,4.00E-08,5,38,-13,60,0.023737944
506,42:45.2,0.04,4.00E-08,5,4,-12,61,0.023737984
5870,28:04.8,0.002,2.00E-08,8,21,-8,26,0.000906209
5871,28:07.5,0.02,2.00E-08,7,27,18,27,0.007170107
5872,28:35.8,1,5.00E-08,0,19,-13,253,0.759868638
1802,59:26.4,0.4,8.00E-08,2,8,5,147,0.189184998
5874,29:11.8,1,5.00E-08,0,9,13,51,0.759867788
5875,29:19.5,0.1,2.00E-08,4,51,4,1,0.047284009
6363,46:34.7,0.04,4.00E-08,6,34,-17,229,0.014050454
5877,29:50.2,1,5.00E-08,0,10,21,225,0.759866038
7598,54:50.1,0.04,4.00E-08,6,6,-11,28,0.014050454
5879,30:21.2,1,5.00E-08,0,0,-1,60,0.759869238
2531,54:01.9,0.4,8.00E-08,2,10,15,1,0.189184998
5881,30:30.6,0.002,2.00E-08,8,20,11,242,0.000906069
5162,39:41.2,0.4,8.00E-08,2,32,20,57,0.189184998
1225,31:28.3,0.2,4.00E-08,3,27,-1,112,0.094497699
5177,41:20.4,0.4,8.00E-08,2,1,10,12,0.189184998
5853,24:42.5,0.4,8.00E-08,2,22,2,202,0.189184998
5886,31:03.5,0.002,2.00E-08,8,27,17,188,0.000905129
5887,31:31.4,1,5.00E-08,1,40,8,29,0.379069719
5888,31:33.1,0.002,2.00E-08,9,14,17,99,0.000623706
1630,32:56.4,0.04,4.00E-08,5,41,15,173,0.023737984
5890,31:37.2,0.002,2.00E-08,9,43,-5,241,0.000625946
5891,31:38.6,0.002,2.00E-08,9,50,-15,15,0.000626086
1381,56:42.1,0.2,4.00E-08,3,21,-2,242,0.094497699
5893,31:48.1,0.002,2.00E-08,9,8,-16,213,0.000624246
5894,31:49.4,0.002,2.00E-08,8,33,10,116,0.000906889
6406,52:18.2,0.4,8.00E-08,2,34,20,254,0.189184998
6713,43:06.1,0.4,8.00E-08,2,21,-14,150,0.189184998
8353,50:50.8,0.04,4.00E-08,5,32,-1,136,0.023737984
8933,23:28.8,0.04,4.00E-08,6,8,-6,206,0.014050454
6802,57:22.2,0.4,8.00E-08,2,42,-5,2,0.189184998
8863,11:18.4,0.04,4.00E-08,5,47,-16,176,0.023737984
5901,32:48.7,1,5.00E-08,1,15,9,140,0.379069619
6966,20:31.6,0.4,8.00E-08,2,42,17,33,0.189184998
5903,33:04.6,0.1,2.00E-08,4,49,17,81,0.047282529
9027,38:47.8,0.04,4.00E-08,6,21,17,105,0.014050454
5905,33:35.2,1,5.00E-08,1,25,3,29,0.379072119
5906,33:43.2,0.1,2.00E-08,4,26,6,180,0.047280949
5907,33:45.8,0.02,2.00E-08,7,43,1,16,0.007172007
9119,53:45.1,0.04,4.00E-08,6,34,-2,75,0.014050454
5909,33:50.9,0.02,2.00E-08,7,20,-11,107,0.007168427
345,12:09.5,0.04,4.00E-08,6,42,1,48,0.014050494
5911,33:55.1,0.002,2.00E-08,9,23,4,231,0.000627026
5912,34:25.6,1,5.00E-08,0,19,6,179,0.759866988
3523,22:51.0,0.2,4.00E-08,3,36,9,190,0.094497699
5914,35:01.2,1,5.00E-08,0,17,6,187,0.759867438
5915,35:09.2,0.1,2.00E-08,4,11,-12,14,0.047281989
5916,35:11.9,0.02,2.00E-08,7,25,16,116,0.007169127
5917,35:13.5,0.002,2.00E-08,9,51,0,174,0.000625166
5918,35:14.8,0.002,2.00E-08,8,23,22,78,0.000908489
5919,35:17.5,0.02,2.00E-08,7,28,9,168,0.007168567
5920,35:45.8,1,5.00E-08,1,36,10,155,0.379069969
9422,37:17.5,0.04,4.00E-08,5,35,-3,45,0.023737984
5922,35:50.1,0.002,2.00E-08,9,29,-14,6,0.000623886
4016,37:16.3,0.2,4.00E-08,3,0,-3,47,0.094497699
5924,36:28.6,1,5.00E-08,1,30,-11,139,0.379069769
5925,36:31.0,0.02,2.00E-08,7,16,0,10,0.007168307
9645,07:59.4,0.04,4.00E-08,5,50,17,190,0.023737984
5927,36:35.2,0.002,2.00E-08,8,30,13,214,0.000906189
5928,37:04.1,1,5.00E-08,1,43,11,88,0.379071569
5929,37:32.2,1,5.00E-08,0,15,3,185,0.759867888
5930,37:40.2,0.1,2.00E-08,4,29,9,66,0.047280389
7133,43:47.9,0.4,8.00E-08,2,34,13,64,0.189184998
5932,37:55.7,0.1,2.00E-08,4,17,19,36,0.047281189
5933,38:03.4,0.1,2.00E-08,4,34,-6,4,0.047280109
5934,38:06.0,0.02,2.00E-08,7,1,4,207,0.007170367
5935,38:34.0,1,5.00E-08,1,12,-14,166,0.379073019
5936,38:42.2,0.1,2.00E-08,4,47,-15,211,0.047280989
5937,38:49.8,0.1,2.00E-08,4,44,13,204,0.047280969
5938,38:57.3,0.1,2.00E-08,4,23,1,220,0.047282209
5939,39:26.9,1,5.00E-08,1,22,-4,213,0.379071369
4083,50:55.7,0.04,4.00E-08,6,28,18,126,0.014050494
5941,39:58.5,1,5.00E-08,0,16,12,173,0.759867888
5942,40:00.2,0.002,2.00E-08,8,36,15,194,0.000905429
5943,40:02.7,0.02,2.00E-08,7,44,20,93,0.007170267
5944,40:31.5,1,5.00E-08,0,11,-15,70,0.759872238
5945,40:41.1,0.1,2.00E-08,4,40,17,154,0.047279789
5946,41:09.8,1,5.00E-08,1,12,-16,42,0.379073219
5947,41:11.3,0.002,2.00E-08,8,29,9,39,0.000905789
5948,41:13.7,0.02,2.00E-08,7,48,-6,104,0.007171187
5949,41:43.1,1,5.00E-08,1,10,12,242,0.379069619
5950,41:45.8,0.02,2.00E-08,7,47,-16,96,0.007168487
4952,05:31.0,0.04,4.00E-08,6,10,-16,67,0.014050494
5952,41:50.0,0.002,2.00E-08,8,20,-4,135,0.000905189
1564,21:56.6,0.04,4.00E-08,5,33,9,61,0.023738024
5898,32:10.5,0.04,4.00E-08,6,39,-3,38,0.014050494
5955,42:03.3,0.1,2.00E-08,4,34,-1,91,0.047280789
5956,42:06.0,0.02,2.00E-08,7,35,13,126,0.007168727
5957,42:13.6,0.1,2.00E-08,4,49,-10,156,0.047280209
1904,15:58.0,0.04,4.00E-08,5,46,15,243,0.023738024
3428,09:03.7,0.04,4.00E-08,5,35,17,1,0.023738024
5960,42:20.2,0.002,2.00E-08,9,49,10,52,0.000626046
5961,42:23.1,0.02,2.00E-08,7,35,1,210,0.007170247
5962,42:30.9,0.1,2.00E-08,4,17,-12,248,0.047283189
5963,42:32.5,0.002,2.00E-08,8,48,-12,200,0.000908269
5964,42:40.0,0.1,2.00E-08,4,4,-9,1,0.047280929
5965,42:47.7,0.1,2.00E-08,4,1,8,175,0.047281809
5966,42:50.3,0.04,4.00E-08,5,24,9,147,0.023738024
6462,01:33.4,0.04,4.00E-08,5,39,5,238,0.023738024
5968,42:54.6,0.002,2.00E-08,9,31,-2,217,0.000624006
6141,09:21.2,0.04,4.00E-08,6,27,-6,3,0.014050494
5970,43:04.8,0.1,2.00E-08,4,42,-1,211,0.047282769
6907,12:49.4,0.04,4.00E-08,6,13,-6,10,0.014050494
5972,43:09.7,0.02,2.00E-08,7,29,5,71,0.007168167
4742,30:58.8,0.2,4.00E-08,3,24,22,53,0.094497699
9162,00:56.2,0.04,4.00E-08,5,48,-2,174,0.023738024
5913,34:33.4,0.2,4.00E-08,3,24,12,86,0.094497699
9409,36:25.7,0.04,4.00E-08,5,41,-14,243,0.023738024
7520,39:58.8,0.4,8.00E-08,2,33,13,120,0.189184998
5978,43:39.8,0.002,2.00E-08,8,11,-8,66,0.000905669
5979,43:42.5,0.02,2.00E-08,7,7,19,122,0.007169667
9627,06:18.2,0.2,4.00E-08,3,14,19,174,0.094497699
5981,43:52.1,0.002,2.00E-08,8,24,-7,224,0.000907989
5982,43:53.5,0.002,2.00E-08,9,20,16,36,0.000624766
9543,55:08.3,0.04,4.00E-08,5,8,21,248,0.023738024
394,22:33.0,0.04,4.00E-08,5,38,-4,113,0.023738064
1189,27:51.9,0.04,4.00E-08,5,7,0,38,0.023738064
7148,46:02.9,0.04,4.00E-08,6,9,17,217,0.014050494
9203,06:05.2,0.4,8.00E-08,2,13,12,118,0.189184998
5988,44:13.6,0.002,2.00E-08,9,29,-16,186,0.000623826
2956,00:05.3,0.04,4.00E-08,6,32,1,106,0.014050534
1713,45:01.9,0.04,4.00E-08,5,1,-5,133,0.023738064
5343,07:26.4,0.04,4.00E-08,5,50,-11,56,0.023738064
5992,44:22.9,0.002,2.00E-08,9,46,-6,6,0.000624266
9349,27:53.4,0.4,8.00E-08,2,20,2,203,0.189184998
5994,44:59.7,1,5.00E-08,0,22,0,104,0.759869588
5995,45:27.8,1,5.00E-08,1,1,-5,243,0.379070619
9937,53:14.8,0.2,4.00E-08,3,10,-8,173,0.094497699
5997,46:04.3,1,5.00E-08,1,48,22,209,0.379073519
227,45:42.3,0.2,4.00E-08,3,37,11,175,0.094497739
5999,46:14.9,0.02,2.00E-08,7,35,11,75,0.007170267
6000,46:17.3,0.02,2.00E-08,7,48,-11,223,0.007173587
6001,46:18.8,0.002,2.00E-08,8,39,21,57,0.000905809
6002,46:47.1,1,5.00E-08,1,33,-12,129,0.379072069
6003,46:55.0,0.1,2.00E-08,4,41,-14,192,0.047280409
6004,46:57.8,0.02,2.00E-08,7,3,15,33,0.007169367
6005,46:59.4,0.002,2.00E-08,8,41,-12,172,0.000904769
6006,47:27.6,1,5.00E-08,0,45,8,63,0.759868788
5828,20:00.2,0.04,4.00E-08,5,13,7,182,0.023738064
6008,47:31.6,0.002,2.00E-08,9,48,4,13,0.000625086
9499,50:07.4,0.4,8.00E-08,2,5,18,27,0.189184998
6010,48:07.5,1,5.00E-08,1,31,8,139,0.379071119
6011,48:35.9,1,5.00E-08,1,47,18,44,0.379072519
1284,41:39.0,0.2,4.00E-08,3,48,3,99,0.094497739
6013,49:11.9,1,5.00E-08,0,0,-6,136,0.759873088
6014,49:13.6,0.002,2.00E-08,9,25,-2,72,0.000624046
1089,13:26.4,0.4,8.00E-08,2,9,0,44,0.189185078
6016,49:29.1,0.1,2.00E-08,4,22,-10,54,0.047281329
6399,51:28.3,0.04,4.00E-08,5,33,20,54,0.023738064
6018,50:00.2,1,5.00E-08,1,23,-15,26,0.379075719
7652,02:27.7,0.04,4.00E-08,5,43,11,66,0.023738064
6020,50:31.1,1,5.00E-08,1,12,18,198,0.379070619
6021,50:32.7,0.002,2.00E-08,8,13,-8,79,0.000905889
6022,51:00.9,1,5.00E-08,1,23,-7,145,0.379071119
301,02:29.7,0.04,4.00E-08,5,7,13,31,0.023738104
6024,51:04.9,0.002,2.00E-08,8,17,-9,43,0.000906769
6025,51:32.6,1,5.00E-08,1,32,18,98,0.379069219
1887,13:19.0,0.04,4.00E-08,5,2,1,67,0.023738104
6027,51:38.0,0.02,2.00E-08,7,32,10,197,0.007172967
3244,43:26.0,0.2,4.00E-08,3,7,-12,194,0.094497739
6029,51:53.4,0.1,2.00E-08,4,15,6,241,0.047282489
6030,52:21.6,1,5.00E-08,0,50,-5,210,0.759869988
3427,09:01.2,0.04,4.00E-08,5,5,4,53,0.023738104
6032,52:51.6,1,5.00E-08,0,3,2,43,0.759867288
6033,52:53.2,0.002,2.00E-08,9,23,17,188,0.000624846
6034,52:55.7,0.02,2.00E-08,7,0,18,27,0.007174807
6035,53:03.4,0.1,2.00E-08,4,37,0,82,0.047284149
6036,53:31.8,1,5.00E-08,0,50,17,237,0.759867788
3731,54:50.5,0.04,4.00E-08,6,10,-8,180,0.014050534
6038,53:36.0,0.002,2.00E-08,9,31,9,197,0.000623886
6039,54:04.1,1,5.00E-08,0,34,-6,116,0.759869388
4536,59:09.5,0.04,4.00E-08,5,37,7,92,0.023738104
6041,54:34.5,1,5.00E-08,1,29,0,94,0.379069969
6042,54:42.0,0.1,2.00E-08,4,1,-3,52,0.047285369
4447,45:04.1,0.04,4.00E-08,6,0,-8,111,0.014050534
5204,46:26.9,0.2,4.00E-08,3,17,16,85,0.094497739
6045,54:53.8,0.002,2.00E-08,9,41,-17,47,0.000623186
6046,55:22.3,1,5.00E-08,0,29,8,217,0.759867738
4823,42:11.0,0.04,4.00E-08,6,6,-2,99,0.014050534
6048,55:32.9,0.1,2.00E-08,4,8,8,79,0.047280489
6049,55:34.4,0.002,2.00E-08,8,17,6,70,0.000905189
6088,01:15.8,0.04,4.00E-08,5,12,0,194,0.023738104
6051,56:05.6,1,5.00E-08,1,49,3,207,0.379072769
5051,23:40.4,0.04,4.00E-08,6,38,12,46,0.014050534
7115,40:19.3,0.2,4.00E-08,3,42,19,9,0.094497739
6054,56:17.4,0.002,2.00E-08,8,28,-2,29,0.000905449
6055,56:45.3,1,5.00E-08,1,42,13,246,0.379074269
6056,57:13.3,1,5.00E-08,1,36,-1,240,0.379069919
6057,57:14.9,0.002,2.00E-08,9,3,-7,122,0.000623826
6058,57:22.7,0.1,2.00E-08,4,1,12,236,0.047281489
6068,58:46.6,0.04,4.00E-08,6,33,7,74,0.014050534
6060,57:54.6,1,5.00E-08,0,36,3,161,0.759867188
6061,57:57.3,0.02,2.00E-08,7,18,-11,176,0.007169507
6062,58:26.0,1,5.00E-08,1,24,-14,176,0.379075019
6314,39:54.9,0.04,4.00E-08,6,19,10,37,0.014050534
7831,36:05.5,0.2,4.00E-08,3,15,17,60,0.094497739
6065,58:38.9,0.02,2.00E-08,7,29,-5,109,0.007168807
6066,58:41.3,0.02,2.00E-08,7,50,12,1,0.007170847
8409,01:44.3,0.04,4.00E-08,6,24,-12,101,0.014050534
8505,17:49.4,0.04,4.00E-08,6,13,16,240,0.014050534
7851,39:38.4,0.2,4.00E-08,3,29,0,244,0.094497739
6070,58:56.9,0.02,2.00E-08,7,32,4,202,0.007170527
6071,59:04.5,0.1,2.00E-08,4,11,-5,185,0.047285849
6072,59:06.0,0.002,2.00E-08,9,36,4,52,0.000624286
6073,59:07.3,0.002,2.00E-08,8,26,-10,22,0.000905949
6074,59:08.8,0.002,2.00E-08,9,19,-15,160,0.000624946
6075,59:16.6,0.1,2.00E-08,4,12,-7,84,0.047280929
6076,59:18.3,0.002,2.00E-08,9,22,18,212,0.000624506
6077,59:26.2,0.1,2.00E-08,4,33,7,59,0.047284429
6078,59:54.7,1,5.00E-08,1,38,9,211,0.379072519
8180,28:25.9,0.2,4.00E-08,3,13,-3,136,0.094497739
6080,00:04.8,0.02,2.00E-08,7,26,-8,55,0.007168847
6081,00:33.5,1,5.00E-08,1,46,-12,201,0.379071719
6082,00:36.2,0.02,2.00E-08,7,5,-8,199,0.007169687
6083,01:05.2,1,5.00E-08,0,35,-4,97,0.759869738
6084,01:08.3,0.02,2.00E-08,7,5,-14,44,0.007167727
6085,01:09.9,0.002,2.00E-08,9,26,-14,3,0.000623906
6086,01:11.3,0.002,2.00E-08,9,38,18,29,0.000625406
6087,01:12.7,0.002,2.00E-08,9,50,-13,7,0.000625826
8913,19:11.2,0.04,4.00E-08,5,41,21,251,0.023738104
6089,01:19.1,0.02,2.00E-08,7,31,-10,248,0.007173167
6090,01:29.4,0.1,2.00E-08,4,47,-2,252,0.047280169
15,13:45.4,0.04,4.00E-08,5,35,20,165,0.023738144
6092,01:33.3,0.002,2.00E-08,8,19,13,1,0.000905349
6093,01:35.8,0.02,2.00E-08,7,33,8,124,0.007170447
6094,02:04.6,1,5.00E-08,1,42,7,246,0.379069569
6095,02:06.2,0.002,2.00E-08,8,29,5,166,0.000904909
2469,46:06.5,0.4,8.00E-08,2,5,17,43,0.189185078
6097,02:15.8,0.002,2.00E-08,8,0,0,127,0.000906669
6098,02:17.2,0.002,2.00E-08,9,21,-9,159,0.000624526
6099,02:19.8,0.02,2.00E-08,7,45,-6,126,0.007171827
3323,54:25.9,0.4,8.00E-08,2,51,-1,244,0.189185078
9032,38:57.4,0.04,4.00E-08,6,24,-12,76,0.014050534
3940,28:22.2,0.4,8.00E-08,2,25,6,23,0.189185078
6103,03:07.0,1,5.00E-08,0,13,15,219,0.759868788
6104,03:08.6,0.002,2.00E-08,8,19,-12,115,0.000906029
9443,39:03.3,0.04,4.00E-08,6,7,13,29,0.014050534
6106,03:38.9,1,5.00E-08,0,40,-6,247,0.759870438
9496,49:29.3,0.04,4.00E-08,6,8,-12,111,0.014050534
5038,21:31.1,0.4,8.00E-08,2,8,8,134,0.189185078
6109,03:51.3,0.002,2.00E-08,9,51,15,115,0.000624006
6110,04:19.4,1,5.00E-08,1,11,4,64,0.379070919
1100,14:53.6,0.04,4.00E-08,6,48,1,132,0.014050574
3321,54:16.1,0.04,4.00E-08,6,48,1,29,0.014050574
1350,52:47.7,0.04,4.00E-08,5,39,-3,144,0.023738144
6114,04:28.8,0.002,2.00E-08,8,34,-3,53,0.000906249
6115,04:30.3,0.002,2.00E-08,9,18,13,139,0.000624286
4025,38:13.2,0.04,4.00E-08,6,43,12,188,0.014050574
6117,04:34.4,0.002,2.00E-08,9,28,-6,121,0.000624126
6118,05:03.3,1,5.00E-08,0,5,6,236,0.759866438
9611,04:10.9,0.2,4.00E-08,3,24,6,11,0.094497739
6120,05:13.0,0.002,2.00E-08,8,49,-13,159,0.000906149
6121,05:14.3,0.002,2.00E-08,9,7,-5,5,0.000624006
6122,05:22.2,0.1,2.00E-08,4,17,-9,33,0.047284509
6123,05:50.7,1,5.00E-08,1,27,-2,90,0.379073619
6124,06:19.6,1,5.00E-08,0,9,-11,37,0.759866588
6125,06:22.2,0.02,2.00E-08,7,34,-16,157,0.007169767
8359,51:16.1,0.04,4.00E-08,6,34,-4,48,0.014050574
6127,06:52.8,1,5.00E-08,0,1,0,68,0.759868688
6128,07:20.9,1,5.00E-08,1,8,14,175,0.379072919
6129,07:28.6,0.1,2.00E-08,4,48,-6,235,0.047281509
6130,07:31.2,0.02,2.00E-08,7,45,-12,43,0.007169167
6131,07:32.8,0.002,2.00E-08,9,11,20,198,0.000626466
1655,36:30.9,0.04,4.00E-08,5,33,-13,40,0.023738144
2235,10:37.7,0.04,4.00E-08,5,18,13,229,0.023738144
6134,07:39.6,0.002,2.00E-08,8,23,10,54,0.000907549
6135,08:08.0,1,5.00E-08,1,13,-7,212,0.379072519
4103,54:03.4,0.04,4.00E-08,5,43,-16,22,0.023738144
6137,08:39.9,1,5.00E-08,1,25,-1,137,0.379069919
6138,08:47.9,0.1,2.00E-08,4,36,10,222,0.047282269
6139,09:15.8,1,5.00E-08,0,17,3,78,0.759866688
6140,09:18.5,0.02,2.00E-08,7,10,17,181,0.007170347
9402,35:58.4,0.04,4.00E-08,6,49,1,193,0.014050574
8055,11:38.1,0.04,4.00E-08,5,32,-4,189,0.023738144
6143,09:31.7,0.1,2.00E-08,4,5,16,198,0.047280569
1325,49:38.0,0.2,4.00E-08,3,11,16,119,0.094497779
3154,28:58.0,0.2,4.00E-08,3,7,22,89,0.094497779
6146,10:16.2,1,5.00E-08,1,16,5,85,0.379069769
6147,10:24.0,0.1,2.00E-08,4,22,18,201,0.047282989
415,29:58.2,0.04,4.00E-08,6,49,2,144,0.014050614
6149,10:28.0,0.002,2.00E-08,8,21,16,33,0.000905789
6150,10:56.0,1,5.00E-08,0,33,8,7,0.759868588
6151,10:58.6,0.02,2.00E-08,7,46,6,252,0.007168667
6152,11:26.5,1,5.00E-08,0,23,19,84,0.759871088
3401,04:33.1,0.2,4.00E-08,3,45,-13,176,0.094497779
6154,12:02.8,1,5.00E-08,1,35,1,73,0.379070769
6155,12:05.4,0.02,2.00E-08,7,27,19,68,0.007169127
1914,17:30.6,0.04,4.00E-08,6,15,-1,118,0.014050614
6157,12:09.5,0.002,2.00E-08,9,20,-11,129,0.000625286
5120,33:28.2,0.4,8.00E-08,2,22,8,232,0.189185078
3916,25:41.2,0.2,4.00E-08,3,16,-5,132,0.094497779
5758,08:06.3,0.2,4.00E-08,3,37,-8,114,0.094497779
6161,13:01.3,1,5.00E-08,1,44,2,1,0.379071619
6162,13:28.7,1,5.00E-08,0,39,-5,55,0.759866588
6163,13:56.9,1,5.00E-08,0,15,-3,118,0.759870188
6164,14:25.5,1,5.00E-08,1,48,16,14,0.379072169
1876,10:58.3,0.04,4.00E-08,5,41,-14,28,0.023738184
6166,14:56.0,1,5.00E-08,0,17,17,112,0.759867138
123,30:21.5,0.2,4.00E-08,3,41,7,58,0.094497819
6168,15:11.5,0.1,2.00E-08,4,14,22,103,0.047280049
6169,15:13.1,0.002,2.00E-08,8,20,-16,196,0.000906349
6904,12:37.7,0.4,8.00E-08,2,9,15,105,0.189185078
7948,54:38.6,0.4,8.00E-08,2,10,21,165,0.189185078
6173,15:34.5,0.04,4.00E-08,5,38,-12,195,0.023738184
6522,12:12.4,0.04,4.00E-08,5,23,11,76,0.023738184
6174,16:03.1,1,5.00E-08,1,48,-3,35,0.379069169
6175,16:04.7,0.002,2.00E-08,8,20,-15,138,0.000906549
2468,45:58.2,0.04,4.00E-08,6,47,16,253,0.014050614
7473,33:02.7,0.04,4.00E-08,5,16,5,237,0.023738184
6178,16:37.9,1,5.00E-08,0,20,3,112,0.759866188
6179,17:05.8,1,5.00E-08,1,25,-5,225,0.379073669
6180,17:13.6,0.1,2.00E-08,4,5,2,206,0.047283449
3874,18:50.2,0.04,4.00E-08,6,17,0,12,0.014050614
6182,17:17.6,0.002,2.00E-08,8,35,-4,86,0.000905149
6183,17:19.0,0.002,2.00E-08,9,20,-4,130,0.000623586
6184,17:20.4,0.002,2.00E-08,8,36,18,99,0.000905709
4045,42:21.1,0.04,4.00E-08,6,17,-15,114,0.014050614
1771,55:22.1,0.2,4.00E-08,3,1,11,110,0.094497819
8876,13:41.5,0.4,8.00E-08,2,23,11,59,0.189185078
6188,18:06.2,1,5.00E-08,1,30,0,112,0.379069669
6189,18:07.7,0.002,2.00E-08,8,48,-7,14,0.000906729
6190,18:36.5,1,5.00E-08,0,18,12,211,0.759866888
7589,53:48.7,0.04,4.00E-08,5,50,16,44,0.023738184
6192,19:07.1,1,5.00E-08,0,33,21,237,0.759871538
1520,15:25.8,0.04,4.00E-08,6,8,22,9,0.014050654
6194,19:12.2,0.02,2.00E-08,7,41,-14,87,0.007168467
6195,19:13.8,0.002,2.00E-08,8,46,-2,171,0.000904869
6196,19:21.9,0.1,2.00E-08,4,26,11,181,0.047281889
6197,19:50.3,1,5.00E-08,0,27,-13,2,0.759867838
6198,19:58.3,0.1,2.00E-08,4,5,-4,92,0.047281529
1859,07:56.5,0.2,4.00E-08,3,29,9,149,0.094497819
