sample,time,window,precision,modulation,band,preamble,offset,valid
13748,2018-06-15 02:40:54.385448,4.0,4.000040000400004e-05,0,48,12,5220565,True
13749,2018-06-15 02:40:55.923200,0.1,1.0001000100010001e-05,7,50,11,3988,False
13750,2018-06-15 02:40:59.541758,1.0,1.000010000100001e-05,1,39,8,464362,False
13751,2018-06-15 02:41:01.359877,0.4,4.0004000400040005e-05,3,48,7,495043,True
13752,2018-06-15 02:41:02.883569,0.1,1.0001000100010001e-05,5,45,7,159840,True
13753,2018-06-15 02:41:04.525583,0.2,2.0002000200020003e-05,3,37,5,127746,False
13754,2018-06-15 02:41:06.084243,0.1,1.0001000100010001e-05,4,15,4,88575,False
13755,2018-06-15 02:41:07.589888,0.1,1.0001000100010001e-05,7,18,3,40924,True
13756,2018-06-15 02:41:09.033480,0.04,4.004004004004004e-05,9,6,8,1660,True
13757,2018-06-15 02:41:10.638386,0.2,2.0002000200020003e-05,5,34,9,269510,False
13758,2018-06-15 02:41:12.145798,0.1,1.0001000100010001e-05,5,5,6,172521,True
13759,2018-06-15 02:41:13.809597,0.2,2.0002000200020003e-05,3,51,11,87001,False
13760,2018-06-15 02:41:15.402403,0.2,2.0002000200020003e-05,4,31,6,99210,False
13761,2018-06-15 02:41:16.999188,0.2,2.0002000200020003e-05,5,31,10,256965,False
13762,2018-06-15 02:41:20.697633,1.0,1.000010000100001e-05,0,14,9,121541,False
13763,2018-06-15 02:41:22.300735,0.2,2.0002000200020003e-05,5,9,11,236621,False
13764,2018-06-15 02:41:24.141768,0.4,4.0004000400040005e-05,2,9,3,265960,False
13765,2018-06-15 02:41:25.948109,0.4,4.0004000400040005e-05,3,11,9,311482,True
13766,2018-06-15 02:41:29.349005,1.0,1.000010000100001e-05,1,1,3,924798,False
13767,2018-06-15 02:41:30.859776,0.1,1.0001000100010001e-05,7,21,5,50296,True
13768,2018-06-15 02:41:32.486237,0.2,2.0002000200020003e-05,4,31,10,335837,True
13769,2018-06-15 02:41:33.989623,0.1,1.0001000100010001e-05,6,20,3,91114,True
13770,2018-06-15 02:41:35.438076,0.04,4.004004004004004e-05,9,30,5,2720,True
13771,2018-06-15 02:41:37.089405,0.2,2.0002000200020003e-05,5,31,11,234550,False
13772,2018-06-15 02:41:48.089506,4.0,4.000040000400004e-05,0,45,10,4226819,True
13773,2018-06-15 02:41:54.019113,2.0,2.000020000200002e-05,1,49,12,1963101,True
13774,2018-06-15 02:41:55.525211,0.1,1.0001000100010001e-05,6,24,5,97434,True
13775,2018-06-15 02:41:56.974600,0.04,4.004004004004004e-05,8,20,11,9551,True
13776,2018-06-15 02:42:00.493649,1.0,1.000010000100001e-05,1,26,11,1645281,True
13777,2018-06-15 02:42:01.990929,0.1,1.0001000100010001e-05,7,50,6,35749,True
13778,2018-06-15 02:42:03.533386,0.1,1.0001000100010001e-05,6,28,6,21652,True
13779,2018-06-15 02:42:04.977207,0.04,4.004004004004004e-05,8,32,7,4706,True
13780,2018-06-15 02:42:06.500398,0.1,1.0001000100010001e-05,7,13,11,80410,False
13781,2018-06-15 02:42:09.840105,1.0,1.000010000100001e-05,3,17,12,1207947,False
13782,2018-06-15 02:42:11.365705,0.1,1.0001000100010001e-05,4,34,4,68892,False
13783,2018-06-15 02:42:12.863343,0.1,1.0001000100010001e-05,6,16,12,131134,True
13784,2018-06-15 02:42:14.312456,0.04,4.004004004004004e-05,8,47,3,930,True
13785,2018-06-15 02:42:15.708484,0.04,4.004004004004004e-05,9,12,9,5802,False
13786,2018-06-15 02:42:17.234296,0.1,1.0001000100010001e-05,5,30,6,108657,True
13787,2018-06-15 02:42:23.307061,2.0,2.000020000200002e-05,0,38,7,3813655,True
13788,2018-06-15 02:42:24.753298,0.04,4.004004004004004e-05,9,11,10,2985,False
13789,2018-06-15 02:42:26.145404,0.04,4.004004004004004e-05,9,45,5,288,False
13790,2018-06-15 02:42:27.657686,0.1,1.0001000100010001e-05,6,42,12,43977,True
13791,2018-06-15 02:42:38.651967,4.0,4.000040000400004e-05,0,37,12,10495320,False
13792,2018-06-15 02:42:44.646749,2.0,2.000020000200002e-05,1,4,12,2613177,True
13793,2018-06-15 02:42:46.516983,0.4,4.0004000400040005e-05,2,29,8,26333,False
13794,2018-06-15 02:42:48.140121,0.2,2.0002000200020003e-05,4,21,12,50980,False
13795,2018-06-15 02:42:49.639871,0.1,1.0001000100010001e-05,6,11,6,36809,True
13796,2018-06-15 02:42:53.081137,1.0,1.000010000100001e-05,1,4,4,546976,False
13797,2018-06-15 02:42:56.421581,1.0,1.000010000100001e-05,2,21,8,1366555,True
13798,2018-06-15 02:42:58.029383,0.2,2.0002000200020003e-05,5,24,12,137086,True
13799,2018-06-15 02:42:59.631427,0.2,2.0002000200020003e-05,5,20,10,266078,False
13800,2018-06-15 02:43:01.136113,0.1,1.0001000100010001e-05,5,5,6,112910,True
13801,2018-06-15 02:43:02.773545,0.2,2.0002000200020003e-05,3,21,5,72350,False
13802,2018-06-15 02:43:04.215552,0.04,4.004004004004004e-05,8,10,3,1694,True
13803,2018-06-15 02:43:10.120303,2.0,2.000020000200002e-05,1,36,9,3455347,False
13804,2018-06-15 02:43:13.515454,1.0,1.000010000100001e-05,1,19,4,2462019,True
13805,2018-06-15 02:43:14.956533,0.04,4.004004004004004e-05,9,3,6,2019,True
13806,2018-06-15 02:43:16.354264,0.04,4.004004004004004e-05,9,0,5,2017,True
13807,2018-06-15 02:43:17.749052,0.04,4.004004004004004e-05,9,41,8,2732,True
13808,2018-06-15 02:43:19.162788,0.04,4.004004004004004e-05,9,12,9,6729,False
13809,2018-06-15 02:43:20.675355,0.1,1.0001000100010001e-05,6,9,12,40996,True
13810,2018-06-15 02:43:22.190627,0.1,1.0001000100010001e-05,6,25,9,38479,True
13811,2018-06-15 02:43:28.128207,2.0,2.000020000200002e-05,1,12,10,2816591,True
13812,2018-06-15 02:43:29.774843,0.2,2.0002000200020003e-05,4,45,4,329955,False
13813,2018-06-15 02:43:31.278460,0.1,1.0001000100010001e-05,7,13,10,53973,True
13814,2018-06-15 02:43:32.729806,0.04,4.004004004004004e-05,8,26,4,3133,True
13815,2018-06-15 02:43:34.346837,0.2,2.0002000200020003e-05,5,48,10,154572,True
13816,2018-06-15 02:43:35.809368,0.04,4.004004004004004e-05,8,6,4,444,False
13817,2018-06-15 02:43:37.634676,0.4,4.0004000400040005e-05,3,2,7,827430,False
13818,2018-06-15 02:43:39.076299,0.04,4.004004004004004e-05,8,29,2,1201,True
13819,2018-06-15 02:43:42.458826,1.0,1.000010000100001e-05,2,26,8,1365093,True
13820,2018-06-15 02:43:48.450808,2.0,2.000020000200002e-05,0,25,5,1584721,False
13821,2018-06-15 02:43:49.895523,0.04,4.004004004004004e-05,9,20,3,1992,False
13822,2018-06-15 02:43:51.523333,0.2,2.0002000200020003e-05,3,40,3,126630,False
13823,2018-06-15 02:43:53.339537,0.4,4.0004000400040005e-05,4,4,11,418647,False
13824,2018-06-15 02:43:54.808343,0.04,4.004004004004004e-05,9,2,3,221,False
13825,2018-06-15 02:43:56.659969,0.4,4.0004000400040005e-05,2,10,4,812737,True
13826,2018-06-15 02:43:58.469773,0.4,4.0004000400040005e-05,3,23,11,171211,False
13827,2018-06-15 02:44:04.364724,2.0,2.000020000200002e-05,1,38,8,3875375,False
13828,2018-06-15 02:44:05.868877,0.1,1.0001000100010001e-05,5,42,6,44755,False
13829,2018-06-15 02:44:07.313105,0.04,4.004004004004004e-05,8,21,4,2844,True
13830,2018-06-15 02:44:13.515042,2.0,2.000020000200002e-05,0,3,12,2980475,True
13831,2018-06-15 02:44:15.006137,0.1,1.0001000100010001e-05,7,5,7,1497,False
13832,2018-06-15 02:44:16.929457,0.4,4.0004000400040005e-05,2,20,11,130645,False
13833,2018-06-15 02:44:20.429153,1.0,1.000010000100001e-05,1,22,11,1332250,True
13834,2018-06-15 02:44:21.886348,0.04,4.004004004004004e-05,8,23,5,669,True
13835,2018-06-15 02:44:25.459721,1.0,1.000010000100001e-05,1,36,8,2102724,True
13836,2018-06-15 02:44:26.965242,0.1,1.0001000100010001e-05,6,11,12,51828,True
13837,2018-06-15 02:44:33.029763,2.0,2.000020000200002e-05,0,20,8,1056764,False
13838,2018-06-15 02:44:39.053731,2.0,2.000020000200002e-05,0,10,8,3058773,True
13839,2018-06-15 02:44:40.578900,0.1,1.0001000100010001e-05,6,7,6,99521,True
13840,2018-06-15 02:44:42.082764,0.1,1.0001000100010001e-05,7,51,12,42919,True
13841,2018-06-15 02:44:53.073608,4.0,4.000040000400004e-05,0,24,11,8993789,False
13842,2018-06-15 02:44:59.272196,2.0,2.000020000200002e-05,0,15,12,2491132,True
13843,2018-06-15 02:45:02.616424,1.0,1.000010000100001e-05,2,2,5,1040844,True
13844,2018-06-15 02:45:04.062803,0.04,4.004004004004004e-05,9,27,5,1121,True
13845,2018-06-15 02:45:05.681337,0.2,2.0002000200020003e-05,5,50,9,166197,True
13846,2018-06-15 02:45:07.520383,0.4,4.0004000400040005e-05,3,32,11,919393,False
13847,2018-06-15 02:45:09.013543,0.1,1.0001000100010001e-05,7,16,7,42166,True
13848,2018-06-15 02:45:19.911716,4.0,4.000040000400004e-05,0,14,8,5702126,True
13849,2018-06-15 02:45:21.356326,0.04,4.004004004004004e-05,9,5,8,1894,False
13850,2018-06-15 02:45:24.680904,1.0,1.000010000100001e-05,3,27,10,1066733,False
13851,2018-06-15 02:45:26.129254,0.04,4.004004004004004e-05,9,48,4,921,True
13852,2018-06-15 02:45:27.985489,0.4,4.0004000400040005e-05,2,46,5,819275,True
13853,2018-06-15 02:45:31.428360,1.0,1.000010000100001e-05,2,39,12,1973259,False
13854,2018-06-15 02:45:32.883063,0.04,4.004004004004004e-05,8,26,4,487,False
13855,2018-06-15 02:45:34.403395,0.1,1.0001000100010001e-05,5,20,7,139755,True
13856,2018-06-15 02:45:35.895114,0.1,1.0001000100010001e-05,6,38,4,18087,True
13857,2018-06-15 02:45:39.306299,1.0,1.000010000100001e-05,2,0,8,1244551,True
13858,2018-06-15 02:45:40.753001,0.04,4.004004004004004e-05,9,36,4,2983,True
13859,2018-06-15 02:45:47.006607,2.0,2.000020000200002e-05,0,35,9,2612415,True
13860,2018-06-15 02:45:50.479789,1.0,1.000010000100001e-05,1,39,10,1702767,True
13861,2018-06-15 02:45:51.992407,0.1,1.0001000100010001e-05,7,3,10,51619,True
13862,2018-06-15 02:45:55.372369,1.0,1.000010000100001e-05,2,21,8,1743977,False
13863,2018-06-15 02:45:56.816914,0.04,4.004004004004004e-05,8,38,8,3180,True
13864,2018-06-15 02:45:58.645761,0.4,4.0004000400040005e-05,3,11,8,449376,True
13865,2018-06-15 02:46:00.253976,0.2,2.0002000200020003e-05,4,32,3,203215,True
13866,2018-06-15 02:46:02.092145,0.4,4.0004000400040005e-05,3,10,4,487695,True
13867,2018-06-15 02:46:03.619240,0.1,1.0001000100010001e-05,6,4,4,96428,True
13868,2018-06-15 02:46:05.232727,0.2,2.0002000200020003e-05,5,47,11,143307,True
13869,2018-06-15 02:46:07.114969,0.4,4.0004000400040005e-05,2,10,6,493035,True
13870,2018-06-15 02:46:08.932512,0.4,4.0004000400040005e-05,3,33,9,607314,True
13871,2018-06-15 02:46:14.839454,2.0,2.000020000200002e-05,1,30,11,4238161,False
13872,2018-06-15 02:46:16.462370,0.2,2.0002000200020003e-05,4,38,5,364590,False
13873,2018-06-15 02:46:17.908602,0.04,4.004004004004004e-05,8,37,11,10331,False
13874,2018-06-15 02:46:21.348731,1.0,1.000010000100001e-05,2,28,11,604312,True
13875,2018-06-15 02:46:23.199184,0.4,4.0004000400040005e-05,2,18,4,714442,True
13876,2018-06-15 02:46:24.836974,0.2,2.0002000200020003e-05,4,37,11,71355,False
13877,2018-06-15 02:46:35.733270,4.0,4.000040000400004e-05,0,28,9,6094302,False
13878,2018-06-15 02:46:39.278807,1.0,1.000010000100001e-05,0,6,5,1180652,False
13879,2018-06-15 02:46:40.943256,0.2,2.0002000200020003e-05,3,27,4,231528,False
13880,2018-06-15 02:46:42.448574,0.1,1.0001000100010001e-05,6,34,9,76941,True
13881,2018-06-15 02:46:44.271158,0.4,4.0004000400040005e-05,3,48,7,743006,False
13882,2018-06-15 02:46:45.714025,0.04,4.004004004004004e-05,8,31,11,2632,True
13883,2018-06-15 02:46:47.109721,0.04,4.004004004004004e-05,9,41,8,4532,True
13884,2018-06-15 02:46:48.625361,0.1,1.0001000100010001e-05,7,5,6,56543,True
13885,2018-06-15 02:46:52.005671,1.0,1.000010000100001e-05,2,23,10,583797,True
13886,2018-06-15 02:46:53.821684,0.4,4.0004000400040005e-05,4,15,10,545465,False
13887,2018-06-15 02:46:55.441786,0.2,2.0002000200020003e-05,3,41,3,125799,False
13888,2018-06-15 02:46:57.268919,0.4,4.0004000400040005e-05,3,28,8,784529,False
13889,2018-06-15 02:46:59.106426,0.4,4.0004000400040005e-05,3,9,4,491416,True
13890,2018-06-15 02:47:00.783303,0.2,2.0002000200020003e-05,4,3,10,125434,True
13891,2018-06-15 02:47:02.597016,0.4,4.0004000400040005e-05,3,42,5,638710,True
13892,2018-06-15 02:47:04.040360,0.04,4.004004004004004e-05,9,36,11,5851,False
13893,2018-06-15 02:47:05.885145,0.4,4.0004000400040005e-05,3,33,9,359781,True
13894,2018-06-15 02:47:07.502078,0.2,2.0002000200020003e-05,4,12,5,236324,True
13895,2018-06-15 02:47:18.508909,4.0,4.000040000400004e-05,0,15,12,5336665,True
13896,2018-06-15 02:47:19.991734,0.04,4.004004004004004e-05,8,37,11,7642,True
13897,2018-06-15 02:47:21.803569,0.4,4.0004000400040005e-05,4,9,12,454732,False
13898,2018-06-15 02:47:23.311657,0.1,1.0001000100010001e-05,7,45,7,32825,True
13899,2018-06-15 02:47:24.755037,0.04,4.004004004004004e-05,9,34,10,7580,False
13900,2018-06-15 02:47:26.273024,0.1,1.0001000100010001e-05,5,49,5,64531,True
13901,2018-06-15 02:47:29.676947,1.0,1.000010000100001e-05,2,49,10,1305948,True
13902,2018-06-15 02:47:32.966127,1.0,1.000010000100001e-05,2,17,8,1793926,False
13903,2018-06-15 02:47:36.320593,1.0,1.000010000100001e-05,1,46,3,1282917,True
13904,2018-06-15 02:47:37.939795,0.2,2.0002000200020003e-05,5,40,11,196020,True
13905,2018-06-15 02:47:39.384399,0.04,4.004004004004004e-05,8,12,12,94,False
13906,2018-06-15 02:47:45.346252,2.0,2.000020000200002e-05,0,29,4,4155155,True
13907,2018-06-15 02:47:46.845691,0.1,1.0001000100010001e-05,7,33,4,10681,True
13908,2018-06-15 02:47:48.336051,0.1,1.0001000100010001e-05,5,50,6,86755,True
13909,2018-06-15 02:47:49.824546,0.1,1.0001000100010001e-05,4,43,4,3341,False
13910,2018-06-15 02:47:51.316374,0.1,1.0001000100010001e-05,5,23,7,104323,True
13911,2018-06-15 02:47:52.831680,0.1,1.0001000100010001e-05,6,51,3,36870,True
13912,2018-06-15 02:47:54.766425,0.4,4.0004000400040005e-05,2,9,10,176673,False
13913,2018-06-15 02:47:56.205835,0.04,4.004004004004004e-05,9,25,10,2436,True
13914,2018-06-15 02:47:57.603592,0.04,4.004004004004004e-05,9,6,2,1571,True
13915,2018-06-15 02:48:00.999382,1.0,1.000010000100001e-05,2,18,12,1403332,True
13916,2018-06-15 02:48:02.624759,0.2,2.0002000200020003e-05,5,40,12,150554,True
13917,2018-06-15 02:48:04.123385,0.1,1.0001000100010001e-05,6,15,3,23886,True
13918,2018-06-15 02:48:05.753827,0.2,2.0002000200020003e-05,4,48,8,206751,True
13919,2018-06-15 02:48:07.688801,0.4,4.0004000400040005e-05,1,32,3,470453,False
13920,2018-06-15 02:48:09.129748,0.04,4.004004004004004e-05,8,29,12,12639,True
13921,2018-06-15 02:48:11.008664,0.4,4.0004000400040005e-05,2,9,7,211105,False
13922,2018-06-15 02:48:12.817260,0.4,4.0004000400040005e-05,3,10,5,489669,True
13923,2018-06-15 02:48:16.272577,1.0,1.000010000100001e-05,1,33,5,2599231,True
13924,2018-06-15 02:48:17.713348,0.04,4.004004004004004e-05,9,15,9,1339,True
13925,2018-06-15 02:48:23.734234,2.0,2.000020000200002e-05,0,48,6,5135623,True
13926,2018-06-15 02:48:25.252482,0.1,1.0001000100010001e-05,6,0,10,165856,False
13927,2018-06-15 02:48:26.701675,0.04,4.004004004004004e-05,8,46,8,9552,False
13928,2018-06-15 02:48:30.028144,1.0,1.000010000100001e-05,3,47,10,1113378,False
13929,2018-06-15 02:48:31.854562,0.4,4.0004000400040005e-05,3,49,7,664105,True
13930,2018-06-15 02:48:33.474195,0.2,2.0002000200020003e-05,4,29,6,130839,True
13931,2018-06-15 02:48:34.925116,0.04,4.004004004004004e-05,9,50,7,1858,True
13932,2018-06-15 02:48:40.851838,2.0,2.000020000200002e-05,0,2,4,4721858,False
13933,2018-06-15 02:48:42.514521,0.2,2.0002000200020003e-05,4,20,7,154479,True
13934,2018-06-15 02:48:43.956486,0.04,4.004004004004004e-05,9,3,3,13,False
13935,2018-06-15 02:48:45.868858,0.4,4.0004000400040005e-05,2,3,9,21844,False
13936,2018-06-15 02:48:47.329208,0.04,4.004004004004004e-05,8,48,2,608,True
13937,2018-06-15 02:48:49.149504,0.4,4.0004000400040005e-05,3,1,7,411489,True
13938,2018-06-15 02:48:50.653878,0.1,1.0001000100010001e-05,5,8,3,50294,False
13939,2018-06-15 02:48:52.268238,0.2,2.0002000200020003e-05,5,44,12,196382,True
13940,2018-06-15 02:48:53.766003,0.1,1.0001000100010001e-05,7,47,6,26438,True
13941,2018-06-15 02:48:57.170590,1.0,1.000010000100001e-05,1,13,4,1474021,True
13942,2018-06-15 02:49:03.091626,2.0,2.000020000200002e-05,1,50,11,2236945,True
13943,2018-06-15 02:49:04.602814,0.1,1.0001000100010001e-05,7,46,3,22964,True
13944,2018-06-15 02:49:06.251021,0.2,2.0002000200020003e-05,5,10,7,223654,False
13945,2018-06-15 02:49:12.060144,2.0,2.000020000200002e-05,1,39,5,3016856,False
13946,2018-06-15 02:49:13.565970,0.1,1.0001000100010001e-05,5,41,10,724,False
13947,2018-06-15 02:49:15.064053,0.1,1.0001000100010001e-05,6,28,7,31685,True
13948,2018-06-15 02:49:16.876890,0.4,4.0004000400040005e-05,4,17,12,543415,False
13949,2018-06-15 02:49:20.345729,1.0,1.000010000100001e-05,1,26,4,467448,False
13950,2018-06-15 02:49:21.962385,0.2,2.0002000200020003e-05,4,46,6,234652,True
13951,2018-06-15 02:49:23.407347,0.04,4.004004004004004e-05,9,49,10,2841,True
13952,2018-06-15 02:49:25.034468,0.2,2.0002000200020003e-05,4,24,7,373590,False
13953,2018-06-15 02:49:26.495086,0.04,4.004004004004004e-05,8,39,2,483,False
13954,2018-06-15 02:49:28.137895,0.2,2.0002000200020003e-05,4,10,12,138522,True
13955,2018-06-15 02:49:29.775590,0.2,2.0002000200020003e-05,4,3,5,341826,False
13956,2018-06-15 02:49:31.279689,0.1,1.0001000100010001e-05,6,36,6,16761,True
13957,2018-06-15 02:49:33.110267,0.4,4.0004000400040005e-05,3,29,7,494947,True
13958,2018-06-15 02:49:34.731847,0.2,2.0002000200020003e-05,4,37,7,442158,False
13959,2018-06-15 02:49:40.601024,2.0,2.000020000200002e-05,1,46,8,2506877,True
13960,2018-06-15 02:49:46.422495,2.0,2.000020000200002e-05,1,22,8,3451491,False
13961,2018-06-15 02:49:57.232974,4.0,4.000040000400004e-05,0,25,6,5595051,False
13962,2018-06-15 02:49:58.686033,0.04,4.004004004004004e-05,9,44,5,3249,False
13963,2018-06-15 02:50:02.248984,1.0,1.000010000100001e-05,1,42,12,1597565,True
13964,2018-06-15 02:50:04.066595,0.4,4.0004000400040005e-05,3,1,3,468264,True
13965,2018-06-15 02:50:05.525060,0.04,4.004004004004004e-05,9,25,5,3353,True
13966,2018-06-15 02:50:06.921602,0.04,4.004004004004004e-05,9,29,10,729,True
13967,2018-06-15 02:50:10.331282,1.0,1.000010000100001e-05,3,8,12,1095613,False
13968,2018-06-15 02:50:11.992187,0.2,2.0002000200020003e-05,4,44,3,291822,True
13969,2018-06-15 02:50:13.512429,0.1,1.0001000100010001e-05,6,26,5,109548,False
13970,2018-06-15 02:50:15.141987,0.2,2.0002000200020003e-05,4,24,7,423096,False
13971,2018-06-15 02:50:16.651794,0.1,1.0001000100010001e-05,5,33,3,54452,False
13972,2018-06-15 02:50:20.090084,1.0,1.000010000100001e-05,1,3,4,918682,True
13973,2018-06-15 02:50:21.600061,0.1,1.0001000100010001e-05,4,16,3,143232,True
13974,2018-06-15 02:50:23.054460,0.04,4.004004004004004e-05,9,26,11,1956,True
13975,2018-06-15 02:50:26.519586,1.0,1.000010000100001e-05,2,20,12,1276575,True
13976,2018-06-15 02:50:29.890199,1.0,1.000010000100001e-05,1,20,6,1750766,True
13977,2018-06-15 02:50:36.091889,2.0,2.000020000200002e-05,0,6,12,1850819,False
13978,2018-06-15 02:50:37.613238,0.1,1.0001000100010001e-05,4,23,7,11070,False
13979,2018-06-15 02:50:41.008835,1.0,1.000010000100001e-05,2,22,11,714359,True
13980,2018-06-15 02:50:42.636201,0.2,2.0002000200020003e-05,3,15,3,295306,True
13981,2018-06-15 02:50:44.080412,0.04,4.004004004004004e-05,9,43,4,1069,True
13982,2018-06-15 02:50:45.635139,0.1,1.0001000100010001e-05,6,31,9,44841,True
13983,2018-06-15 02:50:47.083462,0.04,4.004004004004004e-05,9,35,6,3383,False
13984,2018-06-15 02:50:57.955735,4.0,4.000040000400004e-05,0,50,7,5968895,False
13985,2018-06-15 02:50:59.401259,0.04,4.004004004004004e-05,9,7,6,1063,True
13986,2018-06-15 02:51:00.911198,0.1,1.0001000100010001e-05,6,35,6,104306,True
13987,2018-06-15 02:51:02.466802,0.1,1.0001000100010001e-05,7,26,10,63915,False
13988,2018-06-15 02:51:03.966452,0.1,1.0001000100010001e-05,4,9,4,37396,False
13989,2018-06-15 02:51:07.356543,1.0,1.000010000100001e-05,1,42,3,931434,False
13990,2018-06-15 02:51:10.642544,1.0,1.000010000100001e-05,2,26,5,1279468,True
13991,2018-06-15 02:51:16.498553,2.0,2.000020000200002e-05,1,10,8,2689013,True
13992,2018-06-15 02:51:18.009439,0.1,1.0001000100010001e-05,7,5,3,45936,True
13993,2018-06-15 02:51:19.453004,0.04,4.004004004004004e-05,9,10,11,1925,True
13994,2018-06-15 02:51:20.967437,0.1,1.0001000100010001e-05,6,10,7,18345,True
13995,2018-06-15 02:51:22.579582,0.2,2.0002000200020003e-05,4,22,3,192419,True
13996,2018-06-15 02:51:24.033332,0.04,4.004004004004004e-05,8,10,10,11976,False
13997,2018-06-15 02:51:25.552144,0.1,1.0001000100010001e-05,7,45,7,63439,False
13998,2018-06-15 02:51:27.001188,0.04,4.004004004004004e-05,9,16,3,496,False
13999,2018-06-15 02:51:30.375880,1.0,1.000010000100001e-05,2,9,6,848652,True
14000,2018-06-15 02:51:31.836214,0.04,4.004004004004004e-05,8,18,11,1029,False
14001,2018-06-15 02:51:33.231787,0.04,4.004004004004004e-05,8,9,3,271,False
14002,2018-06-15 02:51:34.747083,0.1,1.0001000100010001e-05,7,36,8,36767,True
14003,2018-06-15 02:51:38.237185,1.0,1.000010000100001e-05,0,0,3,613802,False
14004,2018-06-15 02:51:39.701899,0.04,4.004004004004004e-05,9,6,7,580,False
14005,2018-06-15 02:51:41.097874,0.04,4.004004004004004e-05,8,18,3,807,True
14006,2018-06-15 02:51:44.609446,1.0,1.000010000100001e-05,1,16,7,1882157,True
14007,2018-06-15 02:51:46.053879,0.04,4.004004004004004e-05,9,2,10,7510,False
14008,2018-06-15 02:51:52.173073,2.0,2.000020000200002e-05,0,22,10,2015511,True
14009,2018-06-15 02:51:55.829701,1.0,1.000010000100001e-05,0,49,8,105396,False
14010,2018-06-15 02:51:57.649562,0.4,4.0004000400040005e-05,3,29,9,549635,True
14011,2018-06-15 02:51:59.093135,0.04,4.004004004004004e-05,8,0,2,2349,True
14012,2018-06-15 02:52:00.718030,0.2,2.0002000200020003e-05,4,15,6,157863,True
14013,2018-06-15 02:52:02.629639,0.4,4.0004000400040005e-05,2,41,10,428298,False
14014,2018-06-15 02:52:08.753059,2.0,2.000020000200002e-05,0,8,10,3458945,True
14015,2018-06-15 02:52:10.272257,0.1,1.0001000100010001e-05,4,51,7,56303,False
14016,2018-06-15 02:52:11.925022,0.2,2.0002000200020003e-05,4,32,11,353344,True
14017,2018-06-15 02:52:17.987901,2.0,2.000020000200002e-05,0,4,8,3363029,True
14018,2018-06-15 02:52:23.895248,2.0,2.000020000200002e-05,1,38,12,5238463,False
14019,2018-06-15 02:52:25.393374,0.1,1.0001000100010001e-05,7,24,3,15897,True
14020,2018-06-15 02:52:26.891316,0.1,1.0001000100010001e-05,5,2,4,111972,True
14021,2018-06-15 02:52:28.336430,0.04,4.004004004004004e-05,9,10,2,693,True
14022,2018-06-15 02:52:29.849668,0.1,1.0001000100010001e-05,6,5,6,104567,True
14023,2018-06-15 02:52:31.468040,0.2,2.0002000200020003e-05,5,12,10,211726,False
14024,2018-06-15 02:52:32.988007,0.1,1.0001000100010001e-05,7,49,7,7943,False
14025,2018-06-15 02:52:36.356394,1.0,1.000010000100001e-05,3,51,12,1233853,False
14026,2018-06-15 02:52:42.475356,2.0,2.000020000200002e-05,0,23,10,1541439,False
14027,2018-06-15 02:52:44.295619,0.4,4.0004000400040005e-05,4,3,12,661469,False
14028,2018-06-15 02:52:45.760954,0.04,4.004004004004004e-05,9,7,7,2806,True
14029,2018-06-15 02:52:49.154059,1.0,1.000010000100001e-05,2,19,12,2573920,False
14030,2018-06-15 02:52:52.669590,1.0,1.000010000100001e-05,1,33,9,1579382,True
14031,2018-06-15 02:52:54.177254,0.1,1.0001000100010001e-05,6,23,7,116874,False
14032,2018-06-15 02:52:55.983792,0.4,4.0004000400040005e-05,4,25,8,466434,False
14033,2018-06-15 02:52:57.795929,0.4,4.0004000400040005e-05,3,34,7,591946,True
14034,2018-06-15 02:53:01.319803,1.0,1.000010000100001e-05,0,21,4,1306071,False
14035,2018-06-15 02:53:07.429956,2.0,2.000020000200002e-05,0,42,8,4066373,True
14036,2018-06-15 02:53:09.060006,0.2,2.0002000200020003e-05,4,28,6,97867,False
14037,2018-06-15 02:53:10.888684,0.4,4.0004000400040005e-05,3,1,9,263513,True
14038,2018-06-15 02:53:14.314889,1.0,1.000010000100001e-05,1,14,3,1927673,False
14039,2018-06-15 02:53:15.831424,0.1,1.0001000100010001e-05,7,14,6,52124,True
14040,2018-06-15 02:53:19.244941,1.0,1.000010000100001e-05,1,0,5,549292,False
14041,2018-06-15 02:53:21.114222,0.4,4.0004000400040005e-05,2,20,7,604457,True
14042,2018-06-15 02:53:32.085953,4.0,4.000040000400004e-05,0,38,10,6020754,True
14043,2018-06-15 02:53:35.553596,1.0,1.000010000100001e-05,1,5,7,2196828,True
14044,2018-06-15 02:53:46.537510,4.0,4.000040000400004e-05,0,36,11,7451108,False
14045,2018-06-15 02:53:48.191539,0.2,2.0002000200020003e-05,3,49,9,75021,False
14046,2018-06-15 02:53:51.622171,1.0,1.000010000100001e-05,1,40,6,777902,False
14047,2018-06-15 02:54:02.603403,4.0,4.000040000400004e-05,0,22,11,4117736,True
14048,2018-06-15 02:54:04.105510,0.1,1.0001000100010001e-05,6,43,3,31946,True
14049,2018-06-15 02:54:05.602086,0.1,1.0001000100010001e-05,6,48,8,40665,True
14050,2018-06-15 02:54:07.050642,0.04,4.004004004004004e-05,8,13,8,8115,False
14051,2018-06-15 02:54:08.450771,0.04,4.004004004004004e-05,8,47,8,4354,True
14052,2018-06-15 02:54:09.847613,0.04,4.004004004004004e-05,8,5,2,724,True
