sample,time,window,precision,modulation,band,power,payload,tx2txdone
560,2018-06-07 00:25:38.124715,1.0,5.0000002500000126e-08,1,17,22,1,0.44666947233347365
561,2018-06-07 00:26:11.261931,4.0,2.000000100000005e-07,2,19,4,96,1.0016712500835625
562,2018-06-07 00:26:18.490804,0.2,4.0000008000001605e-08,6,32,5,44,0.05460893092178619
563,2018-06-07 00:26:20.495717,0.01,1.000001000001e-08,8,12,9,53,0.004534304534304535
564,2018-06-07 00:26:27.438874,0.1,2.0000004000000802e-08,7,3,22,33,0.024849204969840995
565,2018-06-07 00:26:29.636343,0.01,1.000001000001e-08,9,51,-1,59,0.0031523131523131524
566,2018-06-07 00:26:58.621835,2.0,1.0000000500000025e-07,3,0,17,167,0.8695774434788722
567,2018-06-07 00:27:27.101381,2.0,1.0000000500000025e-07,3,34,1,107,0.5828597291429864
568,2018-06-07 00:28:00.818367,4.0,2.000000100000005e-07,0,25,7,25,1.5484830774241538
569,2018-06-07 00:28:07.758199,0.1,2.0000004000000802e-08,4,4,0,1,0.05601647120329425
570,2018-06-07 00:28:15.212247,0.4,8.000001600000321e-08,5,34,8,97,0.1714728342945669
571,2018-06-07 00:28:41.828320,1.0,5.0000002500000126e-08,5,16,3,233,0.3711495185574759
572,2018-06-07 00:29:53.686564,20.0,1.0000000500000025e-06,0,3,2,126,4.989088249454412
573,2018-06-07 00:30:00.777828,0.1,2.0000004000000802e-08,6,11,2,35,0.04693050938610188
574,2018-06-07 00:30:07.901915,0.2,4.0000008000001605e-08,7,41,12,145,0.0824484564896913
575,2018-06-07 00:30:15.493891,0.4,8.000001600000321e-08,6,50,15,197,0.18516795703359143
576,2018-06-07 00:30:41.314838,1.0,5.0000002500000126e-08,5,51,10,155,0.25339141266957066
577,2018-06-07 00:30:48.558840,0.4,8.000001600000321e-08,5,11,-3,95,0.16635275327055069
578,2018-06-07 00:31:17.025717,2.0,1.0000000500000025e-07,2,24,9,79,0.8378347418917371
579,2018-06-07 00:31:24.397581,0.4,8.000001600000321e-08,7,29,-1,187,0.10420802084160419
580,2018-06-07 00:31:31.810278,0.4,8.000001600000321e-08,7,10,-1,182,0.10164810032962007
581,2018-06-07 00:31:38.705531,0.1,2.0000004000000802e-08,6,5,-1,28,0.039248647849729576
582,2018-06-07 00:31:45.890911,0.4,8.000001600000321e-08,5,10,17,110,0.1868323573664715
583,2018-06-07 00:32:19.217636,4.0,2.000000100000005e-07,1,3,15,72,1.6754566837728342
584,2018-06-07 00:32:52.808854,4.0,2.000000100000005e-07,2,49,16,187,1.7389438869471945
585,2018-06-07 00:33:40.639877,10.0,5.000000250000012e-07,1,18,12,166,3.3957596697879833
586,2018-06-07 00:33:42.680471,0.04,4.000004000004e-08,6,32,-2,1,0.01620957620957621
587,2018-06-07 00:34:12.787758,2.0,1.0000000500000025e-07,3,12,16,183,0.9310173465508673
588,2018-06-07 00:34:14.916100,0.01,1.000001000001e-08,8,47,20,22,0.002548722548722549
589,2018-06-07 00:34:43.504850,2.0,1.0000000500000025e-07,3,45,16,161,0.8286169414308471
590,2018-06-07 00:34:50.567094,0.1,2.0000004000000802e-08,7,19,0,68,0.04276902855380572
591,2018-06-07 00:34:57.459219,0.1,2.0000004000000802e-08,6,38,3,26,0.03924906784981357
592,2018-06-07 00:35:04.768132,0.4,8.000001600000321e-08,7,37,-2,192,0.10676962135392429
593,2018-06-07 00:35:31.344755,1.0,5.0000002500000126e-08,2,15,16,15,0.3463185173159259
594,2018-06-07 00:35:57.413740,1.0,5.0000002500000126e-08,6,19,12,220,0.203087760154388
595,2018-06-07 00:36:04.845863,0.4,8.000001600000321e-08,5,42,-1,73,0.13563242712648543
596,2018-06-07 00:36:38.680664,4.0,2.000000100000005e-07,2,26,15,153,1.4522274726113737
597,2018-06-07 00:36:46.270253,0.4,8.000001600000321e-08,6,15,21,178,0.1672479534495907
598,2018-06-07 00:36:53.618394,0.1,2.0000004000000802e-08,7,28,6,73,0.045328609065721816
599,2018-06-07 00:37:20.808688,1.0,5.0000002500000126e-08,2,9,-2,13,0.30535846526792326
600,2018-06-07 00:37:22.991457,0.02,2.000002000002e-08,8,12,1,105,0.007861667861667863
601,2018-06-07 00:38:11.229265,10.0,5.000000250000012e-07,1,6,11,232,4.624547731227387
602,2018-06-07 00:38:13.395565,0.02,2.000002000002e-08,9,17,7,168,0.007512507512507513
603,2018-06-07 00:38:58.682674,10.0,5.000000250000012e-07,2,44,7,251,
604,2018-06-07 00:39:36.661770,2.0,1.0000000500000025e-07,4,16,19,212,0.5987312299365615
605,2018-06-07 00:40:05.579197,2.0,1.0000000500000025e-07,4,6,9,167,0.48609222430461124
606,2018-06-07 00:40:37.371479,1.0,5.0000002500000126e-08,6,36,7,242,
607,2018-06-07 00:41:07.473807,2.0,1.0000000500000025e-07,4,19,15,167,0.48609232430461624
608,2018-06-07 00:42:19.513610,20.0,1.0000000500000025e-06,0,19,18,128,4.9890872494543625
609,2018-06-07 00:42:27.151129,0.2,4.0000008000001605e-08,7,6,20,92,0.05556849111369823
610,2018-06-07 00:42:52.980397,1.0,5.0000002500000126e-08,6,40,-2,215,0.200527060026353
611,2018-06-07 00:42:55.327574,0.02,2.000002000002e-08,9,30,20,193,0.008512148512148513
612,2018-06-07 00:43:02.630627,0.4,8.000001600000321e-08,6,25,2,136,0.13140890628178128
613,2018-06-07 00:43:50.105744,10.0,5.000000250000012e-07,1,19,18,202,4.051113702555685
614,2018-06-07 00:43:52.326643,0.02,2.000002000002e-08,9,29,2,155,0.006992206992206993
615,2018-06-07 00:44:20.994336,2.0,1.0000000500000025e-07,2,30,8,72,0.796873239843662
616,2018-06-07 00:44:50.363317,2.0,1.0000000500000025e-07,2,48,6,83,0.8787939439396972
617,2018-06-07 00:44:52.613054,0.02,2.000002000002e-08,9,43,3,173,0.0077122077122077125
618,2018-06-07 00:45:26.719934,4.0,2.000000100000005e-07,3,16,12,231,1.1562938578146928
619,2018-06-07 00:45:33.867646,0.4,8.000001600000321e-08,3,2,10,26,0.21422364284472858
620,2018-06-07 00:45:36.139526,0.02,2.000002000002e-08,9,15,16,174,0.007752667752667753
621,2018-06-07 00:46:09.218383,4.0,2.000000100000005e-07,2,12,5,114,1.1245512562275628
622,2018-06-07 00:46:16.312080,0.2,4.0000008000001605e-08,7,47,-1,138,0.07860933572186715
623,2018-06-07 00:46:23.378065,0.4,8.000001600000321e-08,6,14,16,106,0.10580794116158825
624,2018-06-07 00:46:50.447646,1.0,5.0000002500000126e-08,3,44,3,40,0.29614306480715324
625,2018-06-07 00:46:52.692828,0.02,2.000002000002e-08,9,41,6,122,0.0056722856722856724
626,2018-06-07 00:46:59.750218,0.1,2.0000004000000802e-08,7,30,9,69,0.044048608809721765
627,2018-06-07 00:47:26.171833,1.0,5.0000002500000126e-08,2,15,15,15,0.34631766731588337
628,2018-06-07 00:47:59.495724,2.0,1.0000000500000025e-07,4,24,-2,244,
629,2018-06-07 00:48:49.172816,10.0,5.000000250000012e-07,0,23,1,74,3.1868656593432827
630,2018-06-07 00:49:15.444934,1.0,5.0000002500000126e-08,5,29,13,214,0.34043001702150083
631,2018-06-07 00:49:44.338166,2.0,1.0000000500000025e-07,4,33,11,222,0.6192109309605466
632,2018-06-07 00:49:51.815909,0.4,8.000001600000321e-08,5,4,17,72,0.13563178712635743
633,2018-06-07 00:50:18.271124,1.0,5.0000002500000126e-08,5,4,22,141,0.2329107616455381
634,2018-06-07 00:50:20.427324,0.02,2.000002000002e-08,9,44,21,136,0.006233586233586234
635,2018-06-07 00:51:08.527649,10.0,5.000000250000012e-07,1,15,6,134,2.822326141116307
636,2018-06-07 00:51:10.731736,0.01,1.000001000001e-08,9,15,18,49,0.0027540127540127543
637,2018-06-07 00:51:11.770772,0.004,4.000040000400004e-08,8,45,15,11,0.001846218462184622
638,2018-06-07 00:51:18.990344,0.1,2.0000004000000802e-08,7,7,18,32,0.024849244969848996
639,2018-06-07 00:51:47.400599,2.0,1.0000000500000025e-07,0,14,-2,9,1.0569674528483726
640,2018-06-07 00:51:54.462353,0.1,2.0000004000000802e-08,6,46,11,28,0.039249267849853574
641,2018-06-07 00:52:25.346499,0.4,8.000001600000321e-08,7,46,0,247,
642,2018-06-07 00:52:52.148151,1.0,5.0000002500000126e-08,4,19,1,55,0.199375559968778
643,2018-06-07 00:53:20.974195,2.0,1.0000000500000025e-07,2,34,12,91,0.9607117480355875
644,2018-06-07 00:53:48.040242,1.0,5.0000002500000126e-08,3,13,16,68,0.41902092095104604
645,2018-06-07 00:53:55.304877,0.4,8.000001600000321e-08,5,21,1,106,0.1817121963424393
646,2018-06-07 00:54:28.676587,4.0,2.000000100000005e-07,1,44,1,49,1.2658618632930931
647,2018-06-07 00:54:30.885855,0.02,2.000002000002e-08,9,24,13,163,0.007312347312347313
648,2018-06-07 00:54:37.766886,0.1,2.0000004000000802e-08,6,24,6,9,0.023891304778260958
649,2018-06-07 00:55:07.632191,2.0,1.0000000500000025e-07,4,46,3,217,0.6089725304486265
650,2018-06-07 00:55:09.888086,0.02,2.000002000002e-08,9,4,19,141,0.006432286432286433
651,2018-06-07 00:55:58.275727,10.0,5.000000250000012e-07,1,1,22,116,2.494649624732481
652,2018-06-07 00:55:59.379495,0.004,4.000040000400004e-08,8,1,-1,4,0.0013967739677396775
653,2018-06-07 00:56:06.865312,0.2,4.0000008000001605e-08,7,39,9,126,0.07348845469769096
654,2018-06-07 00:56:36.429865,2.0,1.0000000500000025e-07,3,16,2,166,0.8695765434788272
655,2018-06-07 00:57:04.990624,2.0,1.0000000500000025e-07,1,36,20,28,0.9381848469092423
656,2018-06-07 00:58:17.230592,20.0,1.0000000500000025e-06,0,16,10,154,5.808279290413965
657,2018-06-07 00:58:24.367733,0.1,2.0000004000000802e-08,5,9,21,9,0.043473888694777744
658,2018-06-07 00:58:26.595940,0.02,2.000002000002e-08,9,49,13,205,0.008992828992828994
659,2018-06-07 00:58:59.451429,4.0,2.000000100000005e-07,2,47,10,147,1.4112682705634136
660,2018-06-07 00:59:01.809139,0.04,4.000004000004e-08,9,24,5,235,0.010193090193090193
661,2018-06-07 00:59:08.731955,0.1,2.0000004000000802e-08,7,3,5,67,0.042768648553729714
662,2018-06-07 00:59:15.797384,0.1,2.0000004000000802e-08,7,48,16,74,0.04660854932170987
663,2018-06-07 01:00:03.957864,10.0,5.000000250000012e-07,0,28,3,95,3.8422191921109596
664,2018-06-07 01:00:51.991336,10.0,5.000000250000012e-07,1,19,3,105,2.3308116165405806
665,2018-06-07 01:01:40.811467,10.0,5.000000250000012e-07,2,21,13,232,2.1075816053790803
666,2018-06-07 01:02:28.834141,10.0,5.000000250000012e-07,1,32,5,201,4.05111320255566
667,2018-06-07 01:02:31.050594,0.02,2.000002000002e-08,9,36,13,205,0.008994628994628995
668,2018-06-07 01:02:38.694353,0.4,8.000001600000321e-08,6,30,3,127,0.12372826474565296
669,2018-06-07 01:02:39.821203,0.002,2.000020000200002e-08,9,0,10,3,0.0009131091310913109
670,2018-06-07 01:03:08.844293,2.0,1.0000000500000025e-07,1,8,14,25,0.8562646428132321
671,2018-06-07 01:03:09.947010,0.004,4.000040000400004e-08,8,39,19,12,0.0019090590905909061
672,2018-06-07 01:03:36.762189,1.0,5.0000002500000126e-08,5,24,13,112,0.19195205959760298
673,2018-06-07 01:04:05.601784,2.0,1.0000000500000025e-07,4,3,21,196,0.5577715278885764
674,2018-06-07 01:04:07.791294,0.01,1.000001000001e-08,9,42,15,48,0.0027127227127227128
675,2018-06-07 01:04:08.923223,0.004,4.000040000400004e-08,9,12,7,12,0.0012725327253272534
676,2018-06-07 01:04:16.197546,0.2,4.0000008000001605e-08,7,25,15,141,0.08116857623371526
677,2018-06-07 01:04:17.337273,0.004,4.000040000400004e-08,9,50,10,23,0.0017131371313713138
678,2018-06-07 01:04:48.231135,0.04,4.000004000004e-08,9,51,-2,242,
679,2018-06-07 01:04:55.577733,0.2,4.0000008000001605e-08,7,42,-1,90,0.05428885085777018
680,2018-06-07 01:05:22.366149,1.0,5.0000002500000126e-08,4,21,14,92,0.2915342645767132
681,2018-06-07 01:05:29.583741,0.2,4.0000008000001605e-08,7,5,16,90,0.05428853085770618
682,2018-06-07 01:06:03.348112,4.0,2.000000100000005e-07,1,19,6,80,1.8392952919647647
683,2018-06-07 01:06:29.767620,1.0,5.0000002500000126e-08,5,12,22,208,0.33019041650952086
684,2018-06-07 01:07:03.278816,4.0,2.000000100000005e-07,2,20,6,138,1.3293492664674633
685,2018-06-07 01:07:51.276628,10.0,5.000000250000012e-07,0,15,13,91,3.8422196921109846
686,2018-06-07 01:08:20.114800,2.0,1.0000000500000025e-07,3,16,17,92,0.5214208260710413
687,2018-06-07 01:08:22.256932,0.01,1.000001000001e-08,9,50,21,51,0.0028322728322728325
688,2018-06-07 01:08:29.594461,0.4,8.000001600000321e-08,6,21,9,126,0.12372786474557296
689,2018-06-07 01:08:31.873285,0.04,4.000004000004e-08,8,50,-2,218,0.015092215092215094
690,2018-06-07 01:08:39.247706,0.4,8.000001600000321e-08,6,11,6,122,0.12116954423390885
691,2018-06-07 01:08:46.754133,0.4,8.000001600000321e-08,7,21,-2,189,0.10548874109774824
692,2018-06-07 01:08:54.082313,0.4,8.000001600000321e-08,4,11,8,28,0.12769738553947713
693,2018-06-07 01:08:55.173164,0.004,4.000040000400004e-08,9,10,0,9,0.0011533715337153372
694,2018-06-07 01:09:28.600739,4.0,2.000000100000005e-07,2,44,17,184,1.6979846848992344
695,2018-06-07 01:09:35.860808,0.4,8.000001600000321e-08,6,4,21,167,0.1595687519137504
696,2018-06-07 01:10:09.760526,4.0,2.000000100000005e-07,3,18,17,189,0.9719768485988425
697,2018-06-07 01:10:12.053536,0.02,2.000002000002e-08,8,29,-1,74,0.005876265876265877
698,2018-06-07 01:10:39.062323,1.0,5.0000002500000126e-08,5,12,15,166,0.2687524134376207
699,2018-06-07 01:10:46.637039,0.4,8.000001600000321e-08,6,28,16,191,0.18004755600951122
700,2018-06-07 01:10:53.887543,0.4,8.000001600000321e-08,5,37,20,93,0.16635163327032668
701,2018-06-07 01:11:01.438250,0.4,8.000001600000321e-08,6,38,4,179,0.16980747396149481
702,2018-06-07 01:11:27.692106,1.0,5.0000002500000126e-08,5,35,16,200,0.3199507659975383
703,2018-06-07 01:12:01.816549,4.0,2.000000100000005e-07,1,38,16,85,1.9212142960607148
704,2018-06-07 01:12:31.076673,2.0,1.0000000500000025e-07,1,20,4,25,0.8562646428132321
705,2018-06-07 01:12:57.613790,1.0,5.0000002500000126e-08,4,49,19,90,0.2812943140647157
706,2018-06-07 01:13:05.112152,0.4,8.000001600000321e-08,6,30,-1,145,0.13908770781754157
707,2018-06-07 01:13:12.482572,0.4,8.000001600000321e-08,7,6,4,195,0.10804810160962033
708,2018-06-07 01:13:14.591660,0.04,4.000004000004e-08,7,22,18,21,0.01972889972889973
709,2018-06-07 01:13:22.042283,0.4,8.000001600000321e-08,7,43,1,179,0.10036858007371603
710,2018-06-07 01:13:55.541008,4.0,2.000000100000005e-07,2,28,-3,166,1.575105478755274
711,2018-06-07 01:14:02.643245,0.2,4.0000008000001605e-08,6,47,12,48,0.057168731433746296
712,2018-06-07 01:15:14.723160,20.0,1.0000000500000025e-06,0,31,12,149,5.644442282222114
713,2018-06-07 01:16:03.285484,10.0,5.000000250000012e-07,1,31,6,138,2.9042446452122324
714,2018-06-07 01:16:37.024057,4.0,2.000000100000005e-07,2,38,15,181,1.6979844848992243
715,2018-06-07 01:17:03.799497,1.0,5.0000002500000126e-08,4,49,3,57,0.1993755099687755
716,2018-06-07 01:17:06.144538,0.02,2.000002000002e-08,9,48,-1,193,0.008512228512228513
717,2018-06-07 01:17:55.568734,10.0,5.000000250000012e-07,2,6,13,229,2.0666211033310553
718,2018-06-07 01:17:57.834941,0.04,4.000004000004e-08,8,34,20,134,0.009716209716209716
719,2018-06-07 01:18:05.191105,0.2,4.0000008000001605e-08,7,45,20,158,0.08884817776963556
720,2018-06-07 01:19:16.951159,20.0,1.0000000500000025e-06,0,36,6,129,4.989089249454462
721,2018-06-07 01:19:19.192157,0.02,2.000002000002e-08,8,31,7,112,0.008308308308308308
722,2018-06-07 01:20:07.295384,10.0,5.000000250000012e-07,1,36,-2,195,3.9691966984598346
723,2018-06-07 01:21:07.584839,20.0,1.0000000500000025e-06,0,19,-2,241,
724,2018-06-07 01:22:38.115676,20.0,1.0000000500000025e-06,0,18,7,210,7.610503380525169
725,2018-06-07 01:23:05.034466,1.0,5.0000002500000126e-08,1,1,22,4,0.4466686723334336
726,2018-06-07 01:23:12.509879,0.2,4.0000008000001605e-08,5,47,9,22,0.05883249176649836
727,2018-06-07 01:23:19.747609,0.4,8.000001600000321e-08,6,29,6,155,0.149327629865526
728,2018-06-07 01:23:21.966651,0.04,4.000004000004e-08,8,21,2,207,0.01438821438821439
729,2018-06-07 01:23:29.546400,0.4,8.000001600000321e-08,6,46,-2,132,0.12884882576976517
730,2018-06-07 01:23:58.404661,2.0,1.0000000500000025e-07,2,20,6,79,0.8378328418916421
731,2018-06-07 01:24:25.053393,1.0,5.0000002500000126e-08,6,23,9,222,0.2056485102824255
732,2018-06-07 01:25:12.992088,10.0,5.000000250000012e-07,2,35,6,205,1.9027835951391796
733,2018-06-07 01:25:46.262651,4.0,2.000000100000005e-07,2,25,-3,145,1.4112682705634136
734,2018-06-07 01:25:48.486322,0.02,2.000002000002e-08,8,19,4,120,0.00882022882022882
735,2018-06-07 01:27:00.523209,20.0,1.0000000500000025e-06,0,28,7,238,8.593532429676621
736,2018-06-07 01:27:34.698651,4.0,2.000000100000005e-07,1,42,10,38,1.1020222551011127
737,2018-06-07 01:28:01.192654,1.0,5.0000002500000126e-08,6,12,19,217,0.2005271100263555
738,2018-06-07 01:28:34.501718,2.0,1.0000000500000025e-07,4,6,12,250,
739,2018-06-07 01:29:03.141659,1.0,5.0000002500000126e-08,3,38,18,70,0.41902197095109855
740,2018-06-07 01:30:14.898132,20.0,1.0000000500000025e-06,0,49,6,235,8.42969442148472
741,2018-06-07 01:30:22.275404,0.2,4.0000008000001605e-08,6,38,18,77,0.08276873655374732
742,2018-06-07 01:30:24.469442,0.02,2.000002000002e-08,8,6,18,84,0.006517046517046518
743,2018-06-07 01:31:12.960248,10.0,5.000000250000012e-07,1,41,1,92,2.08505360425268
744,2018-06-07 01:31:46.528901,4.0,2.000000100000005e-07,2,23,3,163,1.5341460767073039
745,2018-06-07 01:31:48.816367,0.02,2.000002000002e-08,8,49,2,82,0.006389086389086389
746,2018-06-07 01:32:20.591778,1.0,5.0000002500000126e-08,6,47,19,242,
747,2018-06-07 01:32:48.120924,1.0,5.0000002500000126e-08,5,5,15,121,0.20731101036555052
748,2018-06-07 01:32:55.856969,0.4,8.000001600000321e-08,3,14,11,22,0.2142230828446166
749,2018-06-07 01:33:56.162698,20.0,1.0000000500000025e-06,0,14,21,246,
750,2018-06-07 01:34:42.768815,2.0,1.0000000500000025e-07,2,20,9,47,0.5920752296037615
751,2018-06-07 01:35:14.564133,1.0,5.0000002500000126e-08,5,31,0,252,
752,2018-06-07 01:35:22.874316,0.4,8.000001600000321e-08,5,42,14,52,0.10491226098245221
753,2018-06-07 01:35:56.109722,4.0,2.000000100000005e-07,2,25,19,172,1.616065280803264
754,2018-06-07 01:36:03.658902,0.4,8.000001600000321e-08,4,0,8,37,0.14817586963517396
755,2018-06-07 01:37:16.544952,20.0,1.0000000500000025e-06,0,13,15,170,6.299797314989865
756,2018-06-07 01:37:43.151878,1.0,5.0000002500000126e-08,2,26,4,14,0.30535926526796325
757,2018-06-07 01:37:44.248935,0.004,4.000040000400004e-08,8,49,-3,2,0.0012683326833268333
758,2018-06-07 01:38:16.032357,1.0,5.0000002500000126e-08,6,42,12,247,
759,2018-06-07 01:38:18.980704,0.02,2.000002000002e-08,9,50,-1,109,0.005152245152245153
760,2018-06-07 01:38:26.134417,0.4,8.000001600000321e-08,5,50,0,49,0.09979257995851601
761,2018-06-07 01:38:33.319914,0.2,4.0000008000001605e-08,4,36,16,10,0.07649637529927507
762,2018-06-07 01:38:35.429740,0.01,1.000001000001e-08,9,28,-2,91,0.004432334432334433
763,2018-06-07 01:38:42.548454,0.2,4.0000008000001605e-08,7,45,7,97,0.05813061162612233
764,2018-06-07 01:39:54.680642,20.0,1.0000000500000025e-06,0,32,4,238,8.593533429676672
765,2018-06-07 01:39:56.884991,0.04,4.000004000004e-08,8,40,13,201,0.014004214004214005
766,2018-06-07 01:39:59.201456,0.02,2.000002000002e-08,8,15,4,88,0.006772226772226773
767,2018-06-07 01:40:32.805769,4.0,2.000000100000005e-07,2,1,19,142,1.3703082685154135
768,2018-06-07 01:40:59.726138,1.0,5.0000002500000126e-08,4,44,3,100,0.31201466560073327
769,2018-06-07 01:41:06.564071,0.2,4.0000008000001605e-08,5,11,-3,44,0.0946732189346438
770,2018-06-07 01:41:08.717970,0.04,4.000004000004e-08,8,10,7,154,0.010997050997050999
771,2018-06-07 01:41:15.837951,0.2,4.0000008000001605e-08,7,11,11,76,0.04788972957794592
772,2018-06-07 01:41:49.401839,4.0,2.000000100000005e-07,2,38,3,119,1.165510858275543
773,2018-06-07 01:42:23.514950,4.0,2.000000100000005e-07,2,11,4,140,1.3703076685153834
774,2018-06-07 01:42:30.697283,0.2,4.0000008000001605e-08,6,10,20,41,0.05204853040970609
775,2018-06-07 01:43:01.594815,0.4,8.000001600000321e-08,7,16,3,247,
776,2018-06-07 01:43:08.748964,0.2,4.0000008000001605e-08,6,2,11,72,0.07764829552965911
777,2018-06-07 01:43:35.486953,1.0,5.0000002500000126e-08,5,48,14,116,0.1970711098535555
778,2018-06-07 01:44:09.173542,4.0,2.000000100000005e-07,1,23,7,58,1.4296990714849536
779,2018-06-07 01:44:16.192566,0.2,4.0000008000001605e-08,6,24,21,49,0.05717089143417829
780,2018-06-07 01:44:18.382325,0.01,1.000001000001e-08,8,17,16,37,0.003508763508763509
781,2018-06-07 01:44:20.352861,0.01,1.000001000001e-08,8,29,19,45,0.004020324020324021
782,2018-06-07 01:44:22.471942,0.02,2.000002000002e-08,9,47,6,148,0.006712686712686713
783,2018-06-07 01:44:52.224658,2.0,1.0000000500000025e-07,3,1,11,92,0.5214206260710313
784,2018-06-07 01:45:40.200959,10.0,5.000000250000012e-07,1,45,14,214,4.296873214843661
785,2018-06-07 01:45:47.283449,0.1,2.0000004000000802e-08,7,9,16,55,0.03637010727402146
786,2018-06-07 01:46:16.289338,2.0,1.0000000500000025e-07,3,27,0,95,0.5418998270949914
787,2018-06-07 01:46:18.543493,0.04,4.000004000004e-08,8,7,10,180,0.012660212660212661
788,2018-06-07 01:46:25.883829,0.1,2.0000004000000802e-08,5,27,10,8,0.03835272767054554
789,2018-06-07 01:46:28.133557,0.01,1.000001000001e-08,9,50,16,76,0.0038323238323238326
790,2018-06-07 01:47:13.423577,10.0,5.000000250000012e-07,2,28,19,249,
791,2018-06-07 01:47:24.568650,0.02,2.000002000002e-08,9,31,15,146,0.006632286632286633
792,2018-06-07 01:47:53.370452,2.0,1.0000000500000025e-07,1,22,3,12,0.6105071305253565
793,2018-06-07 01:48:22.792346,2.0,1.0000000500000025e-07,4,31,15,238,0.6601709330085467
794,2018-06-07 01:48:30.150011,0.2,4.0000008000001605e-08,4,29,7,8,0.07649725529945108
795,2018-06-07 01:48:37.351236,0.2,4.0000008000001605e-08,5,47,-3,21,0.05883253176650636
796,2018-06-07 01:49:03.601623,1.0,5.0000002500000126e-08,6,13,11,208,0.19284795964239798
797,2018-06-07 01:49:05.980802,0.01,1.000001000001e-08,8,32,6,34,0.0033162733162733164
798,2018-06-07 01:49:13.001037,0.2,4.0000008000001605e-08,4,32,15,10,0.07649641529928307
799,2018-06-07 01:49:15.107863,0.01,1.000001000001e-08,9,20,8,45,0.0025922925922925925
800,2018-06-07 01:50:27.419831,20.0,1.0000000500000025e-06,0,32,7,201,7.446664372333219
801,2018-06-07 01:51:15.676853,10.0,5.000000250000012e-07,2,46,13,212,1.9437435971871797
802,2018-06-07 01:51:49.032137,4.0,2.000000100000005e-07,2,41,-2,204,1.8618226930911348
803,2018-06-07 01:52:37.307053,10.0,5.000000250000012e-07,2,39,7,224,2.025661101283055
804,2018-06-07 01:52:44.716980,0.4,8.000001600000321e-08,7,8,6,230,0.12596778519355706
805,2018-06-07 01:53:18.385312,4.0,2.000000100000005e-07,3,20,22,216,1.0948550547427527
806,2018-06-07 01:53:52.027715,4.0,2.000000100000005e-07,3,21,22,210,1.0538958526947926
807,2018-06-07 01:53:59.115736,0.2,4.0000008000001605e-08,7,43,-3,155,0.08756817751363552
808,2018-06-07 01:55:11.203701,20.0,1.0000000500000025e-06,0,43,21,140,5.316765265838263
809,2018-06-07 01:55:39.584766,2.0,1.0000000500000025e-07,3,50,15,147,0.767177638358882
810,2018-06-07 01:55:46.819783,0.4,8.000001600000321e-08,7,21,11,166,0.09396849879369977
811,2018-06-07 01:56:13.426254,1.0,5.0000002500000126e-08,5,48,-2,193,0.30971011548550575
812,2018-06-07 01:56:39.444011,1.0,5.0000002500000126e-08,4,2,-1,79,0.26081501304075067
813,2018-06-07 01:57:13.514718,4.0,2.000000100000005e-07,0,49,9,26,1.7123204856160243
814,2018-06-07 01:58:02.041652,10.0,5.000000250000012e-07,0,11,15,45,2.2038356101917804
815,2018-06-07 01:58:09.454516,0.1,2.0000004000000802e-08,7,0,5,26,0.022289384457876895
816,2018-06-07 01:58:11.698176,0.01,1.000001000001e-08,8,22,7,41,0.0037651937651937656
817,2018-06-07 01:58:37.027547,1.0,5.0000002500000126e-08,4,2,7,62,0.20961501048075054
818,2018-06-07 01:58:39.362442,0.02,2.000002000002e-08,8,26,15,109,0.008116928116928117
819,2018-06-07 01:59:08.190749,2.0,1.0000000500000025e-07,3,24,0,162,0.8490992424549622
820,2018-06-07 01:59:10.303143,0.01,1.000001000001e-08,9,35,15,56,0.0030342730342730346
821,2018-06-07 01:59:39.366969,2.0,1.0000000500000025e-07,2,32,0,52,0.6330348316517416
822,2018-06-07 02:00:13.372769,4.0,2.000000100000005e-07,2,38,3,99,1.0016712500835625
823,2018-06-07 02:00:42.002830,2.0,1.0000000500000025e-07,3,33,15,86,0.5009412250470613
824,2018-06-07 02:01:08.398567,1.0,5.0000002500000126e-08,5,5,3,220,0.3506696675334834
825,2018-06-07 02:01:15.342282,0.2,4.0000008000001605e-08,7,0,8,117,0.06836837367367474
826,2018-06-07 02:01:50.326256,4.0,2.000000100000005e-07,3,43,9,238,1.197253259862663
827,2018-06-07 02:02:17.740981,1.0,5.0000002500000126e-08,4,13,-1,128,0.38369336918466845
828,2018-06-07 02:02:19.819114,0.01,1.000001000001e-08,9,26,11,35,0.0021942121942121946
829,2018-06-07 02:02:27.486876,0.4,8.000001600000321e-08,3,7,17,15,0.17326371465274296
830,2018-06-07 02:02:34.534520,0.2,4.0000008000001605e-08,6,0,-3,62,0.0699693339938668
831,2018-06-07 02:03:01.124780,1.0,5.0000002500000126e-08,6,45,17,230,0.21332701066635054
832,2018-06-07 02:03:09.186276,0.4,8.000001600000321e-08,5,6,11,83,0.15099163019832607
833,2018-06-07 02:03:37.789302,2.0,1.0000000500000025e-07,3,5,12,111,0.6033392301669616
834,2018-06-07 02:03:45.029952,0.4,8.000001600000321e-08,6,14,19,182,0.1723685144737029
835,2018-06-07 02:04:56.964135,20.0,1.0000000500000025e-06,0,20,16,220,7.938180396909019
836,2018-06-07 02:05:30.987297,4.0,2.000000100000005e-07,3,10,0,239,1.197253459862673
837,2018-06-07 02:05:33.147398,0.02,2.000002000002e-08,8,16,17,89,0.006837466837466838
838,2018-06-07 02:05:59.480198,1.0,5.0000002500000126e-08,4,15,22,111,0.3427338171366909
