sample,time,window,precision,modulation,band,power,payload,tx2txdone
1665,2018-06-07 07:38:11.894206,0.2,4.0000008000001605e-08,6,33,11,53,0.0622883724576745
1666,2018-06-07 07:38:38.142469,1.0,5.0000002500000126e-08,5,18,15,234,0.37114936855746844
1667,2018-06-07 07:39:07.414769,2.0,1.0000000500000025e-07,3,43,15,178,0.9105364455268223
1668,2018-06-07 07:39:14.701910,0.4,8.000001600000321e-08,5,45,12,61,0.11515314303062862
1669,2018-06-07 07:39:47.976367,4.0,2.000000100000005e-07,2,37,5,105,1.0835904541795227
1670,2018-06-07 07:39:50.331528,0.02,2.000002000002e-08,9,36,16,122,0.005672725672725673
1671,2018-06-07 07:39:57.724066,0.4,8.000001600000321e-08,5,38,-2,86,0.15611243122248628
1672,2018-06-07 07:39:59.884585,0.02,2.000002000002e-08,8,0,17,108,0.008052248052248053
1673,2018-06-07 07:40:07.642277,0.2,4.0000008000001605e-08,6,46,0,65,0.07252833450566691
1674,2018-06-07 07:40:36.593757,2.0,1.0000000500000025e-07,4,26,2,210,0.5884917294245865
1675,2018-06-07 07:41:03.464660,1.0,5.0000002500000126e-08,5,32,14,141,0.23291176164558808
1676,2018-06-07 07:41:50.853444,10.0,5.000000250000012e-07,1,20,17,126,2.6584871329243565
1677,2018-06-07 07:42:23.835657,4.0,2.000000100000005e-07,2,2,3,105,1.0835910541795528
1678,2018-06-07 07:42:53.191489,2.0,1.0000000500000025e-07,2,20,22,83,0.8787934439396722
1679,2018-06-07 07:43:41.571525,10.0,5.000000250000012e-07,0,45,10,48,2.367674118383706
1680,2018-06-07 07:44:15.047087,4.0,2.000000100000005e-07,2,39,19,200,1.8618226930911348
1681,2018-06-07 07:45:27.392715,20.0,1.0000000500000025e-06,0,8,15,217,7.938180396909019
1682,2018-06-07 07:45:29.598648,0.01,1.000001000001e-08,9,15,11,75,0.0037922837922837924
1683,2018-06-07 07:45:36.886423,0.2,4.0000008000001605e-08,7,13,22,114,0.06708941341788269
1684,2018-06-07 07:45:44.111275,0.4,8.000001600000321e-08,7,30,21,229,0.12596794519358906
1685,2018-06-07 07:46:13.460439,2.0,1.0000000500000025e-07,3,6,2,162,0.8490966424548322
1686,2018-06-07 07:46:39.654278,1.0,5.0000002500000126e-08,4,8,19,127,0.383693319184666
1687,2018-06-07 07:47:27.829120,10.0,5.000000250000012e-07,0,6,19,116,4.661411733070587
1688,2018-06-07 07:47:56.422170,2.0,1.0000000500000025e-07,4,15,9,179,0.5168128258406413
1689,2018-06-07 07:48:22.949657,1.0,5.0000002500000126e-08,5,6,20,177,0.2892302144615107
1690,2018-06-07 07:48:52.402491,2.0,1.0000000500000025e-07,2,44,6,43,0.5511169275558464
1691,2018-06-07 07:50:04.859509,20.0,1.0000000500000025e-06,0,7,10,195,7.1189873559493675
1692,2018-06-07 07:51:16.436677,20.0,1.0000000500000025e-06,0,9,8,168,6.299796314989815
1693,2018-06-07 07:51:52.775287,4.0,2.000000100000005e-07,3,25,0,253,
1694,2018-06-07 07:53:08.590646,20.0,1.0000000500000025e-06,0,50,8,181,6.791310339565516
1695,2018-06-07 07:53:56.142179,10.0,5.000000250000012e-07,1,50,-1,92,2.0850526042526303
1696,2018-06-07 07:54:44.179889,10.0,5.000000250000012e-07,2,19,17,239,2.14854060742703
1697,2018-06-07 07:55:56.304194,20.0,1.0000000500000025e-06,0,31,4,133,5.152926257646313
1698,2018-06-07 07:55:58.506798,0.02,2.000002000002e-08,9,46,11,181,0.008032828032828034
1699,2018-06-07 07:56:32.149062,4.0,2.000000100000005e-07,2,11,17,154,1.4522272726113636
1700,2018-06-07 07:56:58.539130,1.0,5.0000002500000126e-08,5,9,-1,190,0.3045912152295608
1701,2018-06-07 07:57:06.247796,0.4,8.000001600000321e-08,6,0,18,107,0.10836930167386034
1702,2018-06-07 07:57:08.326445,0.01,1.000001000001e-08,8,16,21,31,0.0031243231243231247
1703,2018-06-07 07:57:15.600134,0.4,8.000001600000321e-08,6,17,4,135,0.13140874628174928
1704,2018-06-07 07:57:44.551851,2.0,1.0000000500000025e-07,3,36,19,175,0.9105373455268673
1705,2018-06-07 07:57:52.161479,0.4,8.000001600000321e-08,6,2,2,101,0.10324858064971615
1706,2018-06-07 07:57:59.686916,0.4,8.000001600000321e-08,5,11,6,90,0.16123379224675846
1707,2018-06-07 07:58:28.151356,2.0,1.0000000500000025e-07,3,37,20,117,0.6442999322149966
1708,2018-06-07 07:59:02.006916,4.0,2.000000100000005e-07,2,5,19,170,1.6160654808032742
1709,2018-06-07 07:59:09.597675,0.4,8.000001600000321e-08,6,33,-3,155,0.14932882986576598
1710,2018-06-07 07:59:11.771700,0.02,2.000002000002e-08,9,8,21,125,0.005792325792325793
1711,2018-06-07 07:59:59.795458,10.0,5.000000250000012e-07,1,4,19,107,2.3308101165405057
1712,2018-06-07 08:00:02.119962,0.02,2.000002000002e-08,8,40,9,85,0.006580266580266581
1713,2018-06-07 08:00:28.686983,1.0,5.0000002500000126e-08,4,33,-2,84,0.27105516355275816
1714,2018-06-07 08:00:54.847802,1.0,5.0000002500000126e-08,5,50,17,148,0.24315066215753312
1715,2018-06-07 08:00:57.047835,0.02,2.000002000002e-08,8,25,4,94,0.007156287156287157
1716,2018-06-07 08:01:35.992025,4.0,2.000000100000005e-07,2,32,19,121,1.2064694603234731
1717,2018-06-07 08:02:02.593673,1.0,5.0000002500000126e-08,3,17,18,58,0.37806136890306846
1718,2018-06-07 08:02:37.226634,4.0,2.000000100000005e-07,3,19,15,203,1.0334150516707525
1719,2018-06-07 08:03:48.521593,20.0,1.0000000500000025e-06,0,42,-3,229,8.26585641329282
1720,2018-06-07 08:04:36.934816,10.0,5.000000250000012e-07,1,47,11,151,3.1500026575001328
1721,2018-06-07 08:05:03.763253,1.0,5.0000002500000126e-08,1,8,16,4,0.4466693223334661
1722,2018-06-07 08:05:32.511851,2.0,1.0000000500000025e-07,3,11,13,182,0.9310176465508824
1723,2018-06-07 08:05:34.657678,0.02,2.000002000002e-08,9,39,22,101,0.004832324832324833
1724,2018-06-07 08:06:06.448048,1.0,5.0000002500000126e-08,5,29,20,250,
1725,2018-06-07 08:06:09.626656,0.04,4.000004000004e-08,8,6,11,129,0.009396569396569398
1726,2018-06-07 08:06:36.159162,1.0,5.0000002500000126e-08,5,17,8,211,0.33530976676548835
1727,2018-06-07 08:07:05.102196,2.0,1.0000000500000025e-07,3,11,2,169,0.8695783434789172
1728,2018-06-07 08:07:12.145835,0.1,2.0000004000000802e-08,7,41,16,23,0.01973054394610879
1729,2018-06-07 08:07:19.474722,0.2,4.0000008000001605e-08,7,50,22,142,0.08116817623363526
1730,2018-06-07 08:07:26.990432,0.4,8.000001600000321e-08,6,8,0,102,0.10324810064962014
1731,2018-06-07 08:07:29.346728,0.04,4.000004000004e-08,8,50,22,196,0.013685373685373686
1732,2018-06-07 08:07:36.540145,0.2,4.0000008000001605e-08,4,13,1,15,0.0969762993952599
1733,2018-06-07 08:07:38.794814,0.04,4.000004000004e-08,8,19,19,211,0.014644654644654646
1734,2018-06-07 08:08:05.710548,1.0,5.0000002500000126e-08,5,49,15,115,0.197071159853558
1735,2018-06-07 08:09:17.728329,20.0,1.0000000500000025e-06,0,16,5,150,5.644442282222114
1736,2018-06-07 08:09:44.635857,1.0,5.0000002500000126e-08,5,16,10,229,0.3609095180454759
1737,2018-06-07 08:09:52.251688,0.4,8.000001600000321e-08,4,28,-2,26,0.11745642349128471
1738,2018-06-07 08:10:21.336688,2.0,1.0000000500000025e-07,4,47,17,170,0.48609322430466123
1739,2018-06-07 08:10:48.659019,1.0,5.0000002500000126e-08,3,23,8,57,0.3575816178790809
1740,2018-06-07 08:11:36.827723,10.0,5.000000250000012e-07,1,51,20,142,2.986164149308207
1741,2018-06-07 08:11:38.971345,0.02,2.000002000002e-08,9,42,8,118,0.005512305512305513
1742,2018-06-07 08:11:46.212931,0.4,8.000001600000321e-08,7,42,22,171,0.09652817930563587
1743,2018-06-07 08:11:53.445053,0.2,4.0000008000001605e-08,7,17,14,157,0.08884817776963556
1744,2018-06-07 08:12:41.831521,10.0,5.000000250000012e-07,1,44,17,166,3.395760169788008
1745,2018-06-07 08:12:49.351789,0.4,8.000001600000321e-08,6,44,4,96,0.09812881962576393
1746,2018-06-07 08:13:18.072074,2.0,1.0000000500000025e-07,2,10,20,86,0.9197534459876723
1747,2018-06-07 08:13:51.401979,2.0,1.0000000500000025e-07,4,34,18,248,
1748,2018-06-07 08:15:05.615409,20.0,1.0000000500000025e-06,0,18,17,177,6.627471331373567
1749,2018-06-07 08:15:36.536191,0.4,8.000001600000321e-08,7,33,19,242,
1750,2018-06-07 08:16:10.209467,4.0,2.000000100000005e-07,1,4,21,58,1.4296990714849536
1751,2018-06-07 08:16:17.430449,0.4,8.000001600000321e-08,5,16,14,84,0.15099163019832607
1752,2018-06-07 08:17:05.240847,10.0,5.000000250000012e-07,1,35,12,192,3.8872766943638344
1753,2018-06-07 08:17:39.577929,4.0,2.000000100000005e-07,3,38,14,201,1.0129352506467626
1754,2018-06-07 08:18:06.010858,1.0,5.0000002500000126e-08,5,27,-2,135,0.22779086138954308
1755,2018-06-07 08:18:40.242651,4.0,2.000000100000005e-07,1,29,14,71,1.6754566837728342
1756,2018-06-07 08:18:42.442691,0.01,1.000001000001e-08,9,13,20,68,0.0035122035122035124
1757,2018-06-07 08:19:16.121505,4.0,2.000000100000005e-07,0,24,5,40,2.039997701999885
1758,2018-06-07 08:19:18.233153,0.01,1.000001000001e-08,8,9,0,23,0.0026137026137026138
1759,2018-06-07 08:19:44.772700,1.0,5.0000002500000126e-08,5,25,5,197,0.3148310657415533
1760,2018-06-07 08:20:32.560791,10.0,5.000000250000012e-07,1,14,1,141,2.9861636493081822
1761,2018-06-07 08:21:04.381522,1.0,5.0000002500000126e-08,6,19,6,244,
1762,2018-06-07 08:21:52.862705,10.0,5.000000250000012e-07,1,51,19,231,4.624548731227437
1763,2018-06-07 08:22:21.545263,2.0,1.0000000500000025e-07,3,21,8,158,0.8286169414308471
1764,2018-06-07 08:22:23.759864,0.01,1.000001000001e-08,9,12,12,54,0.0029522529522529525
1765,2018-06-07 08:22:56.866748,4.0,2.000000100000005e-07,2,9,20,185,1.7389450869472545
1766,2018-06-07 08:23:44.926967,10.0,5.000000250000012e-07,1,20,18,147,3.0680841534042074
1767,2018-06-07 08:24:11.807891,1.0,5.0000002500000126e-08,5,46,19,212,0.34043016702150836
1768,2018-06-07 08:24:13.016868,0.004,4.000040000400004e-08,9,25,19,27,0.00187329873298733
1769,2018-06-07 08:24:15.172014,0.02,2.000002000002e-08,9,9,0,193,0.008512288512288513
1770,2018-06-07 08:24:22.481097,0.2,4.0000008000001605e-08,7,43,-1,113,0.06580893316178664
1771,2018-06-07 08:24:48.726534,1.0,5.0000002500000126e-08,4,36,19,78,0.2505751625287581
1772,2018-06-07 08:24:50.910724,0.01,1.000001000001e-08,9,39,3,46,0.0026322826322826326
1773,2018-06-07 08:25:38.781231,10.0,5.000000250000012e-07,1,29,12,117,2.4946486247324313
1774,2018-06-07 08:26:07.109774,2.0,1.0000000500000025e-07,4,1,18,173,0.49633212481660627
1775,2018-06-07 08:26:55.721819,10.0,5.000000250000012e-07,1,43,8,132,2.822325641116282
1776,2018-06-07 08:26:57.969695,0.04,4.000004000004e-08,8,24,21,217,0.01502817502817503
1777,2018-06-07 08:27:00.341778,0.02,2.000002000002e-08,9,27,-2,178,0.007912947912947913
1778,2018-06-07 08:27:07.593915,0.1,2.0000004000000802e-08,7,7,3,23,0.019728783945756792
1779,2018-06-07 08:27:34.087296,1.0,5.0000002500000126e-08,5,8,10,200,0.3199506659975333
1780,2018-06-07 08:28:03.686347,2.0,1.0000000500000025e-07,4,17,8,180,0.5168121258406063
1781,2018-06-07 08:28:36.847809,4.0,2.000000100000005e-07,1,3,22,42,1.183941459197073
1782,2018-06-07 08:29:03.719071,1.0,5.0000002500000126e-08,4,1,4,145,0.4246538212326911
1783,2018-06-07 08:29:11.135971,0.4,8.000001600000321e-08,5,18,20,82,0.14587250917450184
1784,2018-06-07 08:29:44.472429,4.0,2.000000100000005e-07,2,12,1,188,1.7389460869473043
1785,2018-06-07 08:30:13.574367,2.0,1.0000000500000025e-07,1,29,14,11,0.6105070305253515
1786,2018-06-07 08:30:42.632671,2.0,1.0000000500000025e-07,2,28,1,61,0.7149539357476968
1787,2018-06-07 08:30:49.758077,0.4,8.000001600000321e-08,7,35,10,193,0.10677042135408428
1788,2018-06-07 08:31:16.005122,1.0,5.0000002500000126e-08,2,18,19,36,0.5101560255078013
1789,2018-06-07 08:31:49.908603,4.0,2.000000100000005e-07,3,0,14,232,1.156294057814703
1790,2018-06-07 08:32:23.874108,4.0,2.000000100000005e-07,1,5,14,68,1.6754566837728342
1791,2018-06-07 08:32:56.938731,4.0,2.000000100000005e-07,2,42,20,163,1.534147476707374
1792,2018-06-07 08:33:03.790225,0.1,2.0000004000000802e-08,7,4,19,55,0.03636870727374146
1793,2018-06-07 08:33:11.194532,0.4,8.000001600000321e-08,7,48,19,201,0.11188794237758849
1794,2018-06-07 08:33:37.429544,1.0,5.0000002500000126e-08,5,18,6,217,0.3455495672774784
1795,2018-06-07 08:33:39.587684,0.04,4.000004000004e-08,8,45,3,218,0.015093655093655095
1796,2018-06-07 08:34:06.356995,1.0,5.0000002500000126e-08,5,1,22,218,0.3455506172775309
1797,2018-06-07 08:35:18.164119,20.0,1.0000000500000025e-06,0,25,17,185,6.791310339565516
1798,2018-06-07 08:36:30.215997,20.0,1.0000000500000025e-06,0,28,3,143,5.480603274030163
1799,2018-06-07 08:36:37.713634,0.2,4.0000008000001605e-08,6,8,-1,50,0.059728491945698396
1800,2018-06-07 08:36:39.931614,0.04,4.000004000004e-08,8,8,11,170,0.01202061202061202
1801,2018-06-07 08:37:06.553003,1.0,5.0000002500000126e-08,4,9,13,150,0.4348935717446786
1802,2018-06-07 08:37:40.787095,4.0,2.000000100000005e-07,2,36,19,109,1.0835904541795227
1803,2018-06-07 08:38:07.580364,1.0,5.0000002500000126e-08,4,3,-3,159,0.4656128232806412
1804,2018-06-07 08:38:36.087321,2.0,1.0000000500000025e-07,1,5,11,23,0.8562645428132272
1805,2018-06-07 08:38:43.628862,0.4,8.000001600000321e-08,6,35,2,172,0.1621290724258145
1806,2018-06-07 08:39:15.433114,1.0,5.0000002500000126e-08,5,12,14,249,
1807,2018-06-07 08:39:17.563637,0.004,4.000040000400004e-08,9,12,8,17,0.0014744947449474497
1808,2018-06-07 08:39:24.881073,0.4,8.000001600000321e-08,5,34,-2,62,0.12027402405480482
1809,2018-06-07 08:39:32.112844,0.4,8.000001600000321e-08,5,32,13,54,0.10491210098242021
1810,2018-06-07 08:40:20.394048,10.0,5.000000250000012e-07,1,16,12,165,3.3957591697879583
1811,2018-06-07 08:40:53.569502,4.0,2.000000100000005e-07,1,46,8,73,1.7573762878688144
1812,2018-06-07 08:40:55.682970,0.01,1.000001000001e-08,8,7,15,27,0.0028682928682928683
1813,2018-06-07 08:40:56.779318,0.004,4.000040000400004e-08,9,18,21,25,0.0017926979269792698
1814,2018-06-07 08:41:04.109924,0.2,4.0000008000001605e-08,3,37,18,3,0.11182394236478849
1815,2018-06-07 08:41:35.011383,0.4,8.000001600000321e-08,7,14,18,244,
1816,2018-06-07 08:41:42.449274,0.4,8.000001600000321e-08,7,45,2,169,0.09525001905000383
1817,2018-06-07 08:41:50.516105,0.4,8.000001600000321e-08,7,44,18,234,0.12852802570560515
1818,2018-06-07 08:43:02.378826,20.0,1.0000000500000025e-06,0,18,17,124,4.825249241262462
1819,2018-06-07 08:43:28.970270,1.0,5.0000002500000126e-08,3,8,18,44,0.2961421148071057
1820,2018-06-07 08:43:36.162007,0.2,4.0000008000001605e-08,6,49,17,66,0.07252833450566691
1821,2018-06-07 08:44:48.254495,20.0,1.0000000500000025e-06,0,33,6,198,7.282824364141218
1822,2018-06-07 08:44:50.414865,0.04,4.000004000004e-08,8,49,15,155,0.011060331060331061
1823,2018-06-07 08:44:52.780896,0.04,4.000004000004e-08,8,26,0,220,0.015220095220095221
1824,2018-06-07 08:46:05.391052,20.0,1.0000000500000025e-06,0,19,6,178,6.627471331373567
1825,2018-06-07 08:46:33.920271,2.0,1.0000000500000025e-07,3,1,15,156,0.808138140406907
1826,2018-06-07 08:47:07.137225,4.0,2.000000100000005e-07,1,47,18,76,1.7573766878688344
1827,2018-06-07 08:47:09.338923,0.02,2.000002000002e-08,8,51,14,70,0.005620285620285621
1828,2018-06-07 08:47:11.592032,0.02,2.000002000002e-08,9,5,22,145,0.0065922465922465924
1829,2018-06-07 08:47:37.893041,1.0,5.0000002500000126e-08,4,51,16,146,0.42465357123267855
1830,2018-06-07 08:48:04.331567,1.0,5.0000002500000126e-08,4,49,18,115,0.3529735176486759
1831,2018-06-07 08:48:11.740084,0.2,4.0000008000001605e-08,6,45,17,73,0.07764821552964311
1832,2018-06-07 08:49:23.387020,20.0,1.0000000500000025e-06,0,4,-1,163,6.135956306797815
1833,2018-06-07 08:49:25.588663,0.01,1.000001000001e-08,8,10,12,49,0.004277854277854278
1834,2018-06-07 08:49:52.070106,1.0,5.0000002500000126e-08,3,48,20,33,0.2551824127591206
1835,2018-06-07 08:50:23.001548,0.4,8.000001600000321e-08,7,34,3,248,
1836,2018-06-07 08:50:49.786148,1.0,5.0000002500000126e-08,5,8,4,196,0.31482981574149077
1837,2018-06-07 08:51:20.717762,0.04,4.000004000004e-08,9,1,9,242,
1838,2018-06-07 08:51:47.700588,1.0,5.0000002500000126e-08,2,13,10,30,0.4691978234598912
1839,2018-06-07 08:52:35.549070,10.0,5.000000250000012e-07,1,38,17,107,2.3308111165405556
1840,2018-06-07 08:52:42.860032,0.4,8.000001600000321e-08,5,10,9,54,0.10491274098254821
1841,2018-06-07 08:52:44.985627,0.04,4.000004000004e-08,8,27,14,139,0.010036570036570037
1842,2018-06-07 08:52:47.235853,0.02,2.000002000002e-08,9,36,-1,133,0.0061129861129861135
1843,2018-06-07 08:53:13.543788,1.0,5.0000002500000126e-08,4,17,1,114,0.34273356713667835
1844,2018-06-07 08:53:42.390380,2.0,1.0000000500000025e-07,1,27,3,26,0.8562644428132221
1845,2018-06-07 08:54:15.944955,4.0,2.000000100000005e-07,3,27,2,237,1.176773258838663
1846,2018-06-07 08:54:49.339748,4.0,2.000000100000005e-07,0,21,9,11,1.220804861040243
1847,2018-06-07 08:55:34.660887,10.0,5.000000250000012e-07,2,51,2,248,
1848,2018-06-07 08:55:51.161581,0.4,8.000001600000321e-08,5,48,11,84,0.15099155019831006
1849,2018-06-07 08:55:58.116974,0.2,4.0000008000001605e-08,6,2,0,57,0.0648483329696666
1850,2018-06-07 08:57:10.271987,20.0,1.0000000500000025e-06,0,47,11,164,6.135957306797865
1851,2018-06-07 08:57:43.941250,4.0,2.000000100000005e-07,2,7,22,193,1.7799032889951645
1852,2018-06-07 08:58:17.819368,4.0,2.000000100000005e-07,1,47,3,81,1.8392960919648047
1853,2018-06-07 08:58:24.520359,0.1,2.0000004000000802e-08,7,34,19,44,0.031250466250093256
1854,2018-06-07 08:58:31.800158,0.4,8.000001600000321e-08,7,44,0,237,0.1298077059615412
1855,2018-06-07 08:58:33.898343,0.01,1.000001000001e-08,9,0,21,46,0.0026322626322626322
1856,2018-06-07 08:58:36.132163,0.04,4.000004000004e-08,8,33,5,140,0.010100250100250101
1857,2018-06-07 08:59:09.305846,4.0,2.000000100000005e-07,0,35,19,15,1.220804661040233
1858,2018-06-07 08:59:16.831794,0.4,8.000001600000321e-08,7,29,3,217,0.1195678639135728
1859,2018-06-07 08:59:24.290026,0.4,8.000001600000321e-08,5,17,18,52,0.10491298098259622
1860,2018-06-07 08:59:58.238521,4.0,2.000000100000005e-07,3,22,15,192,0.9719762485988125
1861,2018-06-07 09:00:25.193556,1.0,5.0000002500000126e-08,4,6,15,147,0.4348926717446336
1862,2018-06-07 09:00:27.383909,0.02,2.000002000002e-08,8,41,16,79,0.006196246196246196
1863,2018-06-07 09:00:59.183893,1.0,5.0000002500000126e-08,6,28,5,241,
1864,2018-06-07 09:01:07.663661,0.4,8.000001600000321e-08,5,11,1,75,0.13563242712648543
1865,2018-06-07 09:01:08.843003,0.004,4.000040000400004e-08,8,27,13,11,0.001844778447784478
1866,2018-06-07 09:01:15.872308,0.2,4.0000008000001605e-08,6,25,12,62,0.06997001399400281
1867,2018-06-07 09:01:23.397534,0.4,8.000001600000321e-08,5,45,10,99,0.17147139429427888
1868,2018-06-07 09:01:25.583587,0.01,1.000001000001e-08,8,18,8,19,0.0023563323563323565
1869,2018-06-07 09:02:37.099569,20.0,1.0000000500000025e-06,0,26,16,128,4.9890872494543625
1870,2018-06-07 09:02:39.322397,0.01,1.000001000001e-08,9,10,16,73,0.003713163713163713
1871,2018-06-07 09:03:08.181929,2.0,1.0000000500000025e-07,3,10,17,167,0.8695772434788622
1872,2018-06-07 09:03:34.965511,1.0,5.0000002500000126e-08,4,20,22,86,0.27105446355272317
1873,2018-06-07 09:03:42.134172,0.2,4.0000008000001605e-08,5,6,-1,30,0.07419225483845097
1874,2018-06-07 09:04:30.252804,10.0,5.000000250000012e-07,1,21,10,197,3.96919419845971
1875,2018-06-07 09:04:37.660553,0.2,4.0000008000001605e-08,5,26,22,35,0.07931233586246718
1876,2018-06-07 09:04:44.768243,0.1,2.0000004000000802e-08,7,1,6,41,0.029968745993749202
1877,2018-06-07 09:04:52.298736,0.4,8.000001600000321e-08,3,14,20,21,0.19374443874888778
1878,2018-06-07 09:04:59.357942,0.2,4.0000008000001605e-08,6,41,11,82,0.08532821706564342
1879,2018-06-07 09:05:01.489234,0.01,1.000001000001e-08,9,22,5,58,0.0031121831121831123
