sample,time,window,precision,modulation,band,preamble,offset_1,offset_2,valid
423,00:00.0,0.2,2.00E-05,3,18,4,21950,433799,False
424,00:00.0,4,4.00E-05,0,26,10,1824775,9900172,True
425,00:00.0,0.4,4.00E-05,3,4,10,979622,2039711,False
426,00:00.0,0.2,2.00E-05,4,4,5,85603,394846,False
427,00:00.0,0.1,1.00E-05,7,34,7,35719,95404,True
428,00:00.0,0.1,1.00E-05,6,21,7,125260,258492,False
429,00:00.0,1,1.00E-05,2,9,10,1432494,3347270,True
430,00:00.0,1,1.00E-05,1,27,12,1713908,4061363,True
431,00:00.0,0.4,4.00E-05,3,21,12,170134,755491,False
432,00:00.0,2,2.00E-05,1,11,11,4233657,8644136,False
433,00:00.0,2,2.00E-05,1,42,12,3736379,8148500,False
434,00:00.0,0.2,2.00E-05,4,5,4,160565,481608,True
435,00:00.0,2,2.00E-05,0,6,8,1109341,6296396,False
436,00:00.0,0.04,4.00E-05,8,46,2,604,2493,False
437,00:00.0,0.1,1.00E-05,5,33,7,159654,367821,True
438,00:00.0,0.1,1.00E-05,5,33,3,87968,183809,True
439,00:00.0,0.04,4.00E-05,7,11,7,35479,71754,True
440,00:00.0,0.04,4.00E-05,8,23,2,564,2331,False
441,00:00.0,0.1,1.00E-05,6,0,9,47042,158373,True
442,00:00.0,1,1.00E-05,1,2,4,1072734,3164656,True
443,00:00.0,0.1,1.00E-05,6,51,8,15219,53213,False
444,00:00.0,4,4.00E-05,0,23,9,8354201,16978851,False
445,00:00.0,0.04,4.00E-05,8,7,10,10893,23248,False
446,00:00.0,0.04,4.00E-05,9,42,3,257,2480,False
447,00:00.0,0.04,4.00E-05,7,18,4,44733,94593,True
448,00:00.0,0.1,1.00E-05,6,31,12,38191,138341,True
449,00:00.0,1,1.00E-05,1,51,3,2218568,4448235,False
450,00:00.0,2,2.00E-05,0,6,4,4982613,10279839,False
451,00:00.0,0.04,4.00E-05,7,37,4,30958,78267,True
452,00:00.0,0.04,4.00E-05,8,24,4,2043,6742,True
453,00:00.0,0.1,1.00E-05,6,17,3,48685,114345,True
454,00:00.0,1,1.00E-05,1,7,5,674338,3368906,False
455,00:00.0,4,4.00E-05,0,20,9,4622757,11687033,True
456,00:00.0,0.1,1.00E-05,4,24,4,22477,141633,False
457,00:00.0,0.1,1.00E-05,5,9,6,98607,211117,True
458,00:00.0,0.1,1.00E-05,7,19,7,66560,133654,False
459,00:00.0,0.04,4.00E-05,8,0,5,1279,3246,True
460,00:00.0,0.1,1.00E-05,6,30,10,55230,126420,True
461,00:00.0,0.1,1.00E-05,5,3,5,150250,313075,True
462,00:00.0,4,4.00E-05,0,4,12,8108191,17240533,False
463,00:00.0,0.2,2.00E-05,4,21,10,197461,459621,True
464,00:00.0,0.04,4.00E-05,8,37,4,997,2075,True
465,00:00.0,0.2,2.00E-05,4,13,12,45166,566182,False
466,00:00.0,0.04,4.00E-05,8,50,8,8230,16879,True
467,00:00.0,1,1.00E-05,1,14,7,464692,3124901,False
468,00:00.0,0.04,4.00E-05,7,22,11,6904,68460,True
469,00:00.0,0.1,1.00E-05,4,3,5,41961,93861,False
470,00:00.0,0.1,1.00E-05,6,28,7,16630,130124,True
471,00:00.0,0.04,4.00E-05,7,32,3,4135,43010,True
472,00:00.0,4,4.00E-05,0,20,6,6273071,12668970,False
473,00:00.0,0.4,4.00E-05,3,10,10,506261,1577415,True
474,00:00.0,0.2,2.00E-05,3,32,4,151635,377915,False
475,00:00.0,0.4,4.00E-05,2,37,9,68630,348809,False
476,00:00.0,1,1.00E-05,1,28,6,604233,3844181,False
477,00:00.0,0.04,4.00E-05,7,22,7,24306,84538,True
478,00:00.0,0.1,1.00E-05,6,27,8,112157,237039,True
479,00:00.0,1,1.00E-05,1,33,7,391057,1801942,False
480,00:00.0,2,2.00E-05,0,33,4,787888,5676347,False
481,00:00.0,1,1.00E-05,1,8,7,361792,1517581,False
482,00:00.0,0.04,4.00E-05,9,51,3,1556,3564,True
483,00:00.0,1,1.00E-05,1,18,4,1242690,2871201,True
484,00:00.0,0.04,4.00E-05,9,1,7,3650,7881,True
485,00:00.0,0.04,4.00E-05,7,51,9,38114,79770,True
486,00:00.0,0.04,4.00E-05,8,12,9,9014,19021,False
487,00:00.0,0.04,4.00E-05,6,22,3,5703,15112,True
488,00:00.0,0.2,2.00E-05,2,46,4,187740,384483,False
489,00:00.0,1,1.00E-05,2,5,4,1095486,2393735,True
490,00:00.0,0.1,1.00E-05,6,17,12,45175,174808,True
491,00:00.0,0.04,4.00E-05,8,0,2,972,3515,True
492,00:00.0,0.04,4.00E-05,9,15,10,813,3554,True
493,00:00.0,1,1.00E-05,2,25,5,956314,2265783,True
494,00:00.0,0.1,1.00E-05,6,8,4,93620,191498,True
495,00:00.0,0.04,4.00E-05,8,50,7,514,6300,True
496,00:00.0,0.1,1.00E-05,7,28,8,69565,140881,False
497,00:00.0,4,4.00E-05,0,40,11,4078326,10096685,True
498,00:00.0,0.04,4.00E-05,9,42,3,2143,4507,True
499,00:00.0,1,1.00E-05,2,32,9,191626,1912277,False
500,00:00.0,0.04,4.00E-05,8,42,5,4084,9071,True
501,00:00.0,0.04,4.00E-05,8,9,9,8028,16813,True
502,00:00.0,1,1.00E-05,1,26,5,1302455,2768545,True
503,00:00.0,0.1,1.00E-05,5,49,10,122826,396643,True
504,00:00.0,1,1.00E-05,1,41,6,1613683,3813606,True
505,00:00.0,0.04,4.00E-05,8,12,4,2684,5617,True
506,00:00.0,0.1,1.00E-05,5,21,9,38288,174417,False
507,00:00.0,0.4,4.00E-05,2,13,3,379595,1141365,False
508,00:00.0,0.04,4.00E-05,8,40,6,2226,9382,True
509,00:00.0,0.4,4.00E-05,2,40,5,531708,1273272,True
510,00:00.0,2,2.00E-05,1,51,10,2493019,5588472,True
511,00:00.0,1,1.00E-05,1,44,11,442768,1486931,False
512,00:00.0,4,4.00E-05,0,32,7,6502520,13456655,False
513,00:00.0,0.1,1.00E-05,6,4,10,65183,146175,True
514,00:00.0,0.1,1.00E-05,7,27,7,66071,133872,False
515,00:00.0,0.04,4.00E-05,9,10,7,4170,8604,True
516,00:00.0,0.4,4.00E-05,2,28,11,442241,1168227,False
517,00:00.0,0.1,1.00E-05,6,6,3,59474,151435,True
518,00:00.0,0.1,1.00E-05,5,15,3,50754,144630,False
519,00:00.0,4,4.00E-05,0,51,12,9585944,19755071,False
520,00:00.0,0.04,4.00E-05,8,34,5,2748,8354,True
521,00:00.0,0.1,1.00E-05,5,51,4,121559,264024,True
522,00:00.0,0.04,4.00E-05,9,43,5,2393,5417,True
523,00:00.0,1,1.00E-05,0,37,4,20202,3727030,False
524,00:00.0,2,2.00E-05,0,3,12,1204320,7772417,False
525,00:00.0,0.4,4.00E-05,3,3,11,64908,976974,False
526,00:00.0,0.1,1.00E-05,6,7,5,90891,201999,True
527,00:00.0,0.1,1.00E-05,6,15,7,89284,196038,True
528,00:00.0,0.2,2.00E-05,4,39,10,85170,554269,False
529,00:00.0,1,1.00E-05,2,22,12,1406602,3031884,True
530,00:00.0,0.1,1.00E-05,6,11,7,91175,185765,True
531,00:00.0,0.04,4.00E-05,9,48,3,421,2251,False
532,00:00.0,1,1.00E-05,2,24,11,1798820,3673192,False
533,00:00.0,0.04,4.00E-05,7,12,10,19008,45404,True
534,00:00.0,2,2.00E-05,1,47,10,4518154,9172161,False
535,00:00.0,0.4,4.00E-05,2,8,4,366678,1449004,True
536,00:00.0,1,1.00E-05,2,25,8,309797,2239377,True
537,00:00.0,1,1.00E-05,1,34,9,1022089,2192347,True
538,00:00.0,2,2.00E-05,0,8,10,3736092,8647418,True
539,00:00.0,2,2.00E-05,1,2,7,2554114,5720294,True
540,00:00.0,0.4,4.00E-05,2,41,4,668906,1913968,True
541,00:00.0,0.04,4.00E-05,8,9,6,6364,13542,True
542,00:00.0,2,2.00E-05,0,13,4,2260803,5844031,True
543,00:00.0,0.1,1.00E-05,5,47,3,65245,210188,True
544,00:00.0,0.1,1.00E-05,4,2,6,127938,264335,True
545,00:00.0,0.4,4.00E-05,1,24,5,256413,848256,False
546,00:00.0,2,2.00E-05,1,16,12,5182178,10447707,False
547,00:00.0,0.2,2.00E-05,3,24,3,382162,802859,True
548,00:00.0,0.1,1.00E-05,6,11,3,26893,94516,True
549,00:00.0,0.04,4.00E-05,9,6,12,1546,5629,False
550,00:00.0,1,1.00E-05,1,46,9,1493896,3462402,True
551,00:00.0,2,2.00E-05,0,49,3,3999997,8279802,True
552,00:00.0,0.2,2.00E-05,4,43,9,374396,839769,True
553,00:00.0,1,1.00E-05,1,50,5,1174059,3566728,True
554,00:00.0,0.1,1.00E-05,5,11,6,56894,213300,False
555,00:00.0,1,1.00E-05,1,50,3,684671,1636380,False
556,00:00.0,0.04,4.00E-05,7,45,7,42531,88379,True
557,00:00.0,0.1,1.00E-05,6,23,12,170048,353544,False
558,00:00.0,0.04,4.00E-05,7,46,7,19737,53552,True
559,00:00.0,0.2,2.00E-05,3,37,6,158190,611737,False
560,00:00.0,0.1,1.00E-05,6,33,6,86492,200928,True
561,00:00.0,2,2.00E-05,0,27,3,2380996,5714505,False
562,00:00.0,0.2,2.00E-05,3,13,12,17374,634449,False
563,00:00.0,0.04,4.00E-05,8,42,9,11370,22855,False
564,00:00.0,1,1.00E-05,1,28,6,1540063,4327024,True
565,00:00.0,0.1,1.00E-05,5,22,3,7182,117386,False
566,00:00.0,0.04,4.00E-05,8,51,11,9535,19234,True
567,00:00.0,0.1,1.00E-05,4,5,3,77823,161546,False
568,00:00.0,0.1,1.00E-05,6,22,11,27971,197046,False
569,00:00.0,4,4.00E-05,0,38,12,1593227,10613614,False
570,00:00.0,0.4,4.00E-05,3,23,10,765702,1836294,True
571,00:00.0,0.1,1.00E-05,7,27,9,70000,144436,False
572,00:00.0,0.1,1.00E-05,5,33,7,122507,290111,True
573,00:00.0,0.04,4.00E-05,9,3,5,1328,4765,True
574,00:00.0,0.1,1.00E-05,7,23,9,55744,119970,True
575,00:00.0,0.04,4.00E-05,8,48,4,5088,10204,True
576,00:00.0,0.2,2.00E-05,3,46,3,359787,741891,True
577,00:00.0,0.4,4.00E-05,3,44,5,461046,953908,True
578,00:00.0,2,2.00E-05,0,24,3,578451,4935881,False
579,00:00.0,2,2.00E-05,1,20,12,4844846,10091543,False
580,00:00.0,0.04,4.00E-05,8,42,6,2727,8987,True
581,00:00.0,0.2,2.00E-05,4,29,7,308841,697703,True
582,00:00.0,0.1,1.00E-05,5,32,9,89865,351785,True
583,00:00.0,0.04,4.00E-05,8,39,9,10210,20831,False
584,00:00.0,0.4,4.00E-05,3,44,10,363106,816779,True
585,00:00.0,0.1,1.00E-05,6,7,10,100274,204202,True
586,00:00.0,0.04,4.00E-05,9,9,6,4023,8210,True
587,00:00.0,2,2.00E-05,0,2,8,1444566,9370216,False
588,00:00.0,0.04,4.00E-05,9,31,3,661,1990,False
589,00:00.0,0.04,4.00E-05,9,3,5,1064,3130,False
590,00:00.0,0.4,4.00E-05,3,12,11,495592,1561889,True
591,00:00.0,0.04,4.00E-05,8,22,4,1344,5848,True
592,00:00.0,0.1,1.00E-05,6,17,5,66166,161793,True
593,00:00.0,2,2.00E-05,1,40,11,2845220,6021027,True
594,00:00.0,1,1.00E-05,2,16,7,1097008,2771978,True
595,00:00.0,4,4.00E-05,0,39,11,6200865,15166796,True
596,00:00.0,0.1,1.00E-05,5,45,12,83734,337017,True
597,00:00.0,2,2.00E-05,0,27,10,3756550,8742886,True
598,00:00.0,0.1,1.00E-05,6,41,3,51288,123985,True
599,00:00.0,2,2.00E-05,0,3,5,2388017,4937721,True
600,00:00.0,2,2.00E-05,1,5,10,3705397,7715331,False
601,00:00.0,0.4,4.00E-05,3,29,8,792130,1651078,False
602,00:00.0,0.1,1.00E-05,5,30,6,26247,209198,False
603,00:00.0,1,1.00E-05,2,28,6,1432008,2903851,False
604,00:00.0,4,4.00E-05,0,3,10,5217392,11193690,True
605,00:00.0,0.04,4.00E-05,8,24,4,4232,8593,True
606,00:00.0,2,2.00E-05,0,45,3,1960844,5481004,True
607,00:00.0,0.4,4.00E-05,1,10,5,359317,1262023,False
608,00:00.0,0.2,2.00E-05,5,36,11,256127,543336,False
609,00:00.0,0.1,1.00E-05,5,50,7,134358,362477,True
610,00:00.0,0.1,1.00E-05,5,48,3,11840,138103,False
611,00:00.0,0.04,4.00E-05,9,39,9,4149,11222,True
612,00:00.0,0.1,1.00E-05,7,26,12,73728,151469,False
613,00:00.0,0.1,1.00E-05,5,38,4,36632,159157,False
614,00:00.0,0.2,2.00E-05,3,10,8,301213,770558,True
615,00:00.0,4,4.00E-05,0,35,7,3704660,10914139,True
616,00:00.0,0.1,1.00E-05,7,29,11,13233,99157,True
617,00:00.0,0.1,1.00E-05,7,37,12,80473,168634,False
618,00:00.0,2,2.00E-05,1,34,12,4886775,9863024,False
619,00:00.0,0.04,4.00E-05,7,27,3,29117,64776,True
620,00:00.0,0.1,1.00E-05,5,43,3,50518,135216,False
621,00:00.0,0.2,2.00E-05,4,38,7,286168,577001,True
622,00:00.0,0.1,1.00E-05,7,51,7,40572,97792,True
623,00:00.0,4,4.00E-05,0,7,8,4640329,11814037,True
624,00:00.0,0.04,4.00E-05,8,40,12,6568,15146,True
625,00:00.0,2,2.00E-05,0,22,4,795717,5005869,False
626,00:00.0,0.04,4.00E-05,7,26,4,47003,94168,True
627,00:00.0,0.1,1.00E-05,6,21,6,29209,64806,True
628,00:00.0,0.04,4.00E-05,9,26,12,6329,15648,True
629,00:00.0,2,2.00E-05,1,50,8,3773823,7785762,False
630,00:00.0,0.1,1.00E-05,5,43,10,123615,296955,True
631,00:00.0,4,4.00E-05,0,35,12,4895761,10323311,True
632,00:00.0,0.04,4.00E-05,8,15,2,2365,4867,True
633,00:00.0,0.4,4.00E-05,3,12,10,905309,1951434,False
634,00:00.0,0.4,4.00E-05,3,32,4,415877,1045724,True
635,00:00.0,0.4,4.00E-05,4,17,12,478163,1079628,False
636,00:00.0,0.2,2.00E-05,5,3,10,193995,463058,True
637,00:00.0,0.04,4.00E-05,8,49,10,6474,13045,True
638,00:00.0,2,2.00E-05,1,12,12,2108080,5031755,True
639,00:00.0,0.1,1.00E-05,7,16,9,34803,95176,True
640,00:00.0,0.1,1.00E-05,6,31,3,92982,187171,True
641,00:00.0,1,1.00E-05,1,14,11,1495813,3265550,True
642,00:00.0,0.1,1.00E-05,6,51,12,23499,66261,False
643,00:00.0,0.04,4.00E-05,8,15,10,9879,22108,False
644,00:00.0,2,2.00E-05,1,1,10,2725039,7228815,True
645,00:00.0,1,1.00E-05,2,40,11,1982194,4093365,False
646,00:00.0,0.1,1.00E-05,5,9,4,6388,69493,False
647,00:00.0,4,4.00E-05,0,15,11,8856408,18630786,False
648,00:00.0,0.04,4.00E-05,9,43,7,4290,8940,True
649,00:00.0,0.04,4.00E-05,8,31,5,1123,5341,True
650,00:00.0,0.04,4.00E-05,8,33,11,3238,10755,True
651,00:00.0,1,1.00E-05,2,5,7,418819,2229768,False
652,00:00.0,1,1.00E-05,2,25,8,1950644,3936489,False
653,00:00.0,2,2.00E-05,1,13,8,3763974,7726667,False
654,00:00.0,1,1.00E-05,3,28,9,1075806,2155478,False
655,00:00.0,0.1,1.00E-05,7,23,11,76979,154000,False
656,00:00.0,0.04,4.00E-05,8,12,5,479,1754,False
657,00:00.0,4,4.00E-05,0,29,10,8281668,16865739,False
658,00:00.0,0.04,4.00E-05,9,14,11,8222,16669,False
659,00:00.0,0.04,4.00E-05,8,41,5,2823,7932,True
660,00:00.0,1,1.00E-05,2,29,11,1344031,3346287,True
661,00:00.0,1,1.00E-05,1,15,5,2367725,5071499,True
662,00:00.0,0.04,4.00E-05,9,45,4,1489,4344,True
663,00:00.0,4,4.00E-05,0,19,12,3538765,12090407,True
664,00:00.0,4,4.00E-05,0,27,11,4880089,11164660,True
665,00:00.0,1,1.00E-05,2,48,11,905800,3315262,True
666,00:00.0,1,1.00E-05,1,11,4,1968214,3939699,True
667,00:00.0,0.04,4.00E-05,8,29,10,2252,8949,True
668,00:00.0,0.04,4.00E-05,9,12,4,2786,5763,True
669,00:00.0,0.4,4.00E-05,3,43,12,308227,1366118,True
670,00:00.0,0.04,4.00E-05,8,17,8,10154,20388,False
671,00:00.0,1,1.00E-05,2,22,4,998688,2063045,True
672,00:00.0,0.2,2.00E-05,4,32,8,425059,899108,False
673,00:00.0,0.04,4.00E-05,8,10,6,6042,13098,True
674,00:00.0,0.04,4.00E-05,8,34,12,14180,28851,False
675,00:00.0,0.04,4.00E-05,8,13,9,10630,21632,False
676,00:00.0,1,1.00E-05,0,9,3,451577,2135024,False
677,00:00.0,1,1.00E-05,3,25,12,994263,2287648,False
678,00:00.0,0.04,4.00E-05,8,23,11,2719,14624,True
679,00:00.0,0.04,4.00E-05,8,37,5,4168,10212,True
680,00:00.0,2,2.00E-05,0,36,11,299401,9156608,False
681,00:00.0,1,1.00E-05,0,49,7,534409,2294076,False
682,00:00.0,1,1.00E-05,1,18,3,791444,1715305,False
683,00:00.0,0.1,1.00E-05,7,13,11,39854,110297,True
684,00:00.0,0.4,4.00E-05,2,2,4,251341,1003278,False
685,00:00.0,0.1,1.00E-05,5,37,6,50656,182836,False
686,00:00.0,0.04,4.00E-05,9,2,12,421,857,False
687,00:00.0,0.04,4.00E-05,9,21,11,3854,7987,True
688,00:00.0,0.4,4.00E-05,2,11,3,643995,1554561,True
689,00:00.0,0.1,1.00E-05,4,39,3,73081,147889,False
690,00:00.0,0.2,2.00E-05,4,9,6,287868,593930,True
691,00:00.0,0.04,4.00E-05,9,18,7,3591,8327,True
692,00:00.0,0.1,1.00E-05,5,33,3,46316,150191,False
693,00:00.0,0.4,4.00E-05,3,10,6,114146,893075,False
694,00:00.0,0.04,4.00E-05,7,41,4,34978,81610,True
695,00:00.0,1,1.00E-05,2,7,7,996631,2718484,True
696,00:00.0,0.1,1.00E-05,5,12,5,46401,157317,False
697,00:00.0,0.04,4.00E-05,7,30,5,3523,13770,False
698,00:00.0,0.2,2.00E-05,4,43,10,408507,888061,True
699,00:00.0,0.4,4.00E-05,2,49,3,902217,1920802,True
700,00:00.0,0.2,2.00E-05,4,6,6,361555,738065,False
701,00:00.0,0.4,4.00E-05,3,6,6,533305,1077571,True
702,00:00.0,4,4.00E-05,0,43,10,1739223,10344992,False
703,00:00.0,1,1.00E-05,1,21,6,1050699,4072622,True
704,00:00.0,0.2,2.00E-05,4,36,3,211220,442995,True
705,00:00.0,0.04,4.00E-05,9,37,3,1346,2904,True
706,00:00.0,0.04,4.00E-05,8,4,4,3926,8968,True
707,00:00.0,2,2.00E-05,1,30,9,3790370,8122724,False
708,00:00.0,1,1.00E-05,2,39,7,1232552,2469744,True
709,00:00.0,0.04,4.00E-05,7,35,4,29750,73708,True
710,00:00.0,1,1.00E-05,1,13,12,1216932,4263947,True
711,00:00.0,0.4,4.00E-05,2,32,4,747088,1604087,True
712,00:00.0,0.04,4.00E-05,9,18,11,6570,14922,False
713,00:00.0,0.04,4.00E-05,7,44,4,15901,53305,True
714,00:00.0,0.1,1.00E-05,6,25,10,133456,293956,False
715,00:00.0,1,1.00E-05,1,50,3,1089413,3253604,True
716,00:00.0,0.04,4.00E-05,9,8,5,3762,7546,True
717,00:00.0,2,2.00E-05,0,24,12,1896854,5952422,False
718,00:00.0,0.1,1.00E-05,7,14,11,69654,154277,False
719,00:00.0,0.2,2.00E-05,4,42,10,325503,654568,True
720,00:00.0,0.1,1.00E-05,5,42,4,27285,75952,False
721,00:00.0,0.4,4.00E-05,2,46,4,618625,1676395,True
722,00:00.0,2,2.00E-05,0,9,4,2742318,6048305,True
723,00:00.0,2,2.00E-05,1,22,8,3725435,7624941,False
724,00:00.0,0.1,1.00E-05,4,24,4,134312,285172,True
725,00:00.0,1,1.00E-05,2,20,8,893868,2402636,True
726,00:00.0,0.04,4.00E-05,8,25,7,7417,15013,True
727,00:00.0,0.4,4.00E-05,4,14,12,457412,1094868,False
728,00:00.0,2,2.00E-05,0,2,5,2749299,6499580,True
729,00:00.0,0.04,4.00E-05,7,49,8,2797,38504,False
730,00:00.0,1,1.00E-05,2,12,9,2132783,4280656,False
731,00:00.0,0.4,4.00E-05,2,19,4,233294,1519547,False
732,00:00.0,0.04,4.00E-05,9,20,2,1438,2890,False
733,00:00.0,0.2,2.00E-05,4,26,7,443424,898168,False
734,00:00.0,2,2.00E-05,1,35,6,3154466,6452135,False
735,00:00.0,0.04,4.00E-05,8,28,2,2348,4879,True
736,00:00.0,0.04,4.00E-05,8,8,8,8885,18755,True
737,00:00.0,0.04,4.00E-05,7,2,8,42046,88249,True
738,00:00.0,1,1.00E-05,1,14,3,797333,1948266,False
739,00:00.0,4,4.00E-05,0,2,9,3674327,9940174,True
740,00:00.0,4,4.00E-05,0,30,5,5918387,11932447,False
741,00:00.0,0.2,2.00E-05,4,28,12,202025,586844,True
742,00:00.0,0.04,4.00E-05,9,35,3,1772,3842,True
743,00:00.0,0.1,1.00E-05,4,34,4,69528,147944,False
744,00:00.0,0.04,4.00E-05,9,6,9,3086,8196,True
745,00:00.0,0.04,4.00E-05,8,37,10,681,5459,True
746,00:00.0,0.04,4.00E-05,9,21,11,5962,14444,True
747,00:00.0,2,2.00E-05,1,25,5,2745714,5729385,False
748,00:00.0,0.2,2.00E-05,5,6,10,272518,550131,False
749,00:00.0,0.2,2.00E-05,4,17,11,281117,756602,True
750,00:00.0,0.1,1.00E-05,7,11,5,56470,113186,True
751,00:00.0,0.1,1.00E-05,6,49,5,57619,149469,True
752,00:00.0,0.1,1.00E-05,7,26,10,49260,118889,True
753,00:00.0,0.1,1.00E-05,6,49,4,13025,88816,True
754,00:00.0,0.04,4.00E-05,7,19,3,17925,53075,True
755,00:00.0,2,2.00E-05,1,40,12,3820305,7920376,False
756,00:00.0,0.2,2.00E-05,3,40,12,67603,358962,False
757,00:00.0,1,1.00E-05,2,3,12,2351343,4917305,False
758,00:00.0,0.2,2.00E-05,3,31,5,337569,876289,True
759,00:00.0,0.2,2.00E-05,4,25,6,132952,543072,True
760,00:00.0,2,2.00E-05,1,6,12,4177240,8726777,False
761,00:00.0,0.1,1.00E-05,6,23,12,83249,232466,True
762,00:00.0,0.04,4.00E-05,9,9,4,2180,5242,True
763,00:00.0,0.04,4.00E-05,9,39,7,1335,5330,True
764,00:00.0,0.1,1.00E-05,5,40,3,81070,204709,True
765,00:00.0,0.1,1.00E-05,7,15,7,59989,125070,False
766,00:00.0,0.1,1.00E-05,5,29,7,108619,310379,True
767,00:00.0,1,1.00E-05,1,6,4,1546432,4058968,True
768,00:00.0,1,1.00E-05,2,51,8,1009853,2354443,True
769,00:00.0,0.1,1.00E-05,5,44,11,20360,256256,False
770,00:00.0,0.04,4.00E-05,9,5,2,1260,2573,True
771,00:00.0,0.1,1.00E-05,6,36,7,34917,73342,True
772,00:00.0,0.04,4.00E-05,9,39,7,737,2688,False
773,00:00.0,0.4,4.00E-05,4,42,10,567667,1146536,False
774,00:00.0,0.1,1.00E-05,6,50,5,45424,121865,True
775,00:00.0,0.1,1.00E-05,5,48,8,122280,306805,True
776,00:00.0,1,1.00E-05,2,19,12,81851,2018480,False
777,00:00.0,2,2.00E-05,0,34,3,4318364,9041797,True
778,00:00.0,0.1,1.00E-05,6,17,5,54835,169975,True
779,00:00.0,0.04,4.00E-05,9,43,6,3963,8673,True
780,00:00.0,1,1.00E-05,3,45,11,1090837,2296296,False
781,00:00.0,0.04,4.00E-05,9,46,9,3192,6415,True
782,00:00.0,0.1,1.00E-05,7,16,10,69526,139211,False
783,00:00.0,0.2,2.00E-05,5,46,9,242475,497647,False
784,00:00.0,0.04,4.00E-05,9,16,4,1736,3838,True
785,00:00.0,2,2.00E-05,1,37,8,3726524,7680764,False
786,00:00.0,0.2,2.00E-05,4,4,8,26248,360162,False
787,00:00.0,1,1.00E-05,2,35,10,2312468,4645403,False
788,00:00.0,0.1,1.00E-05,5,41,5,68608,159081,True
789,00:00.0,1,1.00E-05,2,16,6,1574670,3200610,False
790,00:00.0,0.1,1.00E-05,6,15,5,63840,142194,True
791,00:00.0,0.2,2.00E-05,3,48,4,40816,568499,False
792,00:00.0,0.1,1.00E-05,6,2,8,45862,138050,True
793,00:00.0,4,4.00E-05,0,38,12,8758405,18226689,False
794,00:00.0,0.04,4.00E-05,7,15,10,41416,83563,True
795,00:00.0,0.04,4.00E-05,8,34,8,8927,18137,False
796,00:00.0,0.04,4.00E-05,9,40,12,295,5280,False
797,00:00.0,0.1,1.00E-05,6,41,7,74112,166300,True
798,00:00.0,0.4,4.00E-05,2,1,12,220437,1083140,False
799,00:00.0,0.4,4.00E-05,4,38,11,489834,1091632,False
800,00:00.0,0.04,4.00E-05,9,47,4,1881,3847,True
801,00:00.0,0.4,4.00E-05,3,12,5,448013,1074538,True
802,00:00.0,0.1,1.00E-05,6,21,5,33387,109671,True
803,00:00.0,4,4.00E-05,0,26,8,5224506,11512201,True
804,00:00.0,0.04,4.00E-05,9,38,5,1648,3863,True
805,00:00.0,0.1,1.00E-05,6,43,11,78206,189649,True
806,00:00.0,0.2,2.00E-05,4,33,7,362530,774838,False
807,00:00.0,0.1,1.00E-05,4,43,6,131185,274645,True
808,00:00.0,0.4,4.00E-05,2,38,6,343365,1764009,False
809,00:00.0,0.2,2.00E-05,4,48,11,269440,847796,True
810,00:00.0,1,1.00E-05,2,7,10,1698528,3580290,False
811,00:00.0,0.2,2.00E-05,3,9,12,141548,513690,False
812,00:00.0,0.04,4.00E-05,8,18,10,168,4601,True
813,00:00.0,0.04,4.00E-05,9,32,2,330,1862,False
814,00:00.0,0.4,4.00E-05,3,11,8,584224,1510914,True
815,00:00.0,2,2.00E-05,1,47,9,4301917,8608432,False
816,00:00.0,0.1,1.00E-05,6,36,8,75372,153275,True
817,00:00.0,0.1,1.00E-05,5,32,11,96412,364118,True
818,00:00.0,0.1,1.00E-05,5,24,11,20094,279196,False
819,00:00.0,0.1,1.00E-05,5,32,5,47802,206137,False
820,00:00.0,2,2.00E-05,1,1,7,2508549,5469609,True
821,00:00.0,0.04,4.00E-05,9,4,5,2961,6619,True
822,00:00.0,0.1,1.00E-05,6,50,10,115563,257410,True
823,00:00.0,0.04,4.00E-05,7,4,3,35676,74019,True
824,00:00.0,0.4,4.00E-05,3,40,9,231372,789680,False
825,00:00.0,0.04,4.00E-05,8,49,11,6973,17736,True
826,00:00.0,0.04,4.00E-05,9,41,10,1801,7722,True
827,00:00.0,1,1.00E-05,2,47,10,744616,2874071,True
828,00:00.0,0.04,4.00E-05,7,50,3,22160,51103,True
829,00:00.0,0.04,4.00E-05,7,11,4,17109,37527,True
830,00:00.0,0.1,1.00E-05,6,42,11,148146,312902,False
831,00:00.0,0.1,1.00E-05,6,7,9,64715,179354,True
832,00:00.0,0.04,4.00E-05,8,46,2,701,1587,True
833,00:00.0,0.04,4.00E-05,8,27,3,2721,6269,True
834,00:00.0,0.04,4.00E-05,9,18,8,5503,11283,False
835,00:00.0,0.1,1.00E-05,4,40,5,120433,353104,True
836,00:00.0,0.2,2.00E-05,5,2,8,249070,499891,False
837,00:00.0,2,2.00E-05,0,41,5,3764891,8334105,True
838,00:00.0,0.04,4.00E-05,8,51,11,6865,19722,True
839,00:00.0,4,4.00E-05,0,11,11,8975185,18811049,False
840,00:00.0,0.04,4.00E-05,6,17,8,12561,33639,False
841,00:00.0,0.04,4.00E-05,7,50,6,27989,59301,True
842,00:00.0,0.1,1.00E-05,6,51,3,80195,168962,True
843,00:00.0,1,1.00E-05,0,18,3,17733,3102050,False
844,00:00.0,0.04,4.00E-05,8,27,8,8246,17069,True
845,00:00.0,0.04,4.00E-05,8,46,3,1417,4657,True
