sample,time,window,precision,modulation,band,preamble,offset_1,offset_2,valid
993,00:00.0,0.1,1.00E-05,5,37,4,71530,153408,True
994,00:00.0,0.2,2.00E-05,4,37,5,174381,499183,True
995,00:00.0,0.1,1.00E-05,6,10,5,31442,127024,True
996,00:00.0,0.4,4.00E-05,3,24,8,702079,1494604,True
997,00:00.0,1,1.00E-05,2,31,4,951682,2139544,True
998,00:00.0,0.04,4.00E-05,8,2,7,2365,9034,True
999,00:00.0,0.04,4.00E-05,8,2,4,2942,6857,True
1000,00:00.0,0.1,1.00E-05,7,21,9,56605,118320,True
1001,00:00.0,1,1.00E-05,2,30,3,1017394,2075855,True
1002,00:00.0,0.2,2.00E-05,3,30,7,123665,308348,False
1003,00:00.0,4,4.00E-05,0,0,9,4416273,10457538,True
1004,00:00.0,0.1,1.00E-05,6,22,3,94635,189290,True
1005,00:00.0,0.2,2.00E-05,4,8,12,399579,906455,True
1006,00:00.0,0.4,4.00E-05,3,44,12,555607,1165026,True
1007,00:00.0,0.1,1.00E-05,6,29,10,84734,220438,True
1008,00:00.0,0.1,1.00E-05,6,15,6,76971,177886,True
1009,00:00.0,0.1,1.00E-05,5,33,9,32609,221478,False
1010,00:00.0,0.04,4.00E-05,8,40,3,2364,6047,True
1011,00:00.0,0.1,1.00E-05,5,20,5,119351,278874,True
1012,00:00.0,4,4.00E-05,0,47,10,3305490,9955834,True
1013,00:00.0,0.04,4.00E-05,8,7,3,3411,6992,True
1014,00:00.0,0.2,2.00E-05,4,50,12,138277,461654,True
1015,00:00.0,1,1.00E-05,2,50,8,1948111,3941785,False
1016,00:00.0,0.4,4.00E-05,3,50,7,525662,1168817,True
1017,00:00.0,1,1.00E-05,3,20,12,997184,2047796,False
1018,00:00.0,0.04,4.00E-05,6,1,6,4619,35779,False
1019,00:00.0,4,4.00E-05,0,35,12,7070990,16340843,False
1020,00:00.0,0.2,2.00E-05,4,9,5,298106,630731,True
1021,00:00.0,0.04,4.00E-05,9,18,9,5054,11649,True
1022,00:00.0,0.2,2.00E-05,4,23,8,310386,708039,True
1023,00:00.0,0.04,4.00E-05,9,22,10,2586,8389,True
1024,00:00.0,0.4,4.00E-05,3,20,5,465361,1180075,True
1025,00:00.0,0.1,1.00E-05,6,38,9,107265,224958,True
1026,00:00.0,0.1,1.00E-05,4,40,5,102552,332185,False
1027,00:00.0,0.1,1.00E-05,7,5,7,55793,122933,True
1028,00:00.0,4,4.00E-05,0,28,10,6907272,15020866,False
1029,00:00.0,4,4.00E-05,0,34,12,7909605,15939982,False
1030,00:00.0,1,1.00E-05,2,46,5,918497,1985346,True
1031,00:00.0,0.04,4.00E-05,6,28,3,14193,58570,True
1032,00:00.0,0.1,1.00E-05,5,50,8,137506,292175,True
1033,00:00.0,1,1.00E-05,2,17,10,761444,1803202,True
1034,00:00.0,2,2.00E-05,1,6,12,2188644,4621860,True
1035,00:00.0,1,1.00E-05,2,23,5,1500217,3000569,False
1036,00:00.0,0.4,4.00E-05,2,10,10,104587,634877,False
1037,00:00.0,0.1,1.00E-05,6,31,6,124818,249998,False
1038,00:00.0,1,1.00E-05,3,37,11,1204315,2438404,False
1039,00:00.0,0.1,1.00E-05,7,20,10,66079,143707,False
1040,00:00.0,0.2,2.00E-05,4,46,8,243260,574675,True
1041,00:00.0,0.1,1.00E-05,5,23,7,72593,220055,True
1042,00:00.0,1,1.00E-05,2,17,6,1527962,3114543,False
1043,00:00.0,0.04,4.00E-05,9,9,9,4884,11167,True
1044,00:00.0,0.1,1.00E-05,4,34,3,73394,252917,False
1045,00:00.0,0.1,1.00E-05,6,13,10,147438,296777,False
1046,00:00.0,0.1,1.00E-05,6,41,10,101562,263199,True
1047,00:00.0,0.1,1.00E-05,7,5,12,57314,147010,True
1048,00:00.0,0.1,1.00E-05,7,1,9,68560,139948,False
1049,00:00.0,0.1,1.00E-05,6,14,6,80841,199467,True
1050,00:00.0,1,1.00E-05,2,32,7,1615629,3326943,False
1051,00:00.0,0.4,4.00E-05,3,37,10,422389,1051195,True
1052,00:00.0,0.04,4.00E-05,7,47,9,157,69438,False
1053,00:00.0,0.04,4.00E-05,9,25,12,8361,17807,False
1054,00:00.0,0.1,1.00E-05,5,17,9,94619,203548,True
1055,00:00.0,0.1,1.00E-05,6,9,12,75413,152221,True
1056,00:00.0,0.2,2.00E-05,5,7,12,226914,455872,False
1057,00:00.0,0.2,2.00E-05,4,17,8,444104,920697,False
1058,00:00.0,0.1,1.00E-05,6,2,10,71261,215524,True
1059,00:00.0,0.1,1.00E-05,5,49,12,97155,271795,True
1060,00:00.0,0.1,1.00E-05,6,10,10,56430,186115,True
1061,00:00.0,0.04,4.00E-05,9,17,8,669,6758,False
1062,00:00.0,2,2.00E-05,1,8,12,2990124,6381416,True
1063,00:00.0,0.1,1.00E-05,6,25,10,58336,152645,True
1064,00:00.0,0.1,1.00E-05,5,9,7,75606,197628,True
1065,00:00.0,2,2.00E-05,0,4,6,2078026,7413610,True
1066,00:00.0,0.2,2.00E-05,4,32,9,441706,923485,False
1067,00:00.0,0.2,2.00E-05,4,44,3,262652,530311,False
1068,00:00.0,0.1,1.00E-05,4,19,4,84042,240003,False
1069,00:00.0,1,1.00E-05,2,36,10,1567276,3277248,True
1070,00:00.0,0.4,4.00E-05,3,1,12,977801,1995910,False
1071,00:00.0,0.2,2.00E-05,3,13,4,85673,479192,False
1072,00:00.0,1,1.00E-05,1,34,5,833111,1808057,False
1073,00:00.0,4,4.00E-05,0,47,8,7429203,15303015,False
1074,00:00.0,0.1,1.00E-05,6,20,6,69223,186489,True
1075,00:00.0,2,2.00E-05,1,24,10,4006514,8573810,False
1076,00:00.0,0.1,1.00E-05,5,44,4,10689,123762,False
1077,00:00.0,0.1,1.00E-05,5,42,3,74260,177419,False
1078,00:00.0,0.2,2.00E-05,4,27,7,320847,641909,True
1079,00:00.0,0.2,2.00E-05,5,9,8,209125,455949,False
1080,00:00.0,1,1.00E-05,3,23,9,1062274,2138117,False
1081,00:00.0,1,1.00E-05,0,8,4,2115946,4308206,True
1082,00:00.0,1,1.00E-05,2,21,8,1206573,2636174,True
1083,00:00.0,0.04,4.00E-05,9,16,11,7115,14447,False
1084,00:00.0,0.1,1.00E-05,6,43,9,63349,177357,True
1085,00:00.0,0.1,1.00E-05,6,19,6,98412,200859,True
1086,00:00.0,0.1,1.00E-05,5,34,11,27994,155189,False
1087,00:00.0,0.1,1.00E-05,5,4,6,188209,386680,False
1088,00:00.0,0.1,1.00E-05,7,6,12,65305,137977,True
1089,00:00.0,0.2,2.00E-05,5,14,9,264360,533067,False
1090,00:00.0,2,2.00E-05,0,21,4,5371018,10756407,False
1091,00:00.0,0.04,4.00E-05,9,22,4,926,2788,False
1092,00:00.0,1,1.00E-05,1,19,4,1648883,3473701,True
1093,00:00.0,0.04,4.00E-05,7,34,10,7418,28561,False
1094,00:00.0,0.1,1.00E-05,4,16,4,167289,363205,True
1095,00:00.0,2,2.00E-05,0,34,8,2594769,5676243,True
1096,00:00.0,0.2,2.00E-05,5,22,8,208807,430427,False
1097,00:00.0,0.4,4.00E-05,3,10,5,437342,1129319,True
1098,00:00.0,1,1.00E-05,2,0,12,1424650,2869498,True
1099,00:00.0,0.2,2.00E-05,5,27,11,207867,501162,True
1100,00:00.0,0.4,4.00E-05,3,24,7,489245,1088144,True
1101,00:00.0,4,4.00E-05,0,46,9,8234620,16678319,False
1102,00:00.0,2,2.00E-05,0,47,7,528951,5907400,False
1103,00:00.0,0.04,4.00E-05,9,44,5,122,718,False
1104,00:00.0,0.4,4.00E-05,1,45,6,165237,933800,False
1105,00:00.0,0.1,1.00E-05,7,21,6,49145,101851,True
1106,00:00.0,0.4,4.00E-05,3,34,7,400943,862492,True
1107,00:00.0,2,2.00E-05,0,40,3,2436819,5274310,True
1108,00:00.0,0.04,4.00E-05,9,21,3,2378,4765,True
1109,00:00.0,0.4,4.00E-05,3,28,11,156651,865102,False
1110,00:00.0,2,2.00E-05,1,16,11,4326211,9213016,False
1111,00:00.0,1,1.00E-05,1,28,10,1815536,3917707,True
1112,00:00.0,0.04,4.00E-05,9,28,4,2107,4381,True
1113,00:00.0,0.04,4.00E-05,8,46,9,2992,7693,True
1114,00:00.0,1,1.00E-05,2,30,6,992535,2476422,True
1115,00:00.0,0.04,4.00E-05,7,32,4,40478,86404,True
1116,00:00.0,1,1.00E-05,2,25,9,63129,1772701,False
1117,00:00.0,2,2.00E-05,1,6,6,2626462,5387735,True
1118,00:00.0,0.1,1.00E-05,6,48,6,82051,196726,True
1119,00:00.0,0.2,2.00E-05,5,11,12,316215,645928,False
1120,00:00.0,2,2.00E-05,0,38,5,4797136,9775307,True
1121,00:00.0,0.04,4.00E-05,8,8,4,1491,3624,True
1122,00:00.0,0.1,1.00E-05,7,14,9,51168,105367,True
1123,00:00.0,0.1,1.00E-05,6,27,10,71040,164752,True
1124,00:00.0,4,4.00E-05,0,6,10,8023435,16156425,False
1125,00:00.0,0.04,4.00E-05,8,3,12,8651,19844,True
1126,00:00.0,0.04,4.00E-05,8,6,5,927,4131,True
1127,00:00.0,0.04,4.00E-05,8,22,7,2739,10600,True
1128,00:00.0,0.1,1.00E-05,6,1,10,53836,131688,True
1129,00:00.0,0.04,4.00E-05,9,16,2,192,831,False
1130,00:00.0,0.2,2.00E-05,4,45,8,363044,824259,True
1131,00:00.0,0.1,1.00E-05,6,13,10,21971,156317,False
1132,00:00.0,0.04,4.00E-05,7,18,3,27193,55636,True
1133,00:00.0,0.1,1.00E-05,5,10,8,170789,343407,True
1134,00:00.0,0.1,1.00E-05,7,13,12,56235,145827,True
1135,00:00.0,1,1.00E-05,1,47,3,2275853,4591306,True
1136,00:00.0,0.1,1.00E-05,6,48,10,130242,276633,False
1137,00:00.0,0.4,4.00E-05,2,6,3,176404,765986,False
1138,00:00.0,0.04,4.00E-05,8,24,5,4883,10381,True
1139,00:00.0,1,1.00E-05,1,32,10,198689,1184861,False
1140,00:00.0,0.04,4.00E-05,8,12,3,2077,4334,True
1141,00:00.0,0.4,4.00E-05,3,20,6,532598,1169227,True
1142,00:00.0,0.2,2.00E-05,4,10,6,245845,590827,True
1143,00:00.0,0.2,2.00E-05,4,11,5,189088,430474,True
1144,00:00.0,0.04,4.00E-05,5,40,6,9585,25422,False
1145,00:00.0,0.04,4.00E-05,8,28,12,7573,16921,True
1146,00:00.0,0.4,4.00E-05,3,8,5,694182,1432467,False
1147,00:00.0,0.1,1.00E-05,6,27,7,60004,167031,True
1148,00:00.0,1,1.00E-05,2,2,9,1003012,2227327,True
1149,00:00.0,1,1.00E-05,2,17,9,1957581,4053169,False
1150,00:00.0,0.04,4.00E-05,9,29,4,593,2945,False
1151,00:00.0,0.04,4.00E-05,9,11,10,1985,4269,True
1152,00:00.0,1,1.00E-05,2,15,6,1021929,2365321,True
1153,00:00.0,0.04,4.00E-05,9,19,7,1283,3901,False
1154,00:00.0,0.4,4.00E-05,2,24,3,229480,770556,False
1155,00:00.0,0.04,4.00E-05,9,32,8,1077,5751,True
1156,00:00.0,1,1.00E-05,0,13,10,181718,1391226,False
1157,00:00.0,0.1,1.00E-05,6,46,10,145056,306288,False
1158,00:00.0,1,1.00E-05,3,3,11,1061963,2233551,False
1159,00:00.0,0.04,4.00E-05,8,13,4,775,4991,True
1160,00:00.0,0.1,1.00E-05,4,9,4,51492,372008,False
1161,00:00.0,0.2,2.00E-05,5,1,12,308599,627870,False
1162,00:00.0,0.1,1.00E-05,7,15,12,65211,149689,True
1163,00:00.0,2,2.00E-05,0,39,8,2883037,8481628,True
1164,00:00.0,0.1,1.00E-05,5,23,4,123771,285686,True
1165,00:00.0,0.1,1.00E-05,6,39,10,128264,294049,False
1166,00:00.0,2,2.00E-05,1,29,6,3063655,6275001,False
1167,00:00.0,0.04,4.00E-05,7,10,6,41093,94207,True
1168,00:00.0,0.2,2.00E-05,5,0,10,241742,516895,False
1169,00:00.0,0.1,1.00E-05,6,37,3,49521,140430,True
1170,00:00.0,1,1.00E-05,1,4,6,201677,2844452,False
1171,00:00.0,0.4,4.00E-05,3,11,8,963938,1946732,False
1172,00:00.0,0.1,1.00E-05,6,18,6,46783,165380,True
1173,00:00.0,0.1,1.00E-05,5,36,5,61564,242753,True
1174,00:00.0,1,1.00E-05,2,13,7,593493,2277353,True
1175,00:00.0,1,1.00E-05,2,23,7,563382,1875814,True
1176,00:00.0,4,4.00E-05,0,9,10,7987223,16557851,False
1177,00:00.0,0.2,2.00E-05,3,0,8,70008,260171,False
1178,00:00.0,0.04,4.00E-05,8,19,2,477,1523,False
1179,00:00.0,0.2,2.00E-05,4,39,7,308523,742389,True
1180,00:00.0,0.2,2.00E-05,4,44,3,284818,581430,True
1181,00:00.0,0.4,4.00E-05,3,11,10,854855,1768558,False
1182,00:00.0,0.2,2.00E-05,5,43,12,312427,634522,False
1183,00:00.0,0.1,1.00E-05,6,36,3,22075,95236,True
1184,00:00.0,0.2,2.00E-05,4,20,6,239990,588985,True
1185,00:00.0,0.1,1.00E-05,6,3,4,42124,101060,True
1186,00:00.0,0.1,1.00E-05,4,24,4,45491,301397,False
1187,00:00.0,0.04,4.00E-05,9,21,9,59,7183,False
1188,00:00.0,0.04,4.00E-05,9,32,3,1523,3181,True
1189,00:00.0,0.2,2.00E-05,4,33,9,111155,453554,True
1190,00:00.0,0.04,4.00E-05,7,51,5,23521,59286,True
1191,00:00.0,0.4,4.00E-05,4,1,11,576590,1174172,False
1192,00:00.0,0.04,4.00E-05,7,25,6,20387,69713,True
1193,00:00.0,0.1,1.00E-05,5,7,4,55744,138852,False
1194,00:00.0,0.1,1.00E-05,6,12,12,37346,94957,False
1195,00:00.0,0.1,1.00E-05,7,15,9,65793,134863,False
1196,00:00.0,0.04,4.00E-05,8,18,2,1155,2600,True
1197,00:00.0,0.2,2.00E-05,4,26,11,97557,484468,False
1198,00:00.0,1,1.00E-05,2,13,7,1468091,3305675,False
1199,00:00.0,0.04,4.00E-05,7,40,11,3722,57719,True
1200,00:00.0,2,2.00E-05,0,7,8,4214731,9146460,True
1201,00:00.0,1,1.00E-05,1,8,3,1250900,2838836,True
1202,00:00.0,0.2,2.00E-05,4,50,5,314078,667380,True
1203,00:00.0,0.2,2.00E-05,4,47,6,304310,687368,True
1204,00:00.0,0.04,4.00E-05,8,9,6,7154,14440,True
1205,00:00.0,0.1,1.00E-05,7,27,8,57300,124541,True
1206,00:00.0,0.4,4.00E-05,1,22,5,237058,1175922,False
1207,00:00.0,0.04,4.00E-05,8,33,8,1167,7077,True
1208,00:00.0,0.04,4.00E-05,8,8,8,2575,10472,True
1209,00:00.0,1,1.00E-05,1,46,6,1924933,4303738,True
1210,00:00.0,2,2.00E-05,0,46,6,2600220,6853984,True
1211,00:00.0,0.2,2.00E-05,5,27,8,246042,493265,False
1212,00:00.0,1,1.00E-05,2,37,11,23071,2079823,False
1213,00:00.0,0.1,1.00E-05,6,33,5,47566,101128,True
1214,00:00.0,0.1,1.00E-05,7,39,11,28849,116669,True
1215,00:00.0,0.1,1.00E-05,6,51,3,81242,164598,True
1216,00:00.0,0.1,1.00E-05,5,20,3,49956,154480,False
1217,00:00.0,1,1.00E-05,2,21,11,2068401,4340842,False
1218,00:00.0,0.1,1.00E-05,5,1,3,120103,255177,True
1219,00:00.0,0.1,1.00E-05,4,8,8,30971,167736,False
1220,00:00.0,0.1,1.00E-05,5,42,5,86141,173105,True
1221,00:00.0,0.4,4.00E-05,2,48,5,604303,1863482,True
1222,00:00.0,1,1.00E-05,2,18,12,1031554,2216258,True
1223,00:00.0,0.2,2.00E-05,4,7,12,261547,926329,True
1224,00:00.0,0.04,4.00E-05,8,38,11,10547,21195,False
1225,00:00.0,0.04,4.00E-05,8,41,10,9664,22046,False
1226,00:00.0,0.2,2.00E-05,5,33,12,281678,585756,False
1227,00:00.0,0.2,2.00E-05,4,36,8,468693,954716,False
1228,00:00.0,0.04,4.00E-05,7,11,4,32101,76177,True
1229,00:00.0,0.1,1.00E-05,6,12,5,744,74479,False
1230,00:00.0,0.04,4.00E-05,7,22,3,36111,74756,True
1231,00:00.0,0.04,4.00E-05,8,51,11,10342,21595,False
1232,00:00.0,0.04,4.00E-05,7,4,4,40841,91734,True
1233,00:00.0,2,2.00E-05,1,46,10,2006659,5296526,True
1234,00:00.0,4,4.00E-05,0,49,9,7678242,15675347,False
1235,00:00.0,0.4,4.00E-05,4,7,11,354372,963699,True
1236,00:00.0,0.2,2.00E-05,5,30,12,317088,646737,False
1237,00:00.0,0.04,4.00E-05,9,45,9,543,3688,False
1238,00:00.0,0.1,1.00E-05,7,20,10,41307,97578,True
1239,00:00.0,0.04,4.00E-05,9,19,5,1412,3685,False
1240,00:00.0,0.04,4.00E-05,6,42,4,14263,67912,True
1241,00:00.0,2,2.00E-05,1,41,12,4515696,9618559,False
1242,00:00.0,0.04,4.00E-05,9,11,11,5361,11463,True
1243,00:00.0,1,1.00E-05,2,43,9,738554,2309778,True
1244,00:00.0,0.04,4.00E-05,9,32,12,4194,11112,True
1245,00:00.0,0.04,4.00E-05,9,24,2,829,1818,True
1246,00:00.0,4,4.00E-05,0,38,10,8645092,17449595,False
1247,00:00.0,0.04,4.00E-05,7,38,4,38578,90430,True
1248,00:00.0,0.4,4.00E-05,3,17,7,248794,950527,False
1249,00:00.0,0.1,1.00E-05,7,17,11,68338,144328,False
1250,00:00.0,0.4,4.00E-05,3,18,10,522790,1349228,True
1251,00:00.0,2,2.00E-05,1,1,8,2931640,6321977,True
1252,00:00.0,0.1,1.00E-05,7,35,12,48879,100315,True
1253,00:00.0,0.1,1.00E-05,6,21,5,86338,176868,True
1254,00:00.0,0.4,4.00E-05,3,42,7,354563,863632,True
1255,00:00.0,0.1,1.00E-05,7,8,8,66649,136052,False
1256,00:00.0,0.4,4.00E-05,3,37,6,532376,1110434,True
1257,00:00.0,0.1,1.00E-05,6,50,11,58968,206705,True
1258,00:00.0,0.1,1.00E-05,7,36,9,43576,119118,True
1259,00:00.0,0.1,1.00E-05,6,9,5,7864,122180,True
1260,00:00.0,2,2.00E-05,1,3,12,4534761,9237280,False
1261,00:00.0,0.1,1.00E-05,5,51,10,102533,262164,True
1262,00:00.0,0.04,4.00E-05,7,51,3,23658,68752,True
1263,00:00.0,0.04,4.00E-05,9,36,2,1522,3092,True
1264,00:00.0,0.04,4.00E-05,9,33,12,8761,17768,False
1265,00:00.0,0.04,4.00E-05,9,27,7,4174,8486,True
1266,00:00.0,0.04,4.00E-05,9,28,9,6800,13692,True
1267,00:00.0,4,4.00E-05,0,14,12,7510908,16760856,False
1268,00:00.0,1,1.00E-05,1,17,4,2267435,4792193,True
1269,00:00.0,1,1.00E-05,2,48,12,1164725,2817007,True
1270,00:00.0,0.4,4.00E-05,3,34,8,78291,873659,False
1271,00:00.0,0.04,4.00E-05,8,29,11,2735,15500,True
1272,00:00.0,1,1.00E-05,1,22,8,477820,1754935,False
1273,00:00.0,0.4,4.00E-05,3,46,3,543041,1109200,True
1274,00:00.0,0.4,4.00E-05,4,15,11,576745,1182500,False
1275,00:00.0,0.2,2.00E-05,3,25,4,338044,846744,True
1276,00:00.0,0.1,1.00E-05,4,36,7,40391,159243,False
1277,00:00.0,0.4,4.00E-05,2,26,6,358136,1100866,False
1278,00:00.0,1,1.00E-05,2,18,7,886054,2477046,True
1279,00:00.0,0.2,2.00E-05,3,15,3,118206,535251,False
1280,00:00.0,0.1,1.00E-05,5,18,3,112234,251690,True
1281,00:00.0,2,2.00E-05,1,8,11,696119,4977358,False
1282,00:00.0,0.04,4.00E-05,8,30,5,3101,7503,True
1283,00:00.0,0.04,4.00E-05,6,16,6,19159,59053,True
1284,00:00.0,0.1,1.00E-05,4,28,3,26381,289072,False
1285,00:00.0,1,1.00E-05,2,35,9,1887907,3912377,False
1286,00:00.0,0.04,4.00E-05,9,44,8,216,3114,False
1287,00:00.0,0.2,2.00E-05,4,39,10,307790,708014,True
1288,00:00.0,0.2,2.00E-05,4,45,6,207313,573840,True
1289,00:00.0,0.1,1.00E-05,5,5,12,164360,360881,True
1290,00:00.0,2,2.00E-05,0,28,7,1128574,7227122,False
1291,00:00.0,1,1.00E-05,2,46,5,1420615,2849019,False
1292,00:00.0,4,4.00E-05,0,15,11,7721034,15880546,False
1293,00:00.0,0.1,1.00E-05,4,10,3,47822,226910,False
1294,00:00.0,0.1,1.00E-05,4,1,4,130701,282422,True
1295,00:00.0,0.04,4.00E-05,9,47,3,213,2151,False
1296,00:00.0,0.04,4.00E-05,8,39,9,3300,11192,True
1297,00:00.0,0.2,2.00E-05,5,21,11,274863,572009,False
1298,00:00.0,2,2.00E-05,0,22,6,3768413,7798189,True
1299,00:00.0,0.1,1.00E-05,4,51,3,61816,150132,False
1300,00:00.0,0.2,2.00E-05,5,35,12,202517,471983,True
1301,00:00.0,0.04,4.00E-05,8,39,9,8542,18227,True
1302,00:00.0,0.4,4.00E-05,3,36,9,506646,1365918,True
1303,00:00.0,0.4,4.00E-05,3,2,3,494902,1087869,True
1304,00:00.0,0.1,1.00E-05,6,51,11,148570,300560,False
1305,00:00.0,2,2.00E-05,1,0,11,3244174,7854027,True
1306,00:00.0,1,1.00E-05,1,47,5,849436,3179309,False
1307,00:00.0,0.04,4.00E-05,7,1,12,21627,70753,True
1308,00:00.0,1,1.00E-05,2,5,11,1757481,3631414,False
1309,00:00.0,0.04,4.00E-05,9,30,9,1566,4869,False
1310,00:00.0,0.04,4.00E-05,8,43,5,5697,11425,True
1311,00:00.0,0.1,1.00E-05,5,29,6,45440,100587,False
1312,00:00.0,0.1,1.00E-05,5,1,7,123203,247603,True
1313,00:00.0,1,1.00E-05,1,38,10,250624,3331258,False
1314,00:00.0,0.1,1.00E-05,7,2,5,55327,112763,False
1315,00:00.0,1,1.00E-05,1,22,3,1237817,3287499,True
1316,00:00.0,1,1.00E-05,2,33,7,1374592,3020973,True
1317,00:00.0,0.1,1.00E-05,6,44,11,159373,330916,False
1318,00:00.0,0.04,4.00E-05,6,30,6,1385,30360,False
1319,00:00.0,0.04,4.00E-05,9,2,11,7615,16342,False
1320,00:00.0,0.1,1.00E-05,7,5,12,23020,110825,True
1321,00:00.0,0.1,1.00E-05,7,37,11,37596,101053,True
1322,00:00.0,0.2,2.00E-05,4,48,12,210995,698635,True
1323,00:00.0,0.04,4.00E-05,9,11,8,6140,12347,False
1324,00:00.0,4,4.00E-05,0,2,8,6594539,14503222,False
1325,00:00.0,0.1,1.00E-05,5,29,3,22989,79924,False
1326,00:00.0,0.1,1.00E-05,5,18,3,117197,244915,True
1327,00:00.0,0.04,4.00E-05,8,29,3,1633,5335,True
1328,00:00.0,0.4,4.00E-05,3,35,5,393128,1027269,True
1329,00:00.0,2,2.00E-05,1,1,11,2028341,4752664,True
1330,00:00.0,0.1,1.00E-05,4,2,11,30700,200348,False
1331,00:00.0,1,1.00E-05,2,19,11,905357,2354690,True
1332,00:00.0,0.04,4.00E-05,9,16,5,1302,3816,False
1333,00:00.0,0.4,4.00E-05,2,16,11,5709,1144553,False
1334,00:00.0,4,4.00E-05,0,33,8,7450870,15160290,False
1335,00:00.0,0.2,2.00E-05,4,27,5,315392,675336,True
1336,00:00.0,0.2,2.00E-05,3,36,4,27452,691323,False
1337,00:00.0,0.1,1.00E-05,5,18,12,108897,265392,True
1338,00:00.0,0.1,1.00E-05,6,5,5,38861,151958,True
1339,00:00.0,0.4,4.00E-05,3,28,12,423576,1034000,True
1340,00:00.0,0.1,1.00E-05,6,35,6,112186,227366,False
1341,00:00.0,0.04,4.00E-05,9,23,10,1313,5872,True
1342,00:00.0,0.2,2.00E-05,4,39,11,383006,854108,True
1343,00:00.0,0.04,4.00E-05,9,12,6,577,4434,False
1344,00:00.0,0.04,4.00E-05,8,32,4,4932,9877,True
1345,00:00.0,0.4,4.00E-05,3,44,5,663107,1340927,False
1346,00:00.0,0.4,4.00E-05,2,20,3,104039,1138504,False
1347,00:00.0,0.2,2.00E-05,3,12,12,56191,228348,False
1348,00:00.0,1,1.00E-05,2,45,4,1113037,2278094,True
1349,00:00.0,2,2.00E-05,0,14,4,4336691,9303247,True
1350,00:00.0,0.2,2.00E-05,5,49,10,242904,486739,False
1351,00:00.0,2,2.00E-05,1,29,12,4348320,9409535,False
1352,00:00.0,0.4,4.00E-05,3,33,9,955298,2033793,False
1353,00:00.0,0.1,1.00E-05,7,41,12,79636,167673,False
1354,00:00.0,0.1,1.00E-05,6,22,4,66187,135723,True
1355,00:00.0,1,1.00E-05,1,1,8,2125193,4380675,True
1356,00:00.0,0.2,2.00E-05,4,37,4,194789,436964,True
1357,00:00.0,0.4,4.00E-05,3,19,6,430950,899167,True
1358,00:00.0,0.04,4.00E-05,8,47,5,4125,8902,True
1359,00:00.0,1,1.00E-05,1,49,9,1248578,4499094,True
1360,00:00.0,0.04,4.00E-05,8,11,10,12153,24344,False
1361,00:00.0,1,1.00E-05,2,38,10,916990,1936218,True
1362,00:00.0,0.1,1.00E-05,5,11,7,184887,407130,False
1363,00:00.0,0.4,4.00E-05,2,32,5,650293,1538500,True
1364,00:00.0,0.1,1.00E-05,6,37,3,40701,81547,True
1365,00:00.0,2,2.00E-05,1,19,6,2187968,5262267,True
1366,00:00.0,0.04,4.00E-05,8,18,4,4224,9000,True
1367,00:00.0,0.4,4.00E-05,3,13,12,510585,1233668,True
1368,00:00.0,1,1.00E-05,2,50,8,1230230,2582524,True
1369,00:00.0,0.04,4.00E-05,9,12,6,403,2970,False
1370,00:00.0,2,2.00E-05,1,33,11,2563801,6502373,True
1371,00:00.0,1,1.00E-05,2,29,11,1394690,3017511,True
1372,00:00.0,1,1.00E-05,0,37,3,1333154,3482466,False
1373,00:00.0,0.4,4.00E-05,3,45,8,416417,904186,True
1374,00:00.0,4,4.00E-05,0,40,12,4524282,10599452,True
1375,00:00.0,0.1,1.00E-05,6,33,3,26303,98621,True
1376,00:00.0,0.1,1.00E-05,6,51,12,73016,167266,True
1377,00:00.0,0.1,1.00E-05,5,31,10,34448,191136,False
1378,00:00.0,0.1,1.00E-05,7,24,7,42633,104900,True
1379,00:00.0,0.04,4.00E-05,9,34,7,1647,4611,False
1380,00:00.0,0.04,4.00E-05,7,38,8,32166,69849,True
1381,00:00.0,0.1,1.00E-05,6,11,11,87561,263883,True
1382,00:00.0,2,2.00E-05,1,13,12,1147695,6320933,True
1383,00:00.0,1,1.00E-05,2,26,9,2064718,4145757,False
1384,00:00.0,1,1.00E-05,2,4,12,1386479,2879364,True
1385,00:00.0,0.2,2.00E-05,4,21,7,220632,480280,True
1386,00:00.0,1,1.00E-05,1,25,3,1583238,3834218,True
1387,00:00.0,0.2,2.00E-05,4,41,8,2787,403444,False
1388,00:00.0,0.04,4.00E-05,9,14,4,1903,4541,True
1389,00:00.0,1,1.00E-05,2,49,12,2331636,4678946,False
1390,00:00.0,1,1.00E-05,2,32,10,1629050,3312196,True
1391,00:00.0,0.4,4.00E-05,2,6,5,256601,1626029,False
1392,00:00.0,0.1,1.00E-05,6,32,5,14252,65517,True
1393,00:00.0,0.1,1.00E-05,7,25,8,65074,133320,False
1394,00:00.0,0.4,4.00E-05,3,39,9,293045,1235380,True
1395,00:00.0,0.1,1.00E-05,5,17,8,137146,276747,True
1396,00:00.0,2,2.00E-05,1,25,12,4374480,9485157,False
1397,00:00.0,0.1,1.00E-05,6,35,12,137196,320131,False
1398,00:00.0,0.1,1.00E-05,6,40,11,118917,294240,True
1399,00:00.0,1,1.00E-05,1,10,5,120566,1377686,False
1400,00:00.0,1,1.00E-05,2,16,5,1050818,2146695,True
1401,00:00.0,0.04,4.00E-05,8,10,2,2353,4726,True
1402,00:00.0,4,4.00E-05,0,24,10,5140923,14400835,True
1403,00:00.0,0.04,4.00E-05,8,3,6,6236,13815,True
