sample,time,window,precision,modulation,band,payload,measured
568,2018-06-07 11:18:48.164844,0.002,2.000020000200002e-08,0,17,254,0.0005293452934529346
569,2018-06-07 11:18:49.051080,0.002,2.000020000200002e-08,8,38,254,0.0004852648526485265
570,2018-06-07 11:18:49.967628,0.002,2.000020000200002e-08,0,6,254,0.0005304053040530405
571,2018-06-07 11:18:50.853515,0.002,2.000020000200002e-08,6,12,254,0.0005293452934529346
572,2018-06-07 11:18:51.735526,0.002,2.000020000200002e-08,1,7,254,0.0005276052760527605
573,2018-06-07 11:18:52.651619,0.002,2.000020000200002e-08,0,47,254,0.0005295852958529586
574,2018-06-07 11:18:53.529345,0.002,2.000020000200002e-08,8,30,254,0.0004878648786487865
575,2018-06-07 11:18:54.449724,0.002,2.000020000200002e-08,2,24,254,0.0005269252692526925
576,2018-06-07 11:18:55.329695,0.002,2.000020000200002e-08,1,8,254,0.0005303053030530306
577,2018-06-07 11:18:56.203758,0.002,2.000020000200002e-08,9,37,254,0.0004845048450484505
578,2018-06-07 11:18:57.102100,0.002,2.000020000200002e-08,1,11,254,0.0005268252682526825
579,2018-06-07 11:18:58.037626,0.002,2.000020000200002e-08,9,2,254,0.0004852648526485265
580,2018-06-07 11:18:58.934364,0.002,2.000020000200002e-08,7,12,254,0.0005279052790527906
581,2018-06-07 11:18:59.869153,0.002,2.000020000200002e-08,5,36,254,0.0005303053030530306
582,2018-06-07 11:19:00.759361,0.002,2.000020000200002e-08,7,11,254,0.0005268852688526885
