sample,time,window,precision,modulation,band,delay,sleep,wakeup
303,2018-06-07 10:04:55.990539,0.4,4.000040000400005e-06,2,34,0.13970338644952826,1.600016000160002e-05,0.00048400484004840053
304,2018-06-07 10:04:57.442749,0.4,4.000040000400005e-06,0,50,0.17111364590098926,1.2000120001200014e-05,0.00048400484004840053
305,2018-06-07 10:04:58.855110,0.4,4.000040000400005e-06,3,14,0.17053803846404508,1.600016000160002e-05,0.00048400484004840053
306,2018-06-07 10:05:00.272378,0.4,4.000040000400005e-06,4,30,0.07907983213060694,1.600016000160002e-05,0.00048400484004840053
307,2018-06-07 10:05:01.783695,0.4,4.000040000400005e-06,0,35,0.0187180911553557,1.600016000160002e-05,0.00048400484004840053
308,2018-06-07 10:05:03.235323,0.4,4.000040000400005e-06,0,5,0.04642577900493688,1.600016000160002e-05,0.0005120051200512006
309,2018-06-07 10:05:04.652541,0.4,4.000040000400005e-06,1,6,0.19169386520187714,1.600016000160002e-05,0.0005120051200512006
310,2018-06-07 10:05:06.017499,0.4,4.000040000400005e-06,4,30,0.02189131557176438,1.2000120001200014e-05,0.00048400484004840053
311,2018-06-07 10:05:07.499991,0.4,4.000040000400005e-06,3,18,0.11072284985229955,1.600016000160002e-05,0.00048400484004840053
312,2018-06-07 10:05:08.850108,0.4,4.000040000400005e-06,0,21,0.00867733309610561,1.600016000160002e-05,0.0004800048000480005
313,2018-06-07 10:05:10.233056,0.4,4.000040000400005e-06,7,41,0.04824639169878353,1.600016000160002e-05,0.00048400484004840053
314,2018-06-07 10:05:11.702940,0.4,4.000040000400005e-06,2,0,0.12525944207413722,1.2000120001200014e-05,0.0005120051200512006
315,2018-06-07 10:05:13.329975,0.4,4.000040000400005e-06,3,42,0.14558337466717927,1.2000120001200014e-05,0.00048800488004880054
316,2018-06-07 10:05:14.845449,0.4,4.000040000400005e-06,2,10,0.12966533417761072,1.2000120001200014e-05,0.00048400484004840053
317,2018-06-07 10:05:16.235993,0.4,4.000040000400005e-06,1,44,0.01707534811368705,1.600016000160002e-05,0.00048400484004840053
318,2018-06-07 10:05:17.691938,0.4,4.000040000400005e-06,2,13,0.04427913122663212,1.600016000160002e-05,0.00048400484004840053
319,2018-06-07 10:05:19.139562,0.4,4.000040000400005e-06,2,41,0.06488474821215144,1.600016000160002e-05,0.00048400484004840053
320,2018-06-07 10:05:20.469834,0.4,4.000040000400005e-06,4,35,0.07433328499371505,1.600016000160002e-05,0.0004800048000480005
321,2018-06-07 10:05:21.809753,0.4,4.000040000400005e-06,5,9,0.19909199295609056,1.600016000160002e-05,0.00048400484004840053
322,2018-06-07 10:05:23.217976,0.4,4.000040000400005e-06,2,29,0.16518453959693383,1.600016000160002e-05,0.00048400484004840053
323,2018-06-07 10:05:24.687005,0.4,4.000040000400005e-06,7,4,0.11276872450506575,1.600016000160002e-05,0.0005120051200512006
324,2018-06-07 10:05:26.099869,0.4,4.000040000400005e-06,3,41,0.05686804963054091,1.600016000160002e-05,0.00048400484004840053
325,2018-06-07 10:05:27.557535,0.4,4.000040000400005e-06,7,3,0.02317649850572543,1.600016000160002e-05,0.0005120051200512006
326,2018-06-07 10:05:28.972215,0.4,4.000040000400005e-06,0,5,0.07802804696304258,2.0000200002000023e-05,0.0005120051200512006
327,2018-06-07 10:05:30.414320,0.4,4.000040000400005e-06,7,31,0.07292924000110212,1.2000120001200014e-05,0.00048400484004840053
328,2018-06-07 10:05:31.800773,0.4,4.000040000400005e-06,1,49,0.0505003298759414,1.600016000160002e-05,0.00048400484004840053
329,2018-06-07 10:05:33.308818,0.4,4.000040000400005e-06,0,45,0.18782304965548857,1.600016000160002e-05,0.00048400484004840053
330,2018-06-07 10:05:34.716782,0.4,4.000040000400005e-06,5,9,0.05736440070732651,1.600016000160002e-05,0.0004800048000480005
331,2018-06-07 10:05:36.193748,0.4,4.000040000400005e-06,0,37,0.02301858656102225,1.600016000160002e-05,0.00048400484004840053
332,2018-06-07 10:05:37.696603,0.4,4.000040000400005e-06,0,3,0.015488317518650674,1.600016000160002e-05,0.0005120051200512006
333,2018-06-07 10:05:39.088300,0.4,4.000040000400005e-06,4,14,0.19004388692418092,1.600016000160002e-05,0.00048800488004880054
334,2018-06-07 10:05:40.440617,0.4,4.000040000400005e-06,0,8,0.09633156153615959,1.600016000160002e-05,0.00048400484004840053
335,2018-06-07 10:05:41.812844,0.4,4.000040000400005e-06,1,30,0.11739290974614998,1.600016000160002e-05,0.00048400484004840053
336,2018-06-07 10:05:43.227615,0.4,4.000040000400005e-06,5,1,0.058715830508500266,1.600016000160002e-05,0.0005080050800508006
337,2018-06-07 10:05:44.686071,0.4,4.000040000400005e-06,2,38,0.1664397989017673,1.600016000160002e-05,0.00048800488004880054
338,2018-06-07 10:05:46.030857,0.4,4.000040000400005e-06,1,4,0.1973834140528031,1.600016000160002e-05,0.0005120051200512006
339,2018-06-07 10:05:47.405169,0.4,4.000040000400005e-06,0,34,0.03808116131052253,1.600016000160002e-05,0.00048400484004840053
340,2018-06-07 10:05:48.827404,0.4,4.000040000400005e-06,5,45,0.19173671161294562,1.600016000160002e-05,0.00048400484004840053
341,2018-06-07 10:05:50.259219,0.4,4.000040000400005e-06,6,37,0.1996384708301847,1.600016000160002e-05,0.0004800048000480005
342,2018-06-07 10:05:51.775350,0.4,4.000040000400005e-06,4,22,0.016236936463501928,1.600016000160002e-05,0.00048800488004880054
343,2018-06-07 10:05:53.197037,0.4,4.000040000400005e-06,6,20,0.11748913460615946,1.600016000160002e-05,0.00048400484004840053
344,2018-06-07 10:05:54.718702,0.4,4.000040000400005e-06,1,26,0.00904826073606806,1.600016000160002e-05,0.00048400484004840053
345,2018-06-07 10:05:56.128404,0.4,4.000040000400005e-06,6,6,0.05400126929195675,1.600016000160002e-05,0.0005120051200512006
346,2018-06-07 10:05:57.629954,0.4,4.000040000400005e-06,2,27,0.14922999272475504,1.600016000160002e-05,0.00048400484004840053
347,2018-06-07 10:05:59.092797,0.4,4.000040000400005e-06,2,15,0.005375317759138532,1.600016000160002e-05,0.00048800488004880054
348,2018-06-07 10:06:00.513270,0.4,4.000040000400005e-06,6,16,0.06665483575339352,1.600016000160002e-05,0.0004800048000480005
349,2018-06-07 10:06:01.922943,0.4,4.000040000400005e-06,0,39,0.13498029893151658,1.600016000160002e-05,0.00048400484004840053
350,2018-06-07 10:06:03.283992,0.4,4.000040000400005e-06,5,13,0.12250680122245623,1.600016000160002e-05,0.00048400484004840053
351,2018-06-07 10:06:04.651087,0.4,4.000040000400005e-06,2,25,0.12938314097329043,1.2000120001200014e-05,0.00048800488004880054
352,2018-06-07 10:06:06.060693,0.4,4.000040000400005e-06,0,22,0.05242685311764772,1.600016000160002e-05,0.00048400484004840053
353,2018-06-07 10:06:07.502997,0.4,4.000040000400005e-06,7,5,0.1960201805201823,1.600016000160002e-05,0.0005160051600516006
354,2018-06-07 10:06:08.915601,0.4,4.000040000400005e-06,7,14,0.13699840318436565,1.600016000160002e-05,0.0004800048000480005
355,2018-06-07 10:06:10.294785,0.4,4.000040000400005e-06,7,22,0.13895247895367122,1.600016000160002e-05,0.00048400484004840053
356,2018-06-07 10:06:11.768569,0.4,4.000040000400005e-06,0,9,0.08678425088576845,1.600016000160002e-05,0.00048400484004840053
357,2018-06-07 10:06:13.217539,0.4,4.000040000400005e-06,1,12,0.060890406720812654,1.600016000160002e-05,0.00048400484004840053
358,2018-06-07 10:06:14.626723,0.4,4.000040000400005e-06,5,6,0.12895770087808242,1.600016000160002e-05,0.0005160051600516006
359,2018-06-07 10:06:16.046556,0.4,4.000040000400005e-06,5,45,0.18172511797538426,1.2000120001200014e-05,0.0004800048000480005
360,2018-06-07 10:06:17.463126,0.4,4.000040000400005e-06,1,7,0.17429078532406306,1.2000120001200014e-05,0.0005160051600516006
361,2018-06-07 10:06:18.904098,0.4,4.000040000400005e-06,5,2,0.0685169694166649,1.600016000160002e-05,0.0005120051200512006
362,2018-06-07 10:06:20.267944,0.4,4.000040000400005e-06,7,23,0.13814512683331842,1.600016000160002e-05,0.00048400484004840053
363,2018-06-07 10:06:21.620788,0.4,4.000040000400005e-06,4,37,0.01376741429223325,1.600016000160002e-05,0.00048400484004840053
364,2018-06-07 10:06:22.977009,0.4,4.000040000400005e-06,2,28,0.012082303872803424,1.600016000160002e-05,0.00048400484004840053
365,2018-06-07 10:06:24.498415,0.4,4.000040000400005e-06,1,46,0.19387481911386573,1.600016000160002e-05,0.00048400484004840053
366,2018-06-07 10:06:25.876275,0.4,4.000040000400005e-06,7,47,0.04358557745016476,1.600016000160002e-05,0.00048800488004880054
367,2018-06-07 10:06:27.253219,0.4,4.000040000400005e-06,5,2,0.0434925959542156,1.600016000160002e-05,0.0005120051200512006
368,2018-06-07 10:06:28.662533,0.4,4.000040000400005e-06,7,30,0.12736372019484177,2.0000200002000023e-05,0.00048800488004880054
369,2018-06-07 10:06:30.057259,0.4,4.000040000400005e-06,1,37,0.17424262128967538,1.600016000160002e-05,0.00048400484004840053
370,2018-06-07 10:06:31.464389,0.4,4.000040000400005e-06,3,38,0.15704089622386658,1.2000120001200014e-05,0.00048800488004880054
371,2018-06-07 10:06:32.847038,0.4,4.000040000400005e-06,2,34,0.030251092740734942,1.2000120001200014e-05,0.00048800488004880054
372,2018-06-07 10:06:34.306988,0.4,4.000040000400005e-06,1,15,0.17282423752347242,1.600016000160002e-05,0.00048400484004840053
373,2018-06-07 10:06:35.720986,0.4,4.000040000400005e-06,0,45,0.024939298579373204,1.600016000160002e-05,0.00048400484004840053
374,2018-06-07 10:06:37.172536,0.4,4.000040000400005e-06,6,36,0.16274293714750707,1.2000120001200014e-05,0.00048400484004840053
375,2018-06-07 10:06:38.518259,0.4,4.000040000400005e-06,0,47,0.17542337947943726,1.600016000160002e-05,0.00048800488004880054
376,2018-06-07 10:06:39.875664,0.4,4.000040000400005e-06,6,42,0.08675618809142434,1.600016000160002e-05,0.00048400484004840053
377,2018-06-07 10:06:41.261118,0.4,4.000040000400005e-06,1,14,0.1504085461305514,1.600016000160002e-05,0.00048800488004880054
378,2018-06-07 10:06:42.665906,0.4,4.000040000400005e-06,6,16,0.0679502554310067,1.2000120001200014e-05,0.00048400484004840053
379,2018-06-07 10:06:44.067008,0.4,4.000040000400005e-06,6,8,0.025243307842753727,1.600016000160002e-05,0.00048400484004840053
380,2018-06-07 10:06:45.437705,0.4,4.000040000400005e-06,1,35,0.025946104665261174,1.600016000160002e-05,0.00048400484004840053
381,2018-06-07 10:06:46.865605,0.4,4.000040000400005e-06,6,4,0.08237435614885497,1.600016000160002e-05,0.0005160051600516006
382,2018-06-07 10:06:48.269622,0.4,4.000040000400005e-06,7,42,0.19050723344594933,1.2000120001200014e-05,0.00048400484004840053
383,2018-06-07 10:06:49.678082,0.4,4.000040000400005e-06,2,21,0.16075870453318222,1.2000120001200014e-05,0.00048800488004880054
384,2018-06-07 10:06:51.088313,0.4,4.000040000400005e-06,2,1,0.04039906904206472,1.600016000160002e-05,0.0005160051600516006
385,2018-06-07 10:06:52.436488,0.4,4.000040000400005e-06,0,38,0.18490363655753184,1.600016000160002e-05,0.00048800488004880054
386,2018-06-07 10:06:53.791068,0.4,4.000040000400005e-06,4,27,0.08584297711623223,1.600016000160002e-05,0.00048400484004840053
387,2018-06-07 10:06:55.210899,0.4,4.000040000400005e-06,7,48,0.16167296323876568,1.600016000160002e-05,0.00048400484004840053
388,2018-06-07 10:06:56.592941,0.4,4.000040000400005e-06,2,10,0.129986451833003,1.2000120001200014e-05,0.0004800048000480005
389,2018-06-07 10:06:57.987070,0.4,4.000040000400005e-06,5,13,0.04538183964120693,1.600016000160002e-05,0.00048800488004880054
390,2018-06-07 10:06:59.366033,0.4,4.000040000400005e-06,2,31,0.036133225522009774,1.600016000160002e-05,0.0004800048000480005
391,2018-06-07 10:07:00.726782,0.4,4.000040000400005e-06,3,27,0.12989452885313107,1.2000120001200014e-05,0.00048400484004840053
392,2018-06-07 10:07:02.231020,0.4,4.000040000400005e-06,0,16,0.16473641081445475,1.2000120001200014e-05,0.00048400484004840053
393,2018-06-07 10:07:03.570885,0.4,4.000040000400005e-06,5,46,0.09393224264670573,1.2000120001200014e-05,0.00048400484004840053
394,2018-06-07 10:07:04.978574,0.4,4.000040000400005e-06,0,29,0.12996148340369515,1.2000120001200014e-05,0.0004800048000480005
395,2018-06-07 10:07:06.445737,0.4,4.000040000400005e-06,0,35,0.19260410217969226,1.600016000160002e-05,0.00048800488004880054
396,2018-06-07 10:07:07.797091,0.4,4.000040000400005e-06,6,19,0.12078723072937876,1.600016000160002e-05,0.0004800048000480005
397,2018-06-07 10:07:09.238622,0.4,4.000040000400005e-06,2,17,0.1548826542726759,1.600016000160002e-05,0.00048400484004840053
398,2018-06-07 10:07:10.690190,0.4,4.000040000400005e-06,3,4,0.03605272609039436,1.600016000160002e-05,0.0005160051600516006
399,2018-06-07 10:07:12.106036,0.4,4.000040000400005e-06,1,8,0.17791133847242965,1.600016000160002e-05,0.00048400484004840053
400,2018-06-07 10:07:13.457667,0.4,4.000040000400005e-06,0,50,0.18511719859433895,1.600016000160002e-05,0.00048400484004840053
401,2018-06-07 10:07:14.896834,0.4,4.000040000400005e-06,7,11,0.15931571986976995,1.600016000160002e-05,0.00048400484004840053
402,2018-06-07 10:07:16.318343,0.4,4.000040000400005e-06,7,16,0.03996962721838657,1.600016000160002e-05,0.00048400484004840053
403,2018-06-07 10:07:17.781736,0.4,4.000040000400005e-06,2,46,0.0439956055106959,1.600016000160002e-05,0.00048400484004840053
404,2018-06-07 10:07:19.167608,0.4,4.000040000400005e-06,0,9,0.016747593818626807,1.600016000160002e-05,0.00048800488004880054
405,2018-06-07 10:07:20.559239,0.4,4.000040000400005e-06,3,37,0.12092982131828452,1.600016000160002e-05,0.00048800488004880054
406,2018-06-07 10:07:22.019272,0.4,4.000040000400005e-06,6,10,0.08476748075576224,1.600016000160002e-05,0.00048400484004840053
407,2018-06-07 10:07:23.504621,0.4,4.000040000400005e-06,4,26,0.19345643594553952,1.600016000160002e-05,0.00048400484004840053
408,2018-06-07 10:07:24.938367,0.4,4.000040000400005e-06,2,12,0.15049641183848117,1.600016000160002e-05,0.00048800488004880054
409,2018-06-07 10:07:26.346752,0.4,4.000040000400005e-06,7,33,0.033469411495849144,1.2000120001200014e-05,0.00048400484004840053
410,2018-06-07 10:07:27.900931,0.4,4.000040000400005e-06,0,28,0.05663867574712172,1.600016000160002e-05,0.0004800048000480005
411,2018-06-07 10:07:29.298149,0.4,4.000040000400005e-06,4,19,0.10472243481570567,1.600016000160002e-05,0.00048800488004880054
412,2018-06-07 10:07:30.835361,0.4,4.000040000400005e-06,4,20,0.11835060719155338,1.600016000160002e-05,0.0004800048000480005
413,2018-06-07 10:07:32.242513,0.4,4.000040000400005e-06,2,51,0.15472360992890402,1.2000120001200014e-05,0.0004800048000480005
414,2018-06-07 10:07:33.684146,0.4,4.000040000400005e-06,4,42,0.019002362407717535,1.600016000160002e-05,0.00048800488004880054
415,2018-06-07 10:07:35.125516,0.4,4.000040000400005e-06,2,1,0.024957515519382013,1.600016000160002e-05,0.0005120051200512006
416,2018-06-07 10:07:36.540424,0.4,4.000040000400005e-06,3,31,0.17157567506884275,1.600016000160002e-05,0.00048400484004840053
417,2018-06-07 10:07:37.994231,0.4,4.000040000400005e-06,0,3,0.12120649960263018,1.600016000160002e-05,0.0005080050800508006
418,2018-06-07 10:07:39.458720,0.4,4.000040000400005e-06,2,21,0.051980720661632285,1.600016000160002e-05,0.00048400484004840053
419,2018-06-07 10:07:40.858324,0.4,4.000040000400005e-06,2,20,0.028856860706164823,1.600016000160002e-05,0.0004800048000480005
420,2018-06-07 10:07:42.295098,0.4,4.000040000400005e-06,5,41,0.005769595537684214,1.600016000160002e-05,0.0004920049200492005
421,2018-06-07 10:07:43.724880,0.4,4.000040000400005e-06,3,39,0.09077946069380785,1.600016000160002e-05,0.0004800048000480005
422,2018-06-07 10:07:45.150453,0.4,4.000040000400005e-06,5,12,0.17429132247995324,1.2000120001200014e-05,0.00048400484004840053
423,2018-06-07 10:07:46.607942,0.4,4.000040000400005e-06,5,30,0.12517013838984958,1.600016000160002e-05,0.00048800488004880054
424,2018-06-07 10:07:48.098463,0.4,4.000040000400005e-06,5,7,0.08504819469877334,2.0000200002000023e-05,0.0005120051200512006
425,2018-06-07 10:07:49.508153,0.4,4.000040000400005e-06,1,21,0.057712670131404444,1.600016000160002e-05,0.00048400484004840053
426,2018-06-07 10:07:50.977636,0.4,4.000040000400005e-06,1,44,0.17161697593986155,1.600016000160002e-05,0.0004800048000480005
427,2018-06-07 10:07:52.425221,0.4,4.000040000400005e-06,1,30,0.06930879146833331,1.600016000160002e-05,0.00048400484004840053
428,2018-06-07 10:07:54.027928,0.4,4.000040000400005e-06,7,26,0.10123768191842895,1.2000120001200014e-05,0.00048800488004880054
429,2018-06-07 10:07:55.417795,0.4,4.000040000400005e-06,7,41,0.11408478965546331,1.600016000160002e-05,0.00048400484004840053
430,2018-06-07 10:07:56.804122,0.4,4.000040000400005e-06,2,15,0.15331124899815715,1.600016000160002e-05,0.0004800048000480005
431,2018-06-07 10:07:58.247730,0.4,4.000040000400005e-06,2,17,0.12865263867229293,1.600016000160002e-05,0.00048400484004840053
432,2018-06-07 10:07:59.585056,0.4,4.000040000400005e-06,0,14,0.08158544173999616,1.600016000160002e-05,0.00048400484004840053
433,2018-06-07 10:08:01.002740,0.4,4.000040000400005e-06,6,45,0.14341446596269872,1.600016000160002e-05,0.00048400484004840053
434,2018-06-07 10:08:02.502493,0.4,4.000040000400005e-06,5,24,0.09277629192158254,1.600016000160002e-05,0.00048400484004840053
435,2018-06-07 10:08:04.018125,0.4,4.000040000400005e-06,5,28,0.07269883686998883,1.2000120001200014e-05,0.00048400484004840053
436,2018-06-07 10:08:05.449018,0.4,4.000040000400005e-06,1,32,0.02176818047370832,1.600016000160002e-05,0.00048400484004840053
437,2018-06-07 10:08:06.852855,0.4,4.000040000400005e-06,7,32,0.001675919450916874,1.600016000160002e-05,0.00048400484004840053
438,2018-06-07 10:08:08.258910,0.4,4.000040000400005e-06,0,13,0.04953890741929328,1.2000120001200014e-05,0.00048400484004840053
439,2018-06-07 10:08:09.696153,0.4,4.000040000400005e-06,3,16,0.08416250284278093,1.600016000160002e-05,0.00048400484004840053
440,2018-06-07 10:08:11.145636,0.4,4.000040000400005e-06,5,31,0.19704203826751854,2.0000200002000023e-05,0.00048800488004880054
441,2018-06-07 10:08:12.665399,0.4,4.000040000400005e-06,4,37,0.0959889892099018,1.600016000160002e-05,0.00048400484004840053
442,2018-06-07 10:08:14.060337,0.4,4.000040000400005e-06,2,28,0.10398916671225818,1.600016000160002e-05,0.00048400484004840053
443,2018-06-07 10:08:15.538060,0.4,4.000040000400005e-06,4,9,0.19629053897502913,1.600016000160002e-05,0.00048400484004840053
444,2018-06-07 10:08:17.015178,0.4,4.000040000400005e-06,4,36,0.04340938409884581,1.600016000160002e-05,0.0004800048000480005
445,2018-06-07 10:08:18.538720,0.4,4.000040000400005e-06,4,20,0.053502897889259084,1.600016000160002e-05,0.00048400484004840053
446,2018-06-07 10:08:19.880903,0.4,4.000040000400005e-06,0,37,0.0137754470281231,1.600016000160002e-05,0.0004800048000480005
447,2018-06-07 10:08:21.332412,0.4,4.000040000400005e-06,0,32,0.10767849560477788,1.600016000160002e-05,0.0004920049200492005
448,2018-06-07 10:08:22.768661,0.4,4.000040000400005e-06,2,51,0.09316892689360645,1.600016000160002e-05,0.00048800488004880054
449,2018-06-07 10:08:24.221109,0.4,4.000040000400005e-06,4,46,0.06949192870759095,1.600016000160002e-05,0.00048400484004840053
450,2018-06-07 10:08:25.683927,0.4,4.000040000400005e-06,3,47,0.05430299118813458,1.600016000160002e-05,0.00048400484004840053
451,2018-06-07 10:08:27.160217,0.4,4.000040000400005e-06,3,26,0.1640396714777341,1.600016000160002e-05,0.00048400484004840053
452,2018-06-07 10:08:28.693974,0.4,4.000040000400005e-06,0,8,0.08811816571382947,1.2000120001200014e-05,0.00048400484004840053
453,2018-06-07 10:08:30.110190,0.4,4.000040000400005e-06,2,18,0.0786885576105554,1.600016000160002e-05,0.00048400484004840053
454,2018-06-07 10:08:31.564063,0.4,4.000040000400005e-06,7,7,0.14810627776447788,1.2000120001200014e-05,0.0005120051200512006
455,2018-06-07 10:08:32.940881,0.4,4.000040000400005e-06,1,29,0.010426268672762773,1.600016000160002e-05,0.00048400484004840053
456,2018-06-07 10:08:34.442834,0.4,4.000040000400005e-06,5,46,0.019843705889831954,1.600016000160002e-05,0.00048800488004880054
457,2018-06-07 10:08:35.839628,0.4,4.000040000400005e-06,0,47,0.05384833539753975,1.600016000160002e-05,0.00048400484004840053
458,2018-06-07 10:08:37.277750,0.4,4.000040000400005e-06,0,46,0.1601199214675439,1.600016000160002e-05,0.0004800048000480005
459,2018-06-07 10:08:38.669261,0.4,4.000040000400005e-06,4,10,0.05228945492782289,1.600016000160002e-05,0.00048400484004840053
460,2018-06-07 10:08:40.064281,0.4,4.000040000400005e-06,6,42,0.15405830478568877,1.2000120001200014e-05,0.00048400484004840053
461,2018-06-07 10:08:41.452093,0.4,4.000040000400005e-06,7,10,0.12384676182070216,1.600016000160002e-05,0.00048800488004880054
462,2018-06-07 10:08:42.903886,0.4,4.000040000400005e-06,4,45,0.13998415125943042,1.2000120001200014e-05,0.00048400484004840053
463,2018-06-07 10:08:44.340600,0.4,4.000040000400005e-06,4,7,0.04911985641380015,2.0000200002000023e-05,0.0005120051200512006
464,2018-06-07 10:08:45.702796,0.4,4.000040000400005e-06,1,17,0.13103984885747957,1.600016000160002e-05,0.00048400484004840053
465,2018-06-07 10:08:47.232012,0.4,4.000040000400005e-06,6,18,0.02956701269096436,1.600016000160002e-05,0.0004800048000480005
466,2018-06-07 10:08:48.696539,0.4,4.000040000400005e-06,3,49,0.06884516923666743,1.600016000160002e-05,0.0004800048000480005
467,2018-06-07 10:08:50.048405,0.4,4.000040000400005e-06,5,47,0.19173516815198416,1.600016000160002e-05,0.00048400484004840053
468,2018-06-07 10:08:51.441681,0.4,4.000040000400005e-06,4,21,0.04646929568020319,1.2000120001200014e-05,0.00048400484004840053
469,2018-06-07 10:08:52.816613,0.4,4.000040000400005e-06,2,41,0.04242104000005871,1.600016000160002e-05,0.00048400484004840053
470,2018-06-07 10:08:54.344912,0.4,4.000040000400005e-06,2,28,0.05931732498977782,1.600016000160002e-05,0.00048400484004840053
471,2018-06-07 10:08:55.803624,0.4,4.000040000400005e-06,3,22,0.18503425244757618,1.600016000160002e-05,0.00048800488004880054
472,2018-06-07 10:08:57.173765,0.4,4.000040000400005e-06,0,2,0.1328331244814486,1.600016000160002e-05,0.0005120051200512006
473,2018-06-07 10:08:58.622498,0.4,4.000040000400005e-06,2,7,0.09049308959147105,1.600016000160002e-05,0.0005160051600516006
474,2018-06-07 10:09:00.059877,0.4,4.000040000400005e-06,5,29,0.17047580363356668,1.600016000160002e-05,0.0004920049200492005
475,2018-06-07 10:09:01.432857,0.4,4.000040000400005e-06,4,41,0.12135482558195365,1.600016000160002e-05,0.00048400484004840053
476,2018-06-07 10:09:02.888791,0.4,4.000040000400005e-06,6,15,0.031090660865977383,1.600016000160002e-05,0.0004800048000480005
477,2018-06-07 10:09:04.368457,0.4,4.000040000400005e-06,2,48,0.00240308324317251,1.600016000160002e-05,0.00048800488004880054
478,2018-06-07 10:09:05.805095,0.4,4.000040000400005e-06,2,45,0.19869451926839646,1.600016000160002e-05,0.00048400484004840053
479,2018-06-07 10:09:07.257590,0.4,4.000040000400005e-06,6,14,0.008011728447465827,1.2000120001200014e-05,0.00048400484004840053
480,2018-06-07 10:09:08.663604,0.4,4.000040000400005e-06,6,16,0.16826446417653348,1.600016000160002e-05,0.00048400484004840053
481,2018-06-07 10:09:10.049990,0.4,4.000040000400005e-06,2,29,0.17598737253479166,1.2000120001200014e-05,0.0004800048000480005
482,2018-06-07 10:09:11.414023,0.4,4.000040000400005e-06,1,51,0.024502468255599832,1.600016000160002e-05,0.00048400484004840053
483,2018-06-07 10:09:12.951125,0.4,4.000040000400005e-06,0,45,0.1072944389091391,1.2000120001200014e-05,0.00048400484004840053
484,2018-06-07 10:09:14.433919,0.4,4.000040000400005e-06,4,5,0.1557556363704781,1.600016000160002e-05,0.0005160051600516006
485,2018-06-07 10:09:15.792502,0.4,4.000040000400005e-06,6,12,0.08937003215752744,1.600016000160002e-05,0.00048400484004840053
486,2018-06-07 10:09:17.305825,0.4,4.000040000400005e-06,3,31,0.0864705782421233,1.600016000160002e-05,0.00048400484004840053
487,2018-06-07 10:09:18.703493,0.4,4.000040000400005e-06,2,35,0.04989898216849209,1.600016000160002e-05,0.00048400484004840053
488,2018-06-07 10:09:20.149930,0.4,4.000040000400005e-06,4,41,0.17090667506354892,1.600016000160002e-05,0.00048400484004840053
489,2018-06-07 10:09:21.572604,0.4,4.000040000400005e-06,1,38,0.07527281795364422,2.0000200002000023e-05,0.00048400484004840053
490,2018-06-07 10:09:23.015147,0.4,4.000040000400005e-06,2,46,0.007581997800831464,1.2000120001200014e-05,0.00048400484004840053
491,2018-06-07 10:09:24.463704,0.4,4.000040000400005e-06,7,48,0.042802619849265304,2.0000200002000023e-05,0.00048400484004840053
492,2018-06-07 10:09:25.929185,0.4,4.000040000400005e-06,0,23,0.11936741683748309,2.0000200002000023e-05,0.00048400484004840053
493,2018-06-07 10:09:27.412575,0.4,4.000040000400005e-06,3,15,0.15285764830429505,1.2000120001200014e-05,0.00048400484004840053
494,2018-06-07 10:09:28.848247,0.4,4.000040000400005e-06,6,31,0.1570194355323886,1.600016000160002e-05,0.00048800488004880054
495,2018-06-07 10:09:30.330985,0.4,4.000040000400005e-06,0,17,0.11064094733871102,1.600016000160002e-05,0.00048400484004840053
496,2018-06-07 10:09:31.742168,0.4,4.000040000400005e-06,3,8,0.16893383250098515,1.2000120001200014e-05,0.00048400484004840053
497,2018-06-07 10:09:33.141047,0.4,4.000040000400005e-06,2,25,0.06042080212079903,1.600016000160002e-05,0.00048400484004840053
498,2018-06-07 10:09:34.640843,0.4,4.000040000400005e-06,1,18,0.08949000444571241,1.600016000160002e-05,0.00048400484004840053
499,2018-06-07 10:09:35.988324,0.4,4.000040000400005e-06,1,3,0.0023395471016990355,1.600016000160002e-05,0.0005080050800508006
500,2018-06-07 10:09:37.458578,0.4,4.000040000400005e-06,2,32,0.08196426177845546,1.600016000160002e-05,0.00048400484004840053
501,2018-06-07 10:09:38.921900,0.4,4.000040000400005e-06,3,45,0.17493557855453762,1.600016000160002e-05,0.00048400484004840053
502,2018-06-07 10:09:40.387889,0.4,4.000040000400005e-06,5,35,0.17857496167298542,1.600016000160002e-05,0.00048400484004840053
503,2018-06-07 10:09:41.764776,0.4,4.000040000400005e-06,7,33,0.12568612967478301,2.0000200002000023e-05,0.00048400484004840053
504,2018-06-07 10:09:43.184112,0.4,4.000040000400005e-06,0,38,0.03395017433369054,1.600016000160002e-05,0.0004800048000480005
505,2018-06-07 10:09:44.574879,0.4,4.000040000400005e-06,2,15,0.1373115101285247,1.600016000160002e-05,0.00048400484004840053
506,2018-06-07 10:09:45.991387,0.4,4.000040000400005e-06,5,18,0.056129554647962814,1.2000120001200014e-05,0.00048800488004880054
507,2018-06-07 10:09:47.388600,0.4,4.000040000400005e-06,3,35,0.18601551512340697,1.600016000160002e-05,0.00048400484004840053
508,2018-06-07 10:09:48.863309,0.4,4.000040000400005e-06,6,36,0.12049667269604014,2.0000200002000023e-05,0.00048400484004840053
509,2018-06-07 10:09:50.321997,0.4,4.000040000400005e-06,4,15,0.07526301240199192,1.600016000160002e-05,0.00048400484004840053
