sample,time,window,precision,modulation,band,rx,sleep,period,measured
805,48:05.4,2,1.00E-07,4,43,25657,1033,rx,0.39634792
806,48:05.4,2,1.00E-07,4,43,25657,1033,sleep,0.016594101
807,48:58.2,2,1.00E-07,3,19,4856,24818,setup,8.62E-05
808,48:58.2,2,1.00E-07,3,19,4856,24818,rx,0.075056204
809,48:58.2,2,1.00E-07,3,19,4856,24818,sleep,0.384158619
810,48:58.2,2,1.00E-07,3,19,4856,24818,rx,0.075071304
811,48:58.2,2,1.00E-07,3,19,4856,24818,sleep,0.384091719
812,48:58.2,2,1.00E-07,3,19,4856,24818,rx,0.075082004
813,48:58.2,2,1.00E-07,3,19,4856,24818,sleep,0.384165919
814,48:58.2,2,1.00E-07,3,19,4856,24818,rx,0.075077304
815,49:50.0,2,1.00E-07,0,7,3848,5341,setup,8.62E-05
816,49:50.0,2,1.00E-07,0,7,3848,5341,rx,0.059513403
817,49:50.0,2,1.00E-07,0,7,3848,5341,sleep,0.083212904
818,49:50.0,2,1.00E-07,0,7,3848,5341,rx,0.059504503
819,49:50.0,2,1.00E-07,0,7,3848,5341,sleep,0.083192004
820,49:50.0,2,1.00E-07,0,7,3848,5341,rx,0.059491603
821,49:50.0,2,1.00E-07,0,7,3848,5341,sleep,0.083172104
822,49:50.0,2,1.00E-07,0,7,3848,5341,rx,0.059512103
823,49:50.0,2,1.00E-07,0,7,3848,5341,sleep,0.083199504
824,49:50.0,2,1.00E-07,0,7,3848,5341,rx,0.059524203
825,49:50.0,2,1.00E-07,0,7,3848,5341,sleep,0.083206104
826,49:50.0,2,1.00E-07,0,7,3848,5341,rx,0.059514803
827,49:50.0,2,1.00E-07,0,7,3848,5341,sleep,0.083201604
828,49:50.0,2,1.00E-07,0,7,3848,5341,rx,0.059513803
829,49:50.0,2,1.00E-07,0,7,3848,5341,sleep,0.083204604
830,49:50.0,2,1.00E-07,0,7,3848,5341,rx,0.059515303
831,49:50.0,2,1.00E-07,0,7,3848,5341,sleep,0.083189304
832,49:50.0,2,1.00E-07,0,7,3848,5341,rx,0.059514003
833,49:50.0,2,1.00E-07,0,7,3848,5341,sleep,0.083192004
834,49:50.0,2,1.00E-07,0,7,3848,5341,rx,0.059496303
835,49:50.0,2,1.00E-07,0,7,3848,5341,sleep,0.083192704
836,49:50.1,2,1.00E-07,0,7,3848,5341,rx,0.059503703
837,49:50.1,2,1.00E-07,0,7,3848,5341,sleep,0.083195604
838,49:50.1,2,1.00E-07,0,7,3848,5341,rx,0.059502703
839,49:50.1,2,1.00E-07,0,7,3848,5341,sleep,0.083187204
840,49:50.1,2,1.00E-07,0,7,3848,5341,rx,0.059509703
841,50:42.8,2,1.00E-07,6,17,3202,31967,setup,8.63E-05
842,50:42.8,2,1.00E-07,6,17,3202,31967,rx,0.049503702
843,50:42.8,2,1.00E-07,6,17,3202,31967,sleep,0.494675525
844,50:42.8,2,1.00E-07,6,17,3202,31967,rx,0.049500902
845,50:42.8,2,1.00E-07,6,17,3202,31967,sleep,0.494653525
846,50:42.8,2,1.00E-07,6,17,3202,31967,rx,0.049500702
847,50:42.8,2,1.00E-07,6,17,3202,31967,sleep,0.494660425
848,50:42.8,2,1.00E-07,6,17,3202,31967,rx,0.049508602
849,51:33.8,2,1.00E-07,6,40,3886,24490,setup,8.63E-05
850,51:33.8,2,1.00E-07,6,40,3886,24490,rx,0.020735301
851,51:33.8,2,1.00E-07,6,40,3886,24490,sleep,1.56E-05
852,51:33.8,2,1.00E-07,6,40,3886,24490,rx,0.0038556
853,51:33.8,2,1.00E-07,6,40,3886,24490,sleep,1.09E-05
854,51:33.8,2,1.00E-07,6,40,3886,24490,rx,0.99432265
855,51:33.8,2,1.00E-07,6,40,3886,24490,sleep,1.09E-05
856,52:24.8,2,1.00E-07,5,25,20077,19320,setup,8.62E-05
857,52:24.8,2,1.00E-07,5,25,20077,19320,rx,0.310316516
858,52:24.8,2,1.00E-07,5,25,20077,19320,sleep,0.299247115
859,52:24.8,2,1.00E-07,5,25,20077,19320,rx,0.310301016
860,52:24.8,2,1.00E-07,5,25,20077,19320,sleep,0.299221915
861,52:24.8,2,1.00E-07,5,25,20077,19320,rx,0.310307016
862,53:16.6,2,1.00E-07,5,42,30684,4781,setup,8.62E-05
863,53:16.6,2,1.00E-07,5,42,30684,4781,rx,0.474485524
864,53:16.6,2,1.00E-07,5,42,30684,4781,sleep,0.074555604
865,53:16.6,2,1.00E-07,5,42,30684,4781,rx,0.474383624
866,53:16.6,2,1.00E-07,5,42,30684,4781,sleep,0.074534704
867,53:16.6,2,1.00E-07,5,42,30684,4781,rx,0.474341924
868,53:16.6,2,1.00E-07,5,42,30684,4781,sleep,0.074533404
869,54:09.0,2,1.00E-07,1,45,16370,26463,setup,8.62E-05
870,54:09.0,2,1.00E-07,1,45,16370,26463,rx,0.253082813
871,54:09.0,2,1.00E-07,1,45,16370,26463,sleep,0.40966622
872,54:09.0,2,1.00E-07,1,45,16370,26463,rx,0.253061813
873,54:09.0,2,1.00E-07,1,45,16370,26463,sleep,0.40978352
874,54:09.0,2,1.00E-07,1,45,16370,26463,rx,0.253059713
875,54:59.1,2,1.00E-07,0,32,27073,31085,setup,8.63E-05
876,54:59.1,2,1.00E-07,0,32,27073,31085,rx,0.418500221
877,54:59.1,2,1.00E-07,0,32,27073,31085,sleep,0.481163224
878,54:59.1,2,1.00E-07,0,32,27073,31085,rx,0.418536521
879,54:59.1,2,1.00E-07,0,32,27073,31085,sleep,0.481181124
880,55:52.8,2,1.00E-07,5,3,30773,3598,setup,8.62E-05
881,55:52.8,2,1.00E-07,5,3,30773,3598,rx,0.475566024
882,55:52.8,2,1.00E-07,5,3,30773,3598,sleep,0.056268403
883,55:52.8,2,1.00E-07,5,3,30773,3598,rx,0.475533824
884,55:52.8,2,1.00E-07,5,3,30773,3598,sleep,0.056242703
885,55:52.9,2,1.00E-07,5,3,30773,3598,rx,0.475504224
886,55:52.9,2,1.00E-07,5,3,30773,3598,sleep,0.056254803
887,56:46.2,2,1.00E-07,2,28,26375,30898,setup,8.62E-05
888,56:46.2,2,1.00E-07,2,28,26375,30898,rx,0.40766242
889,56:46.2,2,1.00E-07,2,28,26375,30898,sleep,0.478091224
890,56:46.2,2,1.00E-07,2,28,26375,30898,rx,0.40760162
891,56:46.2,2,1.00E-07,2,28,26375,30898,sleep,0.478150824
892,57:39.7,2,1.00E-07,5,25,19495,28193,setup,8.62E-05
893,57:39.7,2,1.00E-07,5,25,19495,28193,rx,0.301375915
894,57:39.7,2,1.00E-07,5,25,19495,28193,sleep,0.436463022
895,57:39.7,2,1.00E-07,5,25,19495,28193,rx,0.301345615
896,57:39.7,2,1.00E-07,5,25,19495,28193,sleep,0.436346922
897,57:39.7,2,1.00E-07,5,25,19495,28193,rx,0.301362615
898,58:31.7,2,1.00E-07,1,34,16279,27770,setup,8.62E-05
899,58:31.7,2,1.00E-07,1,34,16279,27770,rx,0.251573013
900,58:31.7,2,1.00E-07,1,34,16279,27770,sleep,0.429777321
901,58:31.7,2,1.00E-07,1,34,16279,27770,rx,0.251565713
902,58:31.7,2,1.00E-07,1,34,16279,27770,sleep,0.429880121
903,58:31.7,2,1.00E-07,1,34,16279,27770,rx,0.251638313
904,59:24.6,2,1.00E-07,6,41,25300,17069,setup,8.62E-05
905,59:24.6,2,1.00E-07,6,41,25300,17069,rx,0.39116822
906,59:24.6,2,1.00E-07,6,41,25300,17069,sleep,0.264472313
907,59:24.6,2,1.00E-07,6,41,25300,17069,rx,0.39119142
908,59:24.6,2,1.00E-07,6,41,25300,17069,sleep,0.264561913
909,59:24.6,2,1.00E-07,6,41,25300,17069,rx,0.39122862
910,00:15.9,2,1.00E-07,3,50,625,4920,setup,8.62E-05
911,00:15.9,2,1.00E-07,3,50,625,4920,rx,0.0096886
912,00:15.9,2,1.00E-07,3,50,625,4920,sleep,0.076681504
913,00:15.9,2,1.00E-07,3,50,625,4920,rx,0.0096951
914,00:15.9,2,1.00E-07,3,50,625,4920,sleep,0.076681404
915,00:15.9,2,1.00E-07,3,50,625,4920,rx,0.00969
916,00:15.9,2,1.00E-07,3,50,625,4920,sleep,0.076675404
917,00:15.9,2,1.00E-07,3,50,625,4920,rx,0.0096886
918,00:15.9,2,1.00E-07,3,50,625,4920,sleep,0.076674204
919,00:15.9,2,1.00E-07,3,50,625,4920,rx,0.0096934
920,00:15.9,2,1.00E-07,3,50,625,4920,sleep,0.076676504
921,00:15.9,2,1.00E-07,3,50,625,4920,rx,0.0096892
922,00:15.9,2,1.00E-07,3,50,625,4920,sleep,0.076663104
923,00:15.9,2,1.00E-07,3,50,625,4920,rx,0.0096879
924,00:15.9,2,1.00E-07,3,50,625,4920,sleep,0.076674004
925,00:15.9,2,1.00E-07,3,50,625,4920,rx,0.0096912
926,00:15.9,2,1.00E-07,3,50,625,4920,sleep,0.076669204
927,00:15.9,2,1.00E-07,3,50,625,4920,rx,0.0096915
928,00:15.9,2,1.00E-07,3,50,625,4920,sleep,0.076673304
929,00:15.9,2,1.00E-07,3,50,625,4920,rx,0.0096911
930,00:16.0,2,1.00E-07,3,50,625,4920,sleep,0.076694004
931,00:16.0,2,1.00E-07,3,50,625,4920,rx,0.009695
932,00:16.0,2,1.00E-07,3,50,625,4920,sleep,0.076696104
933,00:16.0,2,1.00E-07,3,50,625,4920,rx,0.0096927
934,00:16.0,2,1.00E-07,3,50,625,4920,sleep,0.076679604
935,00:16.0,2,1.00E-07,3,50,625,4920,rx,0.009694
936,00:16.0,2,1.00E-07,3,50,625,4920,sleep,0.076693804
937,00:16.0,2,1.00E-07,3,50,625,4920,rx,0.0096941
938,00:16.0,2,1.00E-07,3,50,625,4920,sleep,0.076681604
939,00:16.0,2,1.00E-07,3,50,625,4920,rx,0.009693
940,00:16.0,2,1.00E-07,3,50,625,4920,sleep,0.076682504
941,00:16.0,2,1.00E-07,3,50,625,4920,rx,0.0096934
942,00:16.0,2,1.00E-07,3,50,625,4920,sleep,0.076690304
943,00:16.0,2,1.00E-07,3,50,625,4920,rx,0.0096934
944,00:16.0,2,1.00E-07,3,50,625,4920,sleep,0.076682404
945,00:16.0,2,1.00E-07,3,50,625,4920,rx,0.0096939
946,00:16.0,2,1.00E-07,3,50,625,4920,sleep,0.076676904
947,00:16.0,2,1.00E-07,3,50,625,4920,rx,0.0096913
948,00:16.0,2,1.00E-07,3,50,625,4920,sleep,0.076678704
949,00:16.0,2,1.00E-07,3,50,625,4920,rx,0.0096907
950,00:16.0,2,1.00E-07,3,50,625,4920,sleep,0.076685204
951,00:16.0,2,1.00E-07,3,50,625,4920,rx,0.0096914
952,01:09.8,2,1.00E-07,7,24,987,23163,setup,8.63E-05
953,01:09.8,2,1.00E-07,7,24,987,23163,rx,0.015290001
954,01:09.8,2,1.00E-07,7,24,987,23163,sleep,0.358683618
955,01:09.8,2,1.00E-07,7,24,987,23163,rx,0.015294001
956,01:09.8,2,1.00E-07,7,24,987,23163,sleep,0.358609818
957,01:09.8,2,1.00E-07,7,24,987,23163,rx,0.015277501
958,01:09.8,2,1.00E-07,7,24,987,23163,sleep,0.358469618
959,01:09.8,2,1.00E-07,7,24,987,23163,rx,0.015273101
960,01:09.8,2,1.00E-07,7,24,987,23163,sleep,0.358594218
961,01:09.8,2,1.00E-07,7,24,987,23163,rx,0.015285601
962,02:02.7,2,1.00E-07,3,34,17940,4508,setup,8.62E-05
963,02:02.7,2,1.00E-07,3,34,17940,4508,rx,0.277333914
964,02:02.7,2,1.00E-07,3,34,17940,4508,sleep,0.070325304
965,02:02.7,2,1.00E-07,3,34,17940,4508,rx,0.277354714
966,02:02.7,2,1.00E-07,3,34,17940,4508,sleep,0.070319704
967,02:02.7,2,1.00E-07,3,34,17940,4508,rx,0.277369914
968,02:02.7,2,1.00E-07,3,34,17940,4508,sleep,0.070314504
969,02:02.7,2,1.00E-07,3,34,17940,4508,rx,0.277335714
970,02:02.7,2,1.00E-07,3,34,17940,4508,sleep,0.070298204
971,02:02.7,2,1.00E-07,3,34,17940,4508,rx,0.277316914
972,02:02.7,2,1.00E-07,3,34,17940,4508,sleep,0.070313004
973,02:55.6,2,1.00E-07,7,1,29505,25018,setup,8.62E-05
974,02:55.6,2,1.00E-07,7,1,29505,25018,rx,0.456085323
975,02:55.6,2,1.00E-07,7,1,29505,25018,sleep,0.387385119
976,02:55.6,2,1.00E-07,7,1,29505,25018,rx,0.456063423
977,02:55.6,2,1.00E-07,7,1,29505,25018,sleep,0.387358919
978,03:49.7,2,1.00E-07,6,2,2973,1242,setup,8.62E-05
979,03:49.7,2,1.00E-07,6,2,2973,1242,rx,0.045991502
980,03:49.7,2,1.00E-07,6,2,2973,1242,sleep,0.019848401
981,03:49.7,2,1.00E-07,6,2,2973,1242,rx,0.045989902
982,03:49.8,2,1.00E-07,6,2,2973,1242,sleep,0.019844201
983,03:49.8,2,1.00E-07,6,2,2973,1242,rx,0.045984202
984,03:49.8,2,1.00E-07,6,2,2973,1242,sleep,0.019853901
985,03:49.8,2,1.00E-07,6,2,2973,1242,rx,0.045992002
986,03:49.8,2,1.00E-07,6,2,2973,1242,sleep,0.019854901
987,03:49.8,2,1.00E-07,6,2,2973,1242,rx,0.045986302
988,03:49.8,2,1.00E-07,6,2,2973,1242,sleep,0.019846201
989,03:49.8,2,1.00E-07,6,2,2973,1242,rx,0.045985502
990,03:49.8,2,1.00E-07,6,2,2973,1242,sleep,0.019851201
991,03:49.8,2,1.00E-07,6,2,2973,1242,rx,0.045988802
992,03:49.8,2,1.00E-07,6,2,2973,1242,sleep,0.019853301
993,03:49.8,2,1.00E-07,6,2,2973,1242,rx,0.045986502
994,03:49.8,2,1.00E-07,6,2,2973,1242,sleep,0.019849701
995,03:49.8,2,1.00E-07,6,2,2973,1242,rx,0.045987902
996,03:49.8,2,1.00E-07,6,2,2973,1242,sleep,0.019849801
997,03:49.8,2,1.00E-07,6,2,2973,1242,rx,0.045982702
998,03:49.8,2,1.00E-07,6,2,2973,1242,sleep,0.019855801
999,03:49.8,2,1.00E-07,6,2,2973,1242,rx,0.045972602
1000,03:49.8,2,1.00E-07,6,2,2973,1242,sleep,0.019848601
1001,03:49.8,2,1.00E-07,6,2,2973,1242,rx,0.045990002
1002,03:49.8,2,1.00E-07,6,2,2973,1242,sleep,0.019854001
1003,03:49.8,2,1.00E-07,6,2,2973,1242,rx,0.045980202
1004,03:49.8,2,1.00E-07,6,2,2973,1242,sleep,0.019850601
1005,03:49.8,2,1.00E-07,6,2,2973,1242,rx,0.045995902
1006,03:49.8,2,1.00E-07,6,2,2973,1242,sleep,0.019849801
1007,03:49.8,2,1.00E-07,6,2,2973,1242,rx,0.045986202
1008,03:49.8,2,1.00E-07,6,2,2973,1242,sleep,0.019847301
1009,03:49.8,2,1.00E-07,6,2,2973,1242,rx,0.045979402
1010,03:49.8,2,1.00E-07,6,2,2973,1242,sleep,0.019853701
1011,03:49.8,2,1.00E-07,6,2,2973,1242,rx,0.045990102
1012,03:49.8,2,1.00E-07,6,2,2973,1242,sleep,0.019850901
1013,03:49.8,2,1.00E-07,6,2,2973,1242,rx,0.045990102
1014,03:49.8,2,1.00E-07,6,2,2973,1242,sleep,0.019856001
1015,03:49.8,2,1.00E-07,6,2,2973,1242,rx,0.045983802
1016,03:49.8,2,1.00E-07,6,2,2973,1242,sleep,0.019851901
1017,03:49.8,2,1.00E-07,6,2,2973,1242,rx,0.045976002
1018,03:49.8,2,1.00E-07,6,2,2973,1242,sleep,0.019849801
1019,03:49.9,2,1.00E-07,6,2,2973,1242,rx,0.045984302
1020,03:49.9,2,1.00E-07,6,2,2973,1242,sleep,0.019853401
1021,03:49.9,2,1.00E-07,6,2,2973,1242,rx,0.045982902
1022,03:49.9,2,1.00E-07,6,2,2973,1242,sleep,0.019852701
1023,03:49.9,2,1.00E-07,6,2,2973,1242,rx,0.045980202
1024,03:49.9,2,1.00E-07,6,2,2973,1242,sleep,0.019848201
1025,03:49.9,2,1.00E-07,6,2,2973,1242,rx,0.045987302
1026,03:49.9,2,1.00E-07,6,2,2973,1242,sleep,0.019849801
1027,03:49.9,2,1.00E-07,6,2,2973,1242,rx,0.045986002
1028,03:49.9,2,1.00E-07,6,2,2973,1242,sleep,0.019850101
1029,03:49.9,2,1.00E-07,6,2,2973,1242,rx,0.045988302
1030,03:49.9,2,1.00E-07,6,2,2973,1242,sleep,0.019851501
1031,03:49.9,2,1.00E-07,6,2,2973,1242,rx,0.045981602
1032,03:49.9,2,1.00E-07,6,2,2973,1242,sleep,0.019851101
1033,04:42.2,2,1.00E-07,1,42,20852,20832,setup,8.61E-05
1034,04:42.2,2,1.00E-07,1,42,20852,20832,rx,0.322307416
1035,04:42.2,2,1.00E-07,1,42,20852,20832,sleep,0.322573316
1036,04:42.2,2,1.00E-07,1,42,20852,20832,rx,0.322266916
1037,04:42.3,2,1.00E-07,1,42,20852,20832,sleep,0.322586416
1038,04:42.3,2,1.00E-07,1,42,20852,20832,rx,0.322302016
1039,05:34.8,2,1.00E-07,1,18,22296,20006,setup,8.62E-05
1040,05:34.8,2,1.00E-07,1,18,22296,20006,rx,0.344712117
1041,05:34.8,2,1.00E-07,1,18,22296,20006,sleep,0.309837815
1042,05:34.8,2,1.00E-07,1,18,22296,20006,rx,0.344638017
1043,05:34.8,2,1.00E-07,1,18,22296,20006,sleep,0.309857415
1044,05:34.8,2,1.00E-07,1,18,22296,20006,rx,0.344633617
1045,06:26.7,2,1.00E-07,5,28,542,31748,setup,8.62E-05
1046,06:26.7,2,1.00E-07,5,28,542,31748,rx,0.0084147
1047,06:26.7,2,1.00E-07,5,28,542,31748,sleep,0.491474325
1048,06:26.7,2,1.00E-07,5,28,542,31748,rx,0.0084084
1049,06:26.7,2,1.00E-07,5,28,542,31748,sleep,0.491490525
1050,06:26.7,2,1.00E-07,5,28,542,31748,rx,0.0084096
1051,06:26.7,2,1.00E-07,5,28,542,31748,sleep,0.491473025
1052,06:26.7,2,1.00E-07,5,28,542,31748,rx,0.008409
1053,07:19.3,2,1.00E-07,0,35,21273,1410,setup,8.63E-05
1054,07:19.3,2,1.00E-07,0,35,21273,1410,rx,0.328815916
1055,07:19.3,2,1.00E-07,0,35,21273,1410,sleep,0.022421201
1056,07:19.3,2,1.00E-07,0,35,21273,1410,rx,0.328739716
1057,07:19.3,2,1.00E-07,0,35,21273,1410,sleep,0.022410401
1058,07:19.3,2,1.00E-07,0,35,21273,1410,rx,0.328725116
1059,07:19.3,2,1.00E-07,0,35,21273,1410,sleep,0.022417701
1060,07:19.3,2,1.00E-07,0,35,21273,1410,rx,0.328721216
1061,07:19.3,2,1.00E-07,0,35,21273,1410,sleep,0.022426201
1062,07:19.3,2,1.00E-07,0,35,21273,1410,rx,0.328773016
1063,07:19.4,2,1.00E-07,0,35,21273,1410,sleep,0.022424301
1064,08:11.1,2,1.00E-07,3,45,29100,19097,setup,8.63E-05
1065,08:11.1,2,1.00E-07,3,45,29100,19097,rx,0.449768422
1066,08:11.1,2,1.00E-07,3,45,29100,19097,sleep,0.295789215
1067,08:11.1,2,1.00E-07,3,45,29100,19097,rx,0.449769122
1068,08:11.1,2,1.00E-07,3,45,29100,19097,sleep,0.295809315
1069,09:04.1,2,1.00E-07,7,19,22066,5345,setup,8.62E-05
1070,09:04.2,2,1.00E-07,7,19,22066,5345,rx,0.341124617
1071,09:04.2,2,1.00E-07,7,19,22066,5345,sleep,0.083242604
1072,09:04.2,2,1.00E-07,7,19,22066,5345,rx,0.341080617
1073,09:04.2,2,1.00E-07,7,19,22066,5345,sleep,0.083243504
1074,09:04.2,2,1.00E-07,7,19,22066,5345,rx,0.341014417
1075,09:04.2,2,1.00E-07,7,19,22066,5345,sleep,0.083254604
1076,09:04.2,2,1.00E-07,7,19,22066,5345,rx,0.341035417
1077,09:04.2,2,1.00E-07,7,19,22066,5345,sleep,0.083238304
1078,09:55.4,2,1.00E-07,1,2,12522,24408,setup,8.62E-05
1079,09:55.4,2,1.00E-07,1,2,12522,24408,rx,0.19355111
1080,09:55.4,2,1.00E-07,1,2,12522,24408,sleep,0.377885619
1081,09:55.4,2,1.00E-07,1,2,12522,24408,rx,0.19356051
1082,09:55.4,2,1.00E-07,1,2,12522,24408,sleep,0.377892319
1083,09:55.4,2,1.00E-07,1,2,12522,24408,rx,0.19360861
1084,09:55.4,2,1.00E-07,1,2,12522,24408,sleep,0.377959119
1085,10:50.6,2,1.00E-07,1,20,27451,6702,setup,8.62E-05
1086,10:50.6,2,1.00E-07,1,20,27451,6702,rx,0.424292921
1087,10:50.6,2,1.00E-07,1,20,27451,6702,sleep,0.104209205
1088,10:50.6,2,1.00E-07,1,20,27451,6702,rx,0.424374121
1089,10:50.6,2,1.00E-07,1,20,27451,6702,sleep,0.104217805
1090,10:50.6,2,1.00E-07,1,20,27451,6702,rx,0.424358321
1091,10:50.6,2,1.00E-07,1,20,27451,6702,sleep,0.104214105
