sample,time,window,precision,modulation,rx2rxtimeout
6252,2018-06-01 01:44:23.366496,0.002,2.0002000200020003e-07,8,0.0008652865286528653
6253,2018-06-01 01:44:32.364693,1.0,2.00000040000008e-07,1,0.22868724573744914
6254,2018-06-01 01:44:33.325408,0.002,2.0002000200020003e-07,9,0.0005966596659665967
6255,2018-06-01 01:44:34.216734,0.002,2.0002000200020003e-07,8,0.0008712871287128713
6256,2018-06-01 01:44:35.114692,0.002,2.0002000200020003e-07,8,0.000875887588758876
6257,2018-06-01 01:44:45.829279,2.0,4.00000080000016e-07,0,0.45711809142361826
6258,2018-06-01 01:44:46.794254,0.002,2.0002000200020003e-07,9,0.0006100610061006101
6259,2018-06-01 01:44:47.819616,0.04,4.0000400004000043e-07,5,0.014442144421444215
6260,2018-06-01 01:44:48.777075,0.002,2.0002000200020003e-07,9,0.0006038603860386039
6261,2018-06-01 01:44:58.049122,1.0,2.00000040000008e-07,1,0.22865224573044915
6262,2018-06-01 01:44:59.179160,0.02,2.0000200002000021e-07,7,0.004747447474474745
6263,2018-06-01 01:45:09.794295,2.0,4.00000080000016e-07,0,0.4571152914230583
6264,2018-06-01 01:45:12.541996,0.4,4.000004000004e-07,2,0.11440011440011441
6265,2018-06-01 01:45:13.667974,0.04,4.0000400004000043e-07,6,0.00932889328893289
6266,2018-06-01 01:45:14.748647,0.04,4.0000400004000043e-07,5,0.014428544285442855
6267,2018-06-01 01:45:25.426029,2.0,4.00000080000016e-07,0,0.4570228914045783
6268,2018-06-01 01:45:26.393428,0.002,2.0002000200020003e-07,9,0.0006086608660866087
6269,2018-06-01 01:45:28.904657,0.1,1.000001000001e-07,4,0.028714628714628716
6270,2018-06-01 01:45:29.865315,0.002,2.0002000200020003e-07,8,0.0008660866086608661
6271,2018-06-01 01:45:39.330141,1.0,2.00000040000008e-07,1,0.22866344573268915
6272,2018-06-01 01:45:40.414261,0.04,4.0000400004000043e-07,6,0.00933929339293393
6273,2018-06-01 01:45:42.826729,0.2,2.000002000002e-07,3,0.057297657297657296
6274,2018-06-01 01:45:45.257199,0.4,4.000004000004e-07,2,0.1143981143981144
6275,2018-06-01 01:45:55.801040,2.0,4.00000080000016e-07,0,0.4570628914125783
6276,2018-06-01 01:46:05.133873,1.0,2.00000040000008e-07,1,0.22865104573020914
6277,2018-06-01 01:46:06.261254,0.04,4.0000400004000043e-07,6,0.00933929339293393
6278,2018-06-01 01:46:07.421587,0.02,2.0000200002000021e-07,7,0.004739847398473985
6279,2018-06-01 01:46:08.456602,0.02,2.0000200002000021e-07,7,0.004741447414474145
6280,2018-06-01 01:46:10.959023,0.4,4.000004000004e-07,2,0.11437931437931438
6281,2018-06-01 01:46:11.918851,0.002,2.0002000200020003e-07,9,0.0006106610661066107
6282,2018-06-01 01:46:12.814847,0.002,2.0002000200020003e-07,9,0.0006016601660166017
6283,2018-06-01 01:46:13.730152,0.002,2.0002000200020003e-07,9,0.0006036603660366037
6284,2018-06-01 01:46:14.838397,0.02,2.0000200002000021e-07,7,0.004739447394473945
6285,2018-06-01 01:46:15.912049,0.04,4.0000400004000043e-07,5,0.014444944449444495
6286,2018-06-01 01:46:17.002030,0.04,4.0000400004000043e-07,5,0.014430544305443056
6287,2018-06-01 01:46:19.426663,0.2,2.000002000002e-07,3,0.0573018573018573
6288,2018-06-01 01:46:21.785996,0.1,1.000001000001e-07,4,0.028725728725728726
6289,2018-06-01 01:46:22.929715,0.04,4.0000400004000043e-07,5,0.014438544385443855
6290,2018-06-01 01:46:23.971119,0.04,4.0000400004000043e-07,6,0.00932689326893269
6291,2018-06-01 01:46:34.125720,2.0,4.00000080000016e-07,0,0.4571504914300983
6292,2018-06-01 01:46:35.085966,0.002,2.0002000200020003e-07,8,0.0008618861886188619
6293,2018-06-01 01:46:37.588637,0.4,4.000004000004e-07,2,0.11441171441171441
6294,2018-06-01 01:46:38.551664,0.002,2.0002000200020003e-07,9,0.0006098609860986099
6295,2018-06-01 01:46:40.820271,0.1,1.000001000001e-07,4,0.02871012871012871
6296,2018-06-01 01:46:43.245647,0.4,4.000004000004e-07,2,0.11437451437451437
6297,2018-06-01 01:46:44.215541,0.002,2.0002000200020003e-07,9,0.0006032603260326033
6298,2018-06-01 01:46:45.416833,0.04,4.0000400004000043e-07,5,0.014426144261442616
6299,2018-06-01 01:46:46.488053,0.04,4.0000400004000043e-07,6,0.00933369333693337
6300,2018-06-01 01:46:57.110225,2.0,4.00000080000016e-07,0,0.4570224914044983
6301,2018-06-01 01:46:58.194807,0.04,4.0000400004000043e-07,5,0.014441344413444135
6302,2018-06-01 01:47:00.579064,0.2,2.000002000002e-07,3,0.05728605728605729
6303,2018-06-01 01:47:01.774776,0.02,2.0000200002000021e-07,7,0.004749047490474905
6304,2018-06-01 01:47:02.737081,0.002,2.0002000200020003e-07,8,0.0008664866486648665
6305,2018-06-01 01:47:05.199219,0.2,2.000002000002e-07,3,0.057305857305857306
6306,2018-06-01 01:47:07.637152,0.4,4.000004000004e-07,2,0.11440811440811441
6307,2018-06-01 01:47:17.039159,1.0,2.00000040000008e-07,1,0.22868564573712916
6308,2018-06-01 01:47:19.949162,0.4,4.000004000004e-07,2,0.1143973143973144
6309,2018-06-01 01:47:21.115599,0.04,4.0000400004000043e-07,5,0.014438544385443855
6310,2018-06-01 01:47:23.621183,0.2,2.000002000002e-07,3,0.057304257304257304
6311,2018-06-01 01:47:32.938059,1.0,2.00000040000008e-07,1,0.22863484572696915
6312,2018-06-01 01:47:34.030036,0.04,4.0000400004000043e-07,6,0.00933409334093341
6313,2018-06-01 01:47:44.472906,2.0,4.00000080000016e-07,0,0.4572592914518583
6314,2018-06-01 01:47:47.010652,0.2,2.000002000002e-07,3,0.0572974572974573
6315,2018-06-01 01:47:48.091720,0.02,2.0000200002000021e-07,7,0.004749647496474965
6316,2018-06-01 01:47:49.097632,0.02,2.0000200002000021e-07,7,0.004741047410474105
6317,2018-06-01 01:47:50.209344,0.02,2.0000200002000021e-07,7,0.004747047470474705
6318,2018-06-01 01:47:51.172570,0.002,2.0002000200020003e-07,9,0.0006116611661166117
6319,2018-06-01 01:47:53.727553,0.1,1.000001000001e-07,4,0.028734728734728737
6320,2018-06-01 01:48:03.064774,1.0,2.00000040000008e-07,1,0.22864904572980915
6321,2018-06-01 01:48:04.196920,0.04,4.0000400004000043e-07,6,0.00933329333293333
6322,2018-06-01 01:48:06.543292,0.4,4.000004000004e-07,2,0.11441451441451442
6323,2018-06-01 01:48:09.018574,0.1,1.000001000001e-07,4,0.028725628725628727
6324,2018-06-01 01:48:11.489197,0.2,2.000002000002e-07,3,0.0572970572970573
6325,2018-06-01 01:48:12.450779,0.002,2.0002000200020003e-07,9,0.0006004600460046004
6326,2018-06-01 01:48:22.180031,1.0,2.00000040000008e-07,1,0.22865424573084914
6327,2018-06-01 01:48:24.993129,0.4,4.000004000004e-07,2,0.11440891440891442
6328,2018-06-01 01:48:26.089621,0.04,4.0000400004000043e-07,5,0.014440944409444096
6329,2018-06-01 01:48:35.372333,1.0,2.00000040000008e-07,1,0.22856964571392915
6330,2018-06-01 01:48:37.920174,0.4,4.000004000004e-07,2,0.11443731443731445
6331,2018-06-01 01:48:40.579871,0.4,4.000004000004e-07,2,0.1144045144045144
6332,2018-06-01 01:48:41.545243,0.002,2.0002000200020003e-07,9,0.0006076607660766076
6333,2018-06-01 01:48:42.720288,0.04,4.0000400004000043e-07,5,0.014432144321443215
6334,2018-06-01 01:48:52.095366,1.0,2.00000040000008e-07,1,0.22858224571644914
6335,2018-06-01 01:48:53.230346,0.04,4.0000400004000043e-07,6,0.00932769327693277
6336,2018-06-01 01:48:54.186372,0.002,2.0002000200020003e-07,8,0.0008660866086608661
6337,2018-06-01 01:48:55.403382,0.04,4.0000400004000043e-07,5,0.014432544325443256
6338,2018-06-01 01:48:56.359971,0.002,2.0002000200020003e-07,9,0.0005962596259625962
6339,2018-06-01 01:49:06.552137,2.0,4.00000080000016e-07,0,0.45715409143081825
6340,2018-06-01 01:49:07.719615,0.02,2.0000200002000021e-07,7,0.004746447464474645
6341,2018-06-01 01:49:08.716098,0.002,2.0002000200020003e-07,9,0.000599059905990599
6342,2018-06-01 01:49:11.214586,0.4,4.000004000004e-07,2,0.1143969143969144
6343,2018-06-01 01:49:13.585494,0.2,2.000002000002e-07,3,0.05726245726245727
6344,2018-06-01 01:49:22.934726,1.0,2.00000040000008e-07,1,0.22859424571884915
6345,2018-06-01 01:49:32.274124,1.0,2.00000040000008e-07,1,0.22862544572508914
6346,2018-06-01 01:49:33.243940,0.002,2.0002000200020003e-07,8,0.0008620862086208621
6347,2018-06-01 01:49:34.286038,0.02,2.0000200002000021e-07,7,0.004750847508475085
6348,2018-06-01 01:49:35.329913,0.02,2.0000200002000021e-07,7,0.004744647446474465
6349,2018-06-01 01:49:36.293496,0.002,2.0002000200020003e-07,9,0.0006020602060206021
6350,2018-06-01 01:49:38.718221,0.1,1.000001000001e-07,4,0.02872062872062872
6351,2018-06-01 01:49:40.000276,0.04,4.0000400004000043e-07,5,0.014433344333443336
6352,2018-06-01 01:49:42.535269,0.4,4.000004000004e-07,2,0.1143989143989144
6353,2018-06-01 01:49:43.591246,0.04,4.0000400004000043e-07,5,0.014443344433444336
6354,2018-06-01 01:49:44.612514,0.04,4.0000400004000043e-07,6,0.00933489334893349
6355,2018-06-01 01:49:46.850103,0.1,1.000001000001e-07,4,0.028724628724628727
6356,2018-06-01 01:49:47.806687,0.002,2.0002000200020003e-07,8,0.0008730873087308732
6357,2018-06-01 01:49:48.878341,0.04,4.0000400004000043e-07,6,0.00934249342493425
6358,2018-06-01 01:49:49.976714,0.02,2.0000200002000021e-07,7,0.004744447444474445
6359,2018-06-01 01:49:50.936070,0.002,2.0002000200020003e-07,9,0.0006098609860986099
6360,2018-06-01 01:49:51.848418,0.002,2.0002000200020003e-07,8,0.0008666866686668668
6361,2018-06-01 01:49:54.445057,0.4,4.000004000004e-07,2,0.11442171442171442
6362,2018-06-01 01:49:55.573025,0.04,4.0000400004000043e-07,5,0.014436544365443655
6363,2018-06-01 01:49:58.035227,0.2,2.000002000002e-07,3,0.057285057285057284
6364,2018-06-01 01:49:59.158840,0.02,2.0000200002000021e-07,7,0.0047468474684746855
6365,2018-06-01 01:50:01.737795,0.1,1.000001000001e-07,4,0.028723828723828726
6366,2018-06-01 01:50:02.848610,0.04,4.0000400004000043e-07,6,0.00933129331293313
6367,2018-06-01 01:50:05.165440,0.1,1.000001000001e-07,4,0.028711728711728713
6368,2018-06-01 01:50:06.127363,0.002,2.0002000200020003e-07,9,0.0006058605860586059
6369,2018-06-01 01:50:08.715646,0.2,2.000002000002e-07,3,0.05726345726345727
6370,2018-06-01 01:50:09.677853,0.002,2.0002000200020003e-07,9,0.0005964596459645965
6371,2018-06-01 01:50:18.765875,1.0,2.00000040000008e-07,1,0.22855524571104913
6372,2018-06-01 01:50:19.819150,0.04,4.0000400004000043e-07,5,0.014442944429444295
6373,2018-06-01 01:50:20.984752,0.04,4.0000400004000043e-07,5,0.014438944389443896
6374,2018-06-01 01:50:23.247085,0.1,1.000001000001e-07,4,0.02870692870692871
6375,2018-06-01 01:50:25.774322,0.2,2.000002000002e-07,3,0.05728465728465729
6376,2018-06-01 01:50:34.811434,1.0,2.00000040000008e-07,1,0.22862884572576914
6377,2018-06-01 01:50:35.777528,0.002,2.0002000200020003e-07,9,0.0006050605060506051
6378,2018-06-01 01:50:45.064374,1.0,2.00000040000008e-07,1,0.22864244572848913
6379,2018-06-01 01:50:46.236040,0.02,2.0000200002000021e-07,7,0.004737447374473745
6380,2018-06-01 01:50:47.500304,0.04,4.0000400004000043e-07,6,0.00932329323293233
6381,2018-06-01 01:50:48.610635,0.02,2.0000200002000021e-07,7,0.0047404474044740455
6382,2018-06-01 01:50:49.582163,0.002,2.0002000200020003e-07,9,0.0006086608660866087
6383,2018-06-01 01:51:00.215648,2.0,4.00000080000016e-07,0,0.4571168914233783
6384,2018-06-01 01:51:02.916062,0.1,1.000001000001e-07,4,0.028715428715428717
6385,2018-06-01 01:51:03.877952,0.002,2.0002000200020003e-07,9,0.000609060906090609
6386,2018-06-01 01:51:04.914129,0.04,4.0000400004000043e-07,5,0.014440144401444015
6387,2018-06-01 01:51:06.011636,0.04,4.0000400004000043e-07,6,0.00933609336093361
6388,2018-06-01 01:51:08.428284,0.1,1.000001000001e-07,4,0.028734728734728737
6389,2018-06-01 01:51:10.895941,0.1,1.000001000001e-07,4,0.02872962872962873
6390,2018-06-01 01:51:13.289483,0.2,2.000002000002e-07,3,0.05728685728685729
6391,2018-06-01 01:51:23.637260,2.0,4.00000080000016e-07,0,0.4572260914452183
6392,2018-06-01 01:51:24.609847,0.002,2.0002000200020003e-07,9,0.0006064606460646065
6393,2018-06-01 01:51:27.244002,0.2,2.000002000002e-07,3,0.05725785725785726
6394,2018-06-01 01:51:29.661365,0.4,4.000004000004e-07,2,0.11440211440211441
6395,2018-06-01 01:51:32.296584,0.4,4.000004000004e-07,2,0.11442531442531442
6396,2018-06-01 01:51:33.496143,0.04,4.0000400004000043e-07,6,0.00933329333293333
6397,2018-06-01 01:51:44.319058,2.0,4.00000080000016e-07,0,0.45706729141345825
6398,2018-06-01 01:51:46.850242,0.2,2.000002000002e-07,3,0.05728245728245728
6399,2018-06-01 01:51:49.194709,0.2,2.000002000002e-07,3,0.05728445728445729
6400,2018-06-01 01:51:51.767743,0.4,4.000004000004e-07,2,0.11441691441691441
6401,2018-06-01 01:51:54.267983,0.4,4.000004000004e-07,2,0.11440611440611441
6402,2018-06-01 01:52:03.189344,1.0,2.00000040000008e-07,1,0.22865304573060916
6403,2018-06-01 01:52:12.417509,1.0,2.00000040000008e-07,1,0.22863504572700916
6404,2018-06-01 01:52:14.975153,0.4,4.000004000004e-07,2,0.11441771441771442
6405,2018-06-01 01:52:15.936702,0.002,2.0002000200020003e-07,8,0.0008700870087008701
6406,2018-06-01 01:52:17.055390,0.02,2.0000200002000021e-07,7,0.004743447434474345
6407,2018-06-01 01:52:19.698593,0.4,4.000004000004e-07,2,0.1143973143973144
6408,2018-06-01 01:52:20.759060,0.04,4.0000400004000043e-07,5,0.014438144381443816
6409,2018-06-01 01:52:23.020264,0.2,2.000002000002e-07,3,0.05727405727405727
6410,2018-06-01 01:52:24.146760,0.04,4.0000400004000043e-07,5,0.014432144321443215
6411,2018-06-01 01:52:33.131603,1.0,2.00000040000008e-07,1,0.22855384571076914
6412,2018-06-01 01:52:34.097942,0.002,2.0002000200020003e-07,9,0.0006054605460546054
6413,2018-06-01 01:52:35.278966,0.04,4.0000400004000043e-07,5,0.014446944469444695
6414,2018-06-01 01:52:37.736155,0.1,1.000001000001e-07,4,0.028733028733028736
6415,2018-06-01 01:52:40.048573,0.4,4.000004000004e-07,2,0.11437131437131437
6416,2018-06-01 01:52:41.012089,0.002,2.0002000200020003e-07,8,0.0008624862486248625
6417,2018-06-01 01:52:41.920833,0.002,2.0002000200020003e-07,9,0.0006004600460046004
6418,2018-06-01 01:52:42.822139,0.002,2.0002000200020003e-07,8,0.0008628862886288629
6419,2018-06-01 01:52:44.937818,0.1,1.000001000001e-07,4,0.02873002873002873
6420,2018-06-01 01:52:46.024818,0.02,2.0000200002000021e-07,7,0.004736847368473685
6421,2018-06-01 01:52:47.027459,0.002,2.0002000200020003e-07,9,0.0006072607260726073
6422,2018-06-01 01:52:57.807724,2.0,4.00000080000016e-07,0,0.45716169143233826
6423,2018-06-01 01:52:58.775133,0.002,2.0002000200020003e-07,9,0.0005970597059705971
6424,2018-06-01 01:52:59.831339,0.04,4.0000400004000043e-07,6,0.00933689336893369
6425,2018-06-01 01:53:00.861551,0.04,4.0000400004000043e-07,5,0.014452544525445256
6426,2018-06-01 01:53:01.798937,0.002,2.0002000200020003e-07,9,0.0005964596459645965
6427,2018-06-01 01:53:02.684800,0.002,2.0002000200020003e-07,8,0.0008690869086908691
6428,2018-06-01 01:53:03.775937,0.04,4.0000400004000043e-07,5,0.014445344453444536
6429,2018-06-01 01:53:06.483387,0.4,4.000004000004e-07,2,0.11444451444451445
6430,2018-06-01 01:53:07.425965,0.002,2.0002000200020003e-07,9,0.0006052605260526053
6431,2018-06-01 01:53:08.448360,0.04,4.0000400004000043e-07,5,0.014438544385443855
6432,2018-06-01 01:53:18.067438,1.0,2.00000040000008e-07,1,0.22862344572468915
6433,2018-06-01 01:53:20.875037,0.4,4.000004000004e-07,2,0.11443011443011443
6434,2018-06-01 01:53:21.997855,0.04,4.0000400004000043e-07,5,0.014442544425444256
6435,2018-06-01 01:53:23.011921,0.02,2.0000200002000021e-07,7,0.004747047470474705
6436,2018-06-01 01:53:24.112831,0.04,4.0000400004000043e-07,6,0.00932849328493285
6437,2018-06-01 01:53:25.064658,0.002,2.0002000200020003e-07,9,0.0006092609260926093
6438,2018-06-01 01:53:27.878834,0.4,4.000004000004e-07,2,0.11438371438371439
6439,2018-06-01 01:53:30.304937,0.1,1.000001000001e-07,4,0.028724928724928725
6440,2018-06-01 01:53:32.844717,0.1,1.000001000001e-07,4,0.028735028735028735
6441,2018-06-01 01:53:35.084920,0.1,1.000001000001e-07,4,0.02871762871762872
6442,2018-06-01 01:53:37.506740,0.2,2.000002000002e-07,3,0.057274657274657276
6443,2018-06-01 01:53:38.574510,0.04,4.0000400004000043e-07,5,0.014449744497444976
6444,2018-06-01 01:53:39.717913,0.04,4.0000400004000043e-07,6,0.00933489334893349
6445,2018-06-01 01:53:40.661777,0.002,2.0002000200020003e-07,9,0.0006094609460946095
6446,2018-06-01 01:53:51.069791,2.0,4.00000080000016e-07,0,0.4571592914318583
6447,2018-06-01 01:53:53.419882,0.2,2.000002000002e-07,3,0.05728745728745729
6448,2018-06-01 01:54:04.266637,2.0,4.00000080000016e-07,0,0.4571872914374583
6449,2018-06-01 01:54:14.929247,2.0,4.00000080000016e-07,0,0.45712729142545827
6450,2018-06-01 01:54:17.549603,0.4,4.000004000004e-07,2,0.1143917143917144
6451,2018-06-01 01:54:18.632588,0.04,4.0000400004000043e-07,6,0.00934169341693417
6452,2018-06-01 01:54:21.051852,0.1,1.000001000001e-07,4,0.028740228740228742
6453,2018-06-01 01:54:23.399955,0.2,2.000002000002e-07,3,0.05727665727665728
6454,2018-06-01 01:54:24.628116,0.02,2.0000200002000021e-07,7,0.004745447454474545
6455,2018-06-01 01:54:25.642219,0.02,2.0000200002000021e-07,7,0.004742247422474225
6456,2018-06-01 01:54:28.019847,0.4,4.000004000004e-07,2,0.11442011442011442
6457,2018-06-01 01:54:29.172992,0.04,4.0000400004000043e-07,5,0.014444544445444456
6458,2018-06-01 01:54:31.593579,0.2,2.000002000002e-07,3,0.05732905732905733
6459,2018-06-01 01:54:33.975147,0.2,2.000002000002e-07,3,0.05731005731005731
6460,2018-06-01 01:54:36.695369,0.4,4.000004000004e-07,2,0.11444131444131445
6461,2018-06-01 01:54:37.644982,0.002,2.0002000200020003e-07,9,0.000604060406040604
6462,2018-06-01 01:54:40.218409,0.4,4.000004000004e-07,2,0.11442051442051443
6463,2018-06-01 01:54:49.556921,1.0,2.00000040000008e-07,1,0.22872664574532914
6464,2018-06-01 01:54:50.836992,0.04,4.0000400004000043e-07,6,0.00934889348893489
6465,2018-06-01 01:54:51.827388,0.002,2.0002000200020003e-07,8,0.0008622862286228623
6466,2018-06-01 01:55:00.851110,1.0,2.00000040000008e-07,1,0.22866524573304914
6467,2018-06-01 01:55:01.802674,0.002,2.0002000200020003e-07,8,0.0008614861486148615
6468,2018-06-01 01:55:02.695802,0.002,2.0002000200020003e-07,9,0.0006026602660266026
6469,2018-06-01 01:55:12.103151,1.0,2.00000040000008e-07,1,0.22862104572420913
6470,2018-06-01 01:55:13.260573,0.02,2.0000200002000021e-07,7,0.004740247402474025
6471,2018-06-01 01:55:15.771021,0.4,4.000004000004e-07,2,0.11441851441851442
6472,2018-06-01 01:55:16.887071,0.02,2.0000200002000021e-07,7,0.004739447394473945
6473,2018-06-01 01:55:17.852786,0.02,2.0000200002000021e-07,7,0.004747047470474705
6474,2018-06-01 01:55:18.863827,0.02,2.0000200002000021e-07,7,0.004749447494474945
6475,2018-06-01 01:55:29.354979,2.0,4.00000080000016e-07,0,0.4570948914189783
6476,2018-06-01 01:55:30.499946,0.02,2.0000200002000021e-07,7,0.004750647506475065
6477,2018-06-01 01:55:31.450392,0.002,2.0002000200020003e-07,8,0.0008738873887388739
6478,2018-06-01 01:55:40.947242,1.0,2.00000040000008e-07,1,0.22856904571380915
6479,2018-06-01 01:55:51.343431,2.0,4.00000080000016e-07,0,0.4571280914256183
6480,2018-06-01 01:55:52.573206,0.04,4.0000400004000043e-07,5,0.014443744437444376
6481,2018-06-01 01:55:53.558333,0.002,2.0002000200020003e-07,8,0.0008760876087608761
6482,2018-06-01 01:55:55.950313,0.1,1.000001000001e-07,4,0.02873832873832874
6483,2018-06-01 01:55:56.968223,0.04,4.0000400004000043e-07,6,0.00934569345693457
6484,2018-06-01 01:55:59.400429,0.4,4.000004000004e-07,2,0.11445411445411446
6485,2018-06-01 01:56:00.346738,0.002,2.0002000200020003e-07,9,0.0005972597259725973
6486,2018-06-01 01:56:01.551765,0.04,4.0000400004000043e-07,6,0.00933849338493385
6487,2018-06-01 01:56:02.500276,0.002,2.0002000200020003e-07,9,0.0006084608460846085
6488,2018-06-01 01:56:04.937696,0.2,2.000002000002e-07,3,0.057300257300257305
6489,2018-06-01 01:56:06.021747,0.04,4.0000400004000043e-07,5,0.014430944309443096
6490,2018-06-01 01:56:14.846481,1.0,2.00000040000008e-07,1,0.22862804572560913
6491,2018-06-01 01:56:24.067039,1.0,2.00000040000008e-07,1,0.22875284575056914
6492,2018-06-01 01:56:25.021058,0.002,2.0002000200020003e-07,9,0.0006046604660466047
6493,2018-06-01 01:56:27.586347,0.4,4.000004000004e-07,2,0.11442091442091443
6494,2018-06-01 01:56:36.673020,1.0,2.00000040000008e-07,1,0.22871024574204915
6495,2018-06-01 01:56:39.223824,0.1,1.000001000001e-07,4,0.028732028732028733
6496,2018-06-01 01:56:40.267539,0.04,4.0000400004000043e-07,6,0.00933729337293373
6497,2018-06-01 01:56:41.209588,0.002,2.0002000200020003e-07,9,0.0006100610061006101
6498,2018-06-01 01:56:44.050996,0.4,4.000004000004e-07,2,0.11444531444531444
6499,2018-06-01 01:56:45.162442,0.04,4.0000400004000043e-07,6,0.00933409334093341
6500,2018-06-01 01:56:46.179034,0.002,2.0002000200020003e-07,8,0.0008738873887388739
6501,2018-06-01 01:56:56.379628,2.0,4.00000080000016e-07,0,0.4570580914116183
6502,2018-06-01 01:56:57.367916,0.002,2.0002000200020003e-07,8,0.0008704870487048705
6503,2018-06-01 01:57:08.045359,2.0,4.00000080000016e-07,0,0.45704609140921826
6504,2018-06-01 01:57:10.416819,0.1,1.000001000001e-07,4,0.028725528725528728
6505,2018-06-01 01:57:13.040357,0.1,1.000001000001e-07,4,0.02871902871902872
6506,2018-06-01 01:57:22.500454,1.0,2.00000040000008e-07,1,0.22865204573040915
6507,2018-06-01 01:57:23.620828,0.04,4.0000400004000043e-07,6,0.00934129341293413
6508,2018-06-01 01:57:26.217013,0.4,4.000004000004e-07,2,0.11441011441011441
6509,2018-06-01 01:57:27.164448,0.002,2.0002000200020003e-07,8,0.0008716871687168717
6510,2018-06-01 01:57:28.179383,0.04,4.0000400004000043e-07,6,0.00932689326893269
6511,2018-06-01 01:57:29.199317,0.04,4.0000400004000043e-07,5,0.014432944329443295
6512,2018-06-01 01:57:30.171088,0.04,4.0000400004000043e-07,5,0.014429744297442976
6513,2018-06-01 01:57:31.118431,0.002,2.0002000200020003e-07,9,0.0005998599859985998
6514,2018-06-01 01:57:32.134688,0.04,4.0000400004000043e-07,6,0.00932969329693297
6515,2018-06-01 01:57:34.447369,0.2,2.000002000002e-07,3,0.0573000573000573
6516,2018-06-01 01:57:35.555771,0.04,4.0000400004000043e-07,6,0.00933049330493305
6517,2018-06-01 01:57:36.834651,0.02,2.0000200002000021e-07,7,0.004744847448474485
6518,2018-06-01 01:57:37.784977,0.002,2.0002000200020003e-07,8,0.0008742874287428743
6519,2018-06-01 01:57:38.688518,0.002,2.0002000200020003e-07,9,0.0006018601860186018
6520,2018-06-01 01:57:41.012392,0.2,2.000002000002e-07,3,0.05729145729145729
6521,2018-06-01 01:57:42.212654,0.02,2.0000200002000021e-07,7,0.004746647466474665
6522,2018-06-01 01:57:44.827954,0.1,1.000001000001e-07,4,0.02872762872762873
6523,2018-06-01 01:57:45.868266,0.02,2.0000200002000021e-07,7,0.004747247472474725
6524,2018-06-01 01:57:46.893849,0.04,4.0000400004000043e-07,6,0.00933969339693397
6525,2018-06-01 01:57:56.337641,1.0,2.00000040000008e-07,1,0.22862044572408916
6526,2018-06-01 01:57:57.285654,0.002,2.0002000200020003e-07,9,0.0006032603260326033
6527,2018-06-01 01:58:07.888679,2.0,4.00000080000016e-07,0,0.4571856914371383
6528,2018-06-01 01:58:08.837076,0.002,2.0002000200020003e-07,8,0.0008646864686468647
6529,2018-06-01 01:58:09.716784,0.002,2.0002000200020003e-07,9,0.0006092609260926093
6530,2018-06-01 01:58:10.718948,0.04,4.0000400004000043e-07,5,0.014444144441444415
6531,2018-06-01 01:58:11.695833,0.002,2.0002000200020003e-07,8,0.0008634863486348635
6532,2018-06-01 01:58:12.583625,0.002,2.0002000200020003e-07,9,0.0006020602060206021
6533,2018-06-01 01:58:13.482026,0.002,2.0002000200020003e-07,9,0.0006056605660566057
6534,2018-06-01 01:58:16.024858,0.2,2.000002000002e-07,3,0.05731465731465732
6535,2018-06-01 01:58:26.716756,2.0,4.00000080000016e-07,0,0.45719169143833827
6536,2018-06-01 01:58:37.382617,2.0,4.00000080000016e-07,0,0.4571780914356183
6537,2018-06-01 01:58:40.173400,0.4,4.000004000004e-07,2,0.11439331439331439
6538,2018-06-01 01:58:41.239892,0.02,2.0000200002000021e-07,7,0.004740647406474065
6539,2018-06-01 01:58:51.626215,2.0,4.00000080000016e-07,0,0.4571564914312983
6540,2018-06-01 01:58:52.784069,0.04,4.0000400004000043e-07,5,0.014435344353443536
6541,2018-06-01 01:58:55.128694,0.1,1.000001000001e-07,4,0.028721928721928722
6542,2018-06-01 01:58:57.658566,0.2,2.000002000002e-07,3,0.057261857261857264
6543,2018-06-01 01:59:00.287769,0.4,4.000004000004e-07,2,0.11438931438931439
6544,2018-06-01 01:59:01.232970,0.002,2.0002000200020003e-07,8,0.0008734873487348735
6545,2018-06-01 01:59:09.899851,1.0,2.00000040000008e-07,1,0.22872324574464914
6546,2018-06-01 01:59:11.059595,0.04,4.0000400004000043e-07,6,0.00934009340093401
6547,2018-06-01 01:59:12.039690,0.002,2.0002000200020003e-07,9,0.0006056605660566057
6548,2018-06-01 01:59:13.001999,0.002,2.0002000200020003e-07,9,0.0006024602460246025
6549,2018-06-01 01:59:13.887409,0.002,2.0002000200020003e-07,8,0.0008722872287228724
6550,2018-06-01 01:59:16.675137,0.4,4.000004000004e-07,2,0.1143833143833144
6551,2018-06-01 01:59:17.622037,0.002,2.0002000200020003e-07,9,0.0006052605260526053
6552,2018-06-01 01:59:28.036200,2.0,4.00000080000016e-07,0,0.4571636914327383
6553,2018-06-01 01:59:30.595819,0.1,1.000001000001e-07,4,0.028716128716128716
6554,2018-06-01 01:59:32.880990,0.1,1.000001000001e-07,4,0.028724228724228727
6555,2018-06-01 01:59:43.591480,2.0,4.00000080000016e-07,0,0.4570276914055383
6556,2018-06-01 01:59:54.092088,2.0,4.00000080000016e-07,0,0.45716929143385826
6557,2018-06-01 01:59:55.205398,0.04,4.0000400004000043e-07,6,0.00933209332093321
6558,2018-06-01 01:59:56.275827,0.04,4.0000400004000043e-07,6,0.00933489334893349
