sample,time,window,precision,modulation,rx2rxtimeout
1434,2018-05-31 21:28:55.845007,0.04,4.0000400004000043e-07,5,0.014441344413444135
1435,2018-05-31 21:28:58.321004,0.1,1.000001000001e-07,4,0.028723528723528725
1436,2018-05-31 21:29:08.753512,2.0,4.00000080000016e-07,0,0.4569692913938583
1437,2018-05-31 21:29:09.667480,0.002,2.0002000200020003e-07,9,0.0006006600660066007
1438,2018-05-31 21:29:20.429326,2.0,4.00000080000016e-07,0,0.45698809139761826
1439,2018-05-31 21:29:21.349828,0.002,2.0002000200020003e-07,9,0.0006082608260826083
1440,2018-05-31 21:29:22.339807,0.04,4.0000400004000043e-07,5,0.014442944429444295
1441,2018-05-31 21:29:23.252118,0.002,2.0002000200020003e-07,8,0.0008732873287328733
1442,2018-05-31 21:29:25.906416,0.4,4.000004000004e-07,2,0.11432091432091432
1443,2018-05-31 21:29:27.021459,0.02,2.0000200002000021e-07,7,0.004741447414474145
1444,2018-05-31 21:29:27.942289,0.002,2.0002000200020003e-07,8,0.0008646864686468647
1445,2018-05-31 21:29:37.468500,1.0,2.00000040000008e-07,1,0.22853064570612913
1446,2018-05-31 21:29:40.081561,0.2,2.000002000002e-07,3,0.05727985727985728
1447,2018-05-31 21:29:41.165467,0.04,4.0000400004000043e-07,5,0.014432144321443215
1448,2018-05-31 21:29:50.085579,1.0,2.00000040000008e-07,1,0.22860844572168915
1449,2018-05-31 21:29:51.007948,0.002,2.0002000200020003e-07,9,0.0005974597459745975
1450,2018-05-31 21:29:52.048418,0.04,4.0000400004000043e-07,6,0.00933689336893369
1451,2018-05-31 21:29:54.413358,0.4,4.000004000004e-07,2,0.11437331437331438
1452,2018-05-31 21:29:55.327789,0.002,2.0002000200020003e-07,9,0.0005968596859685969
1453,2018-05-31 21:29:56.307282,0.02,2.0000200002000021e-07,7,0.004746447464474645
1454,2018-05-31 21:29:57.296767,0.04,4.0000400004000043e-07,6,0.00932969329693297
1455,2018-05-31 21:29:59.786414,0.4,4.000004000004e-07,2,0.1143921143921144
1456,2018-05-31 21:30:02.133954,0.1,1.000001000001e-07,4,0.028716928716928717
1457,2018-05-31 21:30:04.303258,0.1,1.000001000001e-07,4,0.02871152871152871
1458,2018-05-31 21:30:05.462116,0.02,2.0000200002000021e-07,7,0.004740247402474025
1459,2018-05-31 21:30:06.463769,0.02,2.0000200002000021e-07,7,0.004740647406474065
1460,2018-05-31 21:30:07.414604,0.002,2.0002000200020003e-07,9,0.0006016601660166017
1461,2018-05-31 21:30:08.515269,0.04,4.0000400004000043e-07,5,0.014427344273442735
1462,2018-05-31 21:30:09.485825,0.04,4.0000400004000043e-07,5,0.014442944429444295
1463,2018-05-31 21:30:20.238939,2.0,4.00000080000016e-07,0,0.4570216914043383
1464,2018-05-31 21:30:21.292037,0.04,4.0000400004000043e-07,6,0.00933409334093341
1465,2018-05-31 21:30:22.206031,0.002,2.0002000200020003e-07,8,0.0008742874287428743
1466,2018-05-31 21:30:23.064213,0.002,2.0002000200020003e-07,8,0.0008734873487348735
1467,2018-05-31 21:30:23.940486,0.002,2.0002000200020003e-07,9,0.0006034603460346035
1468,2018-05-31 21:30:24.812584,0.002,2.0002000200020003e-07,8,0.0008688868886888689
1469,2018-05-31 21:30:34.670322,1.0,2.00000040000008e-07,1,0.22845584569116914
1470,2018-05-31 21:30:35.587703,0.002,2.0002000200020003e-07,8,0.0008738873887388739
1471,2018-05-31 21:30:36.436691,0.002,2.0002000200020003e-07,8,0.0008720872087208721
1472,2018-05-31 21:30:37.333631,0.002,2.0002000200020003e-07,8,0.0008660866086608661
1473,2018-05-31 21:30:48.142369,2.0,4.00000080000016e-07,0,0.45696569139313825
1474,2018-05-31 21:30:49.063789,0.002,2.0002000200020003e-07,8,0.0008750875087508751
1475,2018-05-31 21:30:59.218306,2.0,4.00000080000016e-07,0,0.45686689137337827
1476,2018-05-31 21:31:00.258061,0.04,4.0000400004000043e-07,6,0.00933609336093361
1477,2018-05-31 21:31:10.599028,2.0,4.00000080000016e-07,0,0.4570132914026583
1478,2018-05-31 21:31:11.614733,0.04,4.0000400004000043e-07,5,0.014430944309443096
1479,2018-05-31 21:31:12.702706,0.02,2.0000200002000021e-07,7,0.004737447374473745
1480,2018-05-31 21:31:15.046601,0.1,1.000001000001e-07,4,0.02871842871842872
1481,2018-05-31 21:31:26.272201,2.0,4.00000080000016e-07,0,0.4569324913864983
1482,2018-05-31 21:31:35.214491,1.0,2.00000040000008e-07,1,0.22851944570388913
1483,2018-05-31 21:31:46.051052,2.0,4.00000080000016e-07,0,0.4568700913740183
1484,2018-05-31 21:31:48.548539,0.1,1.000001000001e-07,4,0.028732928732928733
1485,2018-05-31 21:31:49.549086,0.02,2.0000200002000021e-07,7,0.004748847488474885
1486,2018-05-31 21:31:50.533566,0.04,4.0000400004000043e-07,5,0.014422144221442215
1487,2018-05-31 21:31:53.032101,0.2,2.000002000002e-07,3,0.057271057271057274
1488,2018-05-31 21:31:55.540909,0.4,4.000004000004e-07,2,0.11437371437371438
1489,2018-05-31 21:31:57.776060,0.4,4.000004000004e-07,2,0.11430491430491431
1490,2018-05-31 21:32:00.377132,0.4,4.000004000004e-07,2,0.11432211432211432
1491,2018-05-31 21:32:02.898013,0.1,1.000001000001e-07,4,0.028714728714728716
1492,2018-05-31 21:32:03.805670,0.002,2.0002000200020003e-07,9,0.0006022602260226023
1493,2018-05-31 21:32:06.133494,0.1,1.000001000001e-07,4,0.028722328722328723
1494,2018-05-31 21:32:08.551932,0.2,2.000002000002e-07,3,0.05727445727445728
1495,2018-05-31 21:32:10.966214,0.2,2.000002000002e-07,3,0.05727225727225727
1496,2018-05-31 21:32:11.972609,0.02,2.0000200002000021e-07,7,0.004745647456474565
1497,2018-05-31 21:32:22.273307,2.0,4.00000080000016e-07,0,0.4569720913944183
1498,2018-05-31 21:32:23.362566,0.04,4.0000400004000043e-07,5,0.014428544285442855
1499,2018-05-31 21:32:24.273787,0.002,2.0002000200020003e-07,8,0.0008612861286128613
1500,2018-05-31 21:32:25.334707,0.04,4.0000400004000043e-07,5,0.014426144261442616
1501,2018-05-31 21:32:26.246905,0.002,2.0002000200020003e-07,8,0.0008636863686368637
1502,2018-05-31 21:32:27.352006,0.04,4.0000400004000043e-07,5,0.014429744297442976
1503,2018-05-31 21:32:36.424664,1.0,2.00000040000008e-07,1,0.22854664570932914
1504,2018-05-31 21:32:37.387626,0.002,2.0002000200020003e-07,8,0.0008630863086308632
1505,2018-05-31 21:32:39.936890,0.4,4.000004000004e-07,2,0.11435611435611436
1506,2018-05-31 21:32:41.055197,0.04,4.0000400004000043e-07,6,0.00932849328493285
1507,2018-05-31 21:32:42.032856,0.02,2.0000200002000021e-07,7,0.004737047370473705
1508,2018-05-31 21:32:42.953938,0.002,2.0002000200020003e-07,9,0.0005986598659865987
1509,2018-05-31 21:32:45.378732,0.2,2.000002000002e-07,3,0.05726525726525727
1510,2018-05-31 21:32:46.294411,0.002,2.0002000200020003e-07,9,0.0005964596459645965
1511,2018-05-31 21:32:48.802104,0.1,1.000001000001e-07,4,0.02870982870982871
1512,2018-05-31 21:32:59.144571,2.0,4.00000080000016e-07,0,0.45674729134945824
1513,2018-05-31 21:33:00.062846,0.002,2.0002000200020003e-07,8,0.0008752875287528753
1514,2018-05-31 21:33:02.630660,0.4,4.000004000004e-07,2,0.11432931432931433
1515,2018-05-31 21:33:03.544093,0.002,2.0002000200020003e-07,8,0.0008660866086608661
1516,2018-05-31 21:33:06.145160,0.4,4.000004000004e-07,2,0.11434891434891435
1517,2018-05-31 21:33:07.138815,0.04,4.0000400004000043e-07,5,0.014436544365443655
1518,2018-05-31 21:33:08.113546,0.02,2.0000200002000021e-07,7,0.004746047460474605
1519,2018-05-31 21:33:09.097724,0.04,4.0000400004000043e-07,5,0.014429344293442935
1520,2018-05-31 21:33:10.066503,0.04,4.0000400004000043e-07,6,0.00933169331693317
1521,2018-05-31 21:33:12.659022,0.4,4.000004000004e-07,2,0.11432611432611434
1522,2018-05-31 21:33:13.570041,0.002,2.0002000200020003e-07,9,0.0006026602660266026
1523,2018-05-31 21:33:14.558131,0.04,4.0000400004000043e-07,6,0.00932409324093241
1524,2018-05-31 21:33:15.578586,0.04,4.0000400004000043e-07,6,0.00933129331293313
1525,2018-05-31 21:33:17.990485,0.2,2.000002000002e-07,3,0.057243457243457245
1526,2018-05-31 21:33:26.657963,1.0,2.00000040000008e-07,1,0.22841424568284913
1527,2018-05-31 21:33:35.816278,1.0,2.00000040000008e-07,1,0.22845464569092913
1528,2018-05-31 21:33:36.905469,0.04,4.0000400004000043e-07,5,0.014438144381443816
1529,2018-05-31 21:33:39.218787,0.2,2.000002000002e-07,3,0.05725225725225726
1530,2018-05-31 21:33:40.172059,0.002,2.0002000200020003e-07,9,0.0006034603460346035
1531,2018-05-31 21:33:41.027414,0.002,2.0002000200020003e-07,8,0.0008686868686868687
1532,2018-05-31 21:33:41.879615,0.002,2.0002000200020003e-07,8,0.0008628862886288629
1533,2018-05-31 21:33:50.850680,1.0,2.00000040000008e-07,1,0.22852724570544913
1534,2018-05-31 21:34:01.371602,2.0,4.00000080000016e-07,0,0.4568396913679383
1535,2018-05-31 21:34:02.391177,0.04,4.0000400004000043e-07,6,0.00932409324093241
1536,2018-05-31 21:34:04.914323,0.4,4.000004000004e-07,2,0.11433731433731434
1537,2018-05-31 21:34:05.991120,0.02,2.0000200002000021e-07,7,0.004734647346473465
1538,2018-05-31 21:34:07.073725,0.02,2.0000200002000021e-07,7,0.0047468474684746855
1539,2018-05-31 21:34:08.024317,0.002,2.0002000200020003e-07,8,0.0008672867286728674
1540,2018-05-31 21:34:08.885627,0.002,2.0002000200020003e-07,9,0.0006076607660766076
1541,2018-05-31 21:34:09.739992,0.002,2.0002000200020003e-07,9,0.0006022602260226023
1542,2018-05-31 21:34:19.035605,1.0,2.00000040000008e-07,1,0.22855344571068914
1543,2018-05-31 21:34:21.614639,0.4,4.000004000004e-07,2,0.11436691436691437
1544,2018-05-31 21:34:22.530690,0.002,2.0002000200020003e-07,8,0.0008652865286528653
1545,2018-05-31 21:34:31.765114,1.0,2.00000040000008e-07,1,0.22852184570436915
1546,2018-05-31 21:34:32.849230,0.04,4.0000400004000043e-07,5,0.014429344293442935
1547,2018-05-31 21:34:33.757486,0.002,2.0002000200020003e-07,9,0.0006000600060006001
1548,2018-05-31 21:34:43.882673,2.0,4.00000080000016e-07,0,0.45686529137305826
1549,2018-05-31 21:34:46.224550,0.1,1.000001000001e-07,4,0.028713128713128713
1550,2018-05-31 21:34:47.143074,0.002,2.0002000200020003e-07,8,0.0008710871087108711
1551,2018-05-31 21:34:56.664721,1.0,2.00000040000008e-07,1,0.22855324571064914
1552,2018-05-31 21:34:59.385260,0.4,4.000004000004e-07,2,0.11435491435491436
1553,2018-05-31 21:35:00.299770,0.002,2.0002000200020003e-07,8,0.0008626862686268627
1554,2018-05-31 21:35:09.229732,1.0,2.00000040000008e-07,1,0.22860444572088914
1555,2018-05-31 21:35:10.243804,0.04,4.0000400004000043e-07,6,0.00932689326893269
1556,2018-05-31 21:35:11.193879,0.04,4.0000400004000043e-07,5,0.014442144421444215
1557,2018-05-31 21:35:12.205839,0.02,2.0000200002000021e-07,7,0.004749247492474925
1558,2018-05-31 21:35:13.185287,0.02,2.0000200002000021e-07,7,0.004749447494474945
1559,2018-05-31 21:35:15.685492,0.1,1.000001000001e-07,4,0.028715528715528717
1560,2018-05-31 21:35:18.173521,0.4,4.000004000004e-07,2,0.11437371437371438
1561,2018-05-31 21:35:19.087454,0.002,2.0002000200020003e-07,8,0.0008754875487548755
1562,2018-05-31 21:35:20.125129,0.04,4.0000400004000043e-07,5,0.014428144281442816
1563,2018-05-31 21:35:22.778954,0.4,4.000004000004e-07,2,0.1142973142973143
1564,2018-05-31 21:35:23.818800,0.02,2.0000200002000021e-07,7,0.0047390473904739055
1565,2018-05-31 21:35:24.736295,0.002,2.0002000200020003e-07,8,0.0008740874087408741
1566,2018-05-31 21:35:25.590449,0.002,2.0002000200020003e-07,8,0.0008622862286228623
1567,2018-05-31 21:35:36.101802,2.0,4.00000080000016e-07,0,0.45683609136721826
1568,2018-05-31 21:35:37.021195,0.002,2.0002000200020003e-07,9,0.0006018601860186018
1569,2018-05-31 21:35:38.090974,0.04,4.0000400004000043e-07,5,0.014432144321443215
1570,2018-05-31 21:35:39.032489,0.04,4.0000400004000043e-07,5,0.014426144261442616
1571,2018-05-31 21:35:40.010021,0.04,4.0000400004000043e-07,6,0.00932609326093261
1572,2018-05-31 21:35:42.491027,0.2,2.000002000002e-07,3,0.05726325726325727
1573,2018-05-31 21:35:43.586971,0.04,4.0000400004000043e-07,6,0.00933089330893309
1574,2018-05-31 21:35:54.235291,2.0,4.00000080000016e-07,0,0.4569044913808983
1575,2018-05-31 21:35:56.800103,0.2,2.000002000002e-07,3,0.05726965726965727
1576,2018-05-31 21:35:59.289598,0.4,4.000004000004e-07,2,0.11437571437571438
1577,2018-05-31 21:36:00.301438,0.04,4.0000400004000043e-07,5,0.014442544425444256
1578,2018-05-31 21:36:02.736569,0.2,2.000002000002e-07,3,0.05723865723865724
1579,2018-05-31 21:36:05.218475,0.2,2.000002000002e-07,3,0.05724965724965725
1580,2018-05-31 21:36:06.340205,0.04,4.0000400004000043e-07,6,0.00932889328893289
1581,2018-05-31 21:36:08.724139,0.2,2.000002000002e-07,3,0.057252457252457256
1582,2018-05-31 21:36:11.119651,0.1,1.000001000001e-07,4,0.028725928725928728
1583,2018-05-31 21:36:13.524490,0.1,1.000001000001e-07,4,0.028720828720828723
1584,2018-05-31 21:36:14.566173,0.02,2.0000200002000021e-07,7,0.004736647366473665
1585,2018-05-31 21:36:15.487729,0.002,2.0002000200020003e-07,8,0.0008700870087008701
1586,2018-05-31 21:36:16.467265,0.02,2.0000200002000021e-07,7,0.004742047420474205
1587,2018-05-31 21:36:18.889730,0.4,4.000004000004e-07,2,0.11436171436171437
1588,2018-05-31 21:36:19.976559,0.04,4.0000400004000043e-07,6,0.00932369323693237
1589,2018-05-31 21:36:30.672414,2.0,4.00000080000016e-07,0,0.45685969137193827
1590,2018-05-31 21:36:41.018175,2.0,4.00000080000016e-07,0,0.45704529140905825
1591,2018-05-31 21:36:41.969640,0.002,2.0002000200020003e-07,8,0.0008668866886688669
1592,2018-05-31 21:36:43.044734,0.04,4.0000400004000043e-07,5,0.014436944369443696
1593,2018-05-31 21:36:45.410043,0.4,4.000004000004e-07,2,0.11437091437091437
1594,2018-05-31 21:36:47.842521,0.2,2.000002000002e-07,3,0.057242457242457245
1595,2018-05-31 21:36:49.973774,0.2,2.000002000002e-07,3,0.05727685727685728
1596,2018-05-31 21:36:51.011069,0.02,2.0000200002000021e-07,7,0.004744447444474445
1597,2018-05-31 21:36:52.059202,0.02,2.0000200002000021e-07,7,0.004741447414474145
1598,2018-05-31 21:36:53.105129,0.04,4.0000400004000043e-07,6,0.00933609336093361
1599,2018-05-31 21:36:54.177536,0.04,4.0000400004000043e-07,6,0.00933369333693337
1600,2018-05-31 21:36:55.155640,0.02,2.0000200002000021e-07,7,0.004739847398473985
1601,2018-05-31 21:37:04.315427,1.0,2.00000040000008e-07,1,0.22851964570392913
1602,2018-05-31 21:37:05.324342,0.04,4.0000400004000043e-07,5,0.014438144381443816
1603,2018-05-31 21:37:06.238720,0.002,2.0002000200020003e-07,9,0.000609060906090609
1604,2018-05-31 21:37:08.803489,0.2,2.000002000002e-07,3,0.057263857263857264
1605,2018-05-31 21:37:09.803305,0.04,4.0000400004000043e-07,6,0.00933689336893369
1606,2018-05-31 21:37:12.294509,0.4,4.000004000004e-07,2,0.1143949143949144
1607,2018-05-31 21:37:13.304872,0.02,2.0000200002000021e-07,7,0.004741447414474145
1608,2018-05-31 21:37:22.061561,1.0,2.00000040000008e-07,1,0.22850464570092913
1609,2018-05-31 21:37:24.458650,0.1,1.000001000001e-07,4,0.02870952870952871
1610,2018-05-31 21:37:34.985500,2.0,4.00000080000016e-07,0,0.45696769139353827
1611,2018-05-31 21:37:35.903690,0.002,2.0002000200020003e-07,8,0.0008680868086808682
1612,2018-05-31 21:37:36.760057,0.002,2.0002000200020003e-07,9,0.000609060906090609
1613,2018-05-31 21:37:45.517873,1.0,2.00000040000008e-07,1,0.22863144572628913
1614,2018-05-31 21:37:46.565151,0.04,4.0000400004000043e-07,5,0.014427744277442775
1615,2018-05-31 21:37:55.655741,1.0,2.00000040000008e-07,1,0.22860264572052913
1616,2018-05-31 21:37:57.984230,0.1,1.000001000001e-07,4,0.028705328705328707
1617,2018-05-31 21:37:59.000031,0.04,4.0000400004000043e-07,6,0.00933369333693337
1618,2018-05-31 21:37:59.927939,0.04,4.0000400004000043e-07,5,0.014441344413444135
1619,2018-05-31 21:38:09.054912,1.0,2.00000040000008e-07,1,0.22859864571972915
1620,2018-05-31 21:38:19.639123,2.0,4.00000080000016e-07,0,0.45689969137993824
1621,2018-05-31 21:38:20.649997,0.04,4.0000400004000043e-07,5,0.014426144261442616
1622,2018-05-31 21:38:29.610456,1.0,2.00000040000008e-07,1,0.22862384572476915
1623,2018-05-31 21:38:30.742817,0.04,4.0000400004000043e-07,5,0.014437344373443736
1624,2018-05-31 21:38:31.746634,0.04,4.0000400004000043e-07,5,0.014433744337443375
1625,2018-05-31 21:38:32.792793,0.02,2.0000200002000021e-07,7,0.004745447454474545
1626,2018-05-31 21:38:33.887997,0.04,4.0000400004000043e-07,5,0.014430144301443015
1627,2018-05-31 21:38:36.113473,0.2,2.000002000002e-07,3,0.05725885725885726
1628,2018-05-31 21:38:37.067088,0.002,2.0002000200020003e-07,8,0.0008642864286428643
1629,2018-05-31 21:38:37.943502,0.002,2.0002000200020003e-07,8,0.0008692869286928693
1630,2018-05-31 21:38:39.089535,0.04,4.0000400004000043e-07,5,0.014428944289442896
1631,2018-05-31 21:38:41.534595,0.2,2.000002000002e-07,3,0.05726425726425727
1632,2018-05-31 21:38:42.615679,0.04,4.0000400004000043e-07,5,0.014434944349443495
1633,2018-05-31 21:38:43.661650,0.04,4.0000400004000043e-07,6,0.00932729327293273
1634,2018-05-31 21:38:52.985566,1.0,2.00000040000008e-07,1,0.22848204569640915
1635,2018-05-31 21:38:53.910184,0.002,2.0002000200020003e-07,8,0.0008622862286228623
1636,2018-05-31 21:38:56.616612,0.1,1.000001000001e-07,4,0.028711128711128714
1637,2018-05-31 21:39:07.385461,2.0,4.00000080000016e-07,0,0.45673969134793824
1638,2018-05-31 21:39:10.163694,0.4,4.000004000004e-07,2,0.11433051433051433
1639,2018-05-31 21:39:20.055712,2.0,4.00000080000016e-07,0,0.4569408913881783
1640,2018-05-31 21:39:21.091551,0.02,2.0000200002000021e-07,7,0.004742447424474245
1641,2018-05-31 21:39:22.008151,0.002,2.0002000200020003e-07,9,0.0006002600260026003
1642,2018-05-31 21:39:22.868097,0.002,2.0002000200020003e-07,9,0.0005974597459745975
1643,2018-05-31 21:39:23.855531,0.04,4.0000400004000043e-07,6,0.00932569325693257
1644,2018-05-31 21:39:24.879933,0.04,4.0000400004000043e-07,5,0.014433344333443336
1645,2018-05-31 21:39:25.901272,0.04,4.0000400004000043e-07,5,0.014436944369443696
1646,2018-05-31 21:39:28.179037,0.1,1.000001000001e-07,4,0.028695028695028695
1647,2018-05-31 21:39:37.940009,1.0,2.00000040000008e-07,1,0.22851584570316913
1648,2018-05-31 21:39:39.070064,0.04,4.0000400004000043e-07,6,0.00933129331293313
1649,2018-05-31 21:39:41.577204,0.2,2.000002000002e-07,3,0.05726425726425727
1650,2018-05-31 21:39:43.917440,0.4,4.000004000004e-07,2,0.11431411431411431
1651,2018-05-31 21:39:45.079941,0.04,4.0000400004000043e-07,5,0.014437344373443736
1652,2018-05-31 21:39:47.285882,0.1,1.000001000001e-07,4,0.028717328717328718
1653,2018-05-31 21:39:49.698518,0.4,4.000004000004e-07,2,0.11435691435691436
1654,2018-05-31 21:39:50.613913,0.002,2.0002000200020003e-07,9,0.0005986598659865987
1655,2018-05-31 21:39:51.632132,0.02,2.0000200002000021e-07,7,0.004744247442474425
1656,2018-05-31 21:39:54.148061,0.2,2.000002000002e-07,3,0.05724305724305725
1657,2018-05-31 21:39:55.060683,0.002,2.0002000200020003e-07,9,0.0006100610061006101
1658,2018-05-31 21:40:03.599850,1.0,2.00000040000008e-07,1,0.22855824571164915
1659,2018-05-31 21:40:04.651356,0.04,4.0000400004000043e-07,5,0.014436944369443696
1660,2018-05-31 21:40:06.966382,0.2,2.000002000002e-07,3,0.05727605727605728
1661,2018-05-31 21:40:17.881284,2.0,4.00000080000016e-07,0,0.4570276914055383
1662,2018-05-31 21:40:18.802691,0.002,2.0002000200020003e-07,9,0.0006052605260526053
1663,2018-05-31 21:40:19.865705,0.02,2.0000200002000021e-07,7,0.004748847488474885
1664,2018-05-31 21:40:20.996128,0.02,2.0000200002000021e-07,7,0.004740847408474085
1665,2018-05-31 21:40:23.276542,0.2,2.000002000002e-07,3,0.05728445728445729
1666,2018-05-31 21:40:25.629063,0.1,1.000001000001e-07,4,0.02872072872072872
1667,2018-05-31 21:40:26.683527,0.04,4.0000400004000043e-07,6,0.00933209332093321
1668,2018-05-31 21:40:27.644471,0.04,4.0000400004000043e-07,5,0.014435744357443575
1669,2018-05-31 21:40:30.211964,0.4,4.000004000004e-07,2,0.11437531437531438
1670,2018-05-31 21:40:31.295774,0.02,2.0000200002000021e-07,7,0.004738847388473885
1671,2018-05-31 21:40:33.642199,0.1,1.000001000001e-07,4,0.028734628734628734
1672,2018-05-31 21:40:34.558888,0.002,2.0002000200020003e-07,8,0.0008712871287128713
1673,2018-05-31 21:40:35.435046,0.002,2.0002000200020003e-07,8,0.0008710871087108711
1674,2018-05-31 21:40:45.859152,2.0,4.00000080000016e-07,0,0.4570704914140983
1675,2018-05-31 21:40:46.873940,0.04,4.0000400004000043e-07,5,0.014439744397443976
1676,2018-05-31 21:40:49.319234,0.4,4.000004000004e-07,2,0.11435131435131436
1677,2018-05-31 21:41:00.293468,2.0,4.00000080000016e-07,0,0.4568176913635383
1678,2018-05-31 21:41:01.315877,0.04,4.0000400004000043e-07,6,0.00932689326893269
1679,2018-05-31 21:41:02.236053,0.002,2.0002000200020003e-07,9,0.0005992599259925993
1680,2018-05-31 21:41:12.702484,2.0,4.00000080000016e-07,0,0.45687169137433825
1681,2018-05-31 21:41:15.424491,0.1,1.000001000001e-07,4,0.028720828720828723
1682,2018-05-31 21:41:25.488327,2.0,4.00000080000016e-07,0,0.45685689137137825
